# y+ ()         
# Time          	patch           	min             	max             	average         
124             	lowerWall	2.47944676e-01	1.36008243e+00	2.84669858e-01
125             	lowerWall	2.47440851e-01	1.36001682e+00	2.84231862e-01
126             	lowerWall	2.46943829e-01	1.35995204e+00	2.83800258e-01
127             	lowerWall	2.46453485e-01	1.35988805e+00	2.83374921e-01
128             	lowerWall	2.45969700e-01	1.35982486e+00	2.82955732e-01
129             	lowerWall	2.45492357e-01	1.35976242e+00	2.82542577e-01
130             	lowerWall	2.45021342e-01	1.35970075e+00	2.82135341e-01
131             	lowerWall	2.44556541e-01	1.35963980e+00	2.81733913e-01
132             	lowerWall	2.44097845e-01	1.35957958e+00	2.81338186e-01
133             	lowerWall	2.43645149e-01	1.35952007e+00	2.80948056e-01
134             	lowerWall	2.43198347e-01	1.35946126e+00	2.80563422e-01
135             	lowerWall	2.42757338e-01	1.35940313e+00	2.80184186e-01
136             	lowerWall	2.42322022e-01	1.35934568e+00	2.79810245e-01
137             	lowerWall	2.41892301e-01	1.35928888e+00	2.79441507e-01
138             	lowerWall	2.41468079e-01	1.35923274e+00	2.79077877e-01
139             	lowerWall	2.41049262e-01	1.35917722e+00	2.78719264e-01
140             	lowerWall	2.40635759e-01	1.35912234e+00	2.78365581e-01
141             	lowerWall	2.40227479e-01	1.35906806e+00	2.78016735e-01
142             	lowerWall	2.39824334e-01	1.35901439e+00	2.77672646e-01
143             	lowerWall	2.39426238e-01	1.35896130e+00	2.77333232e-01
144             	lowerWall	2.39033105e-01	1.35890879e+00	2.76998408e-01
145             	lowerWall	2.38644852e-01	1.35885685e+00	2.76668097e-01
146             	lowerWall	2.38261399e-01	1.35880548e+00	2.76342219e-01
147             	lowerWall	2.37882664e-01	1.35875465e+00	2.76020697e-01
148             	lowerWall	2.37508571e-01	1.35870437e+00	2.75703457e-01
149             	lowerWall	2.37139041e-01	1.35865461e+00	2.75390425e-01
150             	lowerWall	2.36773998e-01	1.35860538e+00	2.75081529e-01
151             	lowerWall	2.36413368e-01	1.35855666e+00	2.74776702e-01
152             	lowerWall	2.36057078e-01	1.35850845e+00	2.74475874e-01
153             	lowerWall	2.35705056e-01	1.35846073e+00	2.74178976e-01
154             	lowerWall	2.35357231e-01	1.35841351e+00	2.73885946e-01
155             	lowerWall	2.35013536e-01	1.35836675e+00	2.73596717e-01
156             	lowerWall	2.34673903e-01	1.35832048e+00	2.73311225e-01
157             	lowerWall	2.34338264e-01	1.35827466e+00	2.73029410e-01
158             	lowerWall	2.34006555e-01	1.35822930e+00	2.72751208e-01
159             	lowerWall	2.33678709e-01	1.35818439e+00	2.72476562e-01
160             	lowerWall	2.33354664e-01	1.35813992e+00	2.72205416e-01
161             	lowerWall	2.33034358e-01	1.35809588e+00	2.71937710e-01
162             	lowerWall	2.32717730e-01	1.35805228e+00	2.71673389e-01
163             	lowerWall	2.32404719e-01	1.35800909e+00	2.71412401e-01
164             	lowerWall	2.32095267e-01	1.35796633e+00	2.71154688e-01
165             	lowerWall	2.31789314e-01	1.35792396e+00	2.70900199e-01
166             	lowerWall	2.31486805e-01	1.35788201e+00	2.70648882e-01
167             	lowerWall	2.31187684e-01	1.35784044e+00	2.70400683e-01
168             	lowerWall	2.30891894e-01	1.35779927e+00	2.70155555e-01
169             	lowerWall	2.30599381e-01	1.35775847e+00	2.69913448e-01
170             	lowerWall	2.30310093e-01	1.35771806e+00	2.69674313e-01
171             	lowerWall	2.30023976e-01	1.35767802e+00	2.69438105e-01
172             	lowerWall	2.29740979e-01	1.35763835e+00	2.69204777e-01
173             	lowerWall	2.29461051e-01	1.35759903e+00	2.68974283e-01
174             	lowerWall	2.29184143e-01	1.35756008e+00	2.68746577e-01
175             	lowerWall	2.28910204e-01	1.35752147e+00	2.68521615e-01
176             	lowerWall	2.28639187e-01	1.35748321e+00	2.68299354e-01
177             	lowerWall	2.28371045e-01	1.35744528e+00	2.68079750e-01
178             	lowerWall	2.28105730e-01	1.35740770e+00	2.67862760e-01
179             	lowerWall	2.27843193e-01	1.35737044e+00	2.67648346e-01
180             	lowerWall	2.27583387e-01	1.35733351e+00	2.67436464e-01
181             	lowerWall	2.27326264e-01	1.35729689e+00	2.67227075e-01
182             	lowerWall	2.27071774e-01	1.35726060e+00	2.67020141e-01
183             	lowerWall	2.26819870e-01	1.35722461e+00	2.66815622e-01
184             	lowerWall	2.26570503e-01	1.35718894e+00	2.66613476e-01
185             	lowerWall	2.26323626e-01	1.35715356e+00	2.66413668e-01
186             	lowerWall	2.26079195e-01	1.35711848e+00	2.66216159e-01
187             	lowerWall	2.25837165e-01	1.35708369e+00	2.66020910e-01
188             	lowerWall	2.25597495e-01	1.35704920e+00	2.65827886e-01
189             	lowerWall	2.25360143e-01	1.35701499e+00	2.65637050e-01
190             	lowerWall	2.25125070e-01	1.35698106e+00	2.65448367e-01
191             	lowerWall	2.24892238e-01	1.35694741e+00	2.65261802e-01
192             	lowerWall	2.24661609e-01	1.35691403e+00	2.65077322e-01
193             	lowerWall	2.24433148e-01	1.35688092e+00	2.64894896e-01
194             	lowerWall	2.24206821e-01	1.35684808e+00	2.64714489e-01
195             	lowerWall	2.23982592e-01	1.35681550e+00	2.64536069e-01
196             	lowerWall	2.23760427e-01	1.35678318e+00	2.64359606e-01
197             	lowerWall	2.23540294e-01	1.35675112e+00	2.64185069e-01
198             	lowerWall	2.23322161e-01	1.35671931e+00	2.64012426e-01
199             	lowerWall	2.23105996e-01	1.35668774e+00	2.63841651e-01
200             	lowerWall	2.22891767e-01	1.35665643e+00	2.63672714e-01
201             	lowerWall	2.22679444e-01	1.35662535e+00	2.63505585e-01
202             	lowerWall	2.22468998e-01	1.35659452e+00	2.63340237e-01
203             	lowerWall	2.22260398e-01	1.35656392e+00	2.63176646e-01
204             	lowerWall	2.22053616e-01	1.35653355e+00	2.63014783e-01
205             	lowerWall	2.21848624e-01	1.35650341e+00	2.62854622e-01
206             	lowerWall	2.21645394e-01	1.35647351e+00	2.62696136e-01
207             	lowerWall	2.21443899e-01	1.35644382e+00	2.62539302e-01
208             	lowerWall	2.21244112e-01	1.35641436e+00	2.62384093e-01
209             	lowerWall	2.21046007e-01	1.35638511e+00	2.62230486e-01
210             	lowerWall	2.20849558e-01	1.35635608e+00	2.62078455e-01
211             	lowerWall	2.20654739e-01	1.35632726e+00	2.61927977e-01
212             	lowerWall	2.20461526e-01	1.35629866e+00	2.61779030e-01
213             	lowerWall	2.20269894e-01	1.35627026e+00	2.61631589e-01
214             	lowerWall	2.20079818e-01	1.35624207e+00	2.61485633e-01
215             	lowerWall	2.19891276e-01	1.35621407e+00	2.61341140e-01
216             	lowerWall	2.19704244e-01	1.35618628e+00	2.61198088e-01
217             	lowerWall	2.19518699e-01	1.35615869e+00	2.61056456e-01
218             	lowerWall	2.19334619e-01	1.35613129e+00	2.60916223e-01
219             	lowerWall	2.19151984e-01	1.35610408e+00	2.60777368e-01
220             	lowerWall	2.18970769e-01	1.35607707e+00	2.60639871e-01
221             	lowerWall	2.18790953e-01	1.35605023e+00	2.60503713e-01
222             	lowerWall	2.18612515e-01	1.35602359e+00	2.60368874e-01
