#             y             U_x             U_y             U_z               k             nut           omega
   3.113662e-05      0.13911701  -2.3028318e-06   6.6550343e-23     0.013463394    7.901834e-09       4021289.6
  5.3394177e-05      0.23751838  -6.0685186e-06   1.5209236e-22     0.011490232    2.125568e-08       863208.41
  7.7022295e-05      0.34180937  -1.2293522e-05   8.2071409e-23     0.012465514   5.0571102e-08       332227.72
  0.00010210537      0.45217458  -2.1370523e-05  -3.3810394e-23     0.014889005   1.0948194e-07       167484.68
  0.00012873299      0.56866145  -3.3699444e-05  -1.3351354e-22     0.018392027   2.1849081e-07       98070.362
  0.00015700027      0.69110073  -4.9718486e-05  -1.7455853e-22     0.022847148   4.0553224e-07       63219.859
  0.00018700818      0.81902627  -6.9840234e-05  -1.5781434e-23     0.028196081   7.0521703e-07       43667.803
  0.00021886389      0.95162226  -9.4390775e-05   3.4016121e-23     0.034394032   1.1563001e-06       31832.903
  0.00025268119       1.0877307  -0.00012354995  -5.8340031e-23     0.041384622    1.797739e-06       24256.363
  0.00028858087       1.2259364  -0.00015729949    1.085336e-22     0.049087678   2.6647227e-06       19181.948
  0.00032669115        1.364714  -0.00019539186   2.3016824e-22     0.057395249   3.7862623e-06       15645.164
  0.00036714817       1.5025935  -0.00023734944  -7.0032351e-25      0.06617324   5.1848813e-06       13086.049
  0.00041009642       1.6382977  -0.00028249824  -1.4317976e-22     0.075265738   6.8774102e-06       11167.235
  0.00045568931       1.7708275   -0.0003300199  -4.7805401e-23     0.084499236   8.8751268e-06       9680.6185
  0.00050408968       1.8994954  -0.00037888632  -8.3066161e-24     0.093696972   1.1182789e-05       8495.7493
  0.00055547043       2.0240882  -0.00042775371  -8.6407385e-23      0.10272814   1.3710103e-05       7528.4025
  0.00061001506       2.1449396  -0.00047507771  -5.7880288e-23      0.11153997   1.6364273e-05       6720.6987
   0.0006679184       2.2623983  -0.00051910202   1.9122979e-22      0.12010077   1.9260167e-05       6031.7422
  0.00072938728       2.3763665  -0.00055793393   2.8228806e-22      0.12833952    2.255862e-05       5434.0429
  0.00079464125        2.486527  -0.00058989531  -4.3267703e-25       0.1361515   2.6323854e-05       4909.8617
  0.00086391338       2.5926551   -0.0006135452  -1.5774727e-22      0.14341082   3.0571943e-05       4447.5831
   0.0009374511       2.6947264  -0.00062756877    1.997108e-22      0.14995717   3.5262186e-05       4039.0933
   0.0010155171       2.7929435  -0.00063075617   3.1205857e-22      0.15565566   4.0314348e-05       3677.9823
   0.0010983902       2.8876713  -0.00062193933  -4.4448285e-22      0.16049362   4.5655724e-05       3358.6352
   0.0011863663       2.9793375   -0.0005999807  -4.3113268e-22       0.1645395   5.1233438e-05       3075.9796
   0.0012797599       3.0683701   -0.0005637084   8.4887166e-22      0.16786456   5.7000105e-05       2825.4589
   0.0013789043       3.1551779  -0.00051183799   1.0260406e-21      0.17052886   6.2906949e-05       2603.0183
   0.0014841538       3.2401435  -0.00044296619  -3.4774641e-23      0.17258022   6.8901871e-05       2405.0746
   0.0015958843       3.3236232  -0.00035553285  -9.7106615e-22      0.17405534   7.4929899e-05       2228.4736
   0.0017144948       3.4059463  -0.00024779731  -9.3132154e-22       0.1749809   8.0934357e-05       2070.4451
    0.001840409       3.4874155  -0.00011782741  -3.0102415e-23      0.17537433   8.6857882e-05       1928.5622
   0.0019740768       3.5683072   3.6500692e-05   2.9080079e-22      0.17524428   9.2643018e-05       1800.7013
   0.0021159754       3.6488718   0.00021749078  -1.3694882e-22      0.17459118   9.8232333e-05       1685.0055
   0.0022666117       3.7293341   0.00042760148  -6.0318901e-22      0.17340803   0.00010356833       1579.8486
   0.0024265239       3.8098934   0.00066940865  -5.1322418e-22      0.17168133   0.00010859338       1483.7943
