#             y             U_x             U_y             U_z               k             nut           omega
   3.113662e-05      0.14125406   3.7769656e-07  -1.9940821e-23     0.013676317   8.1303026e-09       4021291.9
  5.3394177e-05      0.24119798   9.9247091e-07   -4.523676e-24     0.011969922   2.2378822e-08       863213.74
  7.7022295e-05      0.34711269   2.0080251e-06   2.3369364e-23     0.013320819   5.4395779e-08       332237.19
  0.00010210537      0.45916266   3.4898478e-06   7.0782254e-24     0.016226083   1.1972782e-07       167498.93
  0.00012873299      0.57735088   5.5071587e-06  -1.2755786e-23     0.020315498   2.4171811e-07       98088.782
  0.00015700027      0.70142857   8.1399191e-06    9.930767e-24     0.025458529   4.5208603e-07       63239.978
  0.00018700818      0.83080764    1.147206e-05  -8.7480463e-24     0.031589205   7.8999085e-07       43684.973
  0.00021886389       0.9645098    1.558654e-05  -3.9922775e-23     0.038647656   1.2991183e-06       31840.483
  0.00025268119       1.1011896   2.0561531e-05  -2.7701092e-23     0.046553039   2.0232951e-06       24246.504
  0.00028858087       1.2392469   2.6467911e-05  -2.9817074e-23     0.055190749    3.002203e-06       19146.818
  0.00032669115       1.3770055    3.336887e-05  -2.2423283e-23     0.064409513    4.268853e-06       15578.217
  0.00036714817       1.5129023   4.1321714e-05   5.3443771e-23     0.074025292   5.8492313e-06       12982.865
  0.00041009642       1.6456336   5.0381412e-05   9.1899141e-23     0.083828149   7.7629878e-06       11025.662
  0.00045568931       1.7742305   6.0605237e-05  -2.0637443e-23     0.093609106    1.002592e-05       9500.2569
  0.00050408968       1.8980561   7.2056119e-05  -1.3858727e-22      0.10320599   1.2654779e-05       8277.1596
  0.00055547043       2.0167549   8.4797266e-05   -6.433313e-23      0.11251284   1.5668867e-05       7273.6643
  0.00061001506        2.130283   9.8909036e-05   2.9138595e-23      0.12145727    1.902655e-05       6435.2497
   0.0006679184       2.2389304   0.00011451673  -3.6991214e-23      0.12998958   2.2671719e-05       5723.8151
  0.00072938728       2.3430389   0.00013176885  -6.7536809e-23      0.13806121    2.669109e-05       5111.9484
  0.00079464125       2.4427331   0.00015080449   1.2100263e-23      0.14559487    3.122187e-05       4580.5213
  0.00086391338       2.5380412   0.00017175465   4.9202385e-23      0.15247909   3.6310962e-05       4116.2089
   0.0009374511       2.6290889   0.00019476296   1.4216606e-22      0.15862094   4.1946845e-05       3709.0808
   0.0010155171       2.7161217    0.0002200003   2.4084905e-22      0.16401236   4.8110739e-05       3351.1898
   0.0010983902       2.7994504   0.00024766685   8.2789719e-23      0.16870756   5.4792271e-05       3035.9141
   0.0011863663       2.8794062   0.00027799615  -1.6845382e-22      0.17277218   6.1983011e-05        2757.636
   0.0012797599       2.9563199   0.00031126117  -1.8709211e-22      0.17627036   6.9672379e-05       2511.5439
   0.0013789043       3.0305113   0.00034778054   5.2379402e-23      0.17926166   7.7845639e-05       2293.4972
   0.0014841538       3.1022857    0.0003879221   1.6942171e-22      0.18180016   8.6481234e-05       2099.9231
   0.0015958843       3.1719347   0.00043209263   4.9510462e-24       0.1839337   9.5543596e-05       1927.7292
   0.0017144948       3.2397436   0.00048071025  -9.6361124e-23      0.18570294   0.00010496612       1774.2143
