#             y             U_x             U_y             U_z               k             nut           omega
   3.113662e-05      0.13528344   3.2817135e-07    1.494168e-23     0.013563709   8.0083274e-09       4021287.3
  5.3394177e-05      0.23101882   8.6307906e-07   1.0409266e-23     0.011717575   2.1782785e-08       863201.32
  7.7022295e-05      0.33248041   1.7470558e-06  -3.4795727e-24     0.012872078   5.2378215e-08       332211.91
  0.00010210537      0.43983686   3.0371214e-06  -2.6144908e-23     0.015525552   1.1436136e-07       167455.67
  0.00012873299      0.55311239   4.7933819e-06  -4.3138701e-23     0.019308328   2.2967332e-07       98023.405
  0.00015700027      0.67210384   7.0850695e-06   4.2846095e-24     0.024091013   4.2830101e-07       63150.205
  0.00018700818      0.79629751   9.9843868e-06   3.4049589e-23     0.029810712   7.4760721e-07       43570.972
  0.00021886389      0.92481539   1.3561777e-05  -3.3788229e-24     0.036413637    1.229824e-06       31705.024
  0.00025268119       1.0564254   1.7881985e-05  -5.6783869e-23     0.043828492   1.9180379e-06       24094.518
  0.00028858087       1.1896344    2.300115e-05  -1.0600401e-23     0.051953368   2.8520211e-06       18984.461
  0.00032669115       1.3228475   2.8965889e-05   7.3889333e-23     0.060651862   4.0655153e-06        15411.75
  0.00036714817       1.4545468   3.5814766e-05   6.2277698e-23     0.069755844   5.5855857e-06       12817.699
  0.00041009642       1.5834376   4.3581751e-05   9.5475864e-24     0.079071554   7.4331929e-06       10865.808
  0.00045568931       1.7085313   5.2300528e-05   -4.078634e-23     0.088400142   9.6251747e-06       9348.1952
  0.00050408968        1.829156   6.2007855e-05  -2.4080284e-23     0.097580408   1.2178901e-05       8133.9952
  0.00055547043       1.9449138   7.2742011e-05  -1.2408524e-23      0.10650617   1.5114936e-05       7139.4104
  0.00061001506       2.0556733   8.4546795e-05  -1.6049827e-23      0.11510383   1.8422351e-05       6309.4298
   0.0006679184       2.1616021   9.7485471e-05    6.958177e-23      0.12331938   2.2048766e-05       5606.1507
  0.00072938728       2.2630233   0.00011163902   7.8881923e-23      0.13110799   2.6019857e-05       5002.2485
  0.00079464125       2.3601402   0.00012708463     2.58432e-23      0.13840799   3.0465266e-05       4478.1948
  0.00086391338       2.4530069   0.00014389036  -1.5253393e-23      0.14512632   3.5473859e-05       4020.3163
   0.0009374511       2.5417053   0.00016213752  -5.6534789e-23      0.15117384   4.1056364e-05       3618.6269
   0.0010155171       2.6264253   0.00018193296  -4.1258991e-23      0.15652512    4.720514e-05       3265.2763
   0.0010983902       2.7074305    0.0002034041  -3.9203656e-23      0.16121757   5.3918043e-05        2953.793
   0.0011863663       2.7850144   0.00022669605  -4.1730279e-23      0.16531081   6.1197136e-05       2678.7162
   0.0012797599       2.8594775   0.00025197069  -8.2786129e-23        0.168867   6.9041014e-05       2435.3793
   0.0013789043        2.931121   0.00027940206  -5.0654725e-23      0.17194605   7.7432033e-05       2219.7507
   0.0014841538       3.0002558   0.00030916919   4.5036344e-23      0.17460363   8.6306517e-05       2028.2825
   0.0015958843       3.0672077   0.00034146366   3.4151979e-24      0.17688933     9.55872e-05       1857.7986
   0.0017144948       3.1322829   0.00037649548   1.2870277e-22      0.17884449   0.00010528388       1705.4999
    0.001840409       3.1957247    0.0004144893    2.216984e-22      0.18050082   0.00011547314       1569.0209
   0.0019740768       3.2577193   0.00045569989  -4.1744834e-23      0.18188216   0.00012619296       1446.3952
   0.0021159754       3.3184261   0.00050042175  -2.6149792e-22       0.1830075   0.00013744105       1335.9604
   0.0022666117       3.3779922   0.00054898246  -1.0274601e-22       0.1838926    0.0001492108       1236.2912
   0.0024265239       3.4365541   0.00060174412   2.5054128e-22      0.18455024   0.00016149036       1146.1614
    0.002596283       3.4942396   0.00065910976   1.3850604e-22      0.18499049   0.00017426164       1064.5129
   0.0027764954       3.5511689   0.00072152969  -2.5397711e-22      0.18522096   0.00018749921        990.4289
   0.0029678048       3.6074565   0.00078950828  -6.9019828e-23      0.18524697   0.00020116898        923.1134
   0.0031708945       3.6632123   0.00086361166   2.3862495e-22       0.1850717   0.00021522686       861.87298
     0.00338649       3.7185428     0.000944477   2.8403213e-23       0.1846963   0.00022961725       806.10222
   0.0036153613       3.7735524    0.0010328235  -1.2536931e-22         0.18412   0.00024427129        755.2714
   0.0038583258       3.8283443    0.0011294645   1.5534237e-23      0.18334008   0.00025910519       708.91619
   0.0041162514       3.8830219    0.0012353181   9.0666396e-23      0.18235198   0.00027401823       666.62914
   0.0043900594       3.9376898    0.0013514162   7.4745803e-23      0.18114925   0.00028889087       628.05246
