#             y             U_x             U_y             U_z               k             nut           omega
   3.113662e-05      0.14313937   2.9134826e-07    1.055859e-24     0.013705878   8.1624514e-09       4021293.3
  5.3394177e-05      0.24440768   7.6523083e-07   1.2498628e-23     0.012036016   2.2535527e-08       863217.73
  7.7022295e-05      0.35172382   1.5478307e-06    6.643019e-24     0.013438212   5.4924888e-08       332245.38
  0.00010210537      0.46525142   2.6896848e-06   4.6552118e-24     0.016409216   1.2113096e-07       167512.99
  0.00012873299      0.58498771   4.2446128e-06   8.2825905e-24      0.02057867   2.4485421e-07       98110.087
  0.00015700027      0.71067122   6.2755243e-06   2.7334807e-24     0.025815751   4.5824068e-07       63269.339
  0.00018700818      0.84169318   8.8498913e-06   1.1043745e-23     0.032053712   8.0086057e-07       43722.447
  0.00021886389       0.9770477   1.2036873e-05   5.2146215e-24     0.039231196   1.3166733e-06       31885.327
  0.00025268119       1.1153586    1.590544e-05  -2.5302337e-23     0.047265095   2.0495413e-06       24297.312
  0.00028858087       1.2549979   2.0523416e-05  -4.2207991e-23     0.056037923   3.0389286e-06       19201.799
  0.00032669115       1.3942685   2.5957807e-05  -1.8499709e-23      0.06539521     4.31745e-06       15635.532
  0.00036714817       1.5315968   3.2276328e-05   2.3451471e-23     0.075149707   5.9106168e-06       13040.913
  0.00041009642       1.6656777   3.9549852e-05  -1.5056925e-23     0.085088416   7.8375552e-06        11083.25
  0.00045568931       1.7955484   4.7855683e-05  -4.3327835e-23     0.094999387   1.0113395e-05       9556.6516
  0.00050408968       1.9205833   5.7279659e-05   2.1869834e-23      0.10471815   1.2753959e-05       8332.0538
  0.00055547043       2.0404411   6.7910113e-05   1.6267432e-23      0.11413805   1.5777271e-05       7327.0968
  0.00061001506       2.1551158   7.9862957e-05  -2.0324881e-23      0.12318825   1.9125618e-05       6487.3724
   0.0006679184       2.2649552   9.3313895e-05   1.5202652e-23      0.13182225   2.2739593e-05       5774.5939
  0.00072938728       2.3703095   0.00010846885   4.5938406e-23      0.13999082   2.6734704e-05       5161.2377
  0.00079464125       2.4712597   0.00012552995   4.5861171e-24      0.14761022   3.1252229e-05       4628.3368
  0.00086391338       2.5678122   0.00014469299   -5.819158e-23      0.15456169    3.632017e-05       4162.7531
   0.0009374511       2.6601043   0.00016616489   3.8795176e-24      0.16074857   4.1916184e-05       3754.6397
   0.0010155171       2.7484022   0.00019018553   4.9441807e-23      0.16616431   4.8013019e-05       3396.0673
   0.0010983902        2.833039   0.00021703628  -3.3430834e-24      0.17086651   5.4592189e-05        3080.395
