#             y             U_x             U_y             U_z               k             nut           omega
   3.113662e-05      0.11648399  -4.9934617e-06  -2.8690783e-22     0.012679049   7.0547877e-09       4021273.5
  5.3394177e-05      0.19888556  -1.3126378e-05   -1.598398e-22    0.0097291017   1.7105336e-08       863165.18
  7.7022295e-05      0.28626578  -2.6566698e-05   1.2258131e-22    0.0093298092   3.6471628e-08       332141.04
  0.00010210537      0.37884881  -4.6185905e-05   2.1279741e-22    0.0099879801   7.1767207e-08       167338.52
  0.00012873299      0.47681073  -7.2907069e-05   9.2359048e-23       0.0113346   1.3305479e-07       97853.351
  0.00015700027      0.58024393  -0.00010779662   8.3353408e-24     0.013242137   2.3433748e-07       62929.018
  0.00018700818      0.68911514  -0.00015196878   5.7106867e-23     0.015660703   3.9352826e-07       43311.537
  0.00021886389      0.80322512  -0.00020650094   5.7709939e-23     0.018570107   6.3155773e-07       31432.162
  0.00025268119      0.92218291  -0.00027233894  -1.2394806e-22     0.021960936    9.704844e-07       23843.197
  0.00028858087       1.0454084  -0.00035018623  -2.3266854e-22     0.025825486   1.4309972e-06       18795.371
  0.00032669115       1.1721691  -0.00044039512  -6.0556742e-23     0.030153257   2.0302302e-06       15325.309
  0.00036714817       1.3016439  -0.00054288646   1.3313747e-22     0.034929129   2.7808302e-06       12868.299
  0.00041009642       1.4329946  -0.00065709811   1.7437806e-22     0.040133063   3.6915037e-06       11077.977
  0.00045568931       1.5654279  -0.00078180809    1.558661e-22      0.04574035    4.768267e-06       9735.5817
  0.00050408968       1.6984618  -0.00091517621   2.7110319e-22     0.051730731   5.9400776e-06       8699.3218
  0.00055547043       1.8321673   -0.0010551255   1.7109125e-22     0.058100096   7.1277955e-06       7873.0502
  0.00061001506       1.9666571   -0.0011990886  -3.1178601e-22     0.064839288   8.4120878e-06       7189.1498
   0.0006679184       2.1015084   -0.0013437171  -2.5839005e-22     0.071897759   9.9057484e-06        6600.805
  0.00072938728       2.2359502   -0.0014853269   5.4909729e-22     0.079174464   1.1653949e-05       6076.8514
  0.00079464125       2.3691554   -0.0016200595   7.5249916e-22     0.086539819   1.3699136e-05       5597.4417
  0.00086391338       2.5002693   -0.0017437852  -3.1006279e-22     0.093873394    1.610259e-05       5151.0074
   0.0009374511       2.6283987   -0.0018522785  -3.3380101e-22      0.10107122   1.8944343e-05       4732.2829
   0.0010155171       2.7527578   -0.0019414919   4.1190345e-22      0.10802044   2.2237443e-05       4340.4084
