#             y             U_x             U_y             U_z               k             nut           omega
   3.113662e-05       0.1437687  -2.6018323e-07  -4.9922514e-24     0.013687882   8.1437712e-09       4021293.7
  5.3394177e-05      0.24547063  -6.9956313e-07   7.4858168e-24     0.011994755    2.244199e-08       863218.86
  7.7022295e-05      0.35324671  -1.4324734e-06   1.6869096e-23     0.013363987   5.4601443e-08       332248.01
  0.00010210537      0.46726333  -2.5052401e-06   1.3227603e-23     0.016292622   1.2025248e-07       167517.85
  0.00012873299      0.58752194  -3.9618367e-06  -5.1270599e-24     0.020410529   2.4283333e-07       98117.976
  0.00015700027      0.71376736  -5.8465077e-06  -2.1967161e-23     0.025587323   4.5411717e-07       63281.073
  0.00018700818      0.84539974  -8.1924474e-06  -1.3030751e-23     0.031757229   7.9317744e-07       43738.809
  0.00021886389      0.98142484  -1.1009975e-05   2.1116098e-24     0.038860718   1.3033507e-06       31907.009
  0.00025268119       1.1204802  -1.4274842e-05   4.2135794e-24     0.046817624   2.0277635e-06       24324.854
  0.00028858087       1.2609519  -1.7918668e-05   2.0507972e-24     0.055514626   3.0050596e-06       19235.541
  0.00032669115       1.4011552  -2.1824067e-05  -3.0859806e-24     0.064802542   4.2669842e-06        15675.59
  0.00036714817       1.5395245  -2.5825645e-05  -7.4090086e-24     0.074500225   5.8381534e-06       13087.209
  0.00041009642       1.6747583  -2.9716766e-05  -1.5351861e-23     0.084401197   7.7367585e-06        11135.59
  0.00045568931       1.8058935  -3.3262781e-05  -1.1912857e-23     0.094294795   9.9762364e-06       9614.8325
  0.00050408968       1.9323064   -3.621437e-05   5.4628714e-23      0.10401083   1.2569335e-05       8395.9557
  0.00055547043       2.0537004  -3.8231174e-05   1.2958827e-22      0.11344239   1.5508056e-05        7396.453
  0.00061001506       2.1701652  -3.8851518e-05   6.2482757e-23      0.12252659   1.8721091e-05       6561.2809
   0.0006679184       2.2820694  -3.7524456e-05  -1.1457173e-22      0.13121914   2.2192171e-05       5851.6579
  0.00072938728        2.389671  -3.3648284e-05  -1.1878049e-22      0.13946238   2.6054115e-05       5240.1962
  0.00079464125       2.4929686  -2.6698401e-05  -5.2143912e-24      0.14716192   3.0424307e-05       4708.3001
  0.00086391338       2.5919394  -1.6219437e-05   3.0116371e-23      0.15418896    3.531644e-05        4243.148
   0.0009374511       2.6867177  -1.7621909e-06     1.66229e-22      0.16043392   4.0695678e-05       3835.1549
   0.0010155171       2.7775828   1.7121999e-05   1.8942416e-22      0.16587855   4.6520643e-05       3476.5779
   0.0010983902       2.8648897   4.0912843e-05   -7.512566e-23      0.17057647   5.2758986e-05       3160.8864
   0.0011863663       2.9490161   7.0142948e-05  -1.5082642e-22      0.17459619   5.9380125e-05       2882.4817
   0.0012797599        3.030338   0.00010541717  -2.4800088e-23      0.17800267   6.6349642e-05       2636.5323
   0.0013789043       3.1092194   0.00014742917   2.7633112e-23      0.18085367   7.3627183e-05       2418.8571
   0.0014841538        3.186008   0.00019697988  -5.9649219e-23      0.18319907   8.1166218e-05       2225.8372
   0.0015958843       3.2610337   0.00025500087  -2.7881469e-22      0.18508067   8.8914318e-05       2054.3395
   0.0017144948       3.3346078   0.00032258261   -2.753889e-22      0.18653186   9.6813287e-05       1901.6459
    0.001840409       3.4070244   0.00040100529   1.8189473e-22      0.18757741   0.00010479905       1765.3967
   0.0019740768        3.478561   0.00049176974   3.9868071e-22       0.1882334   0.00011280157       1643.5468
   0.0021159754       3.5494806   0.00059662663   6.9336471e-23      0.18850757   0.00012074505       1534.3187
   0.0022666117        3.620033   0.00071760334  -3.4386592e-22      0.18839961   0.00012854855       1436.1594
   0.0024265239       3.6904559   0.00085702775  -6.3445919e-22      0.18790147   0.00013612693       1347.7049
    0.002596283       3.7609756    0.0010175467   1.2768542e-24      0.18699757   0.00014339203       1267.7495
   0.0027764954       3.8318068    0.0012021368   8.5139625e-22      0.18566493   0.00015025374       1195.2192
   0.0029678048       3.9031518    0.0014141048   2.6146436e-22       0.1838734   0.00015662087       1129.1489
   0.0031708945       3.9751998    0.0016570765  -2.8206637e-22      0.18158578   0.00016240156       1068.6623
     0.00338649       4.0481248    0.0019349704     3.02001e-22      0.17875823   0.00016750317       1012.9555
   0.0036153613       4.1220834    0.0022519548   5.8750051e-22      0.17534063   0.00017183147       961.28337
   0.0038583258       4.1972121    0.0026123824  -5.8189839e-23      0.17127742   0.00017528946       912.94926
   0.0041162514        4.273624    0.0030206964  -4.8766968e-22      0.16650861   0.00017777577       867.29808
   0.0043900594       4.3514048    0.0034812969  -8.2657485e-23      0.16097142   0.00017918335       823.71257
   0.0046807278       4.4306075    0.0039983558   1.0026515e-22      0.15460253   0.00017939936       781.61011
   0.0049892948       4.5112452     0.004575567  -3.1457279e-22      0.14734105   0.00017830852       740.43602
   0.0053168625       4.5932794    0.0052158131  -1.2747093e-22       0.1391324   0.00017580565       699.64659
   0.0056646009       4.6765947     0.005920676   5.5043685e-22      0.12993412   0.00017183081       658.67752
   0.0060337521       4.7609441    0.0066894921  -7.5478871e-23      0.11972827   0.00016646004       616.92042
   0.0064256347       4.8458165    0.0075171678  -6.8854168e-22      0.10860717   0.00016012427       574.42903
   0.0068416484       4.9302391    0.0083909602  -9.2840544e-23     0.096856862   0.00015367286       532.10773
    0.007283279       5.0127169    0.0092892931   1.2384641e-22     0.084827062   0.00014786364        489.7611
   0.0077521041       5.0914708     0.010185538  -4.3736203e-23     0.072799192   0.00014293218       445.26301
   0.0082497982       5.1647229     0.011053924  -2.0929692e-23     0.061075793   0.00013899894       396.26073
    0.008778139       5.2307426     0.011870659   3.6432112e-23     0.050072252   0.00013676464       341.84059
   0.0093390136       5.2879008     0.012607549    6.431121e-23     0.040268188   0.00013731144       283.66719
   0.0099344254       5.3352254     0.013234635   1.1523371e-22     0.032044973   0.00014060625       226.45297
    0.010566501       5.3730337     0.013734553   6.4838031e-23     0.025526053   0.00014547863       176.18053
    0.011237498       5.4026761     0.014110105  -1.3212951e-22     0.020582662   0.00015104552       136.87026
    0.011949813       5.4257664     0.014381162   -1.397977e-22     0.016956561   0.00015591888       109.03377
    0.012705991       5.4437318     0.014572834   3.7789898e-23     0.014367625   0.00015855722       90.680053
    0.013508733       5.4576494     0.014703485    1.097638e-22     0.012572381     0.000158941       79.090013
    0.014360904       5.4682701     0.014783043    1.316365e-23     0.011376025   0.00015808155       71.945031
    0.015265551        5.476164      0.01481773  -6.5438546e-23     0.010624402   0.00015698147       67.669724
    0.016225903       5.4818332     0.014813498  -4.4923201e-23     0.010190404   0.00015627619       65.205563
    0.017245391       5.4857422     0.014776463  -3.1974436e-24    0.0099659934   0.00015625548       63.781347
    0.018327656       5.4883087     0.014712672     1.18458e-22     0.009867604   0.00015685695       62.910268
    0.019476565       5.4898867     0.014627465   1.0464014e-22    0.0098385823   0.00015784788        62.33134
     0.02069622       5.4907568     0.014524742  -1.5210675e-22    0.0098440004   0.00015900327       61.912156
    0.021990978       5.4911302     0.014407651  -2.1009319e-22    0.0098639912   0.00016016512       61.587518
    0.023365464       5.4911603     0.014278125  -1.3869661e-23    0.0098880818   0.00016124065       61.325818
    0.024824587       5.4909524     0.014137007    6.598474e-23    0.0099112095   0.00016218433       61.111345
    0.026373559       5.4905774     0.013985201   2.1684121e-23    0.0099312433   0.00016298089       60.935392
    0.028017912       5.4900829     0.013822995   4.2631093e-23    0.0099475587   0.00016363318       60.792045
     0.02976352       5.4894993     0.013650196   1.0914575e-22    0.0099602631   0.00016415421       60.676371
    0.031616619       5.4888438     0.013466606   9.2081662e-23    0.0099697859     0.000164562       60.583806
    0.033583826       5.4881256     0.013271782  -2.3020399e-23    0.0099766644   0.00016487604       60.510079
    0.035672168       5.4873499     0.013065175  -1.3021405e-22    0.0099814321   0.00016511504       60.451328
    0.037889105       5.4865194     0.012846163  -1.5700157e-22    0.0099845627   0.00016529557       60.404224
    0.040242556       5.4856366     0.012614066  -6.1913807e-23    0.0099864477   0.00016543135       60.366023
    0.042740925       5.4847043     0.012368161   2.9859813e-24    0.0099873939    0.0001655333       60.334548
    0.045393137       5.4837258     0.012107685  -2.3106012e-23     0.009987634   0.00016560979       60.308125
    0.048208665       5.4827054     0.011831835   4.7270848e-23    0.0099873413   0.00016566711       60.285486
    0.051197566       5.4816479     0.011539768    9.203322e-23    0.0099866448   0.00016570996       60.265691
    0.054370516       5.4805592     0.011230601  -7.5698802e-23     0.009985642   0.00016574184       60.248044
    0.057738847       5.4794456     0.010903403  -2.7597463e-23     0.009984408   0.00016576539       60.232039
    0.061314592       5.4783141       0.0105572   8.0512544e-23    0.0099830026   0.00016578259        60.21731
     0.06511052       5.4771719     0.010190953  -7.4315179e-24    0.0099814741   0.00016579496       60.203598
    0.069140193       5.4760268    0.0098035812  -1.9814929e-22    0.0099798627   0.00016580366       60.190721
    0.073418001       5.4748866     0.009393916  -2.6013632e-22     0.009978202   0.00016580957       60.178558
    0.077959226       5.4737591    0.0089607552  -1.6120061e-22     0.009976521   0.00016581339       60.167033
    0.082780087       5.4726524    0.0085027756  -1.4997887e-23    0.0099748444   0.00016581565       60.156101
    0.087897803       5.4715741    0.0080186212   2.0984124e-22    0.0099731938   0.00016581677       60.145741
    0.093330656       5.4705321    0.0075068041   1.4502565e-22    0.0099715881   0.00016581706       60.135953
