#             y             U_x             U_y             U_z               k             nut           omega
   3.113662e-05     0.074304166   1.4239411e-06   8.5486498e-25     0.011968808   6.2867437e-09       4021253.8
  5.3394177e-05      0.12690623   3.7584949e-06  -1.6539745e-23    0.0081351439   1.3342927e-08       863108.72
  7.7022295e-05       0.1827023   7.6184354e-06  -3.0328058e-24    0.0064913533   2.3681069e-08       332021.64
  0.00010210537      0.24187189   1.3251033e-05   2.3076275e-23    0.0055476885   3.7473561e-08       167127.36
  0.00012873299      0.30460244   2.0922225e-05   3.5144508e-24    0.0049282514   5.4987656e-08       97522.903
  0.00015700027      0.37108904   3.0955207e-05   -3.224676e-23    0.0044924287   7.6588687e-08       62457.072
  0.00018700818      0.44153396   4.3718865e-05  -6.3130817e-24    0.0041749635   1.0268639e-07       42685.196
  0.00021886389      0.51614638   5.9628009e-05   1.1635173e-23    0.0039413288   1.3365051e-07       30651.534
  0.00025268119      0.59514258   7.9149345e-05  -2.8898589e-24    0.0037716947   1.6969828e-07       22923.926
  0.00028858087      0.67874665   0.00010280861   1.3623207e-24     0.003654133   2.1076916e-07       17769.214
  0.00032669115      0.76719217   0.00013119805  -7.0643911e-24    0.0035813929   2.5642764e-07        14238.29
  0.00036714817       0.8607244   0.00016498457  -6.3003958e-24    0.0035492565   3.0585473e-07       11776.529
  0.00041009642       0.9596026   0.00020491858  -2.4156854e-23    0.0035556773   3.5798058e-07       10041.843
  0.00045568931       1.0641012    0.0002518432  -2.9296793e-23    0.0036003488   4.1175955e-07       8813.3099
  0.00050408968       1.1745101   0.00030670133   1.1316629e-22    0.0036845378   4.6622338e-07       7942.5512
  0.00055547043       1.2911607    0.0003705378   1.0200618e-22    0.0038111405    5.134102e-07       7326.4677
  0.00061001506        1.414448   0.00044450552  -1.3997516e-22     0.003985078   5.4821745e-07       6891.1344
   0.0006679184       1.5447548   0.00052982485  -1.2958169e-22    0.0042137336   5.8247238e-07       6582.1147
  0.00072938728       1.6823763   0.00062772399  -7.8361609e-23    0.0045071828   6.2690301e-07        6358.644
  0.00079464125       1.8275343   0.00073945014  -3.0673242e-23    0.0048786842   6.8528946e-07       6189.8582
  0.00086391338        1.980369   0.00086627248   1.7838362e-22    0.0053454654    7.660092e-07       6052.0817
   0.0009374511        2.140853     0.001009471   1.1027218e-24     0.005929384   8.8657354e-07       5927.0739
   0.0010155171       2.3086682    0.0011703531    1.410506e-22     0.006657108   1.0735957e-06       5801.6069
   0.0010983902       2.4833307    0.0013503019    5.348644e-22    0.0075607079   1.3147246e-06        5667.369
   0.0011863663       2.6645043     0.001551046  -4.6064945e-23    0.0086813884   1.5773245e-06       5518.6727
   0.0012797599       2.8517949    0.0017745576   -6.766958e-22     0.010072237   1.8894768e-06       5349.1993
   0.0013789043       3.0442842    0.0020226969  -4.7291898e-22     0.011794678   2.2999311e-06       5151.6738
   0.0014841538       3.2404696    0.0022976237   4.0720467e-22     0.013910238   2.8444232e-06       4919.7008
   0.0015958843       3.4383114    0.0026022023   8.6687467e-22     0.016461995   3.5682228e-06       4649.2607
   0.0017144948       3.6352432    0.0029399409  -3.5584444e-22     0.019432472    4.520621e-06       4340.0377
    0.001840409        3.828317    0.0033142661   -1.587758e-21     0.022715927   5.7485113e-06       3996.7451
   0.0019740768       4.0144777    0.0037268012  -6.0544419e-22     0.026123537   7.2890058e-06       3629.7792
   0.0021159754       4.1910735    0.0041777889   4.8964925e-22     0.029281528   9.1163419e-06       3253.8418
   0.0022666117       4.3565367    0.0046673626   7.7330245e-22     0.031551244   1.1075163e-05       2883.0254
   0.0024265239       4.5104111    0.0051954009   7.2317292e-22     0.032514194   1.3016054e-05       2525.4599
    0.002596283       4.6524785    0.0057595986   3.1183007e-22     0.032295516   1.4953462e-05       2183.2155
   0.0027764954       4.7820347    0.0063506039   2.5571519e-22     0.031286405   1.7050172e-05       1857.0383
   0.0029678048       4.8978386    0.0069475575  -3.2155341e-22      0.02996398   1.9599842e-05       1551.0405
   0.0031708945       4.9986636    0.0075210286  -6.5792145e-22     0.028698209   2.2924666e-05       1273.4455
     0.00338649        5.084222    0.0080449792   8.2538872e-23      0.02753377   2.7162117e-05       1032.4121
   0.0036153613       5.1555686    0.0085064194   5.1789939e-22     0.026329903   3.2219814e-05       831.24562
   0.0038583258       5.2145299    0.0089058569  -7.6852036e-23     0.025051708   3.8120708e-05       667.93399
   0.0041162514       5.2629867    0.0092502072  -6.2760476e-23     0.023778473   4.4947597e-05       537.76715
   0.0043900594       5.3026271    0.0095468995   3.9572677e-22     0.022595893   5.2703061e-05       435.45421
   0.0046807278       5.3349273    0.0098026105  -1.9894605e-22     0.021562897    6.142552e-05       356.00657
   0.0049892948       5.3611675     0.010022357  -2.7191045e-22     0.020708184   7.1062768e-05        294.9878
   0.0053168625       5.3824574     0.010210181   2.4991875e-22     0.020035924    8.143393e-05       248.55224
   0.0056646009       5.3997415     0.010369916   2.6018218e-22     0.019533141   9.2247844e-05       213.46238
   0.0060337521       5.4138026     0.010505012   3.9653027e-23     0.019177105   0.00010313652       187.07994
   0.0064256347       5.4252722     0.010618447  -2.5582726e-22     0.018941615    0.0001137061       167.32264
   0.0068416484       5.4346481     0.010712693  -3.9400001e-23     0.018801132   0.00012358917       152.59112
    0.007283279       5.4423172     0.010789734    1.254137e-22     0.018732793   0.00013249114       141.67324
   0.0077521041       5.4485767     0.010851118  -5.8746642e-23     0.018717058   0.00014022091       133.65085
   0.0082497982       5.4536564     0.010898035  -2.3734598e-22     0.018737695   0.00014669953       127.82456
    0.008778139       5.4577358     0.010931412  -9.5835626e-24     0.018781525   0.00015195173       123.65502
   0.0093390136       5.4609595     0.010951995   4.2605284e-22     0.018838147   0.00015608658       120.71884
   0.0099344254       5.4634489     0.010960458   1.9930633e-22     0.018899719   0.00015927181       118.67838
    0.010566501       5.4653109     0.010957492   7.0680689e-23     0.018960759    0.0001617059       117.26275
    0.011237498       5.4666432     0.010943835  -2.9449559e-22     0.019017906   0.00016359061       116.25781
    0.011949813       5.4675371     0.010920311  -6.7493278e-22      0.01906957    0.0001651061       115.50205
    0.012705991        5.468078     0.010887803  -1.0925838e-22      0.01911547   0.00016639201       114.88456
    0.013508733       5.4683433       0.0108473   2.7655622e-22     0.019156096   0.00016753911       114.34009
    0.014360904       5.4684008     0.010799746   2.1198178e-22     0.019192202   0.00016859354       113.83889
    0.015265551       5.4683058      0.01074588   8.9087688e-23     0.019224441   0.00016956949       113.37359
    0.016225903       5.4680997     0.010686396  -7.2407295e-23     0.019253204    0.0001704636       112.94741
    0.017245391       5.4678121     0.010621757   1.6425917e-23     0.019278618   0.00017126633       112.56615
    0.018327656       5.4674623      0.01055218  -1.7653923e-23     0.019300664   0.00017196922       112.23401
    0.019476565       5.4670608     0.010477747  -2.7907004e-22      0.01931931   0.00017256859       111.95202
     0.02069622       5.4666122     0.010398366  -6.7551861e-23     0.019334615   0.00017306666        111.7181
    0.021990978       5.4661174     0.010313843   3.2594073e-22     0.019346781   0.00017347092       111.52774
    0.023365464       5.4655754     0.010223914   1.8718787e-22     0.019356133   0.00017379254       111.37505
    0.024824587       5.4649845     0.010128267  -2.5624651e-22     0.019363076   0.00017404444       111.25369
    0.026373559       5.4643425     0.010026562  -2.8666893e-22     0.019368037   0.00017423952       111.15754
    0.028017912       5.4636477    0.0099184326  -2.8288321e-23     0.019371409   0.00017438953       111.08122
     0.02976352       5.4628984    0.0098034898   1.0356424e-22     0.019373533   0.00017450444       111.02022
    0.031616619       5.4620937    0.0096813226   9.4916856e-23     0.019374681   0.00017459231       110.97091
    0.033583826       5.4612332    0.0095514944   -7.341237e-23     0.019375064   0.00017465943       110.93044
    0.035672168       5.4603169    0.0094135447  -1.3744653e-22     0.019374842   0.00017471067       110.89663
