#             y             U_x             U_y             U_z               k             nut           omega
   3.113662e-05     0.088985343   3.8215652e-06   -2.051323e-23     0.011977816   6.2962622e-09       4021261.9
  5.3394177e-05      0.15199405   1.0060411e-05   2.0183349e-23     0.008155498   1.3389401e-08       863129.58
  7.7022295e-05      0.21882574   2.0381145e-05    9.027059e-25    0.0065277403   2.3837466e-08       332063.75
  0.00010210537       0.2896936   3.5466975e-05  -6.8332073e-23    0.0056047703   3.7885393e-08       167201.27
  0.00012873299      0.36481914   5.6063732e-05   4.6115122e-23    0.0050108214   5.5900539e-08       97639.831
  0.00015700027      0.44443122   8.3078806e-05    7.918969e-23    0.0046055283   7.8368366e-08       62628.372
  0.00018700818      0.52876492   0.00011755225   -9.407123e-23    0.0043239658   1.0582049e-07       42921.716
  0.00021886389      0.61806057   0.00016065823  -6.9261445e-23    0.0041320014   1.3871989e-07       30962.925
  0.00025268119      0.71256328   0.00021372021    5.495488e-23    0.0040102504   1.7731211e-07        23317.87
  0.00028858087      0.81252329   0.00027822771   4.7669693e-23     0.003947275   2.2147635e-07       18250.702
  0.00032669115      0.91819714   0.00035585286  -9.8012459e-23     0.003936351   2.7064258e-07       14809.042
  0.00036714817        1.029849   0.00044846856  -1.5511082e-22    0.0039738132   3.2385151e-07       12434.657
  0.00041009642       1.1477511   0.00055816627   2.7335412e-23    0.0040582002   3.7999212e-07       10781.815
  0.00045568931       1.2721813   0.00068724973   1.3421534e-22    0.0041898165   4.3815947e-07       9626.2382
  0.00050408968       1.4034479   0.00083827922   2.2710646e-23    0.0043705718    4.907814e-07       8816.5966
  0.00055547043       1.5419153    0.0010141527  -4.2934949e-23    0.0046042019   5.3130128e-07       8247.1255
  0.00061001506       1.6879251    0.0012180563   1.0909018e-22    0.0048964973   5.6978586e-07       7841.6629
   0.0006679184       1.8416977     0.001453379   1.4883881e-22     0.005255142   6.1722733e-07       7544.2573
  0.00072938728       2.0033333    0.0017236969   3.0321663e-23    0.0056896457   6.7735726e-07       7313.2826
  0.00079464125       2.1728004    0.0020327337  -1.0496766e-23    0.0062113996   7.5743013e-07       7117.3939
  0.00086391338       2.3498435    0.0023842335   9.1468406e-24    0.0068333276   8.7261464e-07       6932.9298
   0.0009374511       2.5338442     0.002781459  -1.7815631e-23    0.0075687709   1.0477486e-06       6743.1129
   0.0010155171       2.7239464    0.0032271039  -1.5183368e-22    0.0084304418   1.2694726e-06       6537.8625
   0.0010983902       2.9194207     0.003723777  -1.3531949e-22    0.0094321521   1.4988524e-06       6311.1042
   0.0011863663       3.1194854    0.0042735033   1.9919898e-23     0.010589828   1.7546706e-06       6056.9092
   0.0012797599       3.3228309     0.004876551   3.4933053e-23     0.011917726   2.0751645e-06       5769.0568
   0.0013789043         3.52761    0.0055311979   6.4222377e-23     0.013424323   2.4805311e-06       5442.9498
   0.0014841538       3.7315606    0.0062335494   2.0999917e-22      0.01510842   2.9976461e-06       5076.6708
   0.0015958843       3.9320306    0.0069768812    3.941493e-23     0.016953171   3.6620979e-06       4671.4858
   0.0017144948        4.126063    0.0077513896  -3.1979582e-22     0.018919067   4.5202948e-06       4232.4828
    0.001840409       4.3105623    0.0085443003  -3.3202058e-22     0.020937223   5.6309861e-06       3769.0164
   0.0019740768       4.4825483    0.0093404909  -8.8858779e-23     0.022905485    7.064945e-06       3294.5073
   0.0021159754       4.6394743     0.010123712   2.0966606e-22     0.024690434   8.9009607e-06       2825.1973
   0.0022666117       4.7795496     0.010878332    3.059334e-22     0.026136786    1.121597e-05       2377.8018
   0.0024265239        4.901937     0.011590887   1.4753136e-22     0.027120225   1.4089893e-05       1966.7623
    0.002596283       5.0067289     0.012250879   7.1335424e-24     0.027611159   1.7625623e-05       1602.3024
   0.0027764954       5.0947879     0.012851179  -2.0293279e-22     0.027652229   2.1939067e-05       1289.7678
   0.0029678048       5.1675692     0.013388323  -2.7758596e-22     0.027309773   2.7128207e-05       1029.8642
   0.0031708945       5.2269147     0.013862285     1.03877e-22      0.02666872   3.3259413e-05       819.49408
     0.00338649       5.2748071     0.014275491   3.3143412e-22     0.025854915   4.0405008e-05        653.0628
   0.0036153613       5.3131571     0.014631766  -6.5010122e-24     0.025022767   4.8663615e-05       523.87004
   0.0038583258       5.3436949     0.014935836  -2.5788842e-22     0.024288692   5.8081279e-05       425.13037
