#             y             U_x             U_y             U_z             nut               k         epsilon
   3.113662e-05     0.036458528   2.9935435e-07               0    1.025966e-19   3.9180658e-13   7.2089186e-09
  5.3394177e-05     0.062277018   7.9971985e-07               0   5.6962427e-19   1.3358422e-12   1.0541628e-08
  7.7022295e-05     0.089676768   1.6220693e-06               0    2.105016e-18   3.5709447e-12   1.8993946e-08
  0.00010210537      0.11875402   2.8224246e-06               0   6.2250081e-18   8.2830709e-12   3.3905424e-08
  0.00012873299      0.14961077   4.4615474e-06               0   1.6185354e-17   1.7642259e-11   5.8722485e-08
  0.00015700027      0.18235509   6.6126924e-06               0   3.8885103e-17   3.5609003e-11   9.9214526e-08
  0.00018700818       0.2171015   9.3597192e-06               0   8.8758314e-17   6.9377353e-11   1.6465363e-07
  0.00021886389      0.25397123   1.2797981e-05               0   1.9572882e-16   1.3196351e-10   2.6980359e-07
  0.00025268119       0.2930927   1.7036011e-05               0   4.2141972e-16   2.4684422e-10   4.3809569e-07
  0.00028858087      0.33460177   2.2197326e-05               0   8.9209404e-16   4.5625678e-10   7.0665259e-07
  0.00032669115      0.37864217   2.8422362e-05               0   1.8654453e-15   8.3603138e-10   1.1342142e-06
  0.00036714817      0.42536588   3.5870676e-05               0   3.8657574e-15   1.5220634e-09   1.8136226e-06
  0.00041009642      0.47493345   4.4723371e-05               0   7.9569429e-15   2.7575004e-09   2.8914652e-06
  0.00045568931      0.52751439    5.518582e-05               0   1.6293217e-14   4.9767489e-09   4.5989391e-06
  0.00050408968      0.58328747    6.749073e-05               0   3.3228006e-14   8.9548281e-09   7.3002806e-06
  0.00055547043      0.64244098   8.1901553e-05               0   6.7543562e-14   1.6072533e-08    1.156863e-05
  0.00061001506      0.70517302   9.8716329e-05               0   1.3692691e-13   2.8786457e-08   1.8304649e-05
   0.0006679184      0.77169156   0.00011827175               0   2.7694036e-13    5.146067e-08   2.8921538e-05
  0.00072938728      0.84221449    0.0001409478               0   5.5896738e-13   9.1835268e-08   4.5632832e-05
  0.00079464125      0.91696952   0.00016717271               0   1.1260409e-12   1.6361311e-07   7.1898441e-05
  0.00086391338      0.99619375   0.00019742832               0   2.2642061e-12   2.9100264e-07   0.00011311293
   0.0009374511       1.0801331     0.000232256               0   4.5442683e-12   5.1666692e-07    0.0001776616
   0.0010155171       1.1690414   0.00027226262               0   9.1024259e-12   9.1556999e-07   0.00027852922
   0.0010983902       1.2631786   0.00031812675               0   1.8193665e-11   1.6189588e-06   0.00043572791
   0.0011863663       1.3628094   0.00037060502               0   3.6277799e-11   2.8556014e-06    0.0006799163
   0.0012797599       1.4681995   0.00043053808               0   7.2138496e-11    5.022045e-06    0.0010577071
   0.0013789043       1.5796127   0.00049885582               0   1.4298919e-10   8.8008906e-06    0.0016392781
   0.0014841538        1.697305   0.00057658129               0   2.8236472e-10   1.5356789e-05    0.0025289494
   0.0015958843       1.8215187   0.00066483225               0   5.5515309e-10    2.665446e-05    0.0038792128
   0.0017144948       1.9524732   0.00076481981               0   1.0859656e-09   4.5959935e-05    0.0059080172
    0.001840409       2.0903536   0.00087784207               0   2.1122593e-09   7.8598262e-05    0.0089174016
   0.0019740768        2.235296    0.0010052706               0   4.0833315e-09   0.00013302719      0.01330822
   0.0021159754       2.3873679    0.0011485277               0   7.8442384e-09   0.00022219552     0.019581077
   0.0022666117       2.5465414    0.0013090528               0    1.497108e-08   0.00036487615     0.028314467
   0.0024265239        2.712657     0.001488255               0   2.8320579e-08   0.00058601006     0.040142668
    0.002596283       2.8853747    0.0016874527               0   5.2634964e-08   0.00091399518     0.055810501
   0.0027764954       3.0641149    0.0019078073               0   9.4657954e-08    0.0013721696     0.076123358
   0.0029678048       3.2479979    0.0021502791               0   1.6221831e-07    0.0019629668       0.1011688
   0.0031708945       3.4358094    0.0024156305               0   2.6047366e-07    0.0026461362      0.12896978
     0.00338649       3.6260441    0.0027044615               0   3.8281258e-07    0.0033205816       0.1547577
   0.0036153613       3.8170612    0.0030171527               0   5.0171587e-07    0.0038336466      0.17179016
   0.0038583258       4.0072551    0.0033534946               0   5.7534731e-07    0.0040379797      0.17413173
   0.0041162514       4.1950353    0.0037118745               0   5.7501791e-07     0.003873055      0.16022983
   0.0043900594       4.3785494    0.0040883072               0   5.0847762e-07    0.0034058794      0.13425091
   0.0046807278       4.5553948    0.0044759855               0   4.1171951e-07    0.0027904935      0.10365585
   0.0049892948       4.7226283    0.0048657552               0    3.205326e-07    0.0021823619     0.075184439
   0.0053168625       4.8771009    0.0052471423               0   2.5317171e-07    0.0016776852     0.052466497
   0.0056646009       5.0159039    0.0056092994               0   2.1275643e-07    0.0013064839     0.036135814
   0.0060337521       5.1367524    0.0059417544               0   1.9668141e-07    0.0010575881     0.025162972
   0.0064256347       5.2382632    0.0062352303               0   2.0320594e-07   0.00090502898     0.018061033
   0.0068416484       5.3201311    0.0064826301               0   2.3432014e-07   0.00082283214     0.013514832
    0.007283279        5.383186    0.0066799961               0   2.9708676e-07   0.00078989187     0.010566979
   0.0077521041       5.4293019    0.0068271385               0   4.0356351e-07   0.00078987837    0.0085981054
   0.0082497982       5.4611454    0.0069276525               0    5.660285e-07    0.0008096727    0.0072468633
    0.008778139       5.4817968    0.0069882712               0   7.8336315e-07   0.00083837196    0.0063237269
   0.0093390136       5.4943168    0.0070173625               0   1.0261729e-06   0.00086743806    0.0057293977
   0.0099344254       5.5013744    0.0070233881               0   1.2441422e-06   0.00089140962    0.0053890877
    0.010566501       5.5050359    0.0070137373               0   1.3989018e-06   0.00090811221    0.0052236975
    0.011237498       5.5067421    0.0069937381               0   1.4864143e-06    0.0009180251    0.0051579143
    0.011949813       5.5074101    0.0069671321               0    1.526657e-06   0.00092302581    0.0051373478
    0.012705991       5.5075735     0.006936363               0   1.5420206e-06   0.00092515067    0.0051326385
    0.013508733         5.50751    0.0069024267               0   1.5469335e-06   0.00092589291    0.0051319152
    0.014360904       5.5073452    0.0068659023               0   1.5482356e-06   0.00092608735    0.0051317054
    0.015265551       5.5071312    0.0068270089               0   1.5485069e-06   0.00092610298    0.0051313864
    0.016225903       5.5068865    0.0067856484               0   1.5485392e-06   0.00092606965    0.0051309584
    0.017245391       5.5066136     0.006741741               0   1.5485286e-06   0.00092602304    0.0051304614
    0.018327656       5.5063098    0.0066951089               0   1.5485121e-06   0.00092597014     0.005129905
    0.019476565       5.5059713     0.006645594               0   1.5484947e-06   0.00092591132     0.005129285
     0.02069622       5.5055945    0.0065930104               0   1.5484763e-06   0.00092584597    0.0051285944
    0.021990978       5.5051763    0.0065371703               0   1.5484565e-06   0.00092577343    0.0051278268
    0.023365464       5.5047137     0.006477871               0    1.548435e-06   0.00092569312    0.0051269761
    0.024824587       5.5042038    0.0064149022               0   1.5484117e-06    0.0009256045    0.0051260369
    0.026373559       5.5036443    0.0063480363               0   1.5483863e-06   0.00092550709     0.005125004
    0.028017912       5.5030329    0.0062770396               0   1.5483587e-06   0.00092540047    0.0051238735
     0.02976352        5.502368    0.0062016554               0   1.5483287e-06   0.00092528433    0.0051226417
    0.031616619       5.5016485     0.006121625               0   1.5482962e-06   0.00092515842    0.0051213065
    0.033583826       5.5008738     0.006036658               0   1.5482612e-06   0.00092502262    0.0051198666
    0.035672168       5.5000441    0.0059464689               0   1.5482237e-06   0.00092487695    0.0051183223
    0.037889105       5.4991601    0.0058507288               0   1.5481835e-06   0.00092472156    0.0051166752
    0.040242556       5.4982239    0.0057491235               0   1.5481408e-06   0.00092455676    0.0051149289
    0.042740925       5.4972381    0.0056412801               0   1.5480958e-06   0.00092438306    0.0051130886
    0.045393137       5.4962063    0.0055268518               0   1.5480486e-06   0.00092420108     0.005111161
    0.048208665       5.4951327    0.0054054138               0   1.5479994e-06   0.00092401163    0.0051091546
    0.051197566       5.4940224    0.0052765843               0   1.5479484e-06   0.00092381562    0.0051070793
    0.054370516       5.4928811    0.0051398804               0   1.5478961e-06   0.00092361415    0.0051049465
    0.057738847       5.4917155    0.0049948793               0   1.5478426e-06    0.0009234084    0.0051027687
    0.061314592       5.4905323     0.004841032               0   1.5477885e-06   0.00092319965    0.0051005594
     0.06511052       5.4893391    0.0046778685               0   1.5477341e-06   0.00092298925    0.0050983328
    0.069140193       5.4881435    0.0045047663               0   1.5476797e-06   0.00092277859    0.0050961039
    0.073418001       5.4869535    0.0043211988               0   1.5476257e-06   0.00092256912    0.0050938876
    0.077959226        5.485777    0.0041264633               0   1.5475726e-06   0.00092236227    0.0050916992
