#             y             U_x             U_y             U_z             nut               k         epsilon
    0.018327656       5.4598465     0.015885607               0   1.9270255e-06    0.0040584403     0.087559483
    0.019476565       5.4594421     0.015787002               0   1.9270061e-06    0.0040582368     0.087551177
     0.02069622        5.458997     0.015681791               0   1.9269853e-06    0.0040580091     0.087541857
    0.021990978       5.4585082     0.015569508               0   1.9269628e-06    0.0040577551     0.087531448
    0.023365464       5.4579731     0.015449653               0   1.9269385e-06    0.0040574732     0.087519876
    0.024824587       5.4573892     0.015321688               0   1.9269123e-06    0.0040571616     0.087507071
    0.026373559       5.4567541     0.015185035               0   1.9268841e-06    0.0040568188     0.087492975
    0.028017912        5.456066     0.015039075               0   1.9268537e-06    0.0040564438     0.087477538
     0.02976352       5.4553232      0.01488314               0   1.9268213e-06    0.0040560356     0.087460721
    0.031616619       5.4545248     0.014716519               0   1.9267867e-06    0.0040555936     0.087442501
    0.033583826       5.4536703     0.014538438               0   1.9267498e-06    0.0040551177     0.087422875
    0.035672168       5.4527599     0.014348081               0   1.9267108e-06    0.0040546082     0.087401857
    0.037889106       5.4517946     0.014144552               0   1.9266697e-06     0.004054066     0.087379482
    0.040242556       5.4507761     0.013926917               0   1.9266266e-06    0.0040534925     0.087355807
    0.042740925        5.449707     0.013694137               0   1.9265817e-06    0.0040528896     0.087330914
    0.045393137       5.4485905     0.013445143               0   1.9265351e-06    0.0040522598     0.087304905
    0.048208665       5.4474308     0.013178737               0    1.926487e-06    0.0040516061     0.087277907
    0.051197566       5.4462328     0.012893702               0   1.9264378e-06    0.0040509321     0.087250066
    0.054370516       5.4450021     0.012588659               0   1.9263875e-06    0.0040502417     0.087221545
    0.057738847       5.4437449     0.012262232               0   1.9263366e-06    0.0040495392     0.087192524
    0.061314592       5.4424681     0.011912841               0   1.9262853e-06    0.0040488293     0.087163196
     0.06511052        5.441179     0.011538944               0   1.9262341e-06    0.0040481168      0.08713376
    0.069140193       5.4398851     0.011138745               0   1.9261831e-06    0.0040474067     0.087104424
    0.073418001       5.4385946     0.010710538               0   1.9261328e-06     0.004046704     0.087075396
    0.077959226       5.4373155     0.010252307               0   1.9260835e-06    0.0040460138     0.087046884
    0.082780087       5.4360565    0.0097621782               0   1.9260355e-06    0.0040453409     0.087019093
    0.087897803       5.4348259    0.0092379324               0   1.9259891e-06    0.0040446903     0.086992222
    0.093330656        5.433633    0.0086775335               0   1.9259447e-06    0.0040440667     0.086966469
