#             y             U_x             U_y             U_z             nut               k         epsilon
   0.0027764954       4.0213045    0.0051049973               0   9.6910398e-08    0.0013995164     0.076456317
   0.0029678048       4.2167133    0.0056530295               0   1.2452945e-07    0.0016035689     0.081675936
   0.0031708945         4.40586    0.0062199465               0    1.488346e-07    0.0017328648     0.082732792
     0.00338649       4.5857844     0.006795722               0   1.6715304e-07    0.0017765994     0.079465614
   0.0036153613       4.7534617    0.0073679003               0   1.8007513e-07    0.0017483338     0.072755216
   0.0038583258       4.9059841    0.0079219835               0   1.9115054e-07    0.0016774823     0.064118484
   0.0041162514       5.0408191    0.0084423469               0   2.0566256e-07    0.0015962065     0.055096925
   0.0043900594       5.1561121    0.0089137073               0   2.3013316e-07    0.0015302117     0.046776033
   0.0046807278       5.2509713    0.0093229672               0   2.7259554e-07    0.0014943953     0.039673796
   0.0049892948        5.325655    0.0096610704               0   3.4378094e-07    0.0014933187     0.033871373
   0.0053168625       5.3815982    0.0099244562               0   4.5751795e-07    0.0015233782     0.029233352
   0.0056646009       5.4212438     0.010115678               0   6.2688006e-07     0.001575294     0.025596391
   0.0060337521       5.4476905     0.010242811               0   8.5241245e-07    0.0016370454     0.022860297
   0.0064256347       5.4642282     0.010317655               0   1.1080238e-06    0.0016969812     0.020964695
   0.0068416484       5.4738831     0.010353258               0   1.3450236e-06    0.0017465952      0.01980818
    0.007283279       5.4791126     0.010361356               0   1.5214989e-06    0.0017820569     0.019210041
   0.0077521041       5.4817064     0.010351562               0   1.6273586e-06     0.001803952     0.018956027
   0.0082497982       5.4828513     0.010330659               0   1.6793919e-06    0.0018155729      0.01887074
    0.008778139       5.4832642      0.01030289               0    1.700736e-06    0.0018208284     0.018849745
   0.0093390136       5.4833406     0.010270861               0    1.708104e-06    0.0018228202     0.018846684
   0.0099344254       5.4832755     0.010235629               0   1.7102283e-06    0.0018234252     0.018846488
    0.010566501       5.4831506     0.010197816               0   1.7107207e-06     0.001823545     0.018846022
    0.011237498        5.482999     0.010157578               0   1.7107977e-06    0.0018235263     0.018845176
    0.011949813       5.4828324     0.010114776               0   1.7107923e-06    0.0018234752     0.018844154
    0.012705991       5.4826529     0.010069334               0   1.7107756e-06    0.0018234166     0.018843041
    0.013508733       5.4824588     0.010021067               0   1.7107587e-06    0.0018233537     0.018841843
    0.014360904       5.4822472    0.0099698051               0   1.7107421e-06    0.0018232861     0.018840544
    0.015265551       5.4820142    0.0099153533               0   1.7107256e-06    0.0018232121     0.018839114
    0.016225903       5.4817557    0.0098575039               0   1.7107086e-06    0.0018231303     0.018837525
    0.017245391       5.4814679    0.0097960376               0    1.710691e-06    0.0018230394     0.018835751
    0.018327656       5.4811474    0.0097307218               0   1.7106724e-06     0.001822938     0.018833767
    0.019476565        5.480791    0.0096613128               0   1.7106526e-06     0.001822825     0.018831551
     0.02069622       5.4803958    0.0095875507               0   1.7106313e-06    0.0018226994     0.018829083
    0.021990978       5.4799589     0.009509162               0   1.7106084e-06    0.0018225602     0.018826344
    0.023365464       5.4794777    0.0094258532               0   1.7105836e-06    0.0018224063     0.018823314
    0.024824587       5.4789494    0.0093373169               0   1.7105569e-06     0.001822237     0.018819976
    0.026373559        5.478372    0.0092432209               0   1.7105281e-06    0.0018220514     0.018816315
    0.028017912       5.4777432    0.0091432203               0    1.710497e-06    0.0018218489     0.018812317
     0.02976352       5.4770617    0.0090369388               0   1.7104636e-06    0.0018216288     0.018807972
    0.031616619       5.4763263    0.0089239899               0    1.710428e-06    0.0018213909     0.018803273
    0.033583826       5.4755367    0.0088039468               0     1.71039e-06    0.0018211351     0.018798217
    0.035672168        5.474693    0.0086763773               0   1.7103495e-06    0.0018208613     0.018792807
    0.037889106       5.4737962    0.0085407959               0   1.7103067e-06    0.0018205699     0.018787049
    0.040242556       5.4728483    0.0083967202               0   1.7102617e-06    0.0018202617     0.018780957
    0.042740925       5.4718517    0.0082435967               0   1.7102145e-06    0.0018199375     0.018774548
    0.045393137         5.47081    0.0080808838               0   1.7101654e-06    0.0018195985     0.018767846
    0.048208665       5.4697273      0.00790795               0   1.7101145e-06    0.0018192461      0.01876088
    0.051197566       5.4686086    0.0077241888               0   1.7100622e-06    0.0018188822     0.018753685
    0.054370516       5.4674596    0.0075288781               0   1.7100087e-06    0.0018185086       0.0187463
    0.057738847       5.4662865    0.0073213367               0   1.7099542e-06    0.0018181275     0.018738767
    0.061314592       5.4650962    0.0071007391               0   1.7098992e-06    0.0018177413     0.018731133
     0.06511052       5.4638958    0.0068663179               0   1.7098439e-06    0.0018173524     0.018723446
    0.069140193       5.4626929    0.0066171306               0   1.7097887e-06    0.0018169633     0.018715757
    0.073418001       5.4614953    0.0063523107               0    1.709734e-06    0.0018165767     0.018708117
    0.077959226       5.4603108    0.0060707856               0   1.7096802e-06    0.0018161952     0.018700579
    0.082780087       5.4591474    0.0057715743               0   1.7096275e-06    0.0018158215     0.018693194
    0.087897803       5.4580133    0.0054534625               0   1.7095764e-06    0.0018154581     0.018686016
    0.093330656       5.4569165    0.0051153368               0   1.7095272e-06    0.0018151078     0.018679094
