#             y             U_x             U_y             U_z             nut               k         epsilon
   3.113662e-05     0.050578839   8.7230576e-07               0    4.779335e-18   1.4235567e-11   2.3640957e-07
  5.3394177e-05     0.086410064   2.3315714e-06               0   2.7852683e-17   4.6779946e-11   2.8026796e-07
  7.7022295e-05      0.12443577   4.7304548e-06               0   1.0298923e-16   1.1849504e-10   4.3581418e-07
  0.00010210537       0.1647894   8.2324715e-06               0   2.9364246e-16    2.569528e-10   6.9639945e-07
  0.00012873299      0.20761232   1.3014827e-05               0   7.1732835e-16   5.0655057e-10   1.0949334e-06
  0.00015700027      0.25305421   1.9291246e-05               0   1.5917738e-15   9.3949714e-10   1.6880774e-06
  0.00018700818      0.30127344   2.7306369e-05               0   3.3178417e-15   1.6734138e-09   2.5617985e-06
  0.00021886389      0.35243754   3.7338279e-05               0   6.6297078e-15   2.8999976e-09   3.8434637e-06
  0.00025268119      0.40672354    4.970331e-05               0   1.2867835e-14   4.9318999e-09   5.7207332e-06
  0.00028858087      0.46431835   6.4761294e-05               0    2.447582e-14   8.2795557e-09   8.4698798e-06
  0.00032669115      0.52541913   8.2921072e-05               0   4.5905864e-14   1.3777289e-08    1.249787e-05
  0.00036714817      0.59023346   0.00010464666               0   8.5271065e-14   2.2790542e-08   1.8404746e-05
  0.00041009642      0.65897961    0.0001304641               0   1.5736409e-13   3.7556681e-08   2.7075994e-05
  0.00045568931      0.73188651   0.00016096895               0   2.8917744e-13   6.1745704e-08   3.9819151e-05
  0.00050408968       0.8091937   0.00019683472               0   5.3000473e-13   1.0138258e-07   5.8565464e-05
  0.00055547043       0.8911509   0.00023882175               0    9.699274e-13   1.6636321e-07   8.6166766e-05
  0.00061001506      0.97801737   0.00028778701               0   1.7736336e-12    2.729421e-07   0.00012683085
   0.0006679184       1.0700608   0.00034469459               0   3.2422117e-12   4.4780375e-07   0.00018675647
  0.00072938728       1.1675558   0.00041062635               0   5.9258226e-12    7.347003e-07    0.0002750528
  0.00079464125       1.2707815   0.00048679308               0   1.0828478e-11   1.2052141e-06   0.00040505739
  0.00086391338       1.3800184   0.00057454522               0   1.9778503e-11   1.9760792e-06   0.00059620017
   0.0009374511       1.4955439   0.00067538285               0   3.6094509e-11   3.2367802e-06   0.00087659204
   0.0010155171       1.6176268   0.00079096412               0   6.5772645e-11   5.2929439e-06    0.0012865294
   0.0010983902       1.7465195   0.00092311021               0   1.1958031e-10   8.6333526e-06    0.0018830715
   0.0011863663       1.8824484    0.0010738061               0   2.1669797e-10    1.403098e-05    0.0027457038
   0.0012797599       2.0256012    0.0012451944               0   3.9094593e-10   2.2690389e-05    0.0039827568
   0.0013789043        2.176111    0.0014395576               0   7.0120884e-10   3.6452947e-05    0.0057375407
   0.0014841538       2.3340364    0.0016592882               0   1.2484503e-09   5.8063151e-05    0.0081918988
   0.0015958843       2.4993366     0.001906837               0   2.2026531e-09   9.1475774e-05     0.011562864
   0.0017144948       2.6718422    0.0021846369               0   3.8439061e-09   0.00014213164     0.016085422
    0.001840409       2.8512184    0.0024949923               0   6.6218158e-09   0.00021703295     0.021972043
   0.0019740768       3.0369243    0.0028399278               0   1.1232881e-08   0.00032429462     0.029341491
   0.0021159754       3.2281658    0.0032209861               0   1.8693184e-08   0.00047166042     0.038123888
   0.0022666117        3.423848    0.0036389739               0   3.0309948e-08   0.00066340482     0.047981849
   0.0024265239       3.6225319    0.0040936583               0   4.7322741e-08   0.00089555628      0.05829853
    0.002596283       3.8224089    0.0045834349               0   7.0041244e-08    0.0011511394     0.068188937
