#             y             U_x             U_y             U_z             nut               k         epsilon
   3.113662e-05     0.040451541    4.283007e-07               0   2.1445097e-19   7.6533547e-13   1.3675943e-08
  5.3394177e-05     0.069096981   1.1439223e-06               0   1.2026508e-18   2.5811649e-12   1.8894172e-08
  7.7022295e-05     0.099496791   2.3199615e-06               0   4.4293463e-18   6.7909211e-12   3.2778861e-08
  0.00010210537      0.13175773   4.0364519e-06               0   1.2925586e-17   1.5443456e-11   5.6838237e-08
  0.00012873299      0.16599292   6.3802399e-06               0   3.2945993e-17   3.2161716e-11    9.590946e-08
  0.00015700027      0.20232222   9.4560586e-06               0   7.7273266e-17   6.3355841e-11   1.5804395e-07
  0.00018700818      0.24087256   1.3383731e-05               0    1.717424e-16   1.2033362e-10   2.5594682e-07
  0.00021886389      0.28177833   1.8299494e-05               0   3.6815859e-16   2.2299159e-10    4.094458e-07
  0.00025268119      0.32518177   2.4358418e-05               0   7.6983839e-16   4.0627302e-10   6.4938828e-07
  0.00028858087      0.37123333    3.173691e-05               0   1.5820372e-15   7.3146373e-10   1.0237143e-06
  0.00032669115      0.42009205   4.0635498e-05               0   3.2114054e-15   1.3059425e-09   1.6068911e-06
  0.00036714817      0.47192594   5.1281985e-05               0   6.4619724e-15      2.3177e-09   2.5145512e-06
  0.00041009642      0.52691231   6.3934915e-05               0    1.292106e-14   4.0956388e-09   3.9261855e-06
  0.00045568931      0.58523807   7.8887327e-05               0   2.5718632e-14   7.2148436e-09    6.120286e-06
  0.00050408968          0.6471   9.6471057e-05               0   5.1020305e-14   1.2680212e-08   9.5287045e-06
  0.00055547043      0.71270495   0.00011706156               0   1.0096026e-13   2.2246444e-08   1.4820595e-05
  0.00061001506      0.78226985   0.00014108323               0   1.9939654e-13   3.8974892e-08   2.3031778e-05
   0.0006679184      0.85602166    0.0001690152               0   3.9318994e-13   6.8200923e-08    3.576355e-05
  0.00072938728      0.93419713   0.00020139751               0    7.742704e-13   1.1921067e-07   5.5487186e-05
  0.00079464125       1.0170422   0.00023883793               0   1.5227173e-12   2.0813902e-07   8.6008191e-05
  0.00086391338       1.1048112    0.0002820192               0   2.9906389e-12    3.629598e-07   0.00013316999
   0.0009374511       1.1977653    0.0003317067               0   5.8649332e-12   6.3203807e-07   0.00020591251
   0.0010155171        1.296171   0.00038875623               0   1.1481753e-11   1.0986979e-06   0.00031784876
   0.0010983902       1.4002972   0.00045412163               0   2.2430779e-11   1.9058434e-06   0.00048958246
   0.0011863663       1.5104116   0.00052886203               0   4.3708514e-11   3.2971494e-06   0.00075205527
   0.0012797599       1.6267759   0.00061414824               0   8.4900876e-11   5.6850725e-06    0.0011512665
   0.0013789043       1.7496397   0.00071126698               0     1.64271e-10   9.7612123e-06    0.0017547058
   0.0014841538        1.879232   0.00082162246               0   3.1631987e-10     1.66713e-05    0.0026596902
   0.0015958843       2.0157508   0.00094673365               0   6.0556511e-10   2.8284018e-05    0.0040033287
   0.0017144948       2.1593498    0.0010882248               0   1.1512362e-09   4.7585794e-05    0.0059727567
    0.001840409       2.3101208     0.001247807               0   2.1707467e-09   7.9222297e-05    0.0088121605
   0.0019740768       2.4680723     0.001427247               0   4.0547761e-09   0.00013015927     0.012819564
   0.0021159754       2.6331024    0.0016283205               0    7.493784e-09   0.00021030745     0.018322017
   0.0022666117       2.8049648     0.001852743               0   1.3679491e-08   0.00033267871     0.025617823
   0.0024265239       2.9832271    0.0021020752               0   2.4568158e-08    0.0005121445     0.034894447
    0.002596283       3.1672217    0.0023776004               0   4.2990364e-08   0.00076129621     0.046172398
   0.0027764954       3.3559979    0.0026801735               0   7.2025209e-08    0.0010822293     0.059243682
   0.0029678048       3.5482882     0.003010054               0   1.1326248e-07    0.0014559698     0.073330473
   0.0031708945       3.7425085    0.0033667376               0   1.6438773e-07    0.0018357247      0.08656424
     0.00338649       3.9367947    0.0037487752               0   2.1728901e-07    0.0021522228     0.096116656
   0.0036153613       4.1290584    0.0041535434               0    2.590937e-07    0.0023350328     0.099308957
   0.0038583258       4.3170116    0.0045769049               0   2.7890487e-07    0.0023459528     0.095029671
   0.0041162514       4.4981385     0.005012801               0    2.751607e-07     0.002200158     0.084429219
   0.0043900594       4.6696834    0.0054529979               0   2.5550264e-07    0.0019541844     0.070296902
   0.0046807278       4.8287517    0.0058872279               0   2.3140491e-07    0.0016770493     0.055682663
   0.0049892948       4.9725492     0.006303798               0   2.1286985e-07    0.0014243622     0.042769452
   0.0053168625       5.0987099    0.0066905868               0   2.0635707e-07     0.001226093     0.032511844
   0.0056646009       5.2056282    0.0070363026               0   2.1643827e-07    0.0010902259     0.024915682
   0.0060337521       5.2927138    0.0073318385               0   2.4843108e-07    0.0010117271     0.019508362
   0.0064256347       5.3605191    0.0075715161               0   3.1071026e-07    0.0009799153     0.015705845
   0.0068416484       5.4107004    0.0077539447               0   4.1576314e-07   0.00098267245     0.013010824
    0.007283279       5.4458018    0.0078822671               0   5.7632961e-07    0.0010077708      0.01108155
   0.0077521041       5.4688886    0.0079634114               0   7.9287419e-07    0.0010435067    0.0097213987
