#             y             U_x             U_y             U_z             nut               k         epsilon
   0.0082497982       5.4831026    0.0080067396               0   1.0388085e-06    0.0010800437    0.0088213747
    0.008778139       5.4912564    0.0080220679               0   1.2650192e-06    0.0011106948     0.008291353
   0.0093390136       5.4955792    0.0080179544               0   1.4305666e-06    0.0011325146    0.0080256702
   0.0099344254       5.4976587    0.0080012332               0   1.5273883e-06     0.001145795    0.0079162608
    0.010566501       5.4985253    0.0079764564               0   1.5735038e-06    0.0011526916    0.0078806716
    0.011237498        5.498792     0.007946613               0   1.5917548e-06    0.0011557226     0.007872156
    0.011949813       5.4987872    0.0079134021               0   1.5978156e-06    0.0011568284    0.0078708603
    0.012705991       5.4986647    0.0078773405               0   1.5994911e-06    0.0011571428    0.0078706362
    0.013508733       5.4984894    0.0078388375               0   1.5998606e-06    0.0011571893    0.0078702779
    0.014360904       5.4982863    0.0077979307               0   1.5999129e-06    0.0011571611    0.0078697537
    0.015265551       5.4980612    0.0077544448               0    1.599905e-06    0.0011571141    0.0078691357
    0.016225903       5.4978122    0.0077082725               0    1.599889e-06    0.0011570602    0.0078684465
    0.017245391       5.4975356    0.0076592353               0   1.5998722e-06    0.0011570007    0.0078676815
    0.018327656       5.4972275    0.0076071476               0   1.5998546e-06    0.0011569346    0.0078668295
    0.019476565       5.4968842    0.0075518193               0   1.5998362e-06    0.0011568611    0.0078658796
     0.02069622       5.4965025    0.0074930445               0   1.5998166e-06    0.0011567794    0.0078648215
    0.021990978       5.4960794    0.0074306096               0   1.5997955e-06    0.0011566888    0.0078636461
    0.023365464       5.4956118    0.0073642847               0   1.5997727e-06    0.0011565886    0.0078623448
    0.024824587       5.4950972    0.0072938311               0   1.5997479e-06    0.0011564781    0.0078609096
    0.026373559       5.4945332    0.0072189892               0   1.5997211e-06    0.0011563569    0.0078593334
    0.028017912       5.4939177    0.0071394928               0   1.5996922e-06    0.0011562244      0.00785761
     0.02976352       5.4932491    0.0070550482               0   1.5996607e-06    0.0011560802    0.0078557346
    0.031616619       5.4925262    0.0069653592               0   1.5996269e-06    0.0011559241    0.0078537038
    0.033583826       5.4917487     0.006870093               0   1.5995907e-06    0.0011557559    0.0078515161
    0.035672168       5.4909165     0.006768921               0   1.5995519e-06    0.0011555757    0.0078491721
    0.037889105       5.4900308    0.0066614651               0   1.5995107e-06    0.0011553837    0.0078466745
    0.040242556       5.4890933    0.0065473613               0    1.599467e-06    0.0011551803    0.0078440288
    0.042740925       5.4881068    0.0064261796               0   1.5994212e-06    0.0011549661    0.0078412429
    0.045393137       5.4870748    0.0062975154               0   1.5993732e-06    0.0011547419    0.0078383269
    0.048208665       5.4860014    0.0061608777               0   1.5993235e-06    0.0011545087    0.0078352935
    0.051197566       5.4848917    0.0060158179               0   1.5992722e-06    0.0011542675    0.0078321576
    0.054370516       5.4837516    0.0058617753               0   1.5992194e-06    0.0011540198    0.0078289364
    0.057738847       5.4825873    0.0056982505               0   1.5991655e-06    0.0011537668    0.0078256484
    0.061314592       5.4814058    0.0055246033               0   1.5991111e-06    0.0011535103     0.007822314
     0.06511052       5.4802145     0.005340275               0   1.5990565e-06    0.0011532518    0.0078189545
    0.069140193       5.4790209    0.0051445367               0   1.5990019e-06    0.0011529931    0.0078155921
    0.073418001       5.4778329    0.0049367604               0   1.5989477e-06    0.0011527359    0.0078122494
    0.077959226       5.4766585    0.0047161185               0   1.5988944e-06    0.0011524819    0.0078089493
    0.082780087       5.4755056    0.0044819017               0   1.5988421e-06    0.0011522329    0.0078057145
    0.087897803       5.4743824    0.0042331755               0   1.5987914e-06    0.0011519907     0.007802568
    0.093330656        5.473297    0.0039691346               0   1.5987426e-06     0.001151757    0.0077995325
