#             y      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z             nut               k         epsilon
   3.113662e-05     -0.06817225  -4.6177361e-06               0       1791.5053     0.062869167               0               0               0               0     0.056365257   1.2277191e-06               0   2.0092214e-17   5.5899108e-11   8.8654023e-07
  5.3394177e-05     -0.11644595  -1.2414821e-05               0       1790.9712      0.11570677               0               0               0               0     0.096269005   3.2774124e-06               0   1.1835721e-16   1.8139628e-10   1.0064545e-06
  7.7022295e-05     -0.16767897  -2.5176633e-05               0       1790.3965       0.1675022               0               0               0               0      0.13861682   6.6452009e-06               0   4.3810494e-16   4.5293857e-10   1.5065459e-06
  0.00010210537     -0.22205079  -4.3803997e-05               0       1789.7736      0.22212509               0               0               0               0      0.18355728   1.1560258e-05               0   1.2410085e-15   9.6651987e-10   2.3380653e-06
  0.00012873299     -0.27975046  -6.9241272e-05               0       1789.0936      0.27977442               0               0               0               0      0.23124771    1.827125e-05               0   2.9945571e-15   1.8718675e-09   3.5867767e-06
  0.00015700027     -0.34097718  -0.00010262799               0       1788.3452      0.34097579               0               0               0               0      0.28185462   2.7078075e-05               0    6.536318e-15   3.4056041e-09   5.4061947e-06
  0.00018700818     -0.40594008  -0.00014526293               0       1787.5144      0.40593792               0               0               0               0      0.33555409    3.832384e-05               0   1.3360263e-14   5.9427606e-09   8.0272799e-06
  0.00021886389     -0.47485803  -0.00019861969               0       1786.5837       0.4748572               0               0               0               0      0.39253221   5.2398422e-05               0   2.6118996e-14   1.0078505e-08   1.1786586e-05
  0.00025268119     -0.54795949  -0.00026438207               0       1785.5318      0.54795942               0               0               0               0      0.45298542   6.9745404e-05               0   4.9509531e-14   1.6758531e-08   1.7170709e-05
  0.00028858087     -0.62548129  -0.00034445861               0       1784.3319      0.62548135               0               0               0               0      0.51712082   9.0869197e-05               0   9.1838606e-14   2.7487587e-08   2.4882088e-05
  0.00032669115     -0.70766749  -0.00044100613               0       1782.9512      0.70766702               0               0               0               0      0.58515644   0.00011634257               0   1.6779309e-13   4.4663529e-08   3.5935085e-05
  0.00036714817     -0.79476714  -0.00055647364               0       1781.3494      0.79476649               0               0               0               0      0.65732131    0.0001468153               0   3.0335035e-13   7.2113036e-08   5.1795664e-05
  0.00041009642     -0.88703073  -0.00069363345               0       1779.4772      0.88702957               0               0               0               0      0.73385548   0.00018302342               0   5.4449198e-13   1.1595124e-07   7.4584009e-05
  0.00045568931     -0.98470671  -0.00085560126               0       1777.2739      0.98470495               0               0               0               0      0.81500973   0.00022579937               0   9.7268017e-13     1.85961e-07    0.0001073677
  0.00050408968      -1.0880365   -0.0010458786               0       1774.6653       1.0880345               0               0               0               0      0.90104511   0.00027608328               0   1.7323543e-12   2.9780431e-07   0.00015458457
  0.00055547043      -1.1972454   -0.0012684019               0       1771.5613       1.1972425               0               0               0               0      0.99223195   0.00033493476               0   3.0797676e-12   4.7656128e-07   0.00022264968
  0.00061001506      -1.3125325   -0.0015275507               0       1767.8515       1.3125285               0               0               0               0       1.0888485   0.00040354535               0   5.4696241e-12   7.6237749e-07   0.00032082119
   0.0006679184      -1.4340576   -0.0018281782               0        1763.403       1.4340528               0               0               0               0       1.1911789   0.00048325169               0   9.7084295e-12   1.2194356e-06   0.00046242444
  0.00072938728      -1.5619228   -0.0021756469               0       1758.0549       1.5619169               0               0               0               0       1.2995102   0.00057554826               0   1.7224971e-11   1.9501191e-06   0.00066656196
  0.00079464125      -1.6961483   -0.0025758309               0       1751.6129       1.6961427               0               0               0               0       1.4141287    0.0006820997               0   3.0544947e-11   3.1171799e-06   0.00096046338
  0.00086391338      -1.8366495   -0.0030350908               0       1743.8431       1.8366432               0               0               0               0        1.535314    0.0008047517               0   5.4117962e-11   4.9780295e-06    0.0013826425
   0.0009374511      -1.9831945    -0.003560229               0       1734.4665        1.983184               0               0               0               0       1.6633327    0.0009455389               0   9.5744988e-11   7.9369538e-06    0.0019870049
   0.0010155171      -2.1353489   -0.0041584095               0        1723.151       2.1353364               0               0               0               0       1.7984286    0.0011066882               0   1.6901236e-10   1.2622947e-05    0.0028479484
   0.0010983902      -2.2924323   -0.0048369702               0       1709.5035       2.2924189               0               0               0               0       1.9408112    0.0012906149               0   2.9737796e-10   2.0002421e-05    0.0040662397
   0.0011863663       -2.453443   -0.0056031875               0       1693.0617       2.4534271               0               0               0               0       2.0906402    0.0014999085               0   5.2089909e-10   3.1535923e-05    0.0057749343
   0.0012797599       -2.616966   -0.0064639172               0       1673.2869       2.6169472               0               0               0               0        2.248007    0.0017373031               0   9.0704768e-10   4.9383464e-05    0.0081436676
   0.0013789043      -2.7810767   -0.0074250541               0       1649.5577       2.7810543               0               0               0               0       2.4129103    0.0020056282               0   1.5675971e-09   7.6649181e-05     0.011378128
   0.0014841538       -2.943226   -0.0084908558               0       1621.1661       2.9432018               0               0               0               0       2.5852278    0.0023077305               0    2.684064e-09   0.00011762513     0.015709393
   0.0015958843      -3.1001231   -0.0096629776               0       1587.3206       3.1000989               0               0               0               0       2.7646814     0.002646361               0   4.5442972e-09   0.00017793569     0.021365471
   0.0017144948      -3.2476123    -0.010939263               0       1547.1554       3.2475916               0               0               0               0       2.9507965    0.0030240156               0   7.5914091e-09   0.00026438994     0.028516667
    0.001840409        -3.38058    -0.012312287               0        1499.754        3.380566               0               0               0               0       3.1428566    0.0034427213               0   1.2479491e-08   0.00038422419     0.037191905
   0.0019740768      -3.4929124     -0.01376765               0        1444.198       3.4929065               0               0               0               0       3.3398537    0.0039037594               0    2.010676e-08   0.00054331734     0.047182812
   0.0021159754      -3.5775599     -0.01528223               0       1379.6469       3.5775674               0               0               0               0       3.5404417    0.0044073252               0      3.1535e-08   0.00074307116     0.057984562
   0.0022666117      -3.6268032    -0.016822636               0       1305.4629       3.6268283               0               0               0               0        3.742898    0.0049521363               0   4.7629985e-08    0.0009763618     0.068819222
   0.0024265239        -3.63272    -0.018344328               0       1221.3637       3.6327573               0               0               0               0       3.9451089    0.0055350209               0   6.8383846e-08    0.0012245752     0.078694137
    0.002596283      -3.5877778    -0.019791774               0       1127.5595       3.5878181               0               0               0               0       4.1445873    0.0061505299               0   9.2363673e-08    0.0014591458     0.086435564
   0.0027764954      -3.4855197    -0.021099482               0       1024.8379       3.4855619               0               0               0               0       4.3385273    0.0067906131               0    1.169798e-07    0.0016495135      0.09085868
   0.0029678048       -3.321393     -0.02219462               0       914.60423       3.3214368               0               0               0               0       4.5238955    0.0074444131               0   1.3967744e-07    0.0017746266     0.091221346
   0.0031708945      -3.0938281    -0.023002421               0       798.91777        3.093871               0               0               0               0        4.697561     0.008098261               0   1.5944271e-07    0.0018312723     0.087622798
     0.00338649       -2.805614    -0.023455894               0       680.53473       2.8056586               0               0               0               0       4.8564796    0.0087360353               0   1.7781936e-07    0.0018347386     0.080996909
   0.0036153613      -2.4652546    -0.023509652               0       562.89924       2.4652971               0               0               0               0       4.9979393    0.0093400549               0   1.9871447e-07    0.0018109609     0.072731941
   0.0038583258       -2.087595    -0.023153813               0       449.97571       2.0876261               0               0               0               0       5.1198576    0.0098925872               0   2.2782761e-07    0.0017857118     0.064132478
   0.0041162514      -1.6931221    -0.022424005               0       345.85978       1.6931366               0               0               0               0       5.2210766      0.01037786               0   2.7300086e-07    0.0017782886     0.056078207
   0.0043900594      -1.3057505    -0.021403796               0       254.22185       1.3057462               0               0               0               0       5.3015829     0.010784232               0   3.4500673e-07    0.0017988071     0.048991121
   0.0046807278     -0.94932391    -0.020215885               0       177.72082      0.94929904               0               0               0               0       5.3625767     0.011106049               0   4.5768468e-07    0.0018477801     0.042979229
   0.0049892948     -0.64349721    -0.019001976               0       117.54362      0.64347489               0               0               0               0       5.4063467     0.011344621               0   6.2464092e-07    0.0019180816     0.038035411
   0.0053168625     -0.40002953    -0.017893705               0       73.215505      0.40000923               0               0               0               0       5.4359462     0.011507909               0    8.485433e-07    0.0019979922     0.034165562
   0.0056646009     -0.22083971    -0.016977387               0       42.782173      0.22081628               0               0               0               0       5.4547303     0.011608657               0   1.1070648e-06    0.0020749539     0.031384161
   0.0060337521    -0.098980392    -0.016287992               0        23.35567      0.09897163               0               0               0               0       5.4658749     0.011661637               0   1.3538449e-06    0.0021391708     0.029621712
   0.0064256347    -0.022311398     -0.01581068               0        11.83355     0.022281229               0               0               0               0       5.4720235     0.011680803               0   1.5445353e-06    0.0021858549     0.028671377
   0.0068416484     0.022287391    -0.015497759               0       5.4922799    -0.022309718               0               0               0               0       5.4751454     0.011677592               0   1.6637357e-06    0.0022153641     0.028248043
    0.007283279     0.046133734    -0.015303271               0       2.2692313    -0.046147979               0               0               0               0       5.4765727     0.011660449               0    1.724852e-06     0.002231487     0.028097389
   0.0077521041       0.0577131    -0.015194398               0      0.76867816    -0.057719038               0               0               0               0       5.4771291     0.011634894               0   1.7510031e-06    0.0022390339     0.028057152
   0.0082497982     0.062787564    -0.015127213               0       0.1338727    -0.062742159               0               0               0               0       5.4772774     0.011604309               0   1.7604325e-06    0.0022420162     0.028050332
    0.008778139     0.064823911    -0.015069888               0     -0.11091041    -0.064821135               0               0               0               0       5.4772504     0.011570329               0   1.7632832e-06    0.0022429784     0.028049906
   0.0093390136       0.0655848    -0.015029641               0     -0.19857591    -0.065618961               0               0               0               0       5.4771502     0.011533582               0   1.7639838e-06    0.0022432014     0.028049476
   0.0099344254     0.065842541    -0.014991529               0     -0.22717246    -0.065842483               0               0               0               0       5.4770183     0.011494369               0   1.7641072e-06    0.0022432038     0.028048478
    0.010566501     0.065930005    -0.014946817               0     -0.23544186     -0.06592188               0               0               0               0       5.4768705     0.011452685               0   1.7641081e-06     0.002243153     0.028047199
    0.011237498      0.06598246    -0.014903269               0     -0.23830067    -0.065983561               0               0               0               0        5.476711     0.011408388               0    1.764091e-06    0.0022430912     0.028045799
    0.011949813     0.066028782    -0.014855932               0     -0.24046433    -0.066029803               0               0               0               0       5.4765404     0.011361325               0   1.7640731e-06    0.0022430256     0.028044314
    0.012705991     0.066072538    -0.014805438               0     -0.24381643    -0.066071145               0               0               0               0       5.4763574     0.011311336               0   1.7640561e-06    0.0022429567     0.028042735
    0.013508733     0.066119148    -0.014751639               0     -0.24949531    -0.066120723               0               0               0               0       5.4761597      0.01125823               0   1.7640395e-06    0.0022428831     0.028041037
    0.014360904      0.06617901    -0.014694198               0     -0.25801741    -0.066178778               0               0               0               0       5.4759436     0.011201811               0   1.7640232e-06    0.0022428034     0.028039185
    0.015265551     0.066252536    -0.014632894               0     -0.26909424    -0.066248826               0               0               0               0       5.4757052     0.011141858               0   1.7640067e-06    0.0022427157     0.028037134
    0.016225903     0.066333829    -0.014567355               0     -0.28187916     -0.06632925               0               0               0               0       5.4754403     0.011078141               0   1.7639897e-06    0.0022426184     0.028034845
    0.017245391     0.066419613    -0.014497331               0     -0.29549935    -0.066417047               0               0               0               0       5.4751454     0.011010413               0   1.7639719e-06    0.0022425097      0.02803228
    0.018327656     0.066509657     -0.01442253               0     -0.30935388    -0.066509448               0               0               0               0       5.4748174     0.010938416               0    1.763953e-06    0.0022423883     0.028029407
    0.019476565     0.066605745    -0.014342575               0      -0.3230897    -0.066605583               0               0               0               0       5.4744532     0.010861878               0   1.7639328e-06    0.0022422529     0.028026197
     0.02069622      0.06670621    -0.014257116               0     -0.33647852    -0.066704986               0               0               0               0         5.47405     0.010780506               0   1.7639112e-06    0.0022421024      0.02802262
    0.021990978     0.066808606    -0.014165723               0     -0.34931866    -0.066807308               0               0               0               0       5.4736049     0.010693994               0   1.7638878e-06    0.0022419355     0.028018648
    0.023365464     0.066912461    -0.014067942               0     -0.36138707    -0.066912123               0               0               0               0       5.4731152     0.010602011               0   1.7638626e-06     0.002241751     0.028014254
    0.024824587     0.067019028    -0.013963351               0     -0.37248841    -0.067019589               0               0               0               0       5.4725785      0.01050421               0   1.7638355e-06     0.002241548     0.028009414
    0.026373559      0.06712875    -0.013851425               0     -0.38243351    -0.067129218               0               0               0               0       5.4719923     0.010400216               0   1.7638062e-06    0.0022413255     0.028004104
    0.028017912     0.067239986    -0.013731564               0     -0.39100349     -0.06724107               0               0               0               0       5.4713548     0.010289639               0   1.7637747e-06    0.0022410827     0.027998306
     0.02976352     0.067351252    -0.013603211               0     -0.39800621    -0.067354645               0               0               0               0       5.4706645     0.010172052               0   1.7637409e-06     0.002240819     0.027992006
    0.031616619     0.067466723    -0.013465707               0     -0.40327817    -0.067470178               0               0               0               0       5.4699203     0.010047016               0   1.7637048e-06     0.002240534     0.027985194
    0.033583826     0.067586836    -0.013318327               0     -0.40667278    -0.067587229               0               0               0               0       5.4691217    0.0099140474               0   1.7636663e-06    0.0022402274     0.027977866
    0.035672168     0.067706949    -0.013160303               0     -0.40805405    -0.067706203               0               0               0               0       5.4682691    0.0097726495               0   1.7636254e-06    0.0022398995     0.027970026
    0.037889105     0.067828577    -0.012990827               0     -0.40729384    -0.067826611               0               0               0               0       5.4673633    0.0096222717               0   1.7635823e-06    0.0022395507     0.027961685
