#             y      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z             nut               k         epsilon
   3.113662e-05    -0.013756711  -5.3032396e-07               0       1110.7462      0.01267454               0               0               0               0     0.034926409   2.4712602e-07               0   1.0183874e-19   3.9709503e-13   7.3751495e-09
  5.3394177e-05    -0.023530418  -1.4215657e-06               0       1110.4048     0.023380203               0               0               0               0     0.059665613   6.6096962e-07               0   5.6413458e-19   1.3586579e-12   1.0966489e-08
  7.7022295e-05    -0.033905379  -2.8773537e-06               0       1110.0412     0.033868928               0               0               0               0     0.085919851   1.3415275e-06               0   2.0883984e-18   3.6502012e-12   1.9976193e-08
  0.00010210537    -0.044918418  -5.0002272e-06               0       1109.6535     0.044933615               0               0               0               0      0.11378132   2.3353106e-06               0   6.2042302e-18   8.5190056e-12    3.596207e-08
  0.00012873299    -0.056608741  -7.8955326e-06               0       1109.2395     0.056613753               0               0               0               0      0.14334773   3.6927066e-06               0   1.6234748e-17   1.8270353e-11   6.2765225e-08
  0.00015700027    -0.069017742   -1.168996e-05               0       1108.7966     0.069017719               0               0               0               0      0.17472264   5.4745412e-06               0   3.9297497e-17    3.715021e-11   1.0683325e-07
  0.00018700818    -0.082189277  -1.6529752e-05               0       1108.3218     0.082189178               0               0               0               0      0.20801574   7.7504625e-06               0   9.0436497e-17    7.293786e-11   1.7858656e-07
  0.00021886389    -0.096169819  -2.2578965e-05               0       1107.8117     0.096169748               0               0               0               0      0.24334324    1.059965e-05               0   2.0114708e-16   1.3982387e-10   2.9471678e-07
  0.00025268119     -0.11100798  -3.0026287e-05               0        1107.262      0.11100844               0               0               0               0      0.28082818   1.4112293e-05               0   4.3690039e-16   2.6360293e-10   4.8187021e-07
  0.00028858087     -0.12675562  -3.9082422e-05               0        1106.668      0.12675639               0               0               0               0      0.32060079   1.8391099e-05               0   9.3305596e-16   4.9102752e-10   7.8250116e-07
  0.00032669115     -0.14346709  -4.9987388e-05               0       1106.0241      0.14346722               0               0               0               0      0.36279889   2.3552806e-05               0   1.9682628e-15   9.0662895e-10   1.2641478e-06
  0.00036714817     -0.16119937  -6.3015537e-05               0       1105.3234      0.16119923               0               0               0               0      0.40756821   2.9730117e-05               0   4.1141366e-15   1.6629207e-09    2.034109e-06
  0.00041009642      -0.1800123  -7.8474747e-05               0       1104.5579      0.18001227               0               0               0               0      0.45506282   3.7073791e-05               0   8.5398487e-15   3.0345505e-09   3.2626347e-06
  0.00045568931     -0.19996809  -9.6712378e-05               0       1103.7181      0.19996761               0               0               0               0       0.5054454   4.5754804e-05               0   1.7630779e-14   5.5152482e-09   5.2195208e-06
  0.00050408968     -0.22113147  -0.00011812449               0       1102.7926      0.22113065               0               0               0               0      0.55888768   5.5966952e-05               0    3.624283e-14   9.9911366e-09   8.3317725e-06
  0.00055547043     -0.24356927  -0.00014315698               0       1101.7678      0.24356876               0               0               0               0      0.61557069   6.7929824e-05               0   7.4241148e-14   1.8050082e-08   1.3274319e-05
  0.00061001506     -0.26734994  -0.00017230728               0       1100.6273      0.26734946               0               0               0               0      0.67568504   8.1891834e-05               0   1.5162972e-13   3.2532979e-08   2.1112466e-05
   0.0006679184       -0.292543  -0.00020614665               0       1099.3518      0.29254245               0               0               0               0      0.73943115   9.8133702e-05               0   3.0889788e-13   5.8514436e-08   3.3525099e-05
  0.00072938728     -0.31921794  -0.00024531158               0       1097.9179      0.31921711               0               0               0               0      0.80701933   0.00011697246               0    6.278515e-13   1.0504391e-07   5.3153533e-05
  0.00079464125     -0.34744281  -0.00029051899               0       1096.2975      0.34744148               0               0               0               0      0.87866982    0.0001387654               0   1.2734709e-12    1.882299e-07   8.4144995e-05
  0.00086391338     -0.37728321  -0.00034258353               0       1094.4572      0.37728207               0               0               0               0      0.95461259   0.00016391487               0   2.5778369e-12   3.3668864e-07   0.00013299606
   0.0009374511     -0.40879913  -0.00040240708               0       1092.3571      0.40879818               0               0               0               0        1.035087   0.00019287301               0    5.207989e-12    6.011391e-07   0.00020985519
   0.0010155171     -0.44204148  -0.00047100885               0       1089.9491      0.44204074               0               0               0               0       1.1203409   0.00022614665               0   1.0500695e-11   1.0712336e-06    0.0003305218
   0.0010983902     -0.47705127  -0.00054953663               0        1087.176      0.47704972               0               0               0               0       1.2106302   0.00026430269               0   2.1127865e-11   1.9049366e-06   0.00051949005
