#             y             U_x             U_y             U_z             nut               k         epsilon
   3.113662e-05      0.11248327   1.0482139e-05               0   7.6407178e-15   1.8986443e-08   0.00028745694
  5.3394177e-05       0.1921209   2.7982278e-05               0    4.671254e-14   6.0727102e-08   0.00029701342
  7.7022295e-05      0.27664117   5.6736627e-05               0   1.7596806e-13   1.4859766e-07   0.00041041702
  0.00010210537      0.36633771   9.8701181e-05               0   4.9851758e-13   3.0912515e-07   0.00059955991
  0.00012873299      0.46151862   0.00015599569               0   1.1862565e-12   5.8094682e-07    0.0008749481
  0.00015700027      0.56250587   0.00023117081               0   2.5263861e-12   1.0213424e-06    0.0012600135
  0.00018700818       0.6696341   0.00032713539               0   4.9975358e-12   1.7154759e-06    0.0017896706
  0.00021886389       0.7832487   0.00044717968               0   9.3924672e-12   2.7898766e-06     0.002512529
  0.00025268119       0.9037029   0.00059502124               0   1.7016663e-11   4.4321466e-06    0.0034947987
  0.00028858087       1.0313534   0.00077484814               0   3.0008794e-11   6.9196075e-06    0.0048256706
  0.00032669115       1.1665544   0.00099135711               0   5.1854849e-11   1.0660546e-05    0.0066242512
  0.00036714817        1.309649    0.0012497857               0   8.8206442e-11   1.6252803e-05    0.0090481116
  0.00041009642       1.4609586    0.0015559338               0   1.4817012e-10    2.456548e-05     0.012303304
  0.00045568931       1.6207669    0.0019161669               0   2.4631265e-10   3.6850047e-05     0.016655228
  0.00050408968       1.7893012    0.0023373916               0   4.0572977e-10   5.4886256e-05     0.022438911
  0.00055547043       1.9667071    0.0028269902               0   6.6264876e-10   8.1164369e-05     0.030065871
  0.00061001506       2.1530165     0.003392695               0   1.0731637e-09    0.0001190959     0.040022777
   0.0006679184        2.348108    0.0040423824               0   1.7228032e-09   0.00017322705     0.052854412
  0.00072938728       2.5516595    0.0047837579               0   2.7396445e-09   0.00024939883     0.069120698
  0.00079464125       2.7630915    0.0056239015               0    4.311522e-09   0.00035475448     0.089315877
  0.00086391338        2.981504    0.0065686411               0   6.7073173e-09   0.00049744302      0.11374082
   0.0009374511       3.2056076    0.0076217276               0   1.0300818e-08   0.00068582792      0.14233267
   0.0010155171       3.4336575    0.0087838008               0   1.5591625e-08   0.00092702579      0.17448753
   0.0010983902        3.663398     0.010051167               0   2.3208147e-08    0.0012247531      0.20896128
   0.0011863663       3.8920333     0.011414467               0   3.3863413e-08    0.0015768538      0.24396127
   0.0012797599        4.116244     0.012857401               0   4.8240044e-08    0.0019735472      0.27745065
   0.0013789043       4.3322721     0.014355763               0    6.686654e-08    0.0023980191      0.30746142
   0.0014841538       4.5360919     0.015877146               0   9.0195836e-08    0.0028304869      0.33217132
   0.0015958843       4.7236758     0.017381711               0   1.1908947e-07    0.0032546424      0.34987887
   0.0017144948       4.8913464     0.018824371               0   1.5565495e-07    0.0036629244       0.3592237
    0.001840409       5.0361849     0.020158593               0   2.0422969e-07    0.0040571949      0.35958701
   0.0019740768       5.1564382     0.021341739               0   2.7244085e-07     0.004444305      0.35130374
   0.0021159754       5.2518327      0.02234117               0   3.7220665e-07     0.004829056      0.33562491
   0.0022666117       5.3236929     0.023139662               0   5.1949721e-07    0.0052082191       0.3146626
