#             x      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z             nut               k         epsilon
    0.016292394      0.16796123     0.083548229               0    -0.079870903     -0.16792428               0               0               0               0       5.4062643    0.0089456655               0   2.2904279e-06     0.012739089       0.7872087
    0.016522289      0.16817752     0.083045909               0    -0.080339955     -0.16819304               0               0               0               0       5.4063029    0.0089648124               0   2.2895124e-06       0.0127057      0.78325227
    0.016754582      0.16845088     0.082539767               0    -0.080815103     -0.16846165               0               0               0               0        5.406342    0.0089840418               0   2.2885899e-06     0.012672134      0.77928442
    0.016989298      0.16873659     0.082030063               0    -0.081294877     -0.16873004               0               0               0               0       5.4063816    0.0090033526               0   2.2876606e-06      0.01263839      0.77530534
    0.017226461       0.1690158     0.081517311               0    -0.081781005     -0.16899817               0               0               0               0       5.4064216    0.0090227435               0   2.2867242e-06      0.01260447      0.77131523
    0.017466098      0.16928001     0.081001226               0    -0.082272063     -0.16926596               0               0               0               0       5.4064622    0.0090422134               0   2.2857809e-06     0.012570373      0.76731432
    0.017708234      0.16947697     0.080481787               0    -0.082764496     -0.16953333               0               0               0               0       5.4065032    0.0090617611               0   2.2848305e-06       0.0125361      0.76330282
    0.017952896      0.16973665     0.079959267               0    -0.083264458      -0.1698002               0               0               0               0       5.4065446    0.0090813851               0   2.2838732e-06     0.012501651      0.75928094
    0.018200108      0.17004991     0.079433567               0    -0.083770723      -0.1700665               0               0               0               0       5.4065866    0.0091010843               0   2.2829087e-06     0.012467028       0.7552489
    0.018449899      0.17033826     0.078904814               0    -0.084281444     -0.17033215               0               0               0               0       5.4066292    0.0091208572               0   2.2819371e-06      0.01243223      0.75120693
    0.018702296      0.17062715     0.078373012               0    -0.084798338     -0.17059705               0               0               0               0       5.4066722    0.0091407025               0   2.2809584e-06     0.012397259      0.74715525
    0.018957324      0.17087544     0.077838506               0      -0.0853197     -0.17086116               0               0               0               0       5.4067157    0.0091606189               0   2.2799725e-06     0.012362115      0.74309409
    0.019215012      0.17112344     0.077300984               0    -0.085846039     -0.17112438               0               0               0               0       5.4067598    0.0091806049               0   2.2789794e-06     0.012326798      0.73902369
    0.019475387      0.17139662     0.076759933               0    -0.086378309     -0.17138661               0               0               0               0       5.4068044    0.0092006589               0   2.2779791e-06      0.01229131      0.73494428
    0.019738478       0.1716623     0.076215856               0    -0.086915172     -0.17164776               0               0               0               0       5.4068495    0.0092207794               0   2.2769716e-06      0.01225565       0.7308561
    0.020004313       0.1719276     0.075668539               0    -0.087457757     -0.17190775               0               0               0               0       5.4068952    0.0092409647               0   2.2759568e-06      0.01221982      0.72675939
     0.02027292       0.1721535     0.075117748               0    -0.088004675     -0.17216647               0               0               0               0       5.4069414     0.009261213               0   2.2749347e-06      0.01218382       0.7226544
    0.020544328      0.17239412     0.074563547               0    -0.088557944     -0.17242386               0               0               0               0       5.4069881    0.0092815227               0   2.2739052e-06     0.012147652      0.71854137
    0.020818567      0.17269584     0.074005343               0    -0.089118307     -0.17267979               0               0               0               0       5.4070354    0.0093018916               0   2.2728684e-06     0.012111315      0.71442056
    0.021095666      0.17295812     0.073443313               0    -0.089684846     -0.17293415               0               0               0               0       5.4070833    0.0093223178               0   2.2718242e-06     0.012074811      0.71029221
    0.021375655      0.17316481     0.072877666               0     -0.09025557     -0.17318689               0               0               0               0       5.4071318    0.0093427992               0   2.2707726e-06     0.012038141      0.70615659
    0.021658563      0.17340768     0.072307709               0    -0.090829552      -0.1734379               0               0               0               0       5.4071808    0.0093633337               0   2.2697135e-06     0.012001305      0.70201394
    0.021944423      0.17370135     0.071732887               0    -0.091410497     -0.17368704               0               0               0               0       5.4072304    0.0093839187               0    2.268647e-06     0.011964304      0.69786454
    0.022233263      0.17396252     0.071153471               0    -0.091997627     -0.17393421               0               0               0               0       5.4072806    0.0094045517               0    2.267573e-06      0.01192714      0.69370864
    0.022525116      0.17417821     0.070569689               0    -0.092588306     -0.17417933               0               0               0               0       5.4073314    0.0094252303               0   2.2664914e-06     0.011889813      0.68954651
    0.022820012      0.17442084     0.069980735               0    -0.093186751     -0.17442229               0               0               0               0       5.4073828    0.0094459516               0   2.2654024e-06     0.011852324      0.68537843
    0.023117984      0.17468837     0.069386434               0    -0.093792461     -0.17466296               0               0               0               0       5.4074348    0.0094667128               0   2.2643057e-06     0.011814674      0.68120465
    0.023419063      0.17493817     0.068786935               0    -0.094400877     -0.17490126               0               0               0               0       5.4074874    0.0094875109               0   2.2632015e-06     0.011776865      0.67702547
    0.023723283       0.1751642     0.068181711               0    -0.095015898     -0.17513706               0               0               0               0       5.4075407    0.0095083427               0   2.2620897e-06     0.011738897      0.67284114
    0.024030675      0.17538095      0.06757055               0    -0.095635802     -0.17537025               0               0               0               0       5.4075946    0.0095292048               0   2.2609703e-06     0.011700771      0.66865195
    0.024341273      0.17559455     0.066953406               0    -0.096261424     -0.17560072               0               0               0               0       5.4076491    0.0095500938               0   2.2598432e-06     0.011662489      0.66445819
     0.02465511      0.17580491     0.066330145               0    -0.096893264     -0.17582832               0               0               0               0       5.4077042    0.0095710061               0   2.2587083e-06     0.011624051      0.66026012
     0.02497222      0.17604468     0.065700805               0    -0.097531692     -0.17605298               0               0               0               0         5.40776    0.0095919378               0   2.2575658e-06      0.01158546      0.65605804
    0.025292637      0.17627329     0.065065154               0     -0.09817601     -0.17627458               0               0               0               0       5.4078164    0.0096128853               0   2.2564156e-06     0.011546715      0.65185224
    0.025616396      0.17647789     0.064422737               0    -0.098823885     -0.17649298               0               0               0               0       5.4078735    0.0096338445               0   2.2552577e-06     0.011507818        0.647643
    0.025943531      0.17671062     0.063773564               0    -0.099479239     -0.17670808               0               0               0               0       5.4079313    0.0096548109               0   2.2540919e-06     0.011468771      0.64343061
    0.026274078      0.17692614     0.063117622               0     -0.10013906     -0.17691974               0               0               0               0       5.4079897    0.0096757804               0   2.2529184e-06     0.011429575      0.63921537
    0.026608073       0.1771436     0.062454883               0     -0.10080522     -0.17712784               0               0               0               0       5.4080488    0.0096967484               0   2.2517371e-06     0.011390231      0.63499757
     0.02694555      0.17736232     0.061785379               0      -0.1014775     -0.17733226               0               0               0               0       5.4081087    0.0097177104               0   2.2505479e-06     0.011350741       0.6307775
    0.027286547      0.17753218     0.061108899               0     -0.10215323     -0.17753288               0               0               0               0       5.4081692    0.0097386615               0   2.2493509e-06     0.011311104      0.62655548
      0.0276311      0.17770435     0.060425495               0       -0.102835     -0.17772958               0               0               0               0       5.4082304    0.0097595969               0   2.2481461e-06     0.011271325      0.62233178
    0.027979247      0.17791999     0.059735064               0     -0.10352483     -0.17792223               0               0               0               0       5.4082923    0.0097805115               0   2.2469333e-06     0.011231402      0.61810672
    0.028331025      0.17813589     0.059037652               0     -0.10422113     -0.17811069               0               0               0               0       5.4083549    0.0098014002               0   2.2457126e-06     0.011191339       0.6138806
    0.028686471      0.17829879     0.058333268               0     -0.10492013     -0.17829483               0               0               0               0       5.4084182    0.0098222576               0   2.2444841e-06     0.011151136      0.60965372
    0.029045624      0.17845586     0.057621848               0     -0.10562382     -0.17847452               0               0               0               0       5.4084823    0.0098430784               0   2.2432476e-06     0.011110794      0.60542639
    0.029408522      0.17865922     0.056903739               0     -0.10633345     -0.17864964               0               0               0               0       5.4085471    0.0098638569               0   2.2420031e-06     0.011070316      0.60119891
    0.029775206      0.17886888      0.05617879               0     -0.10705038     -0.17882005               0               0               0               0       5.4086126    0.0098845877               0   2.2407507e-06     0.011029704      0.59697159
    0.030145713      0.17900533     0.055447192               0     -0.10777201     -0.17898561               0               0               0               0       5.4086789    0.0099052648               0   2.2394903e-06     0.010988957      0.59274474
    0.030520085      0.17911864     0.054708956               0     -0.10849795     -0.17914619               0               0               0               0       5.4087459    0.0099258825               0   2.2382219e-06     0.010948079      0.58851867
     0.03089836       0.1792927     0.053963841               0     -0.10923137     -0.17930164               0               0               0               0       5.4088137    0.0099464347               0   2.2369454e-06     0.010907071      0.58429369
    0.031280581      0.17946613     0.053212478               0     -0.10996941     -0.17945184               0               0               0               0       5.4088823    0.0099669153               0    2.235661e-06     0.010865934      0.58007011
    0.031666788      0.17961639     0.052455213               0     -0.11071016     -0.17959665               0               0               0               0       5.4089516    0.0099873181               0   2.2343685e-06     0.010824669      0.57584824
    0.032057023       0.1797606     0.051691578               0     -0.11145559     -0.17973594               0               0               0               0       5.4090217     0.010007637               0    2.233068e-06      0.01078328      0.57162839
    0.032451328      0.17986258     0.050921749               0     -0.11220708     -0.17986955               0               0               0               0       5.4090926     0.010027866               0   2.2317594e-06     0.010741767      0.56741089
    0.032849744      0.17996874     0.050146346               0     -0.11296663     -0.17999734               0               0               0               0       5.4091643     0.010047997               0   2.2304426e-06     0.010700132      0.56319604
    0.033252316       0.1801096     0.049365124               0     -0.11373156     -0.18011917               0               0               0               0       5.4092368     0.010068026               0   2.2291178e-06     0.010658377      0.55898416
    0.033659086      0.18023336     0.048578359               0     -0.11449911     -0.18023488               0               0               0               0       5.4093101     0.010087944               0   2.2277849e-06     0.010616504      0.55477556
    0.034070098      0.18034561     0.047786618               0     -0.11526989     -0.18034436               0               0               0               0       5.4093842     0.010107746               0   2.2264439e-06     0.010574514      0.55057055
    0.034485397      0.18045154     0.046989512               0      -0.1160463     -0.18044744               0               0               0               0       5.4094591     0.010127425               0   2.2250948e-06     0.010532409      0.54636946
    0.034905027      0.18055661     0.046186942               0     -0.11682951     -0.18054399               0               0               0               0       5.4095348     0.010146973               0   2.2237375e-06     0.010490192      0.54217259
    0.035329034      0.18065941      0.04537966               0     -0.11761722     -0.18063384               0               0               0               0       5.4096114     0.010166384               0   2.2223721e-06     0.010447864      0.53798027
    0.035757462      0.18073955     0.044568113               0     -0.11840749     -0.18071688               0               0               0               0       5.4096888      0.01018565               0   2.2209985e-06     0.010405427       0.5337928
    0.036190358      0.18080455     0.043751999               0     -0.11920118     -0.18079295               0               0               0               0        5.409767     0.010204765               0   2.2196168e-06     0.010362883       0.5296105
    0.036627769      0.18085877     0.042931119               0     -0.12000184     -0.18086188               0               0               0               0       5.4098461     0.010223722               0   2.2182269e-06     0.010320233       0.5254337
    0.037069742      0.18092465     0.042106306               0     -0.12080601     -0.18092355               0               0               0               0       5.4099261     0.010242512               0   2.2168288e-06     0.010277481      0.52126269
    0.037516324      0.18098447     0.041277955               0     -0.12161422     -0.18097782               0               0               0               0       5.4100069      0.01026113               0   2.2154226e-06     0.010234627       0.5170978
    0.037967563      0.18100979     0.040445512               0     -0.12242689     -0.18102453               0               0               0               0       5.4100886     0.010279567               0   2.2140081e-06     0.010191674      0.51293933
    0.038423508      0.18105956     0.039609249               0      -0.1232417     -0.18106352               0               0               0               0       5.4101711     0.010297815               0   2.2125855e-06     0.010148624      0.50878761
    0.038884209      0.18111708     0.038769897               0     -0.12406031     -0.18109467               0               0               0               0       5.4102545     0.010315869               0   2.2111546e-06     0.010105478      0.50464293
    0.039349714      0.18111939     0.037927485               0     -0.12488271     -0.18111784               0               0               0               0       5.4103388     0.010333719               0   2.2097156e-06      0.01006224      0.50050563
    0.039820074      0.18112776     0.037081847               0     -0.12571099     -0.18113288               0               0               0               0        5.410424     0.010351358               0   2.2082684e-06     0.010018911      0.49637599
    0.040295339      0.18116436     0.036233353               0     -0.12654266     -0.18113966               0               0               0               0       5.4105101     0.010368779               0   2.2068129e-06    0.0099754932      0.49225434
    0.040775561      0.18117217     0.035382138               0     -0.12737542     -0.18113802               0               0               0               0       5.4105971     0.010385973               0   2.2053493e-06    0.0099319887      0.48814098
    0.041260791      0.18114377     0.034528287               0     -0.12821118     -0.18112783               0               0               0               0        5.410685     0.010402933               0   2.2038774e-06    0.0098883996      0.48403622
    0.041751081      0.18110152      0.03367236               0     -0.12905089     -0.18110897               0               0               0               0       5.4107738     0.010419651               0   2.2023973e-06    0.0098447282      0.47994036
    0.042246485       0.1810781      0.03281415               0     -0.12989485     -0.18108128               0               0               0               0       5.4108635     0.010436119               0    2.200909e-06    0.0098009766      0.47585371
    0.042747055      0.18105133     0.031953616               0     -0.13073929     -0.18104463               0               0               0               0       5.4109541     0.010452328               0   2.1994125e-06     0.009757147      0.47177657
    0.043252845      0.18099359     0.031091645               0      -0.1315837      -0.1809989               0               0               0               0       5.4110457     0.010468271               0   2.1979078e-06    0.0097132418      0.46770923
    0.043763911      0.18093925     0.030228401               0     -0.13243256     -0.18094398               0               0               0               0       5.4111381     0.010483939               0   2.1963948e-06    0.0096692631      0.46365202
    0.044280306      0.18089452     0.029363575               0     -0.13328474     -0.18087972               0               0               0               0       5.4112316     0.010499325               0   2.1948737e-06    0.0096252131      0.45960521
    0.044802087      0.18082705     0.028497178               0     -0.13413819       -0.180806               0               0               0               0       5.4113259     0.010514419               0   2.1933444e-06    0.0095810942      0.45556911
    0.045329309      0.18072974     0.027629697               0     -0.13499273     -0.18072268               0               0               0               0       5.4114212     0.010529214               0   2.1918068e-06    0.0095369087      0.45154401
     0.04586203      0.18062665     0.026761563               0     -0.13584726     -0.18062967               0               0               0               0       5.4115175     0.010543701               0    2.190261e-06    0.0094926588      0.44753021
    0.046400307      0.18053418     0.025892773               0     -0.13670588     -0.18052685               0               0               0               0       5.4116147     0.010557871               0   2.1887071e-06    0.0094483468      0.44352798
    0.046944197       0.1804247     0.025023381               0     -0.13756636     -0.18041411               0               0               0               0       5.4117128     0.010571717               0   2.1871449e-06    0.0094039752      0.43953763
     0.04749376      0.18028226     0.024153638               0     -0.13842685     -0.18029132               0               0               0               0       5.4118119     0.010585229               0   2.1855746e-06    0.0093595461      0.43555943
    0.048049054      0.18015333     0.023284046               0     -0.13929017     -0.18015842               0               0               0               0        5.411912     0.010598399               0   2.1839961e-06    0.0093150621      0.43159368
    0.048610139      0.18002608     0.022414545               0     -0.14015266     -0.18001528               0               0               0               0        5.412013     0.010611219               0   2.1824094e-06    0.0092705255      0.42764065
    0.049177075      0.17987134     0.021545164               0     -0.14101432     -0.17986179               0               0               0               0       5.4121151      0.01062368               0   2.1808145e-06    0.0092259387      0.42370062
    0.049749924      0.17970475     0.020676398               0     -0.14187554     -0.17969788               0               0               0               0        5.412218     0.010635773               0   2.1792115e-06     0.009181304      0.41977386
    0.050328748      0.17951833     0.019808455               0      -0.1427362     -0.17952347               0               0               0               0        5.412322     0.010647489               0   2.1776003e-06    0.0091366239      0.41586066
    0.050913608      0.17932382     0.018941475               0     -0.14359689     -0.17933847               0               0               0               0       5.4124269      0.01065882               0    2.175981e-06    0.0090919008      0.41196128
    0.051504567      0.17915285     0.018075572               0     -0.14445878      -0.1791428               0               0               0               0       5.4125328     0.010669758               0   2.1743536e-06    0.0090471371      0.40807599
    0.052101689      0.17896297     0.017211132               0     -0.14532005     -0.17893638               0               0               0               0       5.4126398     0.010680292               0    2.172718e-06    0.0090023352      0.40420506
    0.052705039      0.17872669      0.01634849               0      -0.1461788     -0.17871916               0               0               0               0       5.4127477     0.010690416               0   2.1710744e-06    0.0089574977      0.40034874
    0.053314682       0.1784861     0.015487691               0     -0.14703618     -0.17849107               0               0               0               0       5.4128565      0.01070012               0   2.1694226e-06    0.0089126269       0.3965073
    0.053930682      0.17824185     0.014629015               0     -0.14789173     -0.17825206               0               0               0               0       5.4129664     0.010709396               0   2.1677628e-06    0.0088677254        0.392681
    0.054553106      0.17798054     0.013772846               0     -0.14874551     -0.17800208               0               0               0               0       5.4130773     0.010718235               0   2.1660948e-06    0.0088227956      0.38887008
    0.055182022      0.17771827     0.012919232               0     -0.14959791     -0.17774108               0               0               0               0       5.4131891     0.010726628               0   2.1644188e-06    0.0087778399       0.3850748
    0.055817496      0.17747181      0.01206839               0     -0.15044848     -0.17746901               0               0               0               0        5.413302     0.010734568               0   2.1627348e-06     0.008732861       0.3812954
    0.056459598      0.17720523     0.011220815               0     -0.15129527     -0.17718586               0               0               0               0       5.4134158     0.010742045               0   2.1610427e-06    0.0086878612      0.37753213
    0.057108397      0.17688974     0.010376695               0     -0.15213811      -0.1768916               0               0               0               0       5.4135307     0.010749051               0   2.1593426e-06    0.0086428431      0.37378522
    0.057763961      0.17656246    0.0095360997               0     -0.15297828      -0.1765862               0               0               0               0       5.4136465     0.010755578               0   2.1576346e-06    0.0085978092      0.37005492
    0.058426363       0.1762511    0.0086993374               0     -0.15381781     -0.17626964               0               0               0               0       5.4137634     0.010761618               0   2.1559185e-06     0.008552762      0.36634145
    0.059095673      0.17594522    0.0078669084               0     -0.15465253     -0.17594194               0               0               0               0       5.4138812     0.010767162               0   2.1541945e-06     0.008507704      0.36264504
    0.059771963      0.17561798    0.0070390175               0     -0.15548154     -0.17560311               0               0               0               0       5.4140001     0.010772203               0   2.1524625e-06    0.0084626377      0.35896593
    0.060455306      0.17525775    0.0062157172               0     -0.15630637     -0.17525313               0               0               0               0         5.41412     0.010776732               0   2.1507226e-06    0.0084175656      0.35530433
    0.061145775      0.17489221     0.005397431               0     -0.15712827     -0.17489201               0               0               0               0       5.4142409     0.010780741               0   2.1489748e-06    0.0083724903      0.35166045
    0.061843446      0.17452732     0.004584557               0     -0.15794624     -0.17451981               0               0               0               0       5.4143628     0.010784224               0   2.1472191e-06    0.0083274143      0.34803452
    0.062548392      0.17413913     0.003777258               0     -0.15875615     -0.17413655               0               0               0               0       5.4144857     0.010787171               0   2.1454555e-06      0.00828234      0.34442675
    0.063260691      0.17372895    0.0029756438               0     -0.15956152     -0.17374227               0               0               0               0       5.4146096     0.010789577               0   2.1436841e-06    0.0082372702      0.34083733
    0.063980417      0.17330854    0.0021800337               0     -0.16036017     -0.17333699               0               0               0               0       5.4147344     0.010791432               0   2.1419049e-06    0.0081922071      0.33726648
     0.06470765      0.17289528    0.0013908705               0     -0.16115331      -0.1729208               0               0               0               0       5.4148603     0.010792731               0   2.1401178e-06    0.0081471535      0.33371439
    0.065442467      0.17247834   0.00060835918               0     -0.16194244     -0.17249374               0               0               0               0       5.4149872     0.010793466               0    2.138323e-06    0.0081021118      0.33018125
    0.066184948      0.17204308  -0.00016724918               0     -0.16272511     -0.17205587               0               0               0               0       5.4151151     0.010793631               0   2.1365204e-06    0.0080570845      0.32666726
    0.066935172      0.17160085  -0.00093567012               0     -0.16350128     -0.17160728               0               0               0               0        5.415244     0.010793218               0   2.1347101e-06    0.0080120741       0.3231726
     0.06769322      0.17115194   -0.0016966904               0     -0.16426926     -0.17114804               0               0               0               0       5.4153739      0.01079222               0   2.1328921e-06    0.0079670833      0.31969745
    0.068459173      0.17069403   -0.0024499589               0      -0.1650303     -0.17067827               0               0               0               0       5.4155048     0.010790633               0   2.1310663e-06    0.0079221144      0.31624199
    0.069233115      0.17020595   -0.0031952524               0     -0.16578249     -0.17019804               0               0               0               0       5.4156367     0.010788449               0   2.1292329e-06    0.0078771699       0.3128064
    0.070015128        0.169699   -0.0039323437               0     -0.16652543     -0.16970745               0               0               0               0       5.4157696     0.010785663               0   2.1273919e-06    0.0078322525      0.30939083
    0.070805297      0.16920556   -0.0046608981               0     -0.16726348     -0.16920663               0               0               0               0       5.4159035     0.010782268               0   2.1255433e-06    0.0077873646      0.30599547
    0.071603706      0.16869381   -0.0053807501               0     -0.16799188      -0.1686957               0               0               0               0       5.4160384     0.010778261               0   2.1236871e-06    0.0077425087      0.30262046
    0.072410442      0.16815658   -0.0060917117               0     -0.16871021     -0.16817478               0               0               0               0       5.4161743     0.010773634               0   2.1218233e-06    0.0076976873      0.29926596
    0.073225592      0.16763054   -0.0067933159               0     -0.16942379     -0.16764399               0               0               0               0       5.4163111     0.010768383               0   2.1199521e-06    0.0076529028      0.29593212
    0.074049243      0.16710231   -0.0074852374               0     -0.17012766      -0.1671035               0               0               0               0        5.416449     0.010762503               0   2.1180733e-06    0.0076081577       0.2926191
    0.074881483      0.16655656   -0.0081675047               0     -0.17082026     -0.16655343               0               0               0               0       5.4165878     0.010755991               0   2.1161871e-06    0.0075634546      0.28932703
    0.075722403      0.16601155   -0.0088399567               0     -0.17150415     -0.16599394               0               0               0               0       5.4167276     0.010748841               0   2.1142934e-06    0.0075187958      0.28605605
    0.076572093      0.16543867   -0.0095022441               0     -0.17217627     -0.16542518               0               0               0               0       5.4168685     0.010741049               0   2.1123924e-06    0.0074741838      0.28280629
    0.077430644      0.16483341    -0.010153954               0     -0.17283655     -0.16484733               0               0               0               0       5.4170102     0.010732612               0    2.110484e-06    0.0074296211      0.27957789
    0.078298149      0.16424418     -0.01079488               0     -0.17348866     -0.16426057               0               0               0               0        5.417153     0.010723527               0   2.1085682e-06    0.0073851101      0.27637096
    0.079174701      0.16366833    -0.011425005               0     -0.17413126     -0.16366504               0               0               0               0       5.4172967     0.010713789               0   2.1066451e-06    0.0073406532      0.27318563
    0.080060395      0.16307791    -0.012044081               0     -0.17476316     -0.16306094               0               0               0               0       5.4174414     0.010703397               0   2.1047148e-06    0.0072962528      0.27002202
    0.080955325      0.16245455    -0.012651842               0     -0.17538307     -0.16244846               0               0               0               0        5.417587     0.010692347               0   2.1027772e-06    0.0072519113      0.26688022
    0.081859589      0.16181939    -0.013248206               0     -0.17599057     -0.16182778               0               0               0               0       5.4177336     0.010680638               0   2.1008324e-06    0.0072076311      0.26376035
    0.082773283      0.16120045    -0.013832937               0     -0.17658807     -0.16119909               0               0               0               0       5.4178812     0.010668267               0   2.0988805e-06    0.0071634146      0.26066252
    0.083696507      0.16056803    -0.014405762               0     -0.17717416     -0.16056261               0               0               0               0       5.4180297     0.010655233               0   2.0969214e-06    0.0071192641      0.25758681
    0.084629358      0.15991592    -0.014966567               0     -0.17774756     -0.15991852               0               0               0               0       5.4181792     0.010641534               0   2.0949552e-06    0.0070751821      0.25453332
    0.085571939      0.15927578    -0.015515063               0     -0.17831152     -0.15926704               0               0               0               0       5.4183296      0.01062717               0   2.0929819e-06    0.0070311707      0.25150213
    0.086524349      0.15862508    -0.016051159               0     -0.17886212     -0.15860839               0               0               0               0        5.418481     0.010612139               0   2.0910016e-06    0.0069872324      0.24849334
    0.087486692      0.15794681    -0.016574862               0     -0.17939716     -0.15794277               0               0               0               0       5.4186334     0.010596441               0   2.0890144e-06    0.0069433694      0.24550702
    0.088459071      0.15727056    -0.017085917               0     -0.17992171      -0.1572704               0               0               0               0       5.4187866     0.010580077               0   2.0870202e-06     0.006899584      0.24254324
    0.089441592      0.15659347    -0.017584112               0     -0.18043502      -0.1565915               0               0               0               0       5.4189408     0.010563046               0    2.085019e-06    0.0068558785      0.23960207
    0.090434358      0.15590668    -0.018069285               0     -0.18093448     -0.15590628               0               0               0               0       5.4190959      0.01054535               0    2.083011e-06    0.0068122552      0.23668358
    0.091437479      0.15521987    -0.018541434               0     -0.18141987       -0.155215               0               0               0               0       5.4192519     0.010526989               0   2.0809962e-06    0.0067687163      0.23378783
    0.092451061      0.15452882    -0.019000544               0     -0.18189377     -0.15451785               0               0               0               0       5.4194089     0.010507964               0   2.0789745e-06    0.0067252641      0.23091487
    0.093475213      0.15381926    -0.019446409               0     -0.18235611     -0.15381507               0               0               0               0       5.4195668     0.010488278               0   2.0769461e-06    0.0066819006      0.22806476
    0.094510047      0.15310159    -0.019878782               0     -0.18280445      -0.1531069               0               0               0               0       5.4197256     0.010467932               0    2.074911e-06    0.0066386282      0.22523754
    0.095555673      0.15239186    -0.020297618               0     -0.18323766     -0.15239357               0               0               0               0       5.4198853     0.010446928               0   2.0728692e-06     0.006595449      0.22243325
    0.096612203      0.15167488    -0.020703065               0     -0.18365612      -0.1516753               0               0               0               0        5.420046     0.010425271               0   2.0708208e-06    0.0065523651      0.21965194
    0.097679752      0.15095098    -0.021095005               0     -0.18406265     -0.15095233               0               0               0               0       5.4202075     0.010402961               0   2.0687658e-06    0.0065093786      0.21689364
    0.098758435      0.15022764    -0.021473237               0      -0.1844574      -0.1502249               0               0               0               0       5.4203699     0.010380004               0   2.0667043e-06    0.0064664918      0.21415838
    0.099848367      0.14949921    -0.021837719               0     -0.18483683     -0.14949323               0               0               0               0       5.4205333     0.010356403               0   2.0646362e-06    0.0064237066      0.21144618
     0.10094967       0.1487625    -0.022188482               0      -0.1852036     -0.14875757               0               0               0               0       5.4206975     0.010332161               0   2.0625617e-06    0.0063810252      0.20875706
     0.10206245      0.14801941    -0.022525566               0     -0.18555638     -0.14801815               0               0               0               0       5.4208626     0.010307284               0   2.0604807e-06    0.0063384495      0.20609104
     0.10318684      0.14728287    -0.022848954               0     -0.18589431     -0.14727519               0               0               0               0       5.4210286     0.010281777               0   2.0583934e-06    0.0062959817      0.20344813
     0.10432296      0.14654224    -0.023158552               0     -0.18622001     -0.14652893               0               0               0               0       5.4211955     0.010255643               0   2.0562998e-06    0.0062536238      0.20082834
     0.10547092      0.14578171    -0.023454325               0     -0.18653126     -0.14577962               0               0               0               0       5.4213633      0.01022889               0   2.0541998e-06    0.0062113776      0.19823168
     0.10663086      0.14501935    -0.023736414               0     -0.18682977     -0.14502746               0               0               0               0        5.421532     0.010201523               0   2.0520936e-06    0.0061692452      0.19565814
     0.10780289        0.144271    -0.024004826               0     -0.18711518     -0.14427269               0               0               0               0       5.4217015     0.010173547               0   2.0499812e-06    0.0061272285      0.19310771
     0.10898715       0.1435229    -0.024259532               0     -0.18738543     -0.14351555               0               0               0               0       5.4218719     0.010144971               0   2.0478627e-06    0.0060853296      0.19058041
     0.11018375      0.14275776    -0.024500681               0      -0.1876422     -0.14275626               0               0               0               0       5.4220432     0.010115799               0   2.0457381e-06    0.0060435501       0.1880762
     0.11139284      0.14198418    -0.024728275               0     -0.18788587     -0.14199503               0               0               0               0       5.4222153      0.01008604               0   2.0436074e-06     0.006001892      0.18559507
     0.11261454      0.14122146    -0.024942297               0     -0.18811517      -0.1412321               0               0               0               0       5.4223883     0.010055701               0   2.0414707e-06    0.0059603572        0.183137
     0.11384897      0.14046805    -0.025142929               0     -0.18833195     -0.14046768               0               0               0               0       5.4225622     0.010024789               0    2.039328e-06    0.0059189475      0.18070198
     0.11509628      0.13971023     -0.02533025               0     -0.18853621     -0.13970198               0               0               0               0       5.4227369    0.0099933137               0   2.0371794e-06    0.0058776647      0.17828997
      0.1163566      0.13893981    -0.025504366               0      -0.1887251     -0.13893523               0               0               0               0       5.4229125     0.009961282               0    2.035025e-06    0.0058365105      0.17590093
     0.11763007      0.13816538    -0.025665464               0      -0.1889011     -0.13816762               0               0               0               0        5.423089    0.0099287029               0   2.0328647e-06    0.0057954868      0.17353484
     0.11891681       0.1373989    -0.025813524               0     -0.18906498     -0.13739937               0               0               0               0       5.4232662     0.009895585               0   2.0306986e-06    0.0057545952      0.17119165
     0.12021697      0.13663028    -0.025948629               0     -0.18921505      -0.1366307               0               0               0               0       5.4234444    0.0098619377               0   2.0285269e-06    0.0057138375      0.16887132
      0.1215307       0.1358562    -0.026071047               0     -0.18935194     -0.13586179               0               0               0               0       5.4236234    0.0098277705               0   2.0263494e-06    0.0056732153      0.16657381
     0.12285812      0.13509003     -0.02618085               0     -0.18947664     -0.13509284               0               0               0               0       5.4238032    0.0097930927               0   2.0241663e-06    0.0056327302      0.16429907
     0.12419939      0.13432719    -0.026278193               0     -0.18959014     -0.13432405               0               0               0               0       5.4239839    0.0097579145               0   2.0219777e-06     0.005592384      0.16204703
     0.12555464      0.13355921    -0.026363286               0     -0.18969108     -0.13355562               0               0               0               0       5.4241654    0.0097222459               0   2.0197835e-06    0.0055521781      0.15981766
     0.12692403      0.13279096    -0.026436235               0     -0.18977833     -0.13278773               0               0               0               0       5.4243478     0.009686097               0   2.0175838e-06    0.0055121143      0.15761088
      0.1283077       0.1320173     -0.02649725               0     -0.18985243     -0.13202055               0               0               0               0        5.424531    0.0096494786               0   2.0153788e-06    0.0054721939      0.15542663
