# Selection         : all 
# Volume            : 1.395979868100e-03
# Time              	max(p)	location	cell	max(k)	location	cell	max(omega)	location	cell	max(nut)	location	cell	max(epsilon)	max(nuTilda)
0                   	0.000000000000e+00	(4.000000000000e-02 5.605608193476e-03 1.000000000000e-01)	0	1.500000000000e-04	(4.000000000000e-02 5.605608193476e-03 1.000000000000e-01)	0	7.500000000000e+00	(4.000000000000e-02 5.605608193476e-03 1.000000000000e-01)	0	2.000000000000e-05	(4.000000000000e-02 5.605608193476e-03 1.000000000000e-01)	0
1                   	1.519896837251e+00	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	6.606521059577e-04	(1.200000000000e-01 9.956494065743e-02 1.000000000000e-01)	59	6.808268430670e+04	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	2.123189512575e-05	(7.640000000000e+00 5.605608193476e-03 1.000000000000e-01)	2850
2                   	1.541017685927e+00	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.646418733481e-04	(2.800000000000e-01 5.605608193476e-03 1.000000000000e-01)	90	6.808268430670e+04	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	3.716481803551e-05	(4.000000000000e-02 7.530531087350e-02 1.000000000000e-01)	14
3                   	1.345242604863e+00	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.624072425810e-04	(4.400000000000e-01 5.605608193476e-03 1.000000000000e-01)	150	6.808268430670e+04	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	2.388532678902e-05	(7.320000000000e+00 5.605608193476e-03 1.000000000000e-01)	2730
4                   	1.306163725071e+00	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.572603175524e-04	(7.720000000000e+00 1.270066360871e-02 1.000000000000e-01)	2881	6.808268430670e+04	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	2.443106477125e-05	(7.480000000000e+00 5.605608193476e-03 1.000000000000e-01)	2790
5                   	1.345446135379e+00	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.536226839955e-04	(7.800000000000e+00 1.270066360871e-02 1.000000000000e-01)	2911	6.808268430670e+04	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	2.453597962302e-05	(7.640000000000e+00 5.605608193476e-03 1.000000000000e-01)	2850
6                   	1.393785538181e+00	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.489294861459e-04	(7.800000000000e+00 1.270066360871e-02 1.000000000000e-01)	2911	6.808268430670e+04	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	2.423697581989e-05	(7.800000000000e+00 5.605608193476e-03 1.000000000000e-01)	2910
7                   	1.437294324338e+00	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.473929806961e-04	(1.200000000000e-01 1.270066360871e-02 1.000000000000e-01)	31	6.808268430670e+04	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	2.353622452839e-05	(7.800000000000e+00 5.605608193476e-03 1.000000000000e-01)	2910
8                   	1.477126906686e+00	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.466422115712e-04	(1.200000000000e-01 1.270066360871e-02 1.000000000000e-01)	31	6.808268430670e+04	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	2.244813113993e-05	(7.800000000000e+00 5.605608193476e-03 1.000000000000e-01)	2910
9                   	1.514333683877e+00	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.464193527905e-04	(4.000000000000e-02 3.899053164204e-02 1.000000000000e-01)	5	6.808268430670e+04	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	2.101697282512e-05	(7.960000000000e+00 5.605608193476e-03 1.000000000000e-01)	2970
10                  	1.548657503113e+00	(4.000000000000e-02 9.956494065743e-02 1.000000000000e-01)	29	1.463907295366e-04	(4.000000000000e-02 3.899053164204e-02 1.000000000000e-01)	5	6.808268430670e+04	(2.360000000000e+00 9.956494065743e-02 1.000000000000e-01)	899	2.010069392210e-05	(1.880000000000e+00 5.605608193476e-03 1.000000000000e-01)	690
