#             y      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z               k             nut           omega
   3.113662e-05    -0.044277789  -2.0019321e-06               0       4773.6045     0.044070011               0               0               0               0      0.15015352   7.9496454e-07               0   2.7371637e-05   3.7682048e-11       4021246.6
  5.3394177e-05    -0.075682698  -5.3580954e-06               0        4772.578     0.075246987               0               0               0               0      0.25648475   2.1271198e-06               0    0.0001311923   3.7657663e-10       863175.15
  7.7022295e-05     -0.10900291  -1.0878747e-05               0       4770.7938       0.1088995               0               0               0               0      0.36933472   4.3176601e-06               0   0.00043107991   2.2372779e-09       332236.96
  0.00010210537     -0.14432429  -1.8927345e-05               0       4766.7748      0.14432273               0               0               0               0      0.48907297   7.5109572e-06               0     0.001112688   9.5075696e-09       167547.05
  0.00012873299     -0.18167796  -2.9915964e-05               0       4757.0854      0.18164365               0               0               0               0      0.61602932    1.187024e-05               0    0.0024405497   3.1969267e-08         98197.2
  0.00015700027     -0.22095755  -4.4318424e-05               0        4734.966       0.2208899               0               0               0               0      0.75040603   1.7583713e-05               0    0.0047647806   9.0276393e-08       63421.938
  0.00018700818     -0.26178727  -6.2645013e-05               0       4689.1735      0.26171031               0               0               0               0      0.89212007   2.4856755e-05               0    0.0085095464   2.2195585e-07       43952.127
  0.00021886389     -0.30338118  -8.5414977e-05               0       4604.3611      0.30332392               0               0               0               0       1.0405771   3.3900565e-05               0     0.014120973   4.8577477e-07       32198.371
  0.00025268119     -0.34450016  -0.00011309823               0        4464.553       0.3444882               0               0               0               0       1.1944439   4.4913955e-05               0      0.02195697   9.6001089e-07       24689.792
  0.00028858087     -0.38364133  -0.00014606826               0       4259.6653      0.38368536               0               0               0               0       1.3515662   5.8060937e-05               0     0.032136301   1.7312909e-06        19657.08
  0.00032669115     -0.41948767  -0.00018458427               0       3991.7896      0.41957798               0               0               0               0       1.5091818   7.3455892e-05               0     0.044421295   2.8765168e-06       16126.604
  0.00036714817     -0.45134549  -0.00022882989               0       3676.4681      0.45147678               0               0               0               0       1.6644163   9.1168774e-05               0     0.058226447   4.4469631e-06       13537.154
  0.00041009642      -0.4792852  -0.00027900353               0       3337.4367      0.47938618               0               0               0               0       1.8148389    0.0001112494               0     0.072771776   6.4631877e-06       11558.201
  0.00045568931     -0.50394679  -0.00033532342               0       2999.2139      0.50392534               0               0               0               0       1.9588093   0.00013374712               0     0.087293336   8.9211949e-06       9993.1209
  0.00050408968     -0.52644655  -0.00039814059               0       2681.7608      0.52638368               0               0               0               0       2.0955952   0.00015874565               0      0.10120009   1.1769482e-05       8722.4862
  0.00055547043     -0.54807944  -0.00046812069               0       2396.0411      0.54805603               0               0               0               0       2.2252811   0.00018640495               0      0.11413577   1.4934737e-05       7669.8678
  0.00061001506     -0.56938394  -0.00054605454               0       2142.6277      0.56938472               0               0               0               0       2.3483469   0.00021694176               0      0.12594282   1.8425868e-05       6783.4818
   0.0006679184     -0.59018354  -0.00063271735               0       1917.1036      0.59020823               0               0               0               0       2.4652278    0.0002505826               0      0.13657025   2.2311135e-05       6027.5691
  0.00072938728     -0.61046754   -0.0007289842               0       1715.9846       0.6104909               0               0               0               0       2.5762602   0.00028755531               0      0.14601897   2.6629788e-05       5377.1186
  0.00079464125     -0.63048488  -0.00083583393               0        1537.348      0.63049056               0               0               0               0       2.6817986   0.00032811368               0      0.15433203   3.1393182e-05       4813.8977
  0.00086391338      -0.6505037  -0.00095435815               0       1379.4713      0.65050314               0               0               0               0       2.7822449   0.00037255206               0      0.16158315   3.6604026e-05       4323.9593
   0.0009374511     -0.67075767    -0.001085804               0       1240.4293      0.67075527               0               0               0               0       2.8780279   0.00042120495               0      0.16786178   4.2260455e-05       3896.2172
   0.0010155171      -0.6914454   -0.0012315807               0       1118.2063      0.69144282               0               0               0               0       2.9695805   0.00047445015               0      0.17326169   4.8357503e-05       3521.6142
   0.0010983902     -0.71274245   -0.0013932864               0       1010.8354      0.71274054               0               0               0               0       3.0573251    0.0005327129               0      0.17787361   5.4886417e-05       3192.6182
   0.0011863663     -0.73480527   -0.0015727197               0       916.48481      0.73480645               0               0               0               0       3.1416641   0.00059647065               0      0.18178106   6.1834047e-05       2902.8939
   0.0012797599     -0.75778179   -0.0017719024               0       833.49515      0.75778526               0               0               0               0       3.2229761    0.0006662584               0      0.18505824   6.9182912e-05       2647.0757
   0.0013789043     -0.78181164    -0.001993114               0       760.39035      0.78181298               0               0               0               0       3.3016137   0.00074267489               0      0.18776938   7.6910952e-05       2420.6006
   0.0014841538     -0.80702129   -0.0022389204               0       695.87384      0.80702052               0               0               0               0       3.3779036   0.00082638971               0       0.1899687   8.4991195e-05       2219.5787
   0.0015958843      -0.8335357   -0.0025122068               0       638.81706      0.83353542               0               0               0               0       3.4521475   0.00091815147               0      0.19170099   9.3391386e-05       2040.6861
   0.0017144948     -0.86148236   -0.0028162128               0       588.24381      0.86148318               0               0               0               0       3.5246242    0.0010187968               0      0.19300224   0.00010207362       1881.0746
    0.001840409     -0.89098755   -0.0031545762               0       543.31184      0.89098774               0               0               0               0       3.5955913    0.0011292607               0      0.19390038   0.00011099399       1738.2999
   0.0019740768     -0.92216925    -0.003531364               0       503.29523      0.92217017               0               0               0               0       3.6652879    0.0012505877               0      0.19441598   0.00012010222       1610.2612
