#             y      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z               k             nut           omega
   3.113662e-05    -0.021343493  -5.6427749e-07               0       4389.2656     0.021241336               0               0               0               0      0.13809083   3.8360524e-07               0    2.231414e-05   3.0726294e-11       4021236.6
  5.3394177e-05    -0.036459869  -1.5072458e-06               0        4388.388     0.036249648               0               0               0               0      0.23586311   1.0255839e-06               0    0.0001069314    3.070639e-10       863148.05
  7.7022295e-05    -0.052499253  -3.0549214e-06               0       4386.9402     0.052448966               0               0               0               0      0.33963173   2.0808451e-06               0   0.00035133506   1.8248119e-09       332181.73
  0.00010210537    -0.069506105    -5.30807e-06               0       4383.8111     0.069505023               0               0               0               0      0.44974183   3.6189304e-06               0   0.00090697262    7.761499e-09        167452.2
  0.00012873299    -0.087502261  -8.3806856e-06               0       4376.3945     0.087486795               0               0               0               0      0.56651272   5.7186341e-06               0    0.0019903521    2.614725e-08       98052.909
  0.00015700027     -0.10645367  -1.2403118e-05               0       4359.4852      0.10642307               0               0               0               0       0.6901709   8.4710866e-06               0    0.0038904647    7.408955e-08       63221.995
  0.00018700818     -0.12621273  -1.7516605e-05               0       4324.1963      0.12617579               0               0               0               0      0.82072646    1.197644e-05               0     0.006964192   1.8317001e-07       43695.813
  0.00021886389     -0.14644808  -2.3867234e-05               0       4257.8383      0.14641597               0               0               0               0      0.95778669   1.6339187e-05               0     0.011602658   4.0413251e-07       31891.702
  0.00025268119     -0.16660437  -3.1589155e-05               0       4146.0938      0.16658971               0               0               0               0       1.1003461   2.1660166e-05               0     0.018151535   8.0722059e-07       24345.301
  0.00028858087     -0.18595715  -4.0787426e-05               0        3977.985      0.18596729               0               0               0               0       1.2466625   2.8025564e-05               0     0.026789102   1.4745676e-06       19291.558
  0.00032669115     -0.20379363  -5.1531513e-05               0       3751.6938      0.20382545               0               0               0               0       1.3943575    3.549752e-05               0     0.037410073   2.4850539e-06       15757.288
  0.00036714817     -0.21964195  -6.3857893e-05               0       3477.3002      0.21968438               0               0               0               0       1.5407864   4.4112706e-05               0      0.04959352   3.8982556e-06       13177.955
  0.00041009642      -0.2333981  -7.7788255e-05               0       3173.9571      0.23343899               0               0               0               0       1.6835378   5.3891064e-05               0     0.062696497    5.746147e-06       11217.646
  0.00045568931     -0.24527885  -9.3344888e-05               0       2863.3747      0.24532085               0               0               0               0       1.8208221   6.4849604e-05               0     0.076026868   8.0357148e-06       9674.4367
  0.00050408968     -0.25577964  -0.00011057527               0       2564.5438      0.25579576               0               0               0               0       1.9516142   7.7015572e-05               0     0.088999468   1.0753671e-05       8425.5756
  0.00055547043     -0.26550162  -0.00012958113               0       2290.8815      0.26544995               0               0               0               0       2.0756529   9.0439145e-05               0      0.10121636   1.3834965e-05       7393.7804
  0.00061001506     -0.27471757  -0.00015049566               0        2047.343      0.27466706               0               0               0               0       2.1932669   0.00010520194               0      0.11247343   1.7228011e-05       6527.1118
   0.0006679184     -0.28338145  -0.00017345332               0       1831.1783      0.28339818               0               0               0               0       2.3049273   0.00012139664               0      0.12270006   2.0993049e-05       5789.1835
  0.00072938728     -0.29151823    -0.000198594               0       1638.0697      0.29154816               0               0               0               0       2.4109641   0.00013910556               0       0.1318829   2.5205565e-05       5154.5262
  0.00079464125     -0.29926474  -0.00022607336               0       1465.7132      0.29927135               0               0               0               0       2.5116583   0.00015841853               0      0.14004346   2.9891965e-05       4604.8934
  0.00086391338     -0.30675145  -0.00025606989               0         1312.68      0.30675041               0               0               0               0       2.6073389   0.00017944518               0      0.14723678   3.5068042e-05       4126.5222
   0.0009374511     -0.31409379  -0.00028878337               0       1177.3646       0.3140933               0               0               0               0         2.69837   0.00020230997               0      0.15353812    4.074609e-05        3708.592
   0.0010155171     -0.32139408  -0.00032443161               0       1058.0129      0.32139367               0               0               0               0       2.7851297   0.00022715291               0      0.15903155   4.6937197e-05       3342.3284
   0.0010983902     -0.32873808  -0.00036324647               0       952.85416      0.32873925               0               0               0               0       2.8679918   0.00025413135               0      0.16380196   5.3651472e-05       3020.4678
   0.0011863663     -0.33620152  -0.00040546747               0       860.20507      0.33621305               0               0               0               0       2.9473158   0.00028342205               0      0.16793034   6.0897461e-05       2736.9185
   0.0012797599     -0.34384647  -0.00045135794               0       778.53421      0.34388152               0               0               0               0       3.0234411   0.00031522345               0      0.17149124   6.8680811e-05       2486.5297
   0.0013789043     -0.35170277  -0.00050134924               0       706.50939      0.35173966               0               0               0               0       3.0966869   0.00034975568               0      0.17455172    7.699932e-05       2264.9192
   0.0014841538     -0.35972279  -0.00055640399               0       643.04902      0.35969685               0               0               0               0       3.1673582   0.00038725067               0      0.17717095   8.5829535e-05        2068.325
   0.0015958843     -0.36775922  -0.00061753807               0       587.24844      0.36767943               0               0               0               0       3.2357628   0.00042794644               0      0.17939969   9.5096408e-05       1893.4554
   0.0017144948     -0.37569682  -0.00068531451               0       538.11009      0.37566527               0               0               0               0       3.3022079   0.00047209649               0      0.18128005   0.00010475615       1737.4018
    0.001840409     -0.38362804  -0.00076000634               0       494.50189      0.38366032               0               0               0               0       3.3669565   0.00051997105               0      0.18284507   0.00011487403       1597.6712
   0.0019740768     -0.39175356  -0.00084157399               0       455.47562      0.39177609               0               0               0               0       3.4302078   0.00057186508               0      0.18411928   0.00012550434        1472.194
   0.0021159754     -0.40017842  -0.00093032538               0       420.39542      0.40017701               0               0               0               0       3.4921263   0.00062812419               0       0.1851216   0.00013664517       1359.2332
   0.0022666117     -0.40893763    -0.001027096               0       388.78766      0.40893523               0               0               0               0       3.5528622   0.00068914225               0       0.1858676    0.0001482887       1257.3039
   0.0024265239     -0.41807289   -0.0011327695               0       360.24675      0.41807223               0               0               0               0       3.6125541   0.00075535015               0      0.18636981   0.00016042226       1165.1312
    0.002596283     -0.42762774   -0.0012482819               0       334.42262      0.42762702               0               0               0               0       3.6713306   0.00082722301               0        0.186638   0.00017302741       1081.6162
   0.0027764954     -0.43764799   -0.0013746666               0       311.01203      0.43764749               0               0               0               0       3.7293117   0.00090528717               0      0.18667953   0.00018607905       1005.8087
   0.0029678048     -0.44818581    -0.001513085               0       289.75182      0.44818611               0               0               0               0       3.7866103   0.00099012687               0      0.18649941   0.00019954424       936.88432
   0.0031708945      -0.4592939   -0.0016648201               0       270.41293      0.45929497               0               0               0               0       3.8433334    0.0010823917               0      0.18610055   0.00021338104       874.12548
     0.00338649     -0.47103253   -0.0018311064               0       252.79531      0.47101166               0               0               0               0       3.8995831    0.0011828032               0      0.18548397   0.00022753735       816.90597
   0.0036153613     -0.48347005   -0.0020128229               0       236.72516      0.48341324               0               0               0               0       3.9554576     0.001292157               0      0.18464889   0.00024194947       764.67789
   0.0038583258     -0.49683075   -0.0022142844               0       222.07719       0.4968286               0               0               0               0       4.0110533    0.0014113576               0      0.18359279   0.00025653276       716.96011
   0.0041162514      -0.5117778   -0.0024439214               0       208.80133      0.51187511               0               0               0               0       4.0664793     0.001541539               0       0.1823103   0.00027103826        673.3166
   0.0043900594     -0.52899696   -0.0027092116               0       196.85296      0.52906426               0               0               0               0       4.1218784      0.00168415               0      0.18079132   0.00028510486       633.32854
   0.0046807278     -0.54839501   -0.0030136099               0       186.08929      0.54837588               0               0               0               0       4.1774105    0.0018408974               0       0.1790204   0.00029859387       596.59499
   0.0049892948     -0.56933312   -0.0033544708               0       176.30404      0.56929895               0               0               0               0       4.2332137    0.0020135751               0      0.17697702   0.00031152596       562.75359
   0.0053168625     -0.59132457   -0.0037291853               0       167.32445      0.59130961               0               0               0               0       4.2893962    0.0022039648               0      0.17463656   0.00032386401       531.48383
