#             y      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z               k             nut           omega
   3.113662e-05    -0.018673806  -3.9171518e-07               0       4325.8341     0.018583563               0               0               0               0      0.13608541   3.3546414e-07               0   2.1509176e-05   2.9615944e-11       4021235.1
  5.3394177e-05    -0.031906047  -1.0473238e-06               0       4324.9795     0.031720716               0               0               0               0       0.2324442   8.9715945e-07               0   0.00010308291   2.9599249e-10       863143.76
  7.7022295e-05     -0.04594672  -2.1259632e-06               0       4323.5825     0.045901447               0               0               0               0      0.33471301   1.8205984e-06               0   0.00033871699   1.7592426e-09          332173
  0.00010210537    -0.060834958  -3.6986714e-06               0       4320.5866     0.060832948               0               0               0               0      0.44323281   3.1666682e-06               0   0.00087447393   7.4841807e-09        167437.2
  0.00012873299    -0.076591328  -5.8463174e-06               0       4313.5107     0.076576774               0               0               0               0      0.55832079   5.0043677e-06               0    0.0019192787   2.5222073e-08       98030.041
  0.00015700027    -0.093188678  -8.6643652e-06               0        4297.387     0.093161142               0               0               0               0      0.68020656   7.4135569e-06               0    0.0037523826   7.1510932e-08        63190.22
  0.00018700818     -0.11050299  -1.2253975e-05               0        4263.697      0.11047034               0               0               0               0      0.80891386   1.0482133e-05               0    0.0067196963   1.7696106e-07       43654.932
  0.00021886389     -0.12825204  -1.6721696e-05               0       4200.1882      0.12822392               0               0               0               0      0.94408065   1.4302034e-05               0     0.011202787   3.9096304e-07       31842.575
  0.00025268119     -0.14595845  -2.2171005e-05               0       4092.8583      0.14594472               0               0               0               0       1.0847531   1.8962385e-05               0     0.017543833   7.8231809e-07       24289.851
  0.00028858087     -0.16298911  -2.8684944e-05               0       3930.6656      0.16299601               0               0               0               0       1.2292567   2.4539864e-05               0     0.025928609   1.4321927e-06       19232.468
  0.00032669115     -0.17871003  -3.6327708e-05               0       3711.2318      0.17873661               0               0               0               0       1.3752797   3.1090202e-05               0     0.036271547   2.4195116e-06       15697.413
  0.00036714817     -0.19269102  -4.5146567e-05               0       3443.7631      0.19272935               0               0               0               0       1.5202224   3.8646483e-05               0      0.04817826   3.8049872e-06       13119.701
  0.00041009642     -0.20481752   -5.517368e-05               0       3146.6084      0.20486799               0               0               0               0       1.6616843   4.7226394e-05               0     0.061029663   5.6223535e-06       11162.576
  0.00045568931     -0.21525929  -6.6438756e-05               0       2840.9413      0.21529773               0               0               0               0       1.7978559   5.6844719e-05               0     0.074147663   7.8803552e-06       9623.2285
  0.00050408968     -0.22436843  -7.9161883e-05               0       2545.5389      0.22434927               0               0               0               0       1.9276668     6.75196e-05               0     0.086949978   1.0571512e-05       8378.3066
  0.00055547043     -0.23261916  -9.3740954e-05               0       2274.1763      0.23256846               0               0               0               0       2.0507998   7.9286215e-05               0     0.099032933   1.3632248e-05       7350.3278
  0.00061001506     -0.24041013  -0.00011042821               0       2032.5021      0.24039425               0               0               0               0       2.1675568   9.2211819e-05               0      0.11018493   1.7001434e-05       6487.2882
   0.0006679184     -0.24783546  -0.00012930382               0       1818.0569      0.24785657               0               0               0               0       2.2784124   0.00010637807               0      0.12033168   2.0737264e-05       5752.6832
  0.00072938728     -0.25485447  -0.00015020804               0       1626.4126      0.25487242               0               0               0               0       2.3836944   0.00012186092               0      0.12945708   2.4920453e-05       5120.9618
  0.00079464125     -0.26151542   -0.0001730032               0       1455.2113      0.26151885               0               0               0               0       2.4836716   0.00013874014               0      0.13757883   2.9579458e-05       4573.8738
  0.00086391338       -0.267921  -0.00019781844               0       1303.0747      0.26792044               0               0               0               0       2.5786607   0.00015710882               0      0.14474856   3.4731741e-05       4097.6892
   0.0009374511     -0.27417114  -0.00022482603               0       1168.4526      0.27417025               0               0               0               0       2.6690148   0.00017707218               0      0.15103888   4.0391443e-05       3681.6376
   0.0010155171     -0.28035224  -0.00025420631               0       1049.6373       0.2803519               0               0               0               0       2.7551027   0.00019874875               0       0.1565319   4.6571737e-05       3317.0002
   0.0010983902     -0.28653748  -0.00028616105               0       944.89637      0.28654202               0               0               0               0       2.8372902   0.00022227164               0      0.16131132   5.3285155e-05       2996.5675
   0.0011863663     -0.29278766  -0.00032091914               0       852.58143      0.29280823               0               0               0               0       2.9159303   0.00024779021               0      0.16545752   6.0542598e-05       2714.2978
   0.0012797599     -0.29914526  -0.00035873958               0       771.20568      0.29918357               0               0               0               0       2.9913576    0.0002754712               0      0.16904497   6.8350361e-05       2465.0817
   0.0013789043     -0.30561397   -0.0003999226               0       699.51186      0.30562063               0               0               0               0       3.0638911   0.00030549507               0      0.17214104   7.6700846e-05       2244.5606
   0.0014841538     -0.31210335  -0.00044476472               0       636.47591      0.31204387               0               0               0               0        3.133846   0.00033804617               0      0.17480524   8.5548672e-05       2048.9589
   0.0015958843     -0.31849861  -0.00049354337               0       581.12071        0.318448               0               0               0               0       3.2015435   0.00037331765               0      0.17708857   9.4826843e-05       1874.9478
   0.0017144948      -0.3248482  -0.00054660947               0       532.31538      0.32486128               0               0               0               0       3.2672867   0.00041152136               0      0.17903284   0.00010453686       1719.6134
    0.001840409     -0.33130987  -0.00060437154               0       488.91383      0.33133597               0               0               0               0       3.3313213   0.00045288683               0      0.18067031   0.00011474987       1580.4928
   0.0019740768     -0.33796924   -0.0006672452               0       450.03721      0.33797444               0               0               0               0       3.3938361   0.00049767345               0      0.18202542   0.00012550648       1455.5395
   0.0021159754     -0.34485161  -0.00073570847               0        415.0848      0.34484904               0               0               0               0       3.4549922    0.0005461774               0      0.18311773   0.00013680826       1343.0265
   0.0022666117     -0.35198376  -0.00081031047               0         383.587      0.35198202               0               0               0               0       3.5149365   0.00059872449               0      0.18396348   0.00014865347       1241.4766
   0.0024265239     -0.35939669  -0.00089165444               0       355.13973      0.35939558               0               0               0               0       3.5738043    0.0006556714               0      0.18457597   0.00016103637       1149.6207
    0.002596283      -0.3671226  -0.00098040813               0       329.39412      0.36712135               0               0               0               0       3.6317204   0.00071741108               0      0.18496579   0.00017394639       1066.3649
   0.0027764954     -0.37519579    -0.001077313               0       306.04805      0.37519444               0               0               0               0        3.688801   0.00078437739               0      0.18514112   0.00018736729       990.76275
   0.0029678048     -0.38365357   -0.0011831921               0       284.83931       0.3836523               0               0               0               0       3.7451546   0.00085705011               0      0.18510796    0.0002012762       921.99277
   0.0031708945      -0.3925375   -0.0012989666               0       265.53989      0.39253569               0               0               0               0       3.8008835   0.00093596045               0      0.18487025   0.00021564245       859.33959
     0.00338649      -0.4018903   -0.0014256796               0       247.95047      0.40189002               0               0               0               0       3.8560851    0.0010216978               0      0.18443003   0.00023042644       802.17845
   0.0036153613     -0.41175858   -0.0015645009               0       231.89634      0.41176326               0               0               0               0       3.9108521    0.0011149173               0      0.18378766   0.00024557839       749.96221
   0.0038583258     -0.42219803   -0.0017166114               0       217.22419      0.42219438               0               0               0               0       3.9652743    0.0012163478               0      0.18294189   0.00026103692       702.21058
   0.0041162514     -0.43326432   -0.0018830038               0       203.79928      0.43321337               0               0               0               0       4.0194386     0.001326795               0       0.1818899    0.0002767275       658.50101
   0.0043900594      -0.4450875   -0.0020671987               0       191.52568      0.44505228               0               0               0               0       4.0734305    0.0014471504               0      0.18062743   0.00029255798       618.46099
   0.0046807278     -0.45820678   -0.0022768606               0        180.3781      0.45828766               0               0               0               0       4.1273488    0.0015785233               0      0.17914762   0.00030824477       581.75086
   0.0049892948     -0.47339385   -0.0025194451               0       170.34366      0.47348263               0               0               0               0       4.1813299    0.0017223621               0      0.17743865    0.0003233278       548.03794
   0.0053168625     -0.49072948   -0.0027986938               0       161.31301       0.4907226               0               0               0               0       4.2355342    0.0018804145               0      0.17548303   0.00033761734       516.99529
   0.0056646009     -0.50958872   -0.0031122129               0        153.1015      0.50955131               0               0               0               0       4.2901007    0.0020545502               0      0.17325812   0.00035116921        488.3236
   0.0060337521     -0.52941912   -0.0034566549               0       145.54925      0.52940017               0               0               0               0        4.345134    0.0022466059               0      0.17073712   0.00036397501       461.75754
   0.0064256347     -0.54997319   -0.0038334748               0       138.55045       0.5499681               0               0               0               0        4.400717     0.002458435               0      0.16789017   0.00037594605       437.05759
   0.0068416484     -0.57118042   -0.0042464827               0       132.03423      0.57118277               0               0               0               0       4.4569209    0.0026920142               0       0.1646846   0.00038692771       414.00192
    0.007283279     -0.59305676    -0.004700379               0       125.94967      0.59306332               0               0               0               0       4.5138114    0.0029495039               0      0.16108472   0.00039671141       392.37923
   0.0077521041     -0.61564792   -0.0052000118               0       120.25707      0.61565649               0               0               0               0       4.5714516    0.0032332863               0      0.15705111   0.00040504135        371.9817
   0.0082497982     -0.63899843   -0.0057501336               0       114.92279       0.6390092               0               0               0               0       4.6299039    0.0035459915               0      0.15253962   0.00041161722       352.59762
    0.008778139     -0.66312791   -0.0063554884               0       109.91485      0.66314171               0               0               0               0       4.6892305    0.0038905187               0      0.14749994   0.00041609852        334.0028
   0.0093390136     -0.68796557     -0.00702087               0       105.19529      0.68798176               0               0               0               0        4.749491    0.0042700379               0      0.14187405   0.00041812475       315.95107
   0.0099344254     -0.71318406   -0.0077501792               0       100.70378      0.71320352               0               0               0               0       4.8107334    0.0046879268               0      0.13559504     0.000417379       298.16507
    0.010566501     -0.73782554   -0.0085421372               0       96.323843      0.73787067               0               0               0               0       4.8729681     0.005147538               0      0.12858885   0.00041374337       280.33244
    0.011237498     -0.75955856    -0.009376832               0       91.822112      0.75965826               0               0               0               0       4.9361036    0.0056515568               0      0.12078603   0.00040762376       262.13513
    0.011949813     -0.77357458    -0.010192006               0       86.786323      0.77370384               0               0               0               0       4.9998087    0.0062003911               0      0.11218618    0.0004005331       243.56122
    0.012705991     -0.77228961    -0.010875444               0        80.68531       0.7723063               0               0               0               0       5.0633023    0.0067891749               0      0.10296648    0.0003955107       225.16666
    0.013508733     -0.74809275    -0.011313415               0       73.181753       0.7474162               0               0               0               0       5.1252296    0.0074045157               0     0.093480175   0.00039626492       207.47694
    0.014360904     -0.69925258    -0.011460687               0       64.582959      0.69868005               0               0               0               0        5.183913    0.0080242552               0     0.084125938   0.00040464725       190.44696
    0.015265551     -0.63679914    -0.011410121               0       55.892062      0.63780247               0               0               0               0        5.238095    0.0086283945               0     0.075220618   0.00041638308       173.78212
    0.016225903     -0.57624563    -0.011306696               0        47.98175      0.57695809               0               0               0               0       5.2875522    0.0092095934               0     0.066922722   0.00042250998       157.13371
    0.017245391     -0.51651229    -0.011094804               0       40.779178      0.51580859               0               0               0               0       5.3325291    0.0097664822               0     0.059313306    0.0004234423         140.106
    0.018327656     -0.44572039    -0.010584793               0       33.745356      0.44535221               0               0               0               0       5.3726862     0.010288734               0     0.052553724   0.00042947658       122.60074
    0.019476565     -0.36239879   -0.0097450746               0       26.801927      0.36250968               0               0               0               0       5.4071939      0.01075335               0      0.04686422   0.00044806831       105.07986
     0.02069622     -0.27504245   -0.0086927325               0       20.359612      0.27511789               0               0               0               0       5.4355149     0.011138921               0     0.042382145    0.0004833116       88.397839
    0.021990978     -0.19313599    -0.007571603               0       14.848073      0.19317283               0               0               0               0       5.4577643     0.011436142               0     0.039081785   0.00053876978       73.363676
    0.023365464     -0.12297382   -0.0065034242               0       10.465377      0.12281534               0               0               0               0       5.4746038     0.011645968               0      0.03679125   0.00062015701        60.23046
    0.024824587     -0.06710568    -0.005580086               0       7.1973671     0.067004077               0               0               0               0       5.4869746     0.011776583               0     0.035278533   0.00073488351       48.899377
    0.026373559    -0.026012267    -0.004859993               0        4.912788     0.026126797               0               0               0               0       5.4959146     0.011841379               0     0.034333734   0.00087803446       39.752838
    0.028017912    0.0021231023   -0.0043496716               0        3.400577    -0.002015194               0               0               0               0        5.502421     0.011855396               0     0.033781439    0.0010293795       33.184615
     0.02976352     0.021117783   -0.0039994075               0       2.4132998    -0.021090991               0               0               0               0       5.5072768     0.011831188               0     0.033477809    0.0011729985       28.743232
    0.031616619     0.034495043   -0.0037370605               0       1.7476458    -0.034489217               0               0               0               0       5.5109899     0.011776981               0     0.033324512     0.001303923       25.673542
    0.033583826     0.044406827   -0.0035259099               0       1.2772788    -0.044404292               0               0               0               0       5.5138682     0.011697426               0     0.033262833    0.0014205949       23.483022
