#             y      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z               k             nut           omega
   3.113662e-05    -0.059053505   -3.330625e-06               0       4935.9473     0.058774052               0               0               0               0      0.15529547   1.0617442e-06               0   2.9652435e-05   4.0830031e-11       4021251.2
  5.3394177e-05     -0.10086504  -8.8979722e-06               0       4934.8544      0.10028552               0               0               0               0      0.26524482   2.8379588e-06               0   0.00014208682   4.0793374e-10       863187.46
  7.7022295e-05     -0.14522509  -1.8051454e-05               0       4932.9123      0.14508705               0               0               0               0      0.38193359   5.7573016e-06               0   0.00046676807   2.4226624e-09       332261.91
  0.00010210537     -0.19224677  -3.1400178e-05               0       4928.4688       0.1922422               0               0               0               0      0.50574113   1.0011972e-05               0    0.0012045008   1.0289169e-08       167589.72
  0.00012873299     -0.24196299  -4.9629433e-05               0       4917.6979      0.24191198               0               0               0               0      0.63700034   1.5819161e-05               0    0.0026409549     3.45622e-08       98261.819
  0.00015700027     -0.29421216  -7.3527228e-05               0       4893.1223      0.29411583               0               0               0               0      0.77590011   2.3428941e-05               0     0.005152749   9.7435419e-08       63511.058
  0.00018700818     -0.34846217  -0.00010394587               0       4842.4529      0.34835527               0               0               0               0      0.92231234   3.3113456e-05               0    0.0091921845   2.3894347e-07       44065.776
  0.00021886389     -0.40362532  -0.00014174696               0       4749.2482      0.40354941               0               0               0               0       1.0755498   4.5151096e-05               0     0.015226056   5.2106549e-07       32333.592
  0.00025268119     -0.45803063  -0.00018771998               0       4597.0087       0.4580209               0               0               0               0       1.2341346   5.9801811e-05               0     0.023611642   1.0249612e-06         24840.9
  0.00028858087     -0.50972802  -0.00024250322               0       4376.3273      0.50979046               0               0               0               0       1.3957415   7.7278338e-05               0     0.034434752   1.8382744e-06       19816.813
  0.00032669115     -0.55708633  -0.00030657364               0        4091.193      0.55721041               0               0               0               0       1.5574625   9.7729792e-05               0     0.047395976   3.0360492e-06       16287.857
  0.00036714817     -0.59935735  -0.00038033125               0       3759.4659      0.59955358               0               0               0               0       1.7163517    0.0001212531               0     0.061840393   4.6652414e-06       13694.501
  0.00041009642     -0.63679793  -0.00046423468               0       3406.5942      0.63693428               0               0               0               0       1.8699946   0.00014792786               0     0.076936028   6.7411201e-06       11708.574
  0.00045568931     -0.67033652  -0.00055878066               0       3058.0316      0.67023388               0               0               0               0       2.0168284   0.00017783594               0     0.091896357   9.2547328e-06       10135.596
  0.00050408968     -0.70150285  -0.00066474099               0       2734.0133      0.70135819               0               0               0               0       2.1562521   0.00021111343               0      0.10613356   1.2136514e-05       8857.3568
  0.00055547043     -0.73206483  -0.00078351508               0       2444.3557      0.73208424               0               0               0               0       2.2885007   0.00024801652               0      0.11931182    1.530915e-05       7797.5806
  0.00061001506     -0.76273691  -0.00091670724               0       2187.6792      0.76279971               0               0               0               0        2.414114   0.00028887378               0      0.13129343   1.8808066e-05       6904.4047
   0.0006679184     -0.79321546   -0.0010658713               0       1958.8729      0.79324593               0               0               0               0       2.5335036   0.00033402109               0      0.14203378   2.2703348e-05       6142.2739
  0.00072938728     -0.82343421   -0.0012327772               0       1754.8839      0.82344967               0               0               0               0       2.6470034   0.00038380994               0      0.15153777   2.7016516e-05       5486.3575
  0.00079464125     -0.85371078   -0.0014194037               0       1574.0071      0.85371488               0               0               0               0       2.7549965   0.00043863329               0      0.15985589   3.1750317e-05       4918.4359
  0.00086391338     -0.88439247   -0.0016279318               0       1414.4217       0.8843953               0               0               0               0        2.857915   0.00049894041               0      0.16706808   3.6899787e-05       4424.4994
   0.0009374511      -0.9158004   -0.0018608371               0       1274.0808      0.91580078               0               0               0               0       2.9562147   0.00056524218               0      0.17326802   4.2455078e-05       3993.3693
   0.0010155171     -0.94820401   -0.0021209139               0       1150.8678      0.94820196               0               0               0               0        3.050352   0.00063811676               0      0.17855185   4.8402454e-05       3615.8917
   0.0010983902      -0.9818393   -0.0024113036               0       1042.7395      0.98183928               0               0               0               0       3.1407696   0.00071821586               0      0.18301104   5.4723367e-05       3284.4446
   0.0011863663      -1.0169316    -0.002735538               0       947.80793        1.016932               0               0               0               0        3.227889   0.00080627238               0      0.18672846   6.1393898e-05       2992.6135
   0.0012797599      -1.0536838   -0.0030975791               0        864.3714       1.0536828               0               0               0               0       3.3121057   0.00090310901               0      0.18977655   6.8384875e-05       2734.9654
   0.0013789043      -1.0922837   -0.0035018628               0       790.92182       1.0922822               0               0               0               0       3.3937885     0.001009648               0       0.1922167     7.56617e-05       2506.8806
   0.0014841538      -1.1329118   -0.0039533543               0       726.13826       1.1329123               0               0               0               0       3.4732796     0.001126922               0      0.19409939   8.3184143e-05       2304.4226
   0.0015958843      -1.1757427   -0.0044576036               0       668.87196       1.1757471               0               0               0               0        3.550896    0.0012560869               0      0.19546475   9.0906174e-05       2124.2251
   0.0017144948      -1.2209442   -0.0050208157               0       618.12876       1.2209505               0               0               0               0       3.6269309    0.0013984348               0      0.19634325   9.8775847e-05       1963.3957
    0.001840409       -1.268668   -0.0056499217               0       573.05062       1.2686744               0               0               0               0        3.701656    0.0015554085               0      0.19675639   0.00010673522       1819.4463
   0.0019740768      -1.3190486   -0.0063526344               0        532.8973       1.3190557               0               0               0               0       3.7753235    0.0017286169               0      0.19671738   0.00011472039       1690.2356
   0.0021159754      -1.3722045   -0.0071374991               0       497.02972       1.3722129               0               0               0               0       3.8481679    0.0019198513               0      0.19623153   0.00012266129       1573.9111
   0.0022666117      -1.4282307   -0.0080138955               0       464.89457       1.4282407               0               0               0               0       3.9204076     0.002131102               0       0.1952966   0.00013048193       1468.8597
   0.0024265239      -1.4871865    -0.008991962               0       436.01023        1.487198               0               0               0               0       3.9922458    0.0023645752               0      0.19390354   0.00013810103       1373.6672
    0.002596283      -1.5490799    -0.010082483               0       409.95526       1.5490939               0               0               0               0       4.0638712    0.0026227077               0      0.19203658   0.00014543222       1287.0842
   0.0027764954      -1.6138555    -0.011296811               0       386.35963       1.6138724               0               0               0               0       4.1354582    0.0029081791               0      0.18967326   0.00015238403       1207.9952
   0.0029678048      -1.6813803    -0.012646781               0       364.89681       1.6813978               0               0               0               0       4.2071661    0.0032239199               0      0.18678459   0.00015885977        1135.392
   0.0031708945      -1.7514227    -0.014144487               0       345.27696       1.7514419               0               0               0               0       4.2791392    0.0035731143               0      0.18333516   0.00016475694       1068.3483
     0.00338649       -1.823647    -0.015801776               0       327.24163       1.8236707               0               0               0               0       4.3515048    0.0039591965               0      0.17928312   0.00016996611       1005.9971
   0.0036153613      -1.8975918    -0.017629372               0       310.55844       1.8976205               0               0               0               0       4.4243717    0.0043858378               0      0.17458008    0.0001743695       947.50733
   0.0038583258       -1.972601    -0.019635704               0       295.01334        1.972639               0               0               0               0       4.4978278    0.0048569184               0      0.16917103   0.00017784078       892.06168
   0.0041162514      -2.0476867    -0.021825576               0       280.39613       2.0477297               0               0               0               0       4.5719348    0.0053764629               0      0.16299434   0.00018024929       838.83269
   0.0043900594      -2.1211778    -0.024197804               0       266.47033       2.1211976               0               0               0               0       4.6467176    0.0059484933               0      0.15598244   0.00018147755       786.96063
   0.0046807278      -2.1899117    -0.026736231               0       252.90942       2.1899528               0               0               0               0       4.7221392     0.006576692               0       0.1480651   0.00018146967       735.53893
   0.0049892948      -2.2476542    -0.029375438               0       239.16998       2.2478651               0               0               0               0       4.7980422    0.0072636839               0      0.13918009   0.00018034779       683.63077
   0.0053168625      -2.2824747    -0.031939815               0       224.33983       2.2828305               0               0               0               0       4.8740189    0.0080093109               0      0.12934301   0.00017866614       631.10067
   0.0056646009      -2.2753277     -0.03412983               0       207.23388       2.2753362               0               0               0               0          4.9492    0.0088072113               0      0.11876938   0.00017765243       579.40195
   0.0060337521      -2.2056975    -0.035640314               0       187.04335       2.2038799               0               0               0               0       5.0221176    0.0096407675               0      0.10786712   0.00017894288       529.90589
   0.0064256347      -2.0664576    -0.036288205               0       164.30603       2.0652612               0               0               0               0       5.0909282      0.01048218               0     0.097092867   0.00018365881       482.33092
   0.0068416484      -1.8845778    -0.036230738               0       141.14543       1.8875071               0               0               0               0       5.1541234     0.011304634               0     0.086836923   0.00019076761       435.75544
    0.007283279      -1.7023033     -0.03580513               0       119.71546       1.7037139               0               0               0               0       5.2112206      0.01209526               0      0.07734441   0.00019674529       389.39288
   0.0077521041      -1.5204866    -0.034870626               0       100.28291       1.5181605               0               0               0               0       5.2623959     0.012849801               0      0.06875786     0.000201013       342.55486
   0.0082497982      -1.3120703    -0.033029896               0       81.853994       1.3113247               0               0               0               0       5.3074256     0.013555657               0     0.061262816   0.00020823989       295.34717
    0.008778139      -1.0770172    -0.030322263               0       64.242739       1.0776159               0               0               0               0       5.3456226     0.014186187               0     0.055075429   0.00022268603       249.19768
   0.0093390136     -0.83898262    -0.027126062               0       48.341537      0.83917204               0               0               0               0       5.3766341     0.014718581               0     0.050295919   0.00024676914       206.23295
