#             y      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z               k             nut           omega
   3.113662e-05    -0.016492678  -3.6021609e-07               0       4269.9483     0.016413627               0               0               0               0      0.13431578   2.9608866e-07               0   2.0807188e-05   2.8647084e-11       4021233.7
  5.3394177e-05    -0.028189861  -9.6031914e-07               0       4269.1147     0.028025676               0               0               0               0      0.22942908   7.9224141e-07               0   9.9728924e-05   2.8633599e-10       863140.05
  7.7022295e-05    -0.040601242  -1.9455538e-06               0       4267.7622     0.040561538               0               0               0               0      0.33037634   1.6081253e-06               0   0.00032772556    1.702072e-09        332165.4
  0.00010210537    -0.053761701  -3.3801302e-06               0       4264.8816     0.053761009               0               0               0               0      0.43749482    2.797567e-06               0   0.00084617303   7.2424079e-09       167424.14
  0.00012873299    -0.067690361   -5.336759e-06               0       4258.0993     0.067678675               0               0               0               0       0.5510998   4.4215416e-06               0    0.0018573912    2.441527e-08       98010.128
  0.00015700027    -0.082365005  -7.8996074e-06               0        4242.652      0.08234156               0               0               0               0      0.67142342   6.5506607e-06               0    0.0036321267   6.9260527e-08       63162.534
  0.00018700818    -0.097679528  -1.1160562e-05               0       4210.3413     0.097651082               0               0               0               0      0.79850103     9.26273e-06               0    0.0065066524   1.7153477e-07       43619.282
  0.00021886389     -0.11339023  -1.5214454e-05               0       4149.2988      0.11336523               0               0               0               0      0.93199705   1.2639297e-05               0     0.010854004   3.7942871e-07       31799.692
  0.00025268119     -0.12908192  -2.0149376e-05               0        4045.809       0.1290692               0               0               0               0       1.0710026    1.675972e-05               0     0.017012931   7.6044306e-07       24241.404
  0.00028858087     -0.14419643   -2.603707e-05               0        3888.795      0.14420277               0               0               0               0       1.2139025   2.1692699e-05               0     0.025175256   1.3948327e-06       19180.807
  0.00032669115     -0.15816775  -3.2926708e-05               0       3675.4076      0.15819153               0               0               0               0        1.358445   2.7488506e-05               0     0.035272248   2.3614816e-06        15645.07
  0.00036714817      -0.1705997  -4.0842564e-05               0       3414.0922      0.17063304               0               0               0               0       1.5020718    3.417699e-05               0      0.04693273   3.7220258e-06       13068.839
  0.00041009642     -0.18136975  -4.9798724e-05               0       3122.4797      0.18141688               0               0               0               0       1.6423938   4.1773692e-05               0     0.059558966   5.5116904e-06       11114.634
  0.00045568931     -0.19061379  -5.9813075e-05               0       2821.3339        0.190649               0               0               0               0        1.777586   5.0290857e-05               0     0.072485862   7.7407135e-06       9578.8655
  0.00050408968     -0.19861481   -7.090567e-05               0       2529.2976      0.19858801               0               0               0               0       1.9065473   5.9742008e-05               0      0.08513462   1.0402818e-05       8337.5766
  0.00055547043     -0.20575886  -8.3118026e-05               0       2260.1884       0.2057104               0               0               0               0       2.0289193     7.01534e-05               0      0.09709822    1.343943e-05       7312.9782
  0.00061001506     -0.21244676  -9.6538042e-05               0       2020.0154      0.21244325               0               0               0               0       2.1449617   8.1580206e-05               0      0.10815806   1.6789802e-05        6453.039
   0.0006679184     -0.21884392  -0.00011126503               0       1806.8267      0.21886447               0               0               0               0       2.2551322   9.4092638e-05               0      0.11823373   2.0503349e-05       5721.2804
  0.00072938728     -0.22490871  -0.00012739044               0       1616.3678      0.22492108               0               0               0               0       2.3597634   0.00010775867               0      0.12730651   2.4659761e-05        5092.111
  0.00079464125      -0.2306494   -0.0001450206               0       1446.1821      0.23065401               0               0               0               0       2.4591231   0.00012264907               0      0.13539195   2.9292332e-05       4547.2541
  0.00086391338     -0.23615197  -0.00016427906               0       1294.8491      0.23615302               0               0               0               0       2.5535187   0.00013884361               0      0.14253882   3.4420541e-05       4072.9987
   0.0009374511     -0.24150353  -0.00018530276               0       1160.8538      0.24150286               0               0               0               0       2.6432945   0.00015643278               0       0.1488173   4.0060162e-05       3658.6126
   0.0010155171     -0.24677814  -0.00020824649               0       1042.5271        0.246778               0               0               0               0       2.7288108    0.0001755185               0      0.15430772   4.6226068e-05       3295.4221
   0.0010983902     -0.25204074  -0.00023328665               0       938.16965      0.25204619               0               0               0               0        2.810427   0.00019621527               0       0.1590926   5.2932715e-05        2976.263
   0.0011863663     -0.25734506  -0.00026061999               0       846.16402      0.25736548               0               0               0               0       2.8884901   0.00021865154               0      0.16325165   6.0192853e-05        2695.135
