#             x      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z               k             nut           omega
    0.019738478      0.15772145      0.07339969               0    -0.080330074     -0.15769936               0               0               0               0       5.4063531    0.0088029168               0     0.046350606    0.0019934939        23.25094
    0.020004313      0.15795146     0.073013373               0    -0.080837246     -0.15795478               0               0               0               0       5.4063951    0.0088223754               0     0.046345848    0.0019934635       23.248908
     0.02027292      0.15815174     0.072619946               0    -0.081349669     -0.15820966               0               0               0               0       5.4064376    0.0088419322               0     0.046341042    0.0019934328       23.246855
    0.020544328      0.15843817     0.072219467               0     -0.08186919     -0.15846394               0               0               0               0       5.4064805    0.0088615852               0     0.046336187    0.0019934017       23.244782
    0.020818567       0.1587395     0.071811959               0    -0.082392845     -0.15871753               0               0               0               0        5.406524    0.0088813324               0     0.046331281    0.0019933703       23.242687
    0.021095666      0.15900156     0.071397385               0    -0.082920595     -0.15897035               0               0               0               0        5.406568    0.0089011717               0     0.046326326    0.0019933386       23.240571
    0.021375655      0.15925051     0.070975655               0    -0.083453894     -0.15922234               0               0               0               0       5.4066126    0.0089211009               0      0.04632132    0.0019933066       23.238433
    0.021658563      0.15945539     0.070546852               0    -0.083991446      -0.1594734               0               0               0               0       5.4066576    0.0089411176               0     0.046316263    0.0019932742       23.236273
    0.021944423      0.15968793     0.070111228               0    -0.084535441     -0.15972345               0               0               0               0       5.4067032    0.0089612195               0     0.046311155    0.0019932416       23.234091
    0.022233263      0.15998545     0.069668662               0    -0.085084863     -0.15997242               0               0               0               0       5.4067494    0.0089814042               0     0.046305994    0.0019932085       23.231887
    0.022525116      0.16023951     0.069219058               0    -0.085636992     -0.16022022               0               0               0               0       5.4067961    0.0090016693               0      0.04630078    0.0019931752        23.22966
    0.022820012      0.16046383     0.068762596               0    -0.086194886     -0.16046676               0               0               0               0       5.4068434    0.0090220122               0     0.046295514    0.0019931415       23.227411
    0.023117984      0.16070848     0.068299295               0    -0.086758952     -0.16071196               0               0               0               0       5.4068913    0.0090424302               0     0.046290193    0.0019931074       23.225138
    0.023419063      0.16093735     0.067829244               0    -0.087326686     -0.16095574               0               0               0               0       5.4069397    0.0090629207               0     0.046284819     0.001993073       23.222843
    0.023723283      0.16119878     0.067352307               0    -0.087901278     -0.16119801               0               0               0               0       5.4069887    0.0090834808               0      0.04627939    0.0019930382       23.220523
    0.024030675      0.16144512     0.066868346               0        -0.08848     -0.16143863               0               0               0               0       5.4070383    0.0091041078               0     0.046273905    0.0019930031       23.218181
    0.024341273      0.16164829     0.066377722               0    -0.089062945     -0.16167754               0               0               0               0       5.4070884    0.0091247985               0     0.046268365    0.0019929677       23.215814
     0.02465511      0.16191661     0.065880599               0    -0.089653942     -0.16191466               0               0               0               0       5.4071392      0.00914555               0     0.046262768    0.0019929318       23.213424
     0.02497222      0.16217543     0.065376692               0    -0.090248558     -0.16214987               0               0               0               0       5.4071906    0.0091663593               0     0.046257114    0.0019928956       23.211008
    0.025292637      0.16237796     0.064866146               0    -0.090845357     -0.16238308               0               0               0               0       5.4072426     0.009187223               0     0.046251403     0.001992859       23.208568
    0.025616396      0.16262372     0.064349173               0     -0.09144968     -0.16261421               0               0               0               0       5.4072952    0.0092081381               0     0.046245633     0.001992822       23.206104
    0.025943531      0.16286728      0.06382552               0    -0.092060468     -0.16284311               0               0               0               0       5.4073484    0.0092291011               0     0.046239805    0.0019927847       23.203614
    0.026274078      0.16305609     0.063295297               0    -0.092673963     -0.16306971               0               0               0               0       5.4074023    0.0092501086               0     0.046233917    0.0019927469       23.201099
    0.026608073       0.1632732     0.062758809               0    -0.093293223     -0.16329392               0               0               0               0       5.4074568     0.009271157               0     0.046227969    0.0019927088       23.198558
     0.02694555      0.16352965     0.062216013               0    -0.093916613     -0.16351562               0               0               0               0       5.4075119    0.0092922429               0     0.046221961    0.0019926703       23.195991
    0.027286547      0.16376935     0.061666749               0      -0.0945449     -0.16373471               0               0               0               0       5.4075677    0.0093133626               0     0.046215892    0.0019926314       23.193398
      0.0276311      0.16395808     0.061111084               0    -0.095177936     -0.16395106               0               0               0               0       5.4076242    0.0093345121               0     0.046209762    0.0019925921       23.190779
    0.027979247      0.16415458     0.060549356               0    -0.095817267     -0.16416457               0               0               0               0       5.4076813    0.0093556878               0     0.046203569    0.0019925524       23.188133
    0.028331025       0.1643763      0.05998159               0    -0.096462489     -0.16437515               0               0               0               0       5.4077391    0.0093768857               0     0.046197313    0.0019925123        23.18546
    0.028686471      0.16456389     0.059407636               0     -0.09710922     -0.16458268               0               0               0               0       5.4077975    0.0093981017               0     0.046190994    0.0019924717        23.18276
    0.029045624      0.16477084     0.058827602               0    -0.097762386     -0.16478705               0               0               0               0       5.4078566    0.0094193319               0      0.04618461    0.0019924308       23.180033
    0.029408522      0.16497916       0.0582416               0    -0.098420134     -0.16498814               0               0               0               0       5.4079165    0.0094405719               0     0.046178162    0.0019923894       23.177278
    0.029775206      0.16518184     0.057649852               0     -0.09908143     -0.16518585               0               0               0               0        5.407977    0.0094618175               0     0.046171648    0.0019923476       23.174495
    0.030145713      0.16540842     0.057052266               0    -0.099749409     -0.16538006               0               0               0               0       5.4080382    0.0094830644               0     0.046165068    0.0019923054       23.171683
    0.030520085         0.16559     0.056448714               0     -0.10042077     -0.16557064               0               0               0               0       5.4081002    0.0095043081               0     0.046158421    0.0019922627       23.168843
     0.03089836      0.16574467     0.055839684               0      -0.1010954     -0.16575749               0               0               0               0       5.4081629     0.009525544               0     0.046151707    0.0019922196       23.165974
    0.031280581      0.16591753     0.055225191               0     -0.10177602     -0.16594049               0               0               0               0       5.4082262    0.0095467676               0     0.046144926    0.0019921761       23.163076
    0.031666788      0.16612191     0.054605062               0     -0.10246281     -0.16611953               0               0               0               0       5.4082903    0.0095679742               0     0.046138075    0.0019921321       23.160149
    0.032057023      0.16633063     0.053979603               0     -0.10315316     -0.16629449               0               0               0               0       5.4083552    0.0095891589               0     0.046131155    0.0019920877       23.157192
    0.032451328      0.16647055     0.053348852               0     -0.10384597     -0.16646524               0               0               0               0       5.4084208     0.009610317               0     0.046124164    0.0019920428       23.154204
    0.032849744      0.16659944     0.052712759               0      -0.1045425     -0.16663166               0               0               0               0       5.4084872    0.0096314434               0     0.046117103    0.0019919974       23.151187
    0.033252316       0.1667899     0.052071572               0      -0.1052436     -0.16679364               0               0               0               0       5.4085543     0.009652533               0     0.046109971    0.0019919516       23.148139
    0.033659086      0.16697049     0.051425468               0      -0.1059484     -0.16695107               0               0               0               0       5.4086221    0.0096735808               0     0.046102767    0.0019919053        23.14506
    0.034070098      0.16710489     0.050774419               0      -0.1066587     -0.16710383               0               0               0               0       5.4086908    0.0096945816               0     0.046095489    0.0019918586        23.14195
    0.034485397      0.16724219     0.050118639               0     -0.10737313     -0.16725179               0               0               0               0       5.4087602    0.0097155301               0     0.046088138    0.0019918113       23.138808
    0.034905027      0.16739763     0.049458212               0     -0.10808961     -0.16739485               0               0               0               0       5.4088304     0.009736421               0     0.046080713    0.0019917636       23.135635
    0.035329034      0.16755282      0.04879311               0     -0.10881031     -0.16753288               0               0               0               0       5.4089014    0.0097572487               0     0.046073213    0.0019917153       23.132429
    0.035757462      0.16768272     0.048123612               0     -0.10953542     -0.16766576               0               0               0               0       5.4089732    0.0097780078               0     0.046065637    0.0019916666       23.129191
    0.036190358      0.16778611     0.047449736               0     -0.11026363     -0.16779337               0               0               0               0       5.4090458    0.0097986927               0     0.046057984    0.0019916174        23.12592
    0.036627769      0.16789773      0.04677152               0     -0.11099481     -0.16791559               0               0               0               0       5.4091193    0.0098192976               0     0.046050254    0.0019915677       23.122616
    0.037069742      0.16802726     0.046089403               0     -0.11172988     -0.16803231               0               0               0               0       5.4091935    0.0098398168               0     0.046042446    0.0019915175       23.119279
    0.037516324      0.16813666     0.045403406               0     -0.11246751     -0.16814343               0               0               0               0       5.4092685    0.0098602446               0      0.04603456    0.0019914667       23.115908
    0.037967563      0.16823904     0.044713569               0     -0.11320756     -0.16824882               0               0               0               0       5.4093444     0.009880575               0     0.046026594    0.0019914154       23.112503
    0.038423508      0.16835306     0.044020175               0     -0.11395122     -0.16834837               0               0               0               0       5.4094212    0.0099008022               0     0.046018547    0.0019913637       23.109063
    0.038884209      0.16843376     0.043323165               0       -0.114698     -0.16844197               0               0               0               0       5.4094987    0.0099209201               0     0.046010419    0.0019913114       23.105589
    0.039349714      0.16851662     0.042622507               0     -0.11544816     -0.16852949               0               0               0               0       5.4095771    0.0099409226               0      0.04600221    0.0019912585       23.102079
    0.039820074      0.16862781     0.041918617               0     -0.11620129     -0.16861083               0               0               0               0       5.4096564    0.0099608033               0     0.045993918    0.0019912051       23.098535
    0.040295339      0.16871919     0.041212002               0     -0.11695505     -0.16868591               0               0               0               0       5.4097366    0.0099805562               0     0.045985543    0.0019911512       23.094954
    0.040775561      0.16876998     0.040502523               0     -0.11771013     -0.16875461               0               0               0               0       5.4098176     0.010000175               0     0.045977083    0.0019910967       23.091337
    0.041260791      0.16881398     0.039790217               0     -0.11846909      -0.1688168               0               0               0               0       5.4098995     0.010019654               0     0.045968538    0.0019910416       23.087684
    0.041751081      0.16888102     0.039075342               0     -0.11923018     -0.16887242               0               0               0               0       5.4099823     0.010038986               0     0.045959907     0.001990986       23.083994
    0.042246485      0.16892427     0.038357824               0     -0.11999115     -0.16892133               0               0               0               0        5.410066     0.010058165               0     0.045951189    0.0019909298       23.080267
    0.042747055      0.16895305     0.037638065               0      -0.1207545     -0.16896345               0               0               0               0       5.4101505     0.010077184               0     0.045942384     0.001990873       23.076502
    0.043252845       0.1689929     0.036916515               0     -0.12152131     -0.16899869               0               0               0               0        5.410236     0.010096037               0      0.04593349    0.0019908157         23.0727
    0.043763911      0.16901281     0.036193122               0     -0.12228806     -0.16902697               0               0               0               0       5.4103224     0.010114717               0     0.045924508    0.0019907577       23.068859
    0.044280306      0.16903804     0.035468071               0     -0.12305662     -0.16904817               0               0               0               0       5.4104096     0.010133219               0     0.045915434    0.0019906992       23.064979
    0.044802087      0.16906543     0.034741521               0     -0.12382556     -0.16906222               0               0               0               0       5.4104978     0.010151534               0      0.04590627    0.0019906401       23.061061
    0.045329309      0.16906937     0.034013408               0     -0.12459232     -0.16906904               0               0               0               0        5.410587     0.010169658               0     0.045897014    0.0019905804       23.057103
     0.04586203      0.16907498     0.033284271               0      -0.1253628     -0.16906852               0               0               0               0        5.410677     0.010187582               0     0.045887665    0.0019905201       23.053105
    0.046400307      0.16905943     0.032554505               0     -0.12613439     -0.16906064               0               0               0               0        5.410768       0.0102053               0     0.045878223    0.0019904591       23.049067
    0.046944197      0.16902899     0.031823902               0     -0.12690423     -0.16904528               0               0               0               0         5.41086     0.010222806               0     0.045868685    0.0019903975       23.044989
     0.04749376      0.16902644     0.031092558               0     -0.12767458     -0.16902238               0               0               0               0       5.4109529     0.010240094               0     0.045859053    0.0019903353       23.040869
    0.048049054      0.16901765     0.030360806               0     -0.12844588     -0.16899187               0               0               0               0       5.4110467     0.010257155               0     0.045849324    0.0019902725       23.036708
    0.048610139      0.16896887     0.029629119               0     -0.12921668      -0.1689537               0               0               0               0       5.4111415     0.010273983               0     0.045839497     0.001990209       23.032506
    0.049177075      0.16890276     0.028897758               0     -0.12998651     -0.16890782               0               0               0               0       5.4112373     0.010290573               0     0.045829572    0.0019901448       23.028261
    0.049749924      0.16884171     0.028166755               0     -0.13075702     -0.16885418               0               0               0               0        5.411334     0.010306916               0     0.045819549    0.0019900801       23.023974
    0.050328748      0.16877484     0.027436299               0     -0.13152621     -0.16879273               0               0               0               0       5.4114317     0.010323007               0     0.045809424    0.0019900146       23.019644
    0.050913608       0.1687154     0.026706373               0     -0.13229337     -0.16872339               0               0               0               0       5.4115304     0.010338839               0     0.045799199    0.0019899485        23.01527
    0.051504567      0.16866689     0.025977421               0     -0.13305878     -0.16864614               0               0               0               0       5.4116301     0.010354405               0     0.045788872    0.0019898817       23.010853
    0.052101689      0.16857804     0.025249922               0     -0.13382082     -0.16856097               0               0               0               0       5.4117308     0.010369698               0     0.045778441    0.0019898142       23.006391
    0.052705039      0.16846306      0.02452385               0     -0.13458041     -0.16846782               0               0               0               0       5.4118325     0.010384713               0     0.045767907     0.001989746       23.001885
    0.053314682      0.16837311     0.023799362               0     -0.13534221     -0.16836668               0               0               0               0       5.4119351     0.010399442               0     0.045757268    0.0019896772       22.997333
    0.053930682      0.16825683     0.023076643               0     -0.13610134     -0.16825752               0               0               0               0       5.4120388     0.010413879               0     0.045746522    0.0019896076       22.992737
    0.054553106      0.16811427     0.022356168               0     -0.13685488     -0.16814034               0               0               0               0       5.4121435     0.010428017               0     0.045735669    0.0019895373       22.988094
    0.055182022      0.16800995     0.021638306               0     -0.13760879     -0.16801514               0               0               0               0       5.4122492     0.010441851               0     0.045724709    0.0019894664       22.983405
    0.055817496      0.16788687     0.020922873               0     -0.13836002      -0.1678819               0               0               0               0       5.4123559     0.010455373               0     0.045713639    0.0019893946       22.978669
    0.056459598      0.16773802     0.020209958               0     -0.13910646     -0.16774059               0               0               0               0       5.4124637     0.010468578               0     0.045702459    0.0019893222       22.973886
    0.057108397      0.16760322     0.019500238               0     -0.13984934     -0.16759126               0               0               0               0       5.4125724     0.010481459               0     0.045691168     0.001989249       22.969055
    0.057763961      0.16743776     0.018794052               0     -0.14058747     -0.16743393               0               0               0               0       5.4126823      0.01049401               0     0.045679765    0.0019891751       22.964176
    0.058426363      0.16725814      0.01809125               0     -0.14132388      -0.1672686               0               0               0               0       5.4127931     0.010506226               0     0.045668248    0.0019891004       22.959249
    0.059095673      0.16710423     0.017392103               0     -0.14205806     -0.16709529               0               0               0               0        5.412905       0.0105181               0     0.045656617     0.001989025       22.954272
    0.059771963      0.16692638     0.016697068               0     -0.14278545     -0.16691405               0               0               0               0       5.4130179     0.010529626               0     0.045644871    0.0019889487       22.949246
    0.060455306      0.16671663     0.016006282               0     -0.14350802     -0.16672489               0               0               0               0       5.4131319     0.010540799               0     0.045633008    0.0019888717        22.94417
    0.061145775      0.16652899     0.015319946               0     -0.14422888     -0.16652788               0               0               0               0        5.413247     0.010551614               0     0.045621028     0.001988794       22.939043
    0.061843446      0.16633009      0.01463828               0     -0.14494362     -0.16632304               0               0               0               0       5.4133631     0.010562063               0     0.045608929    0.0019887154       22.933865
    0.062548392      0.16609438     0.013961396               0     -0.14565092     -0.16611045               0               0               0               0       5.4134803     0.010572143               0     0.045596709    0.0019886361       22.928636
    0.063260691      0.16588097     0.013289639               0     -0.14635587     -0.16589015               0               0               0               0       5.4135985     0.010581848               0     0.045584369    0.0019885559       22.923355
    0.063980417       0.1656859     0.012623304               0     -0.14705581      -0.1656622               0               0               0               0       5.4137178     0.010591173               0     0.045571907    0.0019884749       22.918021
     0.06470765       0.1654426     0.011962634               0     -0.14774756     -0.16542669               0               0               0               0       5.4138382     0.010600112               0     0.045559322     0.001988393       22.912635
    0.065442467      0.16516664     0.011307801               0      -0.1484321     -0.16518369               0               0               0               0       5.4139597     0.010608661               0     0.045546612    0.0019883104       22.907195
    0.066184948      0.16491532     0.010658758               0     -0.14911218     -0.16493327               0               0               0               0       5.4140822     0.010616815               0     0.045533776    0.0019882269       22.901701
    0.066935172      0.16467685     0.010015858               0     -0.14978744     -0.16467553               0               0               0               0       5.4142058      0.01062457               0     0.045520814    0.0019881426       22.896153
     0.06769322      0.16442005    0.0093796595               0     -0.15045598     -0.16441057               0               0               0               0       5.4143306     0.010631921               0     0.045507724    0.0019880574        22.89055
    0.068459173      0.16414527     0.008750197               0     -0.15111792     -0.16413849               0               0               0               0       5.4144564     0.010638863               0     0.045494505    0.0019879713       22.884892
    0.069233115       0.1638642    0.0081273305               0     -0.15177129     -0.16385937               0               0               0               0       5.4145833     0.010645394               0     0.045481156    0.0019878844       22.879177
    0.070015128      0.16357389    0.0075114094               0     -0.15241627     -0.16357332               0               0               0               0       5.4147113     0.010651508               0     0.045467675    0.0019877966       22.873406
    0.070805297      0.16327443    0.0069028866               0     -0.15305442     -0.16328048               0               0               0               0       5.4148405     0.010657203               0     0.045454061    0.0019877079       22.867578
    0.071603706      0.16298769    0.0063018325               0     -0.15368763     -0.16298096               0               0               0               0       5.4149707     0.010662474               0     0.045440313    0.0019876183       22.861692
    0.072410442      0.16269218    0.0057083263               0     -0.15431219     -0.16267487               0               0               0               0       5.4151021     0.010667318               0      0.04542643    0.0019875277       22.855748
    0.073225592      0.16236172    0.0051225712               0     -0.15492724     -0.16236234               0               0               0               0       5.4152346     0.010671732               0     0.045412411    0.0019874363       22.849746
    0.074049243      0.16203097    0.0045447658               0     -0.15553427     -0.16204351               0               0               0               0       5.4153681     0.010675712               0     0.045398254    0.0019873439       22.843685
    0.074881483      0.16171009    0.0039751804               0     -0.15613384     -0.16171854               0               0               0               0       5.4155029     0.010679257               0     0.045383958    0.0019872506       22.837563
    0.075722403      0.16138597    0.0034139216               0     -0.15672776     -0.16138755               0               0               0               0       5.4156387     0.010682364               0     0.045369522    0.0019871564       22.831382
    0.076572093      0.16104635    0.0028609712               0     -0.15731131     -0.16105067               0               0               0               0       5.4157757     0.010685029               0     0.045354944    0.0019870611       22.825139
    0.077430644      0.16070057    0.0023165228               0     -0.15788411     -0.16070805               0               0               0               0       5.4159138     0.010687251               0     0.045340223    0.0019869649       22.818835
    0.078298149      0.16036926    0.0017809603               0     -0.15845051     -0.16035986               0               0               0               0       5.4160531     0.010689028               0     0.045325358    0.0019868678        22.81247
    0.079174701      0.16001882    0.0012544167               0     -0.15900748     -0.16000626               0               0               0               0       5.4161935     0.010690358               0     0.045310348    0.0019867697       22.806041
    0.080060395      0.15964826   0.00073675167               0     -0.15955442     -0.15964739               0               0               0               0        5.416335     0.010691239               0     0.045295191    0.0019866706        22.79955
    0.080955325       0.1592775   0.00022811295               0     -0.16009105     -0.15928339               0               0               0               0       5.4164777     0.010691671               0     0.045279885    0.0019865704       22.792995
    0.081859589      0.15890016  -0.00027113684               0     -0.16061872     -0.15891447               0               0               0               0       5.4166216     0.010691651               0     0.045264431    0.0019864693       22.786375
    0.082773283      0.15853173  -0.00076104283               0     -0.16114053     -0.15854078               0               0               0               0       5.4167666     0.010691179               0     0.045248825    0.0019863671       22.779691
    0.083696507       0.1581717   -0.0012416343               0     -0.16165257     -0.15816245               0               0               0               0       5.4169128     0.010690254               0     0.045233067    0.0019862639       22.772941
    0.084629358      0.15779575   -0.0017125094               0     -0.16215375     -0.15777969               0               0               0               0       5.4170602     0.010688876               0     0.045217156    0.0019861596       22.766125
    0.085571939      0.15740199   -0.0021735782               0     -0.16264533     -0.15739268               0               0               0               0       5.4172087     0.010687044               0     0.045201089    0.0019860543       22.759243
    0.086524349      0.15700788   -0.0026249768               0     -0.16312639     -0.15700158               0               0               0               0       5.4173584     0.010684759               0     0.045184866    0.0019859479       22.752293
    0.087486692      0.15661369    -0.003066675               0     -0.16359697     -0.15660656               0               0               0               0       5.4175094      0.01068202               0     0.045168486    0.0019858405       22.745276
    0.088459071      0.15620904   -0.0034986007               0     -0.16405817     -0.15620777               0               0               0               0       5.4176614     0.010678828               0     0.045151946     0.001985732       22.738189
    0.089441592      0.15580034   -0.0039205089               0     -0.16451021      -0.1558054               0               0               0               0       5.4178147     0.010675183               0     0.045135245    0.0019856224       22.731034
    0.090434358      0.15539597   -0.0043323011               0     -0.16495295     -0.15539964               0               0               0               0       5.4179692     0.010671086               0     0.045118382    0.0019855116       22.723809
    0.091437479      0.15498534   -0.0047340677               0     -0.16538516     -0.15499064               0               0               0               0       5.4181249     0.010666538               0     0.045101356    0.0019853998       22.716513
    0.092451061      0.15456655   -0.0051257531               0     -0.16580719      -0.1545786               0               0               0               0       5.4182817     0.010661541               0     0.045084165    0.0019852868       22.709147
    0.093475213      0.15415016   -0.0055073953               0      -0.1662199     -0.15416368               0               0               0               0       5.4184398     0.010656096               0     0.045066807    0.0019851727       22.701709
    0.094510047      0.15373551   -0.0058789541               0     -0.16662181     -0.15374604               0               0               0               0       5.4185991     0.010650205               0     0.045049281    0.0019850574       22.694198
    0.095555673      0.15333076   -0.0062403073               0     -0.16701249     -0.15332587               0               0               0               0       5.4187597     0.010643868               0     0.045031586    0.0019849409       22.686615
    0.096612203       0.1529207   -0.0065914849               0     -0.16739403     -0.15290334               0               0               0               0       5.4189214      0.01063709               0     0.045013719    0.0019848233       22.678958
    0.097679752      0.15248118   -0.0069325065               0     -0.16776437      -0.1524786               0               0               0               0       5.4190845     0.010629871               0      0.04499568    0.0019847045       22.671226
    0.098758435      0.15203984   -0.0072633435               0     -0.16812407     -0.15205184               0               0               0               0       5.4192487     0.010622214               0     0.044977468    0.0019845845        22.66342
    0.099848367      0.15161823   -0.0075840097               0     -0.16847592     -0.15162324               0               0               0               0       5.4194142     0.010614123               0     0.044959079    0.0019844633       22.655538
     0.10094967      0.15120223   -0.0078946203               0     -0.16881851     -0.15119295               0               0               0               0       5.4195809     0.010605599               0     0.044940514    0.0019843409       22.647579
     0.10206245      0.15076939   -0.0081951831               0     -0.16914931      -0.1507611               0               0               0               0       5.4197489     0.010596647               0     0.044921769    0.0019842172       22.639544
     0.10318684      0.15032199   -0.0084856493               0     -0.16946882     -0.15032789               0               0               0               0       5.4199182     0.010587269               0     0.044902844    0.0019840923       22.631431
     0.10432296      0.14989158   -0.0087661067               0     -0.16978126     -0.14989347               0               0               0               0       5.4200887     0.010577469               0     0.044883738    0.0019839662        22.62324
     0.10547092      0.14946687   -0.0090365862               0     -0.17008372     -0.14945796               0               0               0               0       5.4202606     0.010567251               0     0.044864448    0.0019838387        22.61497
     0.10663086      0.14902737   -0.0092971243               0     -0.17037474     -0.14902154               0               0               0               0       5.4204337     0.010556618               0     0.044844973      0.00198371        22.60662
     0.10780289       0.1485847   -0.0095478199               0     -0.17065784     -0.14858435               0               0               0               0       5.4206081     0.010545575               0     0.044825311      0.00198358       22.598189
     0.10898715      0.14813537   -0.0097886506               0     -0.17092925     -0.14814656               0               0               0               0       5.4207838     0.010534125               0     0.044805461    0.0019834487       22.589677
     0.11018375      0.14768964    -0.010019719               0     -0.17118985     -0.14770831               0               0               0               0       5.4209608     0.010522274               0     0.044785422    0.0019833161       22.581084
     0.11139284      0.14726153    -0.010241208               0     -0.17144248     -0.14726971               0               0               0               0       5.4211391     0.010510025               0      0.04476519    0.0019831821       22.572408
     0.11261454      0.14683687    -0.010453108               0     -0.17168721     -0.14683092               0               0               0               0       5.4213187     0.010497384               0     0.044744765    0.0019830468       22.563648
     0.11384897      0.14639538    -0.010655533               0     -0.17192293     -0.14639207               0               0               0               0       5.4214997     0.010484356               0     0.044724146    0.0019829101       22.554805
     0.11509628       0.1459485    -0.010848676               0     -0.17214796     -0.14595326               0               0               0               0        5.421682     0.010470945               0      0.04470333    0.0019827721       22.545876
      0.1163566       0.1455165    -0.011032465               0     -0.17236223     -0.14551463               0               0               0               0       5.4218657     0.010457157               0     0.044682315    0.0019826327       22.536862
     0.11763007      0.14508493    -0.011206948               0     -0.17256739     -0.14507632               0               0               0               0       5.4220508     0.010442997               0     0.044661101    0.0019824919       22.527762
     0.11891681      0.14464521    -0.011372428               0      -0.1727662     -0.14463843               0               0               0               0       5.4222372      0.01042847               0     0.044639685    0.0019823497       22.518575
     0.12021697      0.14420198    -0.011529033               0     -0.17295492     -0.14420108               0               0               0               0       5.4224249     0.010413583               0     0.044618065     0.001982206         22.5093
      0.1215307      0.14376517    -0.011676699               0     -0.17313407     -0.14376437               0               0               0               0       5.4226141      0.01039834               0      0.04459624    0.0019820609       22.499937
     0.12285812      0.14333014    -0.011815549               0     -0.17330658     -0.14332842               0               0               0               0       5.4228046     0.010382749               0     0.044574209    0.0019819144       22.490484
     0.12419939      0.14288685    -0.011945877               0       -0.173469     -0.14289331               0               0               0               0       5.4229966     0.010366814               0     0.044551969    0.0019817664       22.480941
     0.12555464      0.14245108    -0.012067711               0     -0.17362253     -0.14245915               0               0               0               0       5.4231899     0.010350542               0     0.044529518    0.0019816169       22.471308
     0.12692403      0.14202466    -0.012181145               0     -0.17376976     -0.14202604               0               0               0               0       5.4233847      0.01033394               0     0.044506855     0.001981466       22.461582
      0.1283077      0.14159192    -0.012286452               0     -0.17390917     -0.14159405               0               0               0               0       5.4235809     0.010317013               0     0.044483978    0.0019813135       22.451765
      0.1297058      0.14115422    -0.012383694               0     -0.17404007      -0.1411633               0               0               0               0       5.4237786     0.010299768               0     0.044460886    0.0019811595       22.441854
     0.13111848      0.14072795    -0.012472959               0     -0.17416313     -0.14073384               0               0               0               0       5.4239777     0.010282211               0     0.044437575    0.0019810039       22.431849
      0.1325459        0.140313    -0.012554445               0      -0.1742788     -0.14030574               0               0               0               0       5.4241783      0.01026435               0     0.044414046    0.0019808468        22.42175
      0.1339882      0.13988751    -0.012628294               0     -0.17438642      -0.1398791               0               0               0               0       5.4243803      0.01024619               0     0.044390295    0.0019806882       22.411555
     0.13544554      0.13945139    -0.012694612               0     -0.17448472     -0.13945399               0               0               0               0       5.4245839     0.010227739               0     0.044366321     0.001980528       22.401263
     0.13691808      0.13902905    -0.012753595               0     -0.17457723     -0.13903046               0               0               0               0       5.4247889     0.010209003               0     0.044342122    0.0019803662       22.390874
     0.13840598      0.13861627    -0.012805427               0     -0.17466476     -0.13860858               0               0               0               0       5.4249955      0.01018999               0     0.044317697    0.0019802027       22.380387
      0.1399094      0.13819026    -0.012850217               0     -0.17474527     -0.13818842               0               0               0               0       5.4252036     0.010170705               0     0.044293043    0.0019800376       22.369802
     0.14142849      0.13776212    -0.012888187               0     -0.17481932     -0.13777001               0               0               0               0       5.4254132     0.010151157               0     0.044268158    0.0019798709       22.359116
     0.14296343      0.13734834    -0.012919467               0     -0.17488686      -0.1373534               0               0               0               0       5.4256243     0.010131352               0     0.044243041    0.0019797026       22.348331
     0.14451437      0.13693898    -0.012944115               0     -0.17494577     -0.13693868               0               0               0               0        5.425837     0.010111296               0      0.04421769    0.0019795325       22.337443
     0.14608149      0.13653016    -0.012962405               0     -0.17499813     -0.13652585               0               0               0               0       5.4260513     0.010090998               0     0.044192102    0.0019793608       22.326454
     0.14766496      0.13611688    -0.012974538               0     -0.17504568     -0.13611495               0               0               0               0       5.4262671     0.010070465               0     0.044166276    0.0019791874       22.315362
     0.14926493      0.13570015    -0.012980588               0      -0.1750877     -0.13570603               0               0               0               0       5.4264846     0.010049702               0      0.04414021    0.0019790123       22.304165
      0.1508816      0.13529397    -0.012980796               0     -0.17512557     -0.13529912               0               0               0               0       5.4267036     0.010028718               0     0.044113902    0.0019788354       22.292865
     0.15251512      0.13489555     -0.01297529               0     -0.17515684     -0.13489423               0               0               0               0       5.4269243      0.01000752               0      0.04408735    0.0019786568       22.281458
     0.15416568      0.13449367    -0.012964112               0     -0.17518211     -0.13449144               0               0               0               0       5.4271467    0.0099861143               0     0.044060552    0.0019784764       22.269945
     0.15583345      0.13408823    -0.012947611               0     -0.17520319     -0.13409072               0               0               0               0       5.4273706    0.0099645087               0     0.044033506    0.0019782942       22.258324
     0.15751862      0.13368784    -0.012925973               0     -0.17521835     -0.13369209               0               0               0               0       5.4275962    0.0099427098               0      0.04400621    0.0019781102       22.246596
     0.15922136      0.13329351    -0.012899205               0     -0.17522795     -0.13329559               0               0               0               0       5.4278235    0.0099207248               0     0.043978663    0.0019779244       22.234758
     0.16094186      0.13290392    -0.012867572               0     -0.17523395     -0.13290122               0               0               0               0       5.4280525    0.0098985608               0     0.043950861    0.0019777368        22.22281
      0.1626803      0.13251082    -0.012831279               0     -0.17523576     -0.13250899               0               0               0               0       5.4282833    0.0098762248               0     0.043922804    0.0019775473       22.210752
