#             y             U_x             U_y             U_z               k             nut           omega
   3.113662e-05      0.19357386   5.8602789e-06               0   4.3605309e-05   6.0034832e-11       4021291.3
  5.3394177e-05      0.33062095   1.5664351e-05               0    0.0002089209   5.9944229e-10       863294.69
  7.7022295e-05      0.47605899    3.177794e-05               0   0.00068609216   3.5540467e-09        332478.3
  0.00010210537      0.63033745   5.5260722e-05               0    0.0017688894   1.5037333e-08        167959.4
  0.00012873299      0.79380644   8.7311341e-05               0    0.0038703858   5.0140887e-08       98822.134
  0.00015700027      0.96654929   0.00012931668               0    0.0075194461   1.3956509e-07       64285.516
  0.00018700818       1.1481115   0.00018281023               0     0.013310692   3.3557279e-07       45058.116
  0.00021886389       1.3371843   0.00024943033               0     0.021772984   7.1186241e-07       33525.404
  0.00025268119       1.5314231   0.00033087982               0     0.033160044   1.3519343e-06       26195.291
  0.00028858087       1.7276331   0.00042892782               0     0.047254387   2.3271387e-06       21288.224
  0.00032669115       1.9223692   0.00054549179               0     0.063331491   3.6751924e-06       17834.204
  0.00036714817       2.1126857    0.0006826463               0     0.080347025   5.3914098e-06       15286.149
  0.00041009642       2.2968588   0.00084306412               0     0.097243394   7.3761105e-06       13329.031
  0.00045568931       2.4746372    0.0010306275               0       0.1132315   9.5032237e-06       11773.966
  0.00050408968        2.646458    0.0012501143               0      0.12785689   1.1772661e-05       10502.074
  0.00055547043       2.8126312    0.0015066427               0      0.14084894     1.42186e-05       9437.2653
  0.00061001506       2.9733848    0.0018055442               0      0.15203393   1.6818526e-05       8530.0767
   0.0006679184       3.1290553    0.0021525061               0      0.16133105   1.9537072e-05       7746.9516
  0.00072938728       3.2800452    0.0025535416               0      0.16872492   2.2339765e-05       7064.0289
  0.00079464125       3.4268015    0.0030147848               0      0.17423657   2.5167461e-05       6463.4456
  0.00086391338       3.5698502    0.0035426318               0      0.17790438   2.7934172e-05       5930.7785
   0.0009374511       3.7097411    0.0041438148               0      0.17977217   3.0581382e-05       5453.5135
   0.0010155171       3.8469197    0.0048251719               0      0.17987666   3.3078539e-05       5020.5297
   0.0010983902       3.9816814     0.005593367               0      0.17823763   3.5390291e-05       4622.0524
   0.0011863663       4.1141839    0.0064544222               0      0.17486213   3.7478584e-05       4249.8671
   0.0012797599       4.2444377     0.007413029               0      0.16976335   3.9313842e-05       3897.6618
   0.0013789043       4.3722732    0.0084717446               0      0.16297409   4.0883148e-05       3560.9061
   0.0014841538       4.4972943    0.0096299385               0      0.15456055   4.2200303e-05       3235.9713
   0.0015958843       4.6188145     0.010882093               0      0.14464455   4.3327565e-05       2919.1604
