#             y      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z               k             nut           omega
   3.113662e-05    -0.014665524  -3.0294423e-07               0       4220.4508     0.014595524               0               0               0               0      0.13277531   2.6352238e-07               0   2.0218752e-05   2.7840513e-11       4021232.5
  5.3394177e-05    -0.025056374  -8.1364582e-07               0        4219.635     0.024911787               0               0               0               0      0.22678713   7.0465812e-07               0    9.689475e-05   2.7825004e-10       863136.85
  7.7022295e-05    -0.036082109  -1.6526079e-06               0       4218.3204     0.036048366               0               0               0               0      0.32656562    1.429882e-06               0   0.00031837958   1.6539212e-09       332158.85
  0.00010210537    -0.047774041  -2.8737354e-06               0       4215.5372     0.047774828               0               0               0               0      0.43244475   2.4870232e-06               0   0.00082200027   7.0377439e-09       167412.83
  0.00012873299    -0.060149563  -4.5407803e-06               0       4209.0025     0.060140208               0               0               0               0      0.54473793   3.9302702e-06               0    0.0018043533   2.3729258e-08       97992.839
  0.00015700027    -0.073190609  -6.7249171e-06               0       4194.1281     0.073170479               0               0               0               0      0.66367922      5.8224e-06               0    0.0035287827   6.7339056e-08       63138.427
  0.00018700818    -0.086806361  -9.5041019e-06               0       4162.9917     0.086781841               0               0               0               0      0.78931366   8.2326869e-06               0    0.0063230949   1.6688187e-07        43588.15
  0.00021886389      -0.1007856  -1.2959839e-05               0       4104.0628      0.10076325               0               0               0               0      0.92132816   1.1233893e-05               0     0.010552659    3.694926e-07        31762.13
  0.00025268119     -0.11476353  -1.7169083e-05               0       4003.8894      0.11475162               0               0               0               0       1.0588525    1.489701e-05               0     0.016552777   7.4150318e-07       24198.838
  0.00028858087     -0.12824991   -2.219484e-05               0       3851.3901      0.12825434               0               0               0               0       1.2003237   1.9283915e-05               0     0.024519917   1.3623091e-06       19135.282
  0.00032669115     -0.14073833  -2.8079196e-05               0       3643.3277       0.1407578               0               0               0               0       1.3435436   2.4440343e-05               0     0.034399548   2.3106824e-06       15598.827
  0.00036714817     -0.15186372  -3.4845815e-05               0       3387.4853      0.15189273               0               0               0               0       1.4859924   3.0393672e-05               0     0.045840751   3.6490116e-06       13023.824
  0.00041009642     -0.16150611  -4.2509597e-05               0       3100.8475      0.16154712               0               0               0               0       1.6252933   3.7158083e-05               0     0.058264981   5.4138128e-06       11072.169
  0.00045568931     -0.16977671  -5.1085707e-05               0       2803.7926      0.16980806               0               0               0               0       1.7596094   4.4744238e-05               0     0.071019292   7.6166496e-06       9539.5834
  0.00050408968     -0.17692385  -6.0590057e-05               0       2514.8271      0.17690389               0               0               0               0       1.8878132   5.3163867e-05               0     0.083528578   1.0252289e-05       8301.5575
  0.00055547043     -0.18328857  -7.1054524e-05               0       2247.7926       0.1832489               0               0               0               0       2.0095102   6.2439745e-05               0     0.095383239   1.3266372e-05       7280.0117
  0.00061001506     -0.18922737   -8.254791e-05               0       2009.0021      0.18922084               0               0               0               0       2.1249222   7.2619361e-05               0      0.10635862   1.6598941e-05       6422.8774
