# y+ ()         
# Time          	patch           	min             	max             	average         
93              	bottom	2.07454923e+00	1.00974112e+02	6.93438604e+01
94              	bottom	2.06981675e+00	1.00974088e+02	6.93429484e+01
95              	bottom	2.06509687e+00	1.00974063e+02	6.93420629e+01
96              	bottom	2.06038896e+00	1.00974038e+02	6.93412028e+01
97              	bottom	2.05569342e+00	1.00974012e+02	6.93403671e+01
98              	bottom	2.05100962e+00	1.00973986e+02	6.93395546e+01
99              	bottom	2.04633798e+00	1.00973960e+02	6.93387640e+01
100             	bottom	2.04167788e+00	1.00973933e+02	6.93379940e+01
101             	bottom	2.03702975e+00	1.00973905e+02	6.93372434e+01
102             	bottom	2.03239298e+00	1.00973877e+02	6.93365106e+01
103             	bottom	2.02776799e+00	1.00973849e+02	6.93357944e+01
104             	bottom	2.02315421e+00	1.00973820e+02	6.93350935e+01
105             	bottom	2.01855206e+00	1.00973790e+02	6.93344067e+01
106             	bottom	2.01396097e+00	1.00973760e+02	6.93337328e+01
107             	bottom	2.00938136e+00	1.00973729e+02	6.93330707e+01
108             	bottom	2.00481268e+00	1.00973698e+02	6.93324192e+01
109             	bottom	2.00025536e+00	1.00973666e+02	6.93317774e+01
110             	bottom	1.99570888e+00	1.00973634e+02	6.93311445e+01
111             	bottom	1.99117334e+00	1.00973601e+02	6.93305195e+01
112             	bottom	1.98664886e+00	1.00973568e+02	6.93299017e+01
113             	bottom	1.98213552e+00	1.00973534e+02	6.93292904e+01
114             	bottom	1.97763272e+00	1.00973500e+02	6.93286850e+01
115             	bottom	1.97314091e+00	1.00973465e+02	6.93280849e+01
116             	bottom	1.96865956e+00	1.00973431e+02	6.93274896e+01
117             	bottom	1.96418912e+00	1.00973396e+02	6.93268987e+01
118             	bottom	1.95972907e+00	1.00973360e+02	6.93263117e+01
119             	bottom	1.95527985e+00	1.00973325e+02	6.93257284e+01
120             	bottom	1.95084094e+00	1.00973289e+02	6.93251484e+01
121             	bottom	1.94641278e+00	1.00973253e+02	6.93245714e+01
122             	bottom	1.94199486e+00	1.00973217e+02	6.93239972e+01
123             	bottom	1.93758761e+00	1.00973180e+02	6.93234256e+01
124             	bottom	1.93319053e+00	1.00973144e+02	6.93228564e+01
125             	bottom	1.92880405e+00	1.00973107e+02	6.93222895e+01
126             	bottom	1.92442765e+00	1.00973071e+02	6.93217247e+01
127             	bottom	1.92006177e+00	1.00973034e+02	6.93211619e+01
128             	bottom	1.91570591e+00	1.00972997e+02	6.93206010e+01
129             	bottom	1.91136051e+00	1.00972961e+02	6.93200420e+01
130             	bottom	1.90702505e+00	1.00972924e+02	6.93194847e+01
131             	bottom	1.90269998e+00	1.00972887e+02	6.93189291e+01
132             	bottom	1.89838479e+00	1.00972850e+02	6.93183750e+01
133             	bottom	1.89407993e+00	1.00972813e+02	6.93178226e+01
134             	bottom	1.88978488e+00	1.00972777e+02	6.93172717e+01
135             	bottom	1.88550010e+00	1.00972740e+02	6.93167224e+01
136             	bottom	1.88122508e+00	1.00972704e+02	6.93161744e+01
137             	bottom	1.87696027e+00	1.00972667e+02	6.93156280e+01
138             	bottom	1.87270515e+00	1.00972631e+02	6.93150829e+01
139             	bottom	1.86846018e+00	1.00972594e+02	6.93145393e+01
