#      distance             U_x             U_y             U_z               p             nut         nuTilda
     0.56756757   6.8394438e-17  -4.8428932e-21               0    0.0022199296   7.7468759e-07   1.0905675e-21
     0.56966967   6.8394438e-17  -4.8428932e-21               0    0.0022154233   7.7440418e-07   1.0905675e-21
     0.57177177   6.8138569e-17  -3.3653034e-21               0    0.0022108461   7.7410619e-07   1.0949054e-21
     0.57387387   6.8138569e-17  -3.3653034e-21               0    0.0022062441   7.7380312e-07   1.0949054e-21
     0.57597598   6.8138569e-17  -3.3653034e-21               0    0.0022016421   7.7350004e-07   1.0949054e-21
     0.57807808   6.8138569e-17  -3.3653034e-21               0    0.0021970401   7.7319696e-07   1.0949054e-21
     0.58018018   6.8138569e-17  -3.3653034e-21               0    0.0021924382   7.7289389e-07   1.0949054e-21
     0.58228228   6.8138569e-17  -3.3653034e-21               0    0.0021878362   7.7259081e-07   1.0949054e-21
     0.58438438   6.8138569e-17  -3.3653034e-21               0    0.0021832342   7.7228773e-07   1.0949054e-21
     0.58648649   6.8138569e-17  -3.3653034e-21               0    0.0021786322   7.7198466e-07   1.0949054e-21
     0.58858859   6.7891017e-17  -2.1215322e-21               0    0.0021740516   7.7168826e-07   1.0982528e-21
     0.59069069   6.7891017e-17  -2.1215322e-21               0    0.0021695062   7.7140282e-07   1.0982528e-21
     0.59279279   6.7891017e-17  -2.1215322e-21               0    0.0021649607   7.7111737e-07   1.0982528e-21
     0.59489489   6.7891017e-17  -2.1215322e-21               0    0.0021604153   7.7083193e-07   1.0982528e-21
       0.596997   6.7891017e-17  -2.1215322e-21               0    0.0021558698   7.7054648e-07   1.0982528e-21
      0.5990991   6.7891017e-17  -2.1215322e-21               0    0.0021513244   7.7026104e-07   1.0982528e-21
      0.6012012   6.7891017e-17  -2.1215322e-21               0    0.0021467789    7.699756e-07   1.0982528e-21
      0.6033033   6.7891017e-17  -2.1215322e-21               0    0.0021422335   7.6969015e-07   1.0982528e-21
     0.60540541   6.7891017e-17  -2.1215322e-21               0     0.002137688   7.6940471e-07   1.0982528e-21
     0.60750751   6.7650222e-17  -1.1163533e-21               0    0.0021332438   7.6913097e-07   1.1010258e-21
     0.60960961   6.7650222e-17  -1.1163533e-21               0    0.0021288317   7.6886094e-07   1.1010258e-21
     0.61171171   6.7650222e-17  -1.1163533e-21               0    0.0021244195    7.685909e-07   1.1010258e-21
     0.61381381   6.7650222e-17  -1.1163533e-21               0    0.0021200073   7.6832087e-07   1.1010258e-21
     0.61591592   6.7650222e-17  -1.1163533e-21               0    0.0021155952   7.6805083e-07   1.1010258e-21
     0.61801802   6.7650222e-17  -1.1163533e-21               0     0.002111183    7.677808e-07   1.1010258e-21
     0.62012012   6.7650222e-17  -1.1163533e-21               0    0.0021067709   7.6751076e-07   1.1010258e-21
     0.62222222   6.7650222e-17  -1.1163533e-21               0    0.0021023587   7.6724073e-07   1.1010258e-21
     0.62432432   6.7650222e-17  -1.1163533e-21               0    0.0020979465    7.669707e-07   1.1010258e-21
     0.62642643   6.7415186e-17  -2.8899126e-22               0    0.0020936245    7.667125e-07   1.1034102e-21
     0.62852853   6.7415186e-17  -2.8899126e-22               0    0.0020893153   7.6645598e-07   1.1034102e-21
     0.63063063   6.7415186e-17  -2.8899126e-22               0     0.002085006   7.6619946e-07   1.1034102e-21
     0.63273273   6.7415186e-17  -2.8899126e-22               0    0.0020806968   7.6594295e-07   1.1034102e-21
     0.63483483   6.7415186e-17  -2.8899126e-22               0    0.0020763876   7.6568643e-07   1.1034102e-21
     0.63693694   6.7415186e-17  -2.8899126e-22               0    0.0020720783   7.6542991e-07   1.1034102e-21
     0.63903904   6.7415186e-17  -2.8899126e-22               0    0.0020677691    7.651734e-07   1.1034102e-21
     0.64114114   6.7415186e-17  -2.8899126e-22               0    0.0020634598   7.6491688e-07   1.1034102e-21
     0.64324324   6.7415186e-17  -2.8899126e-22               0    0.0020591506   7.6466036e-07   1.1034102e-21
     0.64534535   6.7184655e-17   4.1723072e-22               0     0.002054899   7.6441224e-07   1.1055004e-21
     0.64744745   6.7184655e-17   4.1723072e-22               0    0.0020506701    7.641674e-07   1.1055004e-21
     0.64954955   6.7184655e-17   4.1723072e-22               0    0.0020464411   7.6392256e-07   1.1055004e-21
     0.65165165   6.7184655e-17   4.1723072e-22               0    0.0020422122   7.6367772e-07   1.1055004e-21
     0.65375375   6.7184655e-17   4.1723072e-22               0    0.0020379832   7.6343288e-07   1.1055004e-21
     0.65585586   6.7184655e-17   4.1723072e-22               0    0.0020337543   7.6318804e-07   1.1055004e-21
     0.65795796   6.7184655e-17   4.1723072e-22               0    0.0020295253    7.629432e-07   1.1055004e-21
     0.66006006   6.7184655e-17   4.1723072e-22               0    0.0020252964   7.6269836e-07   1.1055004e-21
     0.66216216   6.7184655e-17   4.1723072e-22               0    0.0020210674   7.6245352e-07   1.1055004e-21
     0.66426426   6.6957482e-17   1.0022442e-21               0    0.0020168625   7.6221154e-07   1.1073709e-21
     0.66636637   6.6957482e-17   1.0022442e-21               0    0.0020127195   7.6197692e-07   1.1073709e-21
     0.66846847   6.6957482e-17   1.0022442e-21               0    0.0020085766   7.6174229e-07   1.1073709e-21
     0.67057057   6.6957482e-17   1.0022442e-21               0    0.0020044336   7.6150767e-07   1.1073709e-21
     0.67267267   6.6957482e-17   1.0022442e-21               0    0.0020002906   7.6127304e-07   1.1073709e-21
     0.67477477   6.6957482e-17   1.0022442e-21               0    0.0019961476   7.6103842e-07   1.1073709e-21
     0.67687688   6.6957482e-17   1.0022442e-21               0    0.0019920046   7.6080379e-07   1.1073709e-21
     0.67897898   6.6957482e-17   1.0022442e-21               0    0.0019878616   7.6056917e-07   1.1073709e-21
     0.68108108   6.6957482e-17   1.0022442e-21               0    0.0019837186   7.6033454e-07   1.1073709e-21
     0.68318318   6.6957482e-17   1.0022442e-21               0    0.0019795756   7.6009991e-07   1.1073709e-21
     0.68528529   6.6732885e-17   1.4673082e-21               0    0.0019754745   7.5987032e-07   1.1090912e-21
     0.68738739   6.6732885e-17   1.4673082e-21               0    0.0019714074   7.5964481e-07   1.1090912e-21
     0.68948949   6.6732885e-17   1.4673082e-21               0    0.0019673404   7.5941931e-07   1.1090912e-21
     0.69159159   6.6732885e-17   1.4673082e-21               0    0.0019632733    7.591938e-07   1.1090912e-21
     0.69369369   6.6732885e-17   1.4673082e-21               0    0.0019592062   7.5896829e-07   1.1090912e-21
      0.6957958   6.6732885e-17   1.4673082e-21               0    0.0019551392   7.5874279e-07   1.1090912e-21
      0.6978979   6.6732885e-17   1.4673082e-21               0    0.0019510721   7.5851728e-07   1.1090912e-21
            0.7   6.6732885e-17   1.4673082e-21               0    0.0019470051   7.5829177e-07   1.1090912e-21
      0.7021021   6.6732885e-17   1.4673082e-21               0     0.001942938   7.5806627e-07   1.1090912e-21
      0.7042042   6.6732885e-17   1.4673082e-21               0    0.0019388709   7.5784076e-07   1.1090912e-21
     0.70630631    6.651024e-17   1.8232549e-21               0    0.0019348381   7.5761957e-07   1.1107049e-21
     0.70840841    6.651024e-17   1.8232549e-21               0    0.0019308364    7.574023e-07   1.1107049e-21
     0.71051051    6.651024e-17   1.8232549e-21               0    0.0019268346   7.5718503e-07   1.1107049e-21
     0.71261261    6.651024e-17   1.8232549e-21               0    0.0019228329   7.5696777e-07   1.1107049e-21
     0.71471471    6.651024e-17   1.8232549e-21               0    0.0019188312    7.567505e-07   1.1107049e-21
     0.71681682    6.651024e-17   1.8232549e-21               0    0.0019148294   7.5653323e-07   1.1107049e-21
     0.71891892    6.651024e-17   1.8232549e-21               0    0.0019108277   7.5631596e-07   1.1107049e-21
     0.72102102    6.651024e-17   1.8232549e-21               0     0.001906826   7.5609869e-07   1.1107049e-21
     0.72312312    6.651024e-17   1.8232549e-21               0    0.0019028242   7.5588142e-07   1.1107049e-21
     0.72522523    6.651024e-17   1.8232549e-21               0    0.0018988225   7.5566415e-07   1.1107049e-21
     0.72732733   6.6289046e-17   2.0811438e-21               0    0.0018948345   7.5544832e-07   1.1122488e-21
     0.72942943   6.6289046e-17   2.0811438e-21               0    0.0018909054   7.5523867e-07   1.1122488e-21
     0.73153153   6.6289046e-17   2.0811438e-21               0    0.0018869763   7.5502901e-07   1.1122488e-21
     0.73363363   6.6289046e-17   2.0811438e-21               0    0.0018830472   7.5481936e-07   1.1122488e-21
     0.73573574   6.6289046e-17   2.0811438e-21               0    0.0018791181   7.5460971e-07   1.1122488e-21
     0.73783784   6.6289046e-17   2.0811438e-21               0     0.001875189   7.5440005e-07   1.1122488e-21
     0.73993994   6.6289046e-17   2.0811438e-21               0    0.0018712599    7.541904e-07   1.1122488e-21
     0.74204204   6.6289046e-17   2.0811438e-21               0    0.0018673308   7.5398074e-07   1.1122488e-21
     0.74414414   6.6289046e-17   2.0811438e-21               0    0.0018634017   7.5377109e-07   1.1122488e-21
     0.74624625   6.6289046e-17   2.0811438e-21               0    0.0018594726   7.5356143e-07   1.1122488e-21
     0.74834835   6.6289046e-17   2.0811438e-21               0    0.0018555435   7.5335178e-07   1.1122488e-21
     0.75045045   6.6069101e-17    2.252574e-21               0    0.0018516544   7.5314599e-07   1.1137651e-21
     0.75255255   6.6069101e-17    2.252574e-21               0    0.0018477999   7.5294355e-07   1.1137651e-21
     0.75465465   6.6069101e-17    2.252574e-21               0    0.0018439454   7.5274111e-07   1.1137651e-21
     0.75675676   6.6069101e-17    2.252574e-21               0    0.0018400909   7.5253866e-07   1.1137651e-21
     0.75885886   6.6069101e-17    2.252574e-21               0    0.0018362365   7.5233622e-07   1.1137651e-21
     0.76096096   6.6069101e-17    2.252574e-21               0     0.001832382   7.5213378e-07   1.1137651e-21
     0.76306306   6.6069101e-17    2.252574e-21               0    0.0018285275   7.5193133e-07   1.1137651e-21
     0.76516517   6.6069101e-17    2.252574e-21               0     0.001824673   7.5172889e-07   1.1137651e-21
     0.76726727   6.6069101e-17    2.252574e-21               0    0.0018208185   7.5152645e-07   1.1137651e-21
     0.76936937   6.6069101e-17    2.252574e-21               0     0.001816964   7.5132401e-07   1.1137651e-21
     0.77147147   6.6069101e-17    2.252574e-21               0    0.0018131095   7.5112156e-07   1.1137651e-21
     0.77357357   6.5850296e-17   2.3524744e-21               0    0.0018092933   7.5092292e-07   1.1152782e-21
     0.77567568   6.5850296e-17   2.3524744e-21               0    0.0018055075   7.5072732e-07   1.1152782e-21
     0.77777778   6.5850296e-17   2.3524744e-21               0    0.0018017218   7.5053172e-07   1.1152782e-21
     0.77987988   6.5850296e-17   2.3524744e-21               0    0.0017979361   7.5033611e-07   1.1152782e-21
     0.78198198   6.5850296e-17   2.3524744e-21               0    0.0017941503   7.5014051e-07   1.1152782e-21
     0.78408408   6.5850296e-17   2.3524744e-21               0    0.0017903646   7.4994491e-07   1.1152782e-21
     0.78618619   6.5850296e-17   2.3524744e-21               0    0.0017865789   7.4974931e-07   1.1152782e-21
     0.78828829   6.5850296e-17   2.3524744e-21               0    0.0017827931    7.495537e-07   1.1152782e-21
     0.79039039   6.5850296e-17   2.3524744e-21               0    0.0017790074    7.493581e-07   1.1152782e-21
     0.79249249   6.5850296e-17   2.3524744e-21               0    0.0017752217    7.491625e-07   1.1152782e-21
     0.79459459   6.5850296e-17   2.3524744e-21               0    0.0017714359   7.4896689e-07   1.1152782e-21
      0.7966967   6.5632452e-17   2.3960893e-21               0    0.0017676667   7.4877283e-07   1.1167997e-21
      0.7987988   6.5632452e-17   2.3960893e-21               0    0.0017639501   7.4858366e-07   1.1167997e-21
      0.8009009   6.5632452e-17   2.3960893e-21               0    0.0017602335   7.4839449e-07   1.1167997e-21
       0.803003   6.5632452e-17   2.3960893e-21               0    0.0017565169   7.4820533e-07   1.1167997e-21
     0.80510511   6.5632452e-17   2.3960893e-21               0    0.0017528004   7.4801616e-07   1.1167997e-21
     0.80720721   6.5632452e-17   2.3960893e-21               0    0.0017490838     7.47827e-07   1.1167997e-21
     0.80930931   6.5632452e-17   2.3960893e-21               0    0.0017453672   7.4763783e-07   1.1167997e-21
     0.81141141   6.5632452e-17   2.3960893e-21               0    0.0017416506   7.4744866e-07   1.1167997e-21
     0.81351351   6.5632452e-17   2.3960893e-21               0     0.001737934    7.472595e-07   1.1167997e-21
     0.81561562   6.5632452e-17   2.3960893e-21               0    0.0017342175   7.4707033e-07   1.1167997e-21
     0.81771772   6.5632452e-17   2.3960893e-21               0    0.0017305009   7.4688117e-07   1.1167997e-21
     0.81981982   6.5632452e-17   2.3960893e-21               0    0.0017267843     7.46692e-07   1.1167997e-21
     0.82192192   6.5415341e-17   2.3949935e-21               0    0.0017231054    7.465063e-07   1.1183406e-21
     0.82402402   6.5415341e-17   2.3949935e-21               0    0.0017194547   7.4632318e-07   1.1183406e-21
     0.82612613   6.5415341e-17   2.3949935e-21               0    0.0017158039   7.4614006e-07   1.1183406e-21
     0.82822823   6.5415341e-17   2.3949935e-21               0    0.0017121531   7.4595694e-07   1.1183406e-21
     0.83033033   6.5415341e-17   2.3949935e-21               0    0.0017085023   7.4577382e-07   1.1183406e-21
     0.83243243   6.5415341e-17   2.3949935e-21               0    0.0017048515    7.455907e-07   1.1183406e-21
     0.83453453   6.5415341e-17   2.3949935e-21               0    0.0017012008   7.4540758e-07   1.1183406e-21
     0.83663664   6.5415341e-17   2.3949935e-21               0      0.00169755   7.4522445e-07   1.1183406e-21
     0.83873874   6.5415341e-17   2.3949935e-21               0    0.0016938992   7.4504133e-07   1.1183406e-21
     0.84084084   6.5415341e-17   2.3949935e-21               0    0.0016902484   7.4485821e-07   1.1183406e-21
     0.84294294   6.5415341e-17   2.3949935e-21               0    0.0016865976   7.4467509e-07   1.1183406e-21
     0.84504505   6.5415341e-17   2.3949935e-21               0    0.0016829469   7.4449197e-07   1.1183406e-21
     0.84714715   6.5198758e-17   2.3581861e-21               0    0.0016793283   7.4431198e-07   1.1199154e-21
     0.84924925   6.5198758e-17   2.3581861e-21               0     0.001675736   7.4413455e-07   1.1199154e-21
     0.85135135   6.5198758e-17   2.3581861e-21               0    0.0016721438   7.4395712e-07   1.1199154e-21
     0.85345345   6.5198758e-17   2.3581861e-21               0    0.0016685516   7.4377969e-07   1.1199154e-21
     0.85555556   6.5198758e-17   2.3581861e-21               0    0.0016649593   7.4360225e-07   1.1199154e-21
     0.85765766   6.5198758e-17   2.3581861e-21               0    0.0016613671   7.4342482e-07   1.1199154e-21
     0.85975976   6.5198758e-17   2.3581861e-21               0    0.0016577749   7.4324739e-07   1.1199154e-21
     0.86186186   6.5198758e-17   2.3581861e-21               0    0.0016541827   7.4306996e-07   1.1199154e-21
     0.86396396   6.5198758e-17   2.3581861e-21               0    0.0016505904   7.4289253e-07   1.1199154e-21
     0.86606607   6.5198758e-17   2.3581861e-21               0    0.0016469982    7.427151e-07   1.1199154e-21
     0.86816817   6.5198758e-17   2.3581861e-21               0     0.001643406   7.4253767e-07   1.1199154e-21
     0.87027027   6.5198758e-17   2.3581861e-21               0    0.0016398138   7.4236024e-07   1.1199154e-21
     0.87237237   6.4982509e-17    2.292066e-21               0    0.0016362308   7.4218365e-07   1.1215386e-21
     0.87447447   6.4982509e-17    2.292066e-21               0    0.0016326975   7.4201158e-07   1.1215386e-21
     0.87657658   6.4982509e-17    2.292066e-21               0    0.0016291641   7.4183952e-07   1.1215386e-21
     0.87867868   6.4982509e-17    2.292066e-21               0    0.0016256308   7.4166746e-07   1.1215386e-21
     0.88078078   6.4982509e-17    2.292066e-21               0    0.0016220975    7.414954e-07   1.1215386e-21
     0.88288288   6.4982509e-17    2.292066e-21               0    0.0016185642   7.4132334e-07   1.1215386e-21
     0.88498498   6.4982509e-17    2.292066e-21               0    0.0016150309   7.4115128e-07   1.1215386e-21
     0.88708709   6.4982509e-17    2.292066e-21               0    0.0016114976   7.4097922e-07   1.1215386e-21
     0.88918919   6.4982509e-17    2.292066e-21               0    0.0016079643   7.4080715e-07   1.1215386e-21
     0.89129129   6.4982509e-17    2.292066e-21               0     0.001604431   7.4063509e-07   1.1215386e-21
     0.89339339   6.4982509e-17    2.292066e-21               0    0.0016008977   7.4046303e-07   1.1215386e-21
      0.8954955   6.4982509e-17    2.292066e-21               0    0.0015973644   7.4029097e-07   1.1215386e-21
      0.8975976   6.4982509e-17    2.292066e-21               0    0.0015938311   7.4011891e-07   1.1215386e-21
      0.8996997   6.4766429e-17   2.2010374e-21               0    0.0015903193   7.3994879e-07   1.1232251e-21
      0.9018018   6.4766429e-17   2.2010374e-21               0    0.0015868423   7.3978182e-07   1.1232251e-21
      0.9039039   6.4766429e-17   2.2010374e-21               0    0.0015833653   7.3961484e-07   1.1232251e-21
     0.90600601   6.4766429e-17   2.2010374e-21               0    0.0015798883   7.3944786e-07   1.1232251e-21
     0.90810811   6.4766429e-17   2.2010374e-21               0    0.0015764113   7.3928088e-07   1.1232251e-21
     0.91021021   6.4766429e-17   2.2010374e-21               0    0.0015729343   7.3911391e-07   1.1232251e-21
     0.91231231   6.4766429e-17   2.2010374e-21               0    0.0015694573   7.3894693e-07   1.1232251e-21
     0.91441441   6.4766429e-17   2.2010374e-21               0    0.0015659803   7.3877995e-07   1.1232251e-21
     0.91651652   6.4766429e-17   2.2010374e-21               0    0.0015625032   7.3861298e-07   1.1232251e-21
     0.91861862   6.4766429e-17   2.2010374e-21               0    0.0015590262     7.38446e-07   1.1232251e-21
     0.92072072   6.4766429e-17   2.2010374e-21               0    0.0015555492   7.3827902e-07   1.1232251e-21
     0.92282282   6.4766429e-17   2.2010374e-21               0    0.0015520722   7.3811204e-07   1.1232251e-21
     0.92492492   6.4766429e-17   2.2010374e-21               0    0.0015485952   7.3794507e-07   1.1232251e-21
     0.92702703   6.4550364e-17   2.0898416e-21               0    0.0015451294   7.3777913e-07   1.1249879e-21
     0.92912913   6.4550364e-17   2.0898416e-21               0    0.0015417044   7.3761697e-07   1.1249879e-21
     0.93123123   6.4550364e-17   2.0898416e-21               0    0.0015382793   7.3745481e-07   1.1249879e-21
     0.93333333   6.4550364e-17   2.0898416e-21               0    0.0015348543   7.3729265e-07   1.1249879e-21
     0.93543544   6.4550364e-17   2.0898416e-21               0    0.0015314292   7.3713049e-07   1.1249879e-21
     0.93753754   6.4550364e-17   2.0898416e-21               0    0.0015280042   7.3696832e-07   1.1249879e-21
     0.93963964   6.4550364e-17   2.0898416e-21               0    0.0015245791   7.3680616e-07   1.1249879e-21
     0.94174174   6.4550364e-17   2.0898416e-21               0    0.0015211541     7.36644e-07   1.1249879e-21
     0.94384384   6.4550364e-17   2.0898416e-21               0     0.001517729   7.3648184e-07   1.1249879e-21
     0.94594595   6.4550364e-17   2.0898416e-21               0     0.001514304   7.3631968e-07   1.1249879e-21
     0.94804805   6.4550364e-17   2.0898416e-21               0    0.0015108789   7.3615752e-07   1.1249879e-21
     0.95015015   6.4550364e-17   2.0898416e-21               0    0.0015074538   7.3599535e-07   1.1249879e-21
     0.95225225   6.4550364e-17   2.0898416e-21               0    0.0015040288   7.3583319e-07   1.1249879e-21
     0.95435435   6.4550364e-17   2.0898416e-21               0    0.0015006037   7.3567103e-07   1.1249879e-21
     0.95645646   6.4334156e-17   1.9621348e-21               0    0.0014972127   7.3551182e-07   1.1268401e-21
     0.95855856   6.4334156e-17   1.9621348e-21               0    0.0014938402   7.3535422e-07   1.1268401e-21
     0.96066066   6.4334156e-17   1.9621348e-21               0    0.0014904677   7.3519662e-07   1.1268401e-21
     0.96276276   6.4334156e-17   1.9621348e-21               0    0.0014870953   7.3503902e-07   1.1268401e-21
     0.96486486   6.4334156e-17   1.9621348e-21               0    0.0014837228   7.3488143e-07   1.1268401e-21
     0.96696697   6.4334156e-17   1.9621348e-21               0    0.0014803503   7.3472383e-07   1.1268401e-21
     0.96906907   6.4334156e-17   1.9621348e-21               0    0.0014769779   7.3456623e-07   1.1268401e-21
     0.97117117   6.4334156e-17   1.9621348e-21               0    0.0014736054   7.3440863e-07   1.1268401e-21
     0.97327327   6.4334156e-17   1.9621348e-21               0     0.001470233   7.3425103e-07   1.1268401e-21
     0.97537538   6.4334156e-17   1.9621348e-21               0    0.0014668605   7.3409344e-07   1.1268401e-21
     0.97747748   6.4334156e-17   1.9621348e-21               0     0.001463488   7.3393584e-07   1.1268401e-21
     0.97957958   6.4334156e-17   1.9621348e-21               0    0.0014601156   7.3377824e-07   1.1268401e-21
     0.98168168   6.4334156e-17   1.9621348e-21               0    0.0014567431   7.3362064e-07   1.1268401e-21
     0.98378378   6.4334156e-17   1.9621348e-21               0    0.0014533706   7.3346304e-07   1.1268401e-21
     0.98588589   6.4117653e-17   1.8208407e-21               0    0.0014500298    7.333083e-07   1.1287939e-21
     0.98798799   6.4117653e-17   1.8208407e-21               0    0.0014467055   7.3315503e-07   1.1287939e-21
     0.99009009   6.4117653e-17   1.8208407e-21               0    0.0014433811   7.3300176e-07   1.1287939e-21
     0.99219219   6.4117653e-17   1.8208407e-21               0    0.0014400567   7.3284849e-07   1.1287939e-21
     0.99429429   6.4117653e-17   1.8208407e-21               0    0.0014367323   7.3269522e-07   1.1287939e-21
      0.9963964   6.4117653e-17   1.8208407e-21               0     0.001433408   7.3254196e-07   1.1287939e-21
      0.9984985   6.4117653e-17   1.8208407e-21               0    0.0014300836   7.3238869e-07   1.1287939e-21
      1.0006006   6.4117653e-17   1.8208407e-21               0    0.0014267592   7.3223542e-07   1.1287939e-21
      1.0027027   6.4117653e-17   1.8208407e-21               0    0.0014234348   7.3208215e-07   1.1287939e-21
      1.0048048   6.4117653e-17   1.8208407e-21               0    0.0014201105   7.3192888e-07   1.1287939e-21
      1.0069069   6.4117653e-17   1.8208407e-21               0    0.0014167861   7.3177561e-07   1.1287939e-21
       1.009009   6.4117653e-17   1.8208407e-21               0    0.0014134617   7.3162235e-07   1.1287939e-21
      1.0111111   6.4117653e-17   1.8208407e-21               0    0.0014101373   7.3146908e-07   1.1287939e-21
      1.0132132   6.4117653e-17   1.8208407e-21               0     0.001406813   7.3131581e-07   1.1287939e-21
      1.0153153    6.390071e-17   1.6794216e-21               0    0.0014034994   7.3116353e-07   1.1308617e-21
      1.0174174    6.390071e-17   1.6794216e-21               0    0.0014002199   7.3101437e-07   1.1308617e-21
      1.0195195    6.390071e-17   1.6794216e-21               0    0.0013969404   7.3086521e-07   1.1308617e-21
      1.0216216    6.390071e-17   1.6794216e-21               0    0.0013936608   7.3071604e-07   1.1308617e-21
      1.0237237    6.390071e-17   1.6794216e-21               0    0.0013903813   7.3056688e-07   1.1308617e-21
      1.0258258    6.390071e-17   1.6794216e-21               0    0.0013871018   7.3041772e-07   1.1308617e-21
      1.0279279    6.390071e-17   1.6794216e-21               0    0.0013838222   7.3026855e-07   1.1308617e-21
        1.03003    6.390071e-17   1.6794216e-21               0    0.0013805427   7.3011939e-07   1.1308617e-21
      1.0321321    6.390071e-17   1.6794216e-21               0    0.0013772632   7.2997023e-07   1.1308617e-21
      1.0342342    6.390071e-17   1.6794216e-21               0    0.0013739837   7.2982106e-07   1.1308617e-21
      1.0363363    6.390071e-17   1.6794216e-21               0    0.0013707041    7.296719e-07   1.1308617e-21
      1.0384384    6.390071e-17   1.6794216e-21               0    0.0013674246   7.2952274e-07   1.1308617e-21
      1.0405405    6.390071e-17   1.6794216e-21               0    0.0013641451   7.2937358e-07   1.1308617e-21
      1.0426426    6.390071e-17   1.6794216e-21               0    0.0013608656   7.2922441e-07   1.1308617e-21
      1.0447447    6.390071e-17   1.6794216e-21               0     0.001357586   7.2907525e-07   1.1308617e-21
      1.0468468   6.3683168e-17   1.5494742e-21               0    0.0013543238   7.2892757e-07   1.1330551e-21
      1.0489489   6.3683168e-17   1.5494742e-21               0    0.0013510896   7.2878231e-07   1.1330551e-21
      1.0510511   6.3683168e-17   1.5494742e-21               0    0.0013478555   7.2863704e-07   1.1330551e-21
      1.0531532   6.3683168e-17   1.5494742e-21               0    0.0013446213   7.2849178e-07   1.1330551e-21
      1.0552553   6.3683168e-17   1.5494742e-21               0    0.0013413872   7.2834652e-07   1.1330551e-21
      1.0573574   6.3683168e-17   1.5494742e-21               0     0.001338153   7.2820125e-07   1.1330551e-21
      1.0594595   6.3683168e-17   1.5494742e-21               0    0.0013349188   7.2805599e-07   1.1330551e-21
      1.0615616   6.3683168e-17   1.5494742e-21               0    0.0013316847   7.2791073e-07   1.1330551e-21
      1.0636637   6.3683168e-17   1.5494742e-21               0    0.0013284505   7.2776546e-07   1.1330551e-21
      1.0657658   6.3683168e-17   1.5494742e-21               0    0.0013252164    7.276202e-07   1.1330551e-21
      1.0678679   6.3683168e-17   1.5494742e-21               0    0.0013219822   7.2747494e-07   1.1330551e-21
        1.06997   6.3683168e-17   1.5494742e-21               0    0.0013187481   7.2732967e-07   1.1330551e-21
      1.0720721   6.3683168e-17   1.5494742e-21               0    0.0013155139   7.2718441e-07   1.1330551e-21
      1.0741742   6.3683168e-17   1.5494742e-21               0    0.0013122797   7.2703915e-07   1.1330551e-21
      1.0762763   6.3683168e-17   1.5494742e-21               0    0.0013090456   7.2689388e-07   1.1330551e-21
      1.0783784   6.3464898e-17   1.4245835e-21               0    0.0013058139   7.2674886e-07   1.1353849e-21
      1.0804805   6.3464898e-17   1.4245835e-21               0    0.0013026187   7.2660731e-07   1.1353849e-21
      1.0825826   6.3464898e-17   1.4245835e-21               0    0.0012994235   7.2646575e-07   1.1353849e-21
      1.0846847   6.3464898e-17   1.4245835e-21               0    0.0012962283    7.263242e-07   1.1353849e-21
      1.0867868   6.3464898e-17   1.4245835e-21               0    0.0012930331   7.2618265e-07   1.1353849e-21
      1.0888889   6.3464898e-17   1.4245835e-21               0    0.0012898379    7.260411e-07   1.1353849e-21
       1.090991   6.3464898e-17   1.4245835e-21               0    0.0012866427   7.2589955e-07   1.1353849e-21
      1.0930931   6.3464898e-17   1.4245835e-21               0    0.0012834475     7.25758e-07   1.1353849e-21
      1.0951952   6.3464898e-17   1.4245835e-21               0    0.0012802523   7.2561644e-07   1.1353849e-21
      1.0972973   6.3464898e-17   1.4245835e-21               0    0.0012770571   7.2547489e-07   1.1353849e-21
      1.0993994   6.3464898e-17   1.4245835e-21               0     0.001273862   7.2533334e-07   1.1353849e-21
      1.1015015   6.3464898e-17   1.4245835e-21               0    0.0012706668   7.2519179e-07   1.1353849e-21
      1.1036036   6.3464898e-17   1.4245835e-21               0    0.0012674716   7.2505024e-07   1.1353849e-21
      1.1057057   6.3464898e-17   1.4245835e-21               0    0.0012642764   7.2490868e-07   1.1353849e-21
      1.1078078   6.3464898e-17   1.4245835e-21               0    0.0012610812   7.2476713e-07   1.1353849e-21
      1.1099099   6.3464898e-17   1.4245835e-21               0     0.001257886   7.2462558e-07   1.1353849e-21
       1.112012   6.3245761e-17   1.3001937e-21               0     0.001254702   7.2448501e-07   1.1378606e-21
      1.1141141   6.3245761e-17   1.3001937e-21               0    0.0012515472   7.2434699e-07   1.1378606e-21
      1.1162162   6.3245761e-17   1.3001937e-21               0    0.0012483924   7.2420898e-07   1.1378606e-21
      1.1183183   6.3245761e-17   1.3001937e-21               0    0.0012452377   7.2407097e-07   1.1378606e-21
      1.1204204   6.3245761e-17   1.3001937e-21               0    0.0012420829   7.2393295e-07   1.1378606e-21
      1.1225225   6.3245761e-17   1.3001937e-21               0    0.0012389281   7.2379494e-07   1.1378606e-21
      1.1246246   6.3245761e-17   1.3001937e-21               0    0.0012357734   7.2365692e-07   1.1378606e-21
      1.1267267   6.3245761e-17   1.3001937e-21               0    0.0012326186   7.2351891e-07   1.1378606e-21
      1.1288288   6.3245761e-17   1.3001937e-21               0    0.0012294639    7.233809e-07   1.1378606e-21
      1.1309309   6.3245761e-17   1.3001937e-21               0    0.0012263091   7.2324288e-07   1.1378606e-21
       1.133033   6.3245761e-17   1.3001937e-21               0    0.0012231543   7.2310487e-07   1.1378606e-21
