#             y      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05      -1.7826153   -0.0010748544   2.0112297e-19       5181.6361       1.6467556  -2.3096365e-18  -2.9848416e-15   8.2182455e-18    -1.80821e-35      0.16299057   3.2706102e-05  -3.3631147e-23     0.099870717   0.00016896396    6.092172e-24         3237320
  5.3394177e-05       -3.045549   -0.0028590697   1.2500675e-19       5180.3092       2.9964747  -2.7647654e-19   3.5992847e-14    2.068868e-17    9.374266e-36       0.2784081   8.5954343e-05  -9.7808067e-23     0.099779175   9.8645459e-06   2.4739231e-23       222229.06
  7.7022295e-05      -4.3854715   -0.0058158191  -8.8990427e-20       5178.3444       4.3591407   3.2276527e-18   1.2574854e-14   4.2070505e-18  -7.3378846e-36      0.40089548    0.0001739626  -3.1492151e-23     0.099682034   2.5648595e-06   2.0023064e-22       53824.108
  0.00010210537      -5.8061692    -0.010161208  -7.7093687e-20       5175.3117        5.788158   2.3475944e-18  -1.8797161e-14  -2.1832934e-17  -7.2812842e-36      0.53086431   0.00030254492    6.163438e-23     0.099578968   2.2935002e-06   3.8236223e-21       21808.094
  0.00012873299      -7.3109768      -0.0161121     1.42848e-19       5170.6814       7.2899557   5.1362026e-19  -2.2639368e-14  -3.1912126e-17  -1.1172068e-36      0.66873625   0.00047803911   8.1351955e-23     0.099469648    4.147964e-06   7.7747935e-20       11269.356
  0.00015700027      -8.9024981    -0.023925642   1.2398179e-19       5163.7729        8.878801  -1.9154735e-20   -2.203708e-14  -3.9154638e-17  -7.6113448e-36      0.81493733   0.00070813226   8.9986183e-23     0.099353738   8.6554208e-06   1.2151042e-18       6671.9974
  0.00018700818      -10.582182    -0.033884915  -1.6602731e-19       5153.7159       10.557307  -2.3979128e-18  -1.7981606e-14  -3.4364951e-17  -3.7336076e-36      0.96988946    0.0010015813   7.7170423e-23     0.099230912   1.7512287e-05   1.4336864e-17       4304.4817
  0.00021886389      -12.349743    -0.046290892  -1.6360964e-19       5139.4101       12.324367  -5.0518083e-18    1.211606e-14   3.8123964e-17  -1.9177816e-35       1.1339985     0.001368168  -7.5825549e-23     0.099100856   3.3372196e-05   1.3308382e-16       2945.8497
  0.00025268119      -14.202397    -0.061461016   6.9882122e-20       5119.4794       14.176769  -1.8444191e-18   4.4487495e-14   1.2593852e-16  -7.6598612e-36       1.3076381    0.0018187484  -2.5771308e-22     0.098963289   6.0085823e-05   1.0141914e-15       2104.7283
  0.00028858087      -16.133856    -0.079727916   1.0247013e-19       5092.2222       16.108048   4.0716216e-18   2.9499131e-14   8.4601435e-17   1.1835951e-35       1.4911274    0.0023652508  -1.7268856e-22     0.098817983   0.00010308046   6.5677169e-15       1554.0419
