#             y             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05     0.080699865   3.4199813e-06  -1.8375406e-23       0.1002164   0.00016886746   2.8109793e-24       3237316.7
  5.3394177e-05      0.13786698   9.0039838e-06   1.7971916e-23      0.10036906   9.6061868e-06    8.331016e-24       222226.01
  7.7022295e-05       0.1985388   1.8242633e-05   8.5423986e-25      0.10053123   1.9792862e-06   2.3228461e-23       53821.566
  0.00010210537      0.26292816   3.1749543e-05  -6.0901309e-23      0.10070353   9.0224354e-07   1.0400886e-22       21805.015
  0.00012873299      0.33126002    5.019671e-05   4.0698591e-23      0.10088667   8.2864949e-07   8.8609597e-22       11265.542
  0.00015700027       0.4037718   7.4403721e-05   7.0397537e-23      0.10108145   1.2203916e-06   9.6333941e-21       6667.2918
  0.00018700818      0.48071367   0.00010531368  -8.2809719e-23      0.10128877   2.1432879e-06   9.8442072e-20       4298.8148
  0.00021886389       0.5623487   0.00014399697  -6.1093473e-23      0.10150969   3.8580632e-06   8.6353053e-19        2939.195
  0.00025268119      0.64895274   0.00019166805   4.8230831e-23      0.10174544   6.7811856e-06   6.4589071e-18       2097.0548
  0.00028858087      0.74081411   0.00024970443   4.1814265e-23      0.10199749   1.1512937e-05   4.1855961e-17       1545.3096
  0.00032669115      0.83823278   0.00031966587  -8.6271734e-23      0.10226763   1.8891858e-05   2.3965012e-16       1167.9042
  0.00036714817      0.94151918   0.00040331399  -1.3650483e-22      0.10255807   3.0070417e-05   1.2342615e-15       900.80876
  0.00041009642       1.0509922   0.00050263313   2.5045234e-23      0.10287155   4.6614315e-05   5.8053986e-15       706.50436
  0.00045568931       1.1669763   0.00061985078   1.2045461e-22      0.10321154   7.0631088e-05   2.5250953e-14       561.91195
  0.00050408968       1.2897978   0.00075745766    1.963968e-23      0.10358244   0.00010493581   1.0260703e-13       452.25479
  0.00055547043       1.4197788    0.0009182248  -3.9699733e-23      0.10398992   0.00015326397   3.9277506e-13       367.74893
  0.00061001506       1.5572305    0.0011052164   1.0250999e-22      0.10444128   0.00022054423   1.4260057e-12       301.72883
   0.0006679184       1.7024431    0.0013217951   1.3969712e-22      0.10494603    0.0003132474   4.9374015e-12       249.54069
  0.00072938728        1.855673     0.001571615    2.847246e-23      0.10551658   0.00043983209   1.6375726e-11       207.86533
  0.00079464125       2.0171268    0.0018585983  -9.8673546e-24       0.1061692   0.00061131346    5.221021e-11       174.29088
  0.00086391338       2.1869406    0.0021868856   8.3649622e-24      0.10692527   0.00084198869   1.6045028e-10       147.03566
   0.0009374511       2.3651537    0.0025607537  -1.7044614e-23      0.10781294    0.0011503629   4.7619637e-10       124.76413
   0.0010155171        2.551676    0.0029844835  -1.4560103e-22      0.10886915     0.001560333    1.365995e-09       106.46191
