#             y             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05      0.11320178   1.0500771e-05   6.3774335e-25      0.09994965    0.0001688979   4.0338655e-24       3237317.5
  5.3394177e-05      0.19334875   2.7622137e-05   9.9656774e-24     0.099913996   9.6849112e-06   1.3162653e-23       222226.74
  7.7022295e-05      0.27841031    5.593849e-05   5.7460877e-23     0.099876173   2.1348218e-06   5.0258635e-23        53822.18
  0.00010210537      0.36868219   9.7328581e-05   1.5050925e-22     0.099836079   1.2240165e-06   4.2673097e-22        21805.76
  0.00012873299      0.46447472    0.0001538473   8.4566853e-23     0.099793623   1.5528902e-06    6.018959e-21       11266.465
  0.00015700027      0.56611229   0.00022799665  -7.3816558e-23     0.099748741    2.807132e-06   8.2340994e-20       6668.4303
  0.00018700818      0.67393217   0.00032264823  -9.7810973e-23     0.099701402   5.3895013e-06   9.2491512e-19       4300.1855
  0.00021886389      0.78828268   0.00044104895  -4.6417922e-23     0.099651636   1.0064654e-05   8.4418764e-18       2940.8042
  0.00025268119      0.90952021   0.00058686285   1.3211846e-23     0.099599552    1.797211e-05   6.4188868e-17       2098.9101
  0.00028858087        1.038005   0.00076421661   4.0467194e-23     0.099545378   3.0730418e-05   4.1827857e-16       1547.4211
  0.00032669115       1.1740954    0.0009777375  -2.6433014e-23     0.099489507   5.0590138e-05   2.3939797e-15       1170.2847
  0.00036714817        1.318139    0.0012325853  -1.5497567e-23      0.09943256   8.0635059e-05   1.2276185e-14       903.47268
  0.00041009642       1.4704625    0.0015344727   8.7680664e-23      0.09937548   0.00012504112   5.7299747e-14       709.46756
  0.00045568931       1.6313561    0.0018896677  -3.2942215e-23     0.099319642   0.00018940645   2.4648896e-13       565.19118
  0.00050408968       1.8010549    0.0023049681  -1.9878183e-22     0.099267024   0.00028116882   9.8684201e-13       455.86698
  0.00055547043       1.9797138    0.0027876341   9.5266098e-25     0.099220421   0.00041012928   3.7052765e-12       371.71029
  0.00061001506       2.1673767    0.0033452634   1.8416307e-22     0.099183752   0.00058910299   1.3124239e-11       306.05354
   0.0006679184       2.3639381    0.0039855835  -4.4935518e-23     0.099162463   0.00083471942   4.4049245e-11       254.23905
  0.00072938728        2.569096    0.0047161374  -2.2363188e-22     0.099164067    0.0011683933   1.4054688e-10       212.94135
  0.00079464125       2.7822973     0.005543831   -1.411825e-22     0.099198818     0.001617484     4.27257e-10       179.73896
  0.00086391338       3.0026743    0.0064743089   1.6599653e-24     0.099280413    0.0022166513    1.239112e-09       152.83646
   0.0009374511       3.2289751    0.0075111284   2.2927039e-22     0.099426353    0.0030093988   3.4298009e-09       130.87946
   0.0010155171        3.459488    0.0086547064   1.9647509e-22     0.099656964    0.0040497686   9.0588242e-09       112.82903
   0.0010983902       3.6919625    0.0099010363  -2.0322481e-22     0.099990806    0.0054041091   2.2825303e-08       97.875112
   0.0011863663       3.9235295     0.011240207  -2.7704947e-22      0.10043234    0.0071527877   5.4880518e-08       85.376589
   0.0012797599       4.1506236     0.012654902   -1.162763e-22      0.10094597    0.0093915795   1.2599665e-07        74.82073
   0.0013789043       4.3689174     0.014119142  -2.3201807e-22      0.10141184     0.012221834   2.7723645e-07       65.815758
   0.0014841538       4.5733404     0.015596951  -1.4954111e-22      0.10157189     0.015631494   5.8079575e-07       58.198363
   0.0015958843       4.7586521     0.017043983   3.1691799e-22      0.10104362     0.019263643   1.0891145e-06       52.066169
   0.0017144948       4.9208116     0.018415157   3.0411765e-22     0.099564362     0.022523057   1.7571794e-06       47.408352
    0.001840409       5.0578924     0.019671133  -8.0810578e-23     0.097350132     0.025037987   2.5310777e-06       43.813405
   0.0019740768        5.169625     0.020777509   9.5817361e-23     0.095034106     0.026803324   3.5144323e-06       40.755832
   0.0021159754       5.2567726     0.021705257   3.5643766e-22     0.093184595     0.027984818   4.9918148e-06       37.936141
   0.0022666117       5.3212548     0.022439014   1.5277562e-22     0.092025152     0.028768629   7.3876535e-06        35.26641
   0.0024265239       5.3663607     0.022985089  -1.5153262e-22     0.091502042     0.029309786   1.1233506e-05       32.747806
    0.002596283       5.3963766     0.023370494  -1.9432117e-22     0.091433915     0.029722153   1.7040859e-05       30.407098
   0.0027764954       5.4157193     0.023633273   7.9271295e-23     0.091628222     0.030077864   2.5037315e-05       28.269266
   0.0029678048       5.4281015     0.023810437   1.3855836e-22     0.091943791     0.030414044   3.4961648e-05       26.347764
   0.0031708945       5.4361607     0.023930527  -6.9917503e-23     0.092292344     0.030743696   4.6171478e-05       24.643847
     0.00338649       5.4415594     0.024012521  -8.8926653e-24     0.092624724     0.031066513   5.7966983e-05       23.149853
   0.0036153613       5.4452829     0.024068169   1.6231994e-22     0.092920472     0.031376727   6.9806739e-05       21.853045
   0.0038583258         5.44791     0.024104695   6.1649641e-23      0.09317321     0.031667522   8.1316658e-05       20.738438
   0.0041162514       5.4497903     0.024126662  -7.9121471e-23     0.093381995     0.031933028   9.2221721e-05       19.790442
   0.0043900594       5.4511437     0.024137056  -6.2428173e-23     0.093547613     0.032169019   0.00010230149        18.99365
   0.0046807278       5.4521147     0.024137923  -5.7545205e-23      0.09367238     0.032373037   0.00011137872       18.333083
   0.0049892948        5.452802     0.024130704   1.2750174e-23     0.093761031     0.032544293   0.00011932302        17.79416
   0.0053168625       5.4532752     0.024116442   9.9930856e-23     0.093820694     0.032683504   0.00012605603       17.362555
   0.0056646009       5.4535849     0.024095921    8.392195e-24     0.093859474     0.032792691   0.00013154244       17.024071
   0.0060337521       5.4537691     0.024069737   -5.073978e-23     0.093884597     0.032874953   0.00013570731       16.764649
   0.0064256347       5.4538568     0.024038388  -6.9744846e-23     0.093901306     0.032934168   0.00013845428       16.570546
   0.0068416484       5.4538701     0.024002228  -9.6832209e-23     0.093912835     0.032974642   0.00013999761       16.428692
