#             y             U_x             U_y             U_z              kl              kt             nut           omega
   0.0010983902       2.3170481     0.001771736   2.1401958e-22      0.12509777    0.0014989158   1.8186356e-09       89.481931
   0.0011863663       2.4942734     0.002053794  -5.6379569e-24      0.12803036    0.0020161846   5.0547809e-09       76.819059
   0.0012797599       2.6797838    0.0023713604  -2.3936067e-22      0.13146696    0.0027003748   1.3601868e-08       66.266418
   0.0013789043       2.8732835    0.0027269776  -1.5644709e-22      0.13552998    0.0036040952   3.5292724e-08       57.451934
   0.0014841538        3.074122    0.0031226672   1.2663239e-22      0.14034975    0.0047973011   8.8067501e-08       50.080771
   0.0015958843       3.2810269    0.0035596552   2.6724337e-22      0.14601976    0.0063738751   2.1132072e-07       43.918532
   0.0017144948        3.491613    0.0040383053  -1.5287022e-22      0.15248313    0.0084598828   4.8836745e-07       38.780759
    0.001840409       3.7016918     0.004557567  -6.1046078e-22       0.1592997     0.011175658   1.0714914e-06       34.562881
   0.0019740768       3.9054873    0.0051136833  -2.3757695e-22      0.16531827     0.014411587   2.0675578e-06       31.307224
   0.0021159754       4.0982403    0.0057017702   1.8223082e-22      0.16870159     0.017692111   3.2696618e-06       29.071046
   0.0022666117       4.2788693    0.0063194618   2.4125848e-22      0.16779556     0.020555485   4.2649453e-06       27.670722
   0.0024265239        4.448887    0.0069648755   2.3124428e-22      0.16212748     0.022876712   4.8785831e-06       26.743879
    0.002596283       4.6093901    0.0076314142   1.0511533e-22       0.1524816     0.024695527    5.216385e-06       25.992413
   0.0027764954       4.7598259     0.008307077   6.9475577e-23      0.14035645     0.026046919   5.4404117e-06        25.25843
   0.0029678048       4.8983569    0.0089757317  -1.0899607e-22       0.1274654     0.026954057    5.702087e-06        24.47302
   0.0031708945       5.0224965    0.0096174991  -2.1316469e-22      0.11536488       0.0274393   6.1630561e-06       23.607824
     0.00338649       5.1297782     0.010210276   5.0370271e-23      0.10517706     0.027541874   7.0168051e-06       22.659116
   0.0036153613       5.2185049     0.010733372   2.1864623e-22     0.097443302     0.027327288   8.4986329e-06       21.641661
   0.0038583258       5.2884096     0.011172287  -3.9701646e-23     0.092156252     0.026883942   1.0879428e-05       20.583496
   0.0041162514       5.3409085     0.011522383  -3.1225081e-23     0.088936359     0.026310794   1.4436113e-05       19.519214
   0.0043900594       5.3787588     0.011789264   1.7888944e-22      0.08724883     0.025700847   1.9385303e-05       18.482802
   0.0046807278       5.4053011      0.01198563  -8.6209854e-23       0.0865768     0.025126936   2.5782895e-05       17.502129
   0.0049892948          5.4237     0.012126621  -1.1745814e-22     0.086499715     0.024635805   3.3457322e-05        16.59633
   0.0053168625       5.4364956     0.012226111   1.0829966e-22     0.086711714     0.024249741   4.2050027e-05       15.775882
   0.0056646009       5.4455083     0.012295017   1.1130337e-22     0.087027334     0.023972416     5.11427e-05       15.044283
   0.0060337521       5.4519579     0.012341214   1.9227099e-23     0.087349396     0.023795561   6.0375813e-05       14.400175
   0.0064256347       5.4566388     0.012370161  -1.0583586e-22     0.087632428     0.023704509    6.948412e-05       13.839221
   0.0068416484       5.4600694      0.01238563  -1.2833911e-23     0.087863484      0.02368209   7.8270996e-05       13.355502
    0.007283279       5.4625948     0.012390241   5.1861612e-23     0.088045037     0.023711066   8.6579013e-05       12.942436
   0.0077521041       5.4644509      0.01238584  -2.6346815e-23     0.088184954      0.02377552   9.4276526e-05       12.593337
   0.0082497982       5.4658033      0.01237379   -9.929282e-23     0.088291653     0.023861567   0.00010125598       12.301699
    0.008778139       5.4667713     0.012355081  -3.0058719e-24     0.088372339     0.023957658   0.00010743636       12.061312
   0.0093390136       5.4674431      0.01233044   1.7276629e-22     0.088432739     0.024054658   0.00011276587       11.866263
   0.0099344254       5.4678849     0.012300431   7.6836099e-23     0.088477356     0.024145785   0.00011721953       11.710888
    0.010566501       5.4681479     0.012265463   3.3579846e-23     0.088509798     0.024226479   0.00012076961        11.58972
    0.011237498       5.4682717     0.012225909  -1.2288445e-22     0.088532995     0.024294203   0.00012330581       11.497463
    0.011949813       5.4682874     0.012182012  -2.9179287e-22     0.088549326     0.024348166   0.00012479848       11.429021
    0.012705991       5.4682184     0.012133866  -4.6542994e-23     0.088560684     0.024388983   0.00012556365       11.379583
    0.013508733       5.4680825     0.012081635   1.2569306e-22     0.088568532     0.024418266   0.00012599834       11.344754
    0.014360904       5.4678934     0.012025384   8.8766743e-23     0.088573958     0.024438177   0.00012627892       11.320694
    0.015265551       5.4676605     0.011965071   2.3820512e-23     0.088577736     0.024451016   0.00012645815       11.304233
    0.016225903       5.4673894     0.011900631  -4.5545575e-23     0.088580395      0.02445889   0.00012656499       11.292916
    0.017245391       5.4670825      0.01183191    9.300654e-24     0.088582283     0.024463502   0.00012662071       11.284962
    0.018327656       5.4667399     0.011758698    7.706189e-24     0.088583621     0.024466092   0.00012664133       11.279169
    0.019476565       5.4663602     0.011680734  -1.2449686e-22     0.088584551     0.024467471   0.00012663849       11.274767
     0.02069622       5.4659411     0.011597721  -4.8421621e-23      0.08858516     0.024468126   0.00012662046       11.271284
    0.021990978       5.4654802     0.011509328   1.3533288e-22     0.088585509     0.024468326   0.00012659307       11.268433
    0.023365464       5.4649746     0.011415196   7.4385785e-23     0.088585638     0.024468213    0.0001265606       11.266034
    0.024824587       5.4644218     0.011314943  -1.4093248e-22     0.088585577     0.024467861   0.00012652633       11.263969
    0.026373559       5.4638194     0.011208157  -1.3029746e-22     0.088585348     0.024467312   0.00012649291       11.262153
    0.028017912       5.4631654     0.011094404   9.3404636e-25     0.088584969      0.02446659   0.00012646256       11.260523
     0.02976352       5.4624582     0.010973214   4.0299545e-23     0.088584454     0.024465711   0.00012643717       11.259032
    0.031616619       5.4616967     0.010844092   3.3231717e-23     0.088583812     0.024464687   0.00012641838       11.257641
    0.033583826       5.4608803     0.010706504  -5.3956928e-23     0.088583056     0.024463526   0.00012640755       11.256323
    0.035672168       5.4600091     0.010559887   -9.205908e-23     0.088582192     0.024462237   0.00012640582       11.255053
    0.037889105       5.4590841      0.01040363   -3.940479e-23      0.08858123     0.024460828   0.00012641412       11.253814
    0.040242556       5.4581069     0.010237094   6.2404652e-23     0.088580177     0.024459306     0.000126433       11.252594
    0.042740925       5.4570801     0.010059577   7.8814759e-23     0.088579041      0.02445768   0.00012646268       11.251383
    0.045393137       5.4560068    0.0098703535    1.661619e-25      0.08857783      0.02445596   0.00012650313       11.250175
    0.048208665       5.4548912    0.0096686147  -7.1716236e-23     0.088576554     0.024454156   0.00012655408       11.248965
    0.051197566       5.4537381    0.0094535396   2.8972556e-24     0.088575222     0.024452281   0.00012661499       11.247753
    0.054370516       5.4525531    0.0092241896   9.8392439e-24     0.088573842     0.024450347   0.00012668507       11.246538
    0.057738847       5.4513424     0.008979636   -3.663386e-23     0.088572426     0.024448368   0.00012676329       11.245324
    0.061314592       5.4501126    0.0087187889   5.2751793e-23     0.088570983     0.024446358   0.00012684848       11.244113
     0.06511052       5.4488708    0.0084405971   3.6672513e-23     0.088569525     0.024444333   0.00012693935        11.24291
    0.069140193       5.4476246    0.0081438017  -1.4778072e-24     0.088568061     0.024442307    0.0001270345        11.24172
    0.073418001       5.4463817    0.0078272079   3.8995433e-23     0.088566603     0.024440295   0.00012713254       11.240548
    0.077959226       5.4451499    0.0074893789   6.1975397e-23     0.088565161     0.024438312   0.00012723205         11.2394
    0.082780087       5.4439373    0.0071289436   2.9080568e-23     0.088563746     0.024436373    0.0001273317       11.238283
    0.087897803       5.4427521    0.0067443017  -4.4643175e-23     0.088562368     0.024434491   0.00012743022       11.237203
    0.093330656       5.4416024    0.0063338526  -5.8289746e-23     0.088561038      0.02443268   0.00012752642       11.236166
