#             y      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05    -0.036691998  -1.0016049e-06   2.2379613e-21       4336.2976     0.033821333  -4.8503883e-19   2.4777944e-13   6.2560945e-19  -7.5142258e-35      0.13636734   6.7042938e-07   -5.003873e-24     0.097965177   0.00017070605   1.5604259e-23       3237316.4
  5.3394177e-05    -0.062723688  -2.6613925e-06   5.5359252e-22       4335.5375     0.061651215  -5.2873694e-19   2.7980883e-13   3.7600666e-18  -8.2178347e-35      0.23295582   1.7652022e-06  -1.7988835e-23     0.096533222   1.9079015e-05    3.042043e-21       222225.72
  7.7022295e-05     -0.09034559   -5.386365e-06   6.0539294e-22       4334.7484     0.089755592   4.9584534e-20   3.9590825e-13   9.0744907e-18   2.4859276e-35      0.33547396   3.5764282e-06  -2.9912138e-23     0.095018845    4.305802e-05   4.4368079e-19       53821.328
  0.00010210537     -0.11965342  -9.3636935e-06  -1.0653566e-21       4333.8944      0.11924921    1.143055e-18   1.8154603e-13   4.0718737e-18  -8.9782799e-36      0.44428426   6.2243009e-06  -1.3390399e-23     0.093417702     0.000140503   2.4790371e-17       21804.732
  0.00012873299     -0.15074816   -1.478593e-05  -1.8417184e-21       4332.9635      0.15029006   9.9252272e-19   -3.322736e-13  -1.3587641e-17  -9.0411815e-35      0.55977102   9.8403215e-06   3.3245818e-23     0.091725252   0.00038647684    6.969938e-16       11265.206
  0.00015700027     -0.18373612  -2.1887603e-05   9.8727097e-22       4331.9408      0.18322172   -1.890493e-19   -3.748551e-13  -1.5354366e-17    4.214686e-35      0.68234151   1.4584971e-05   3.7661883e-23     0.089936748   0.00091336951   1.2163886e-14       6666.9079
  0.00018700818     -0.21872901  -3.0937861e-05   1.1552436e-21        4330.808      0.21818351  -3.3247177e-19  -1.6807528e-13  -7.9471592e-18  -2.4222703e-35      0.81242721   2.0643112e-05   1.8655259e-23     0.088047222    0.0019263801   1.5026673e-13       4298.4146
  0.00021886389     -0.25584389  -4.2240812e-05  -1.2719228e-21       4329.5416      0.25527773  -2.6079753e-19  -1.4580224e-13  -7.7429239e-18   6.9048331e-35      0.95048502   2.8224991e-05   1.7585888e-23     0.086051464     0.003730155   1.4302043e-12       2938.8422
  0.00025268119     -0.29520286  -5.6137749e-05  -1.5472279e-21       4328.1094      0.29457746  -2.6788417e-19  -1.0809136e-14  -2.2989667e-20     2.48003e-35       1.0969985   3.7569363e-05   3.4580488e-25     0.083943993    0.0067643248   1.1106286e-11       2096.8549
  0.00028858087     -0.33693225  -7.3007429e-05  -1.2266726e-21        4326.442      0.33608956   3.2916365e-20  -3.9215722e-15  -9.5031404e-19  -9.0867269e-35       1.2524787     4.89445e-05   1.6822085e-24     0.081719015      0.01165027   7.3268015e-11       1545.4296
