#             y      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05        0.809535   0.00028277376  -4.3847545e-20        3734.055     -0.74417307   9.0735782e-18  -3.7027657e-13   4.3822996e-17   1.3222666e-33      0.11801485  -1.4704083e-05  -3.3144845e-22      0.10052975   0.00017138314   1.9518849e-23       3237315.9
  5.3394177e-05       1.3871513   0.00074828967  -1.1384974e-19       3735.8155      -1.3625454   2.3927581e-17   6.5717042e-14  -6.5390531e-17   1.8366953e-33      0.20125657  -3.8867476e-05   2.3745806e-22      0.10091808   2.3274916e-05   5.6001942e-21       222224.69
  7.7022295e-05       1.9979709    0.0015112071  -7.2435894e-20       3737.6836       -1.983959   1.0728573e-17   3.5745392e-13  -2.1057563e-16   4.9787996e-34      0.28966434   -7.887605e-05   7.5711543e-22      0.10133032   6.2529127e-05   8.6824631e-19       53819.843
  0.00010210537       2.6436748    0.0026234995   2.2071595e-20       3739.9727      -2.6337544  -1.9048317e-17   3.4332589e-13  -2.3336774e-16  -1.6309115e-33      0.38356756  -0.00013734282   7.0458168e-22      0.10176747   0.00020782146   4.9030071e-17       21802.779
  0.00012873299       3.3259437    0.0041389049   2.1649961e-20       3742.8551      -3.3146255  -3.6390388e-17  -9.9925668e-14   1.5252195e-16   1.4417223e-34      0.48332122  -0.00021709017  -3.2926534e-22       0.1022302    0.0005726845   1.3814717e-15       11262.772
  0.00015700027       4.0464388    0.0061229576  -3.2601161e-21       3746.5522      -4.0337313  -5.0595302e-18  -4.8691334e-13   5.3646062e-16   2.0538958e-33      0.58930955  -0.00032155665   -1.292544e-21      0.10271869    0.0013525894   2.4121754e-14       6663.9232
  0.00018700818       4.8067622     0.008651056   4.4269078e-20       3751.3449      -4.7933266   2.7055052e-17  -1.3787556e-13   1.5277186e-16  -6.6189865e-34       0.7019507  -0.00045468364  -3.9728075e-22       0.1032324    0.0028497573   2.9823433e-13        4294.729
  0.00021886389       5.6084027     0.011808979   5.8367741e-20       3757.5859      -5.5937174   4.4898849e-18   1.4786981e-13  -1.7591042e-16  -2.6516611e-34      0.82170249  -0.00062091357   3.9145042e-22      0.10376965    0.0055119423   2.8450188e-12       2934.2068
  0.00025268119       6.4526605     0.015694855  -5.2394716e-20       3765.6986      -6.4330191  -8.6799875e-18  -8.5986732e-14   1.4513615e-16   1.7795111e-33      0.94906979   -0.0008251855  -3.0897572e-22      0.10432724    0.0099834388   2.2212402e-11       2090.8745
  0.00028858087       7.3405018     0.020421224  -1.5727151e-19       3775.4035      -7.3111221   2.4739059e-17  -9.2601246e-14   7.7506653e-17   1.4958123e-33       1.0846125   -0.0010728846  -1.4323143e-22      0.10489973     0.017170677   3.2484281e-10       1537.5026
  0.00032669115       8.2704161     0.026115259  -1.1554804e-19       3779.4677      -8.2362421   2.8848603e-17   2.5952679e-13  -6.6677812e-16   1.2235243e-33       1.2288914   -0.0013701392   1.7296664e-21      0.10547848     0.028302417    1.395224e-08       1158.1031
  0.00036714817       9.2248816     0.032913707   1.6867984e-19       3748.7222      -9.2027913  -2.6328942e-18   3.0991761e-13  -7.3130318e-16  -2.2377996e-34       1.3819214    -0.001724315    1.954962e-21      0.10604975     0.044757796    1.453872e-07       890.00584
  0.00041009642       10.144487     0.040935417   4.5316955e-19       3629.4316      -10.143694   -1.148852e-17   1.1498849e-13  -2.3263292e-16  -2.1174122e-34       1.5416406    -0.002142414   1.4710527e-21      0.10659398     0.067119175   6.9127071e-07       698.90897
  0.00045568931       10.931742     0.050202125   2.7162744e-19       3380.5653      -10.941729  -6.4834462e-17    5.681494e-14  -8.8836643e-17   2.0178315e-33       1.7026971   -0.0026269825   9.9930651e-22      0.10724756     0.093786358   2.0474355e-06       564.06887
  0.00050408968       11.510538     0.060553804  -3.1635255e-19       3018.5225      -11.516329  -1.2393653e-16  -1.2454312e-13   5.7462038e-16    8.747312e-33       1.8579465   -0.0031744919  -5.3677892e-21       0.1083591      0.12134262   4.4724073e-06       469.36315
