#             y             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05     0.055306503  -1.3831936e-06   3.2264266e-23      0.10348942   0.00016906118    2.219639e-24       3237316.3
  5.3394177e-05     0.094437545  -3.6289279e-06   8.3856914e-23      0.10597723   1.0151692e-05   1.2736923e-23       222225.56
  7.7022295e-05      0.13595528  -7.3426907e-06   4.9521276e-23      0.10863428   3.4059155e-06   2.5618928e-22       53821.137
  0.00010210537      0.18000405  -1.2776446e-05  -1.3180598e-23      0.11147278   4.7892237e-06   8.5340031e-21       21804.483
  0.00012873299      0.22673688  -2.0209824e-05  -8.3079787e-23      0.11450587   1.0755118e-05   2.0868479e-19       11264.885
  0.00015700027      0.27631612  -2.9985395e-05  -9.9723148e-23      0.11774769   2.4041442e-05   3.4786243e-18       6666.4909
  0.00018700818      0.32891407  -4.2501058e-05    9.722151e-24      0.12121342   4.9780015e-05   4.2224073e-17        4297.859
  0.00021886389       0.3847137  -5.8214204e-05   1.2456055e-23      0.12491941   9.5731742e-05    3.990702e-16       2938.0767
  0.00025268119      0.44390947  -7.7652087e-05  -6.0207467e-23      0.12888319   0.00017316166   3.0934909e-15       2095.7639
  0.00028858087      0.50670829   -0.0001014246   8.1749171e-23      0.13312356   0.00029808268   2.0448967e-14       1543.8318
  0.00032669115      0.57333064  -0.00013023942   1.8315182e-22      0.13766065   0.00049293431   1.1871351e-13       1166.2206
  0.00036714817      0.64401187  -0.00016492083  -3.4100893e-23      0.14251592   0.00078884497   6.1914391e-13       898.89365
  0.00041009642      0.71900383  -0.00020643361  -1.7568149e-22      0.14771224     0.001228697   2.9534298e-12        704.3234
  0.00045568931       0.7985768  -0.00025591338  -2.9700407e-23      0.15327375    0.0018713128   1.3074101e-11       559.41888
  0.00050408968      0.88302197  -0.00031470546   1.0494001e-22      0.15922577    0.0027972295   5.4364953e-11       449.38692
  0.00055547043      0.97265432  -0.00038441991   1.2176469e-22       0.1655945    0.0041167569   2.1459938e-10       364.42079
  0.00061001506       1.0678158  -0.00046702537    5.245403e-23      0.17240645    0.0059813641   8.1287704e-10       297.82322
   0.0006679184       1.1688765  -0.00056498061  -6.3775741e-23      0.17968726    0.0085994416    3.138395e-09       244.90039
  0.00072938728       1.2762163  -0.00068117633  -5.3677637e-23      0.18745908     0.012246924   1.4129687e-08       202.33765
  0.00079464125         1.39012  -0.00081811149   -8.114634e-23      0.19573397      0.01720714   6.2464024e-08       167.97825
