#             y      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05    -0.054255422  -5.4510268e-06   8.8802559e-23       1913.1998     0.050045838   7.2533904e-19   2.9221163e-14  -1.5487657e-18  -2.4425888e-35     0.060192566   9.9311604e-07   3.9636463e-24      0.10114946   0.00016885959   2.0857932e-24       3237316.5
  5.3394177e-05    -0.092670373  -1.4480738e-05   1.1899036e-21       1912.7206     0.091101617   3.3598597e-19  -1.1932464e-13  -6.4425741e-18  -3.3950174e-35      0.10280771   2.6117011e-06   2.7808434e-23      0.10196504    9.586104e-06   6.0313804e-24       222225.75
  7.7022295e-05       -0.133432  -2.9322307e-05   1.5168009e-21       1912.2228      0.13257349  -6.9780844e-19  -7.0215944e-14  -2.8825358e-18   3.9366362e-36      0.14803561   5.2879581e-06    1.511933e-23      0.10283267    1.941931e-06   1.5555592e-23       53821.354
  0.00010210537     -0.17668101  -5.1014564e-05  -1.3168828e-21       1911.6837       0.1760934  -2.2207603e-19   2.7652658e-14   2.6588472e-18  -8.2532824e-37      0.19603551   9.1991328e-06  -7.4872424e-24      0.10375585    8.329994e-07   5.7660068e-23       21804.759
  0.00012873299     -0.22256545  -8.0636345e-05  -1.1074989e-21       1911.0955      0.22189789   1.9886379e-19  -1.9688121e-14  -3.6839138e-18    1.232431e-35       0.2469761   1.4539403e-05   8.1772108e-24      0.10473834   6.8786171e-07   4.0366317e-22       11265.224
  0.00015700027     -0.27124061  -0.00011950445   2.4776683e-21       1910.4487      0.27048846  -9.4834501e-19  -1.0537373e-14   1.8340703e-19  -2.7745385e-35        0.301036   2.1545605e-05   9.6413473e-25      0.10578422    9.304192e-07   3.9454799e-21       6666.8999
  0.00018700818     -0.32286877  -0.00016913507  -3.2024931e-21       1909.7314      0.32206095  -9.2000884e-19   1.2759868e-13   2.3446673e-17  -4.4706229e-35      0.35840428   3.0490361e-05  -5.2586107e-23      0.10689796    1.566802e-06   3.8456908e-20       4298.3429
  0.00021886389      -0.3776188  -0.00023125086  -8.5758927e-21       1908.9287      0.37676011   8.7587508e-19   1.2287603e-13   2.1902176e-17   1.4290481e-35      0.41928093   4.1683277e-05  -4.9427874e-23      0.10808445    2.768605e-06   3.3036683e-19       2938.6412
  0.00025268119     -0.43566528  -0.00030780973     2.07448e-21       1908.0226       0.4347511   1.1449531e-18  -1.7574445e-14  -5.8877616e-18  -2.4974449e-35      0.48387729   5.5475998e-05   1.2122112e-23      0.10934909   4.8263234e-06   2.4480176e-18       2096.4165
  0.00028858087     -0.49718727   -0.0004010362    8.935622e-21       1906.9904      0.49621311   1.2931491e-19  -4.8578055e-14   -1.149309e-17  -1.2578116e-35      0.55241652   7.2268001e-05   2.4633868e-23      0.11069789   8.1628858e-06   1.5802075e-17       1544.5833
  0.00032669115     -0.56236651  -0.00051345469   4.5079031e-21       1905.8045      0.56132878   5.2922714e-19   -2.898685e-14  -8.9116024e-18  -1.3561824e-35      0.62513394   9.2512541e-05   1.8977192e-23      0.11213759   1.3370867e-05   9.0386353e-17       1167.0856
  0.00036714817     -0.63138479  -0.00064792457  -2.7712413e-22       1904.4309      0.63028058   8.5532422e-19  -9.7058423e-14  -3.4254162e-17  -3.0349592e-35      0.70227733   0.00011672313   7.3087992e-23      0.11367586   2.1266211e-05    4.659251e-16       899.89276
  0.00041009642     -0.70442032  -0.00080767896  -1.8333022e-21        1902.828      0.70324722  -7.1734783e-19  -1.1302876e-13  -4.0134609e-17    8.145181e-36      0.78410709   0.00014548058   8.5665765e-23      0.11532145   3.2959619e-05   2.1967293e-15       705.48515
  0.00045568931     -0.78164277  -0.00099636606   1.0329393e-20       1900.9447      0.78039868  -1.4684003e-18  -5.5692713e-15   6.6312792e-19  -1.3113259e-35      0.87089622   0.00017944064  -2.3871029e-24      0.11708454   4.9949893e-05   9.5915662e-15       560.78305
  0.00050408968     -0.86320661   -0.0012180934   1.5305139e-20       1898.7191      0.86188958  -1.2210678e-19    4.774478e-14   2.1219513e-17  -9.8615001e-36      0.96293017   0.00021934203  -4.6918509e-23      0.11897705   7.4245513e-05   3.9187754e-14       451.00908
  0.00055547043     -0.94924219   -0.0014774743  -4.0474885e-21       1896.0756      0.94785076   7.5737558e-19   6.3165473e-15   1.9745084e-18    5.396274e-36       1.0605062   0.00026601486  -3.9401331e-24      0.12101315   0.00010852292   1.5111029e-13       366.37866
  0.00061001506       -1.039844   -0.0017796721  -1.0546954e-20        1892.923       1.0383773   3.0929401e-19  -2.4596919e-14  -1.3623889e-17  -1.0887965e-36       1.1639327   0.00032038924   3.2059012e-23      0.12320987   0.00015633281   5.5390459e-13       300.22558
   0.0006679184      -1.1350552   -0.0021304457  -1.8222329e-21       1889.1508        1.133513  -5.4119704e-19  -1.8641842e-14  -1.0825715e-17  -6.5588498e-37       1.2735273    0.0003835035   2.5918041e-23      0.12558791   0.00022236963   1.9417084e-12       247.89545
  0.00072938728      -1.2348478   -0.0025361882  -6.8372063e-21       1884.6263       1.2332307  -9.2011155e-19   1.9826217e-14   1.4523718e-17  -7.0209784e-36       1.3896155   0.00045651177  -3.9252215e-23      0.12817277   0.00031282485   6.5424728e-12       206.06854
  0.00079464125      -1.3390966   -0.0030039529  -1.1997145e-20       1879.1902       1.3374064   2.5096003e-19   4.7853618e-14   3.3791085e-17  -4.8295842e-36        1.512527   0.00054068991  -8.9279792e-23      0.13099613   0.00043585237   2.1280055e-11       172.33254
  0.00086391338      -1.4475469   -0.0035414593   1.1002334e-21       1872.6511       1.4457859   1.3301009e-18   3.6569174e-16  -2.5635672e-18  -4.6138578e-36       1.6425921   0.00063743877      1.2329e-23      0.13409777   0.00060218547   6.7059498e-11       144.90553
   0.0009374511       -1.559773   -0.0041570655   8.7567876e-21       1864.7779       1.5579432   2.3969483e-19  -4.1041588e-14  -3.4070647e-17  -4.7403556e-36       1.7801362   0.00074828325   9.9612618e-23      0.13752809   0.00082596127   2.0537621e-10       122.45194
   0.0010155171       -1.675129    -0.004859686   -7.766962e-21       1855.2844       1.6732304   -9.117595e-19  -1.3557027e-14  -1.0738708e-17  -5.8620296e-37        1.925472   0.00087486496   2.9597951e-23      0.14135143    0.0011258335   6.1286988e-10       103.95783
   0.0010983902       -1.792692   -0.0056586102  -1.1167156e-20        1843.797       1.7907192  -6.6346933e-19   1.4098454e-14   1.4107025e-17  -2.6965825e-36       2.0788887    0.0010189258  -4.8468355e-23      0.14565032    0.0015264923   1.7854026e-09       88.644542
   0.0011863663      -1.9112103   -0.0065631609   5.7810524e-21       1829.7762       1.9091261  -2.9633941e-20   2.0281929e-14   2.1322757e-17  -1.9724816e-36       2.2406339    0.0011822797  -7.7018453e-23      0.15053067    0.0020607692   5.0794379e-09       75.908047
   0.0012797599      -2.0290948    -0.007582122   6.7728047e-21       1812.3324       2.0266927   4.7758505e-19   1.2087095e-14   1.2843705e-17   3.5002289e-36       2.4108811    0.0013667657  -4.6711072e-23      0.15612708    0.0027726018   1.4081747e-08       65.275643
   0.0013789043      -2.1445637    -0.008722717   1.0698411e-21       1789.8114       2.1412077   5.4545133e-19  -2.5300328e-15  -3.5430537e-18  -1.1866848e-36       2.5896616    0.0015741721   1.8611637e-23      0.16260492    0.0037212868   3.7874489e-08       56.374586
   0.0014841538      -2.2562301   -0.0099876867  -3.4581649e-21       1758.9308       2.2514007   3.2854753e-19   -8.245491e-15  -1.0802083e-17  -4.2473602e-36       2.7767175    0.0018061635   6.1967749e-23      0.17014963    0.0049877126   9.8398874e-08       48.909112
   0.0015958843      -2.3647757    -0.011365416  -2.2726107e-20       1713.1846       2.3614472   3.4061424e-19  -9.4122961e-15  -1.3007981e-17  -1.5218675e-36       2.9711801     0.002064501   8.7501077e-23      0.17891881    0.0066836815   2.4647967e-07       42.643444
   0.0017144948      -2.4765484    -0.012812081  -4.4688385e-20       1641.5446       2.4813665   4.0532375e-20   -9.407612e-15  -1.4318292e-17   6.5058285e-37       3.1709141    0.0023521182   1.4279579e-22      0.18890529    0.0089607103   5.9516142e-07       37.395411
    0.001840409       -2.603268    -0.014257407   3.6755881e-20       1534.0277       2.6134098  -1.1609246e-18  -4.9600457e-15  -7.4057283e-18  -1.9940731e-35       3.3716341    0.0026736559   8.5438637e-23      0.19963165     0.011925513   1.3400577e-06       33.097142
