#             y             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05      0.13295758   5.8721377e-07  -1.9282184e-23     0.097758047   0.00017060821   1.4420977e-23       3237316.4
  5.3394177e-05      0.22710778   1.5451894e-06  -1.0618322e-23     0.096178547   1.8486331e-05   2.6151025e-21       222225.71
  7.7022295e-05      0.32703834   3.1297388e-06   2.0079845e-23     0.094508837   4.0296852e-05   3.7664936e-19       53821.321
  0.00010210537      0.43310275   5.4460528e-06   1.3751561e-23     0.092744295   0.00013086772    2.099493e-17       21804.724
  0.00012873299      0.54567576   8.6093267e-06  -3.4431085e-23     0.090880131   0.00035959611   5.8983465e-16       11265.194
  0.00015700027       0.6651546   1.2760137e-05  -5.3804302e-23     0.088911383   0.00084952197   1.0289575e-14       6666.8937
  0.00018700818      0.79196014   1.8060437e-05  -3.5855748e-23     0.086832926    0.0017913852   1.2707491e-13        4298.397
  0.00021886389      0.92653817   2.4694485e-05  -1.3073269e-23     0.084639465    0.0034683626   1.2091827e-12       2938.8204
  0.00025268119       1.0693606   3.2871715e-05   1.4194846e-23     0.082325542    0.0062890999   9.3881587e-12       2096.8276
  0.00028858087       1.2209266   4.2827836e-05    2.820512e-23     0.079885523     0.010831186    6.192026e-11        1545.395
  0.00032669115       1.3817618   5.4824327e-05   2.2566068e-23      0.07731353      0.01789808   4.4868892e-10       1168.5595
  0.00036714817       1.5523553   6.9162972e-05   1.0394044e-22     0.074603007     0.028577041    1.226801e-08       902.57951
  0.00041009642       1.7324923   8.6188091e-05   1.2275473e-22      0.07174448     0.044085703   1.4351894e-07       711.23921
  0.00045568931       1.9192393   0.00010615148  -8.9758721e-23     0.068717587     0.064799893   7.2884794e-07       574.07615
  0.00050408968       2.1053899   0.00012899351   -1.658279e-22     0.065555988     0.088869094   2.2120613e-06       477.62415
  0.00055547043       2.2818524    0.0001543896    2.964519e-22      0.06240105      0.11277141   4.8330075e-06       409.79463
  0.00061001506       2.4422656   0.00018206544   3.2979771e-22      0.05938907      0.13375564   8.5782302e-06        360.1287
   0.0006679184       2.5848207   0.00021189738  -5.4986407e-22     0.056576547      0.15094657   1.3312838e-05       321.56926
  0.00072938728       2.7110991   0.00024386356  -6.6539473e-22     0.053985423      0.16460468    1.872157e-05       290.10086
  0.00079464125       2.8242294   0.00027806508   7.3806599e-23     0.051631125      0.17532978   2.4492576e-05       263.53591
  0.00086391338       2.9271548   0.00031460585   3.4303376e-22     0.049526337      0.18372434   3.0636591e-05       240.62614
   0.0009374511       3.0218896   0.00035355161   1.2783076e-22     0.047682089      0.19027758   3.7258191e-05       220.58188
   0.0010155171       3.1098324   0.00039502972  -2.5504313e-23     0.046108943      0.19536194    4.436263e-05       202.85527
   0.0010983902       3.1920899   0.00043921269  -4.8316543e-23      0.04481723      0.19926662   5.1941313e-05       187.04873
   0.0011863663       3.2695587    0.0004862744  -4.3145393e-23     0.043816864      0.20221728   5.9987324e-05       172.86206
   0.0012797599       3.3429689   0.00053638855  -7.1895716e-23     0.043117144       0.2043906   6.8498127e-05       160.06145
   0.0013789043       3.4129172   0.00058973235  -1.5912549e-22     0.042726492      0.20592542   7.7475536e-05       148.46025
   0.0014841538       3.4798942   0.00064648754  -2.1305105e-23     0.042652057      0.20693129   8.6924976e-05       137.90651
   0.0015958843        3.544305   0.00070684023  -9.9974712e-24     0.042899071      0.20749492   9.6854555e-05       128.27457
   0.0017144948       3.6064868   0.00077098103  -1.0609988e-22     0.043469907      0.20768511    0.0001072741        119.4591
    0.001840409       3.6667224   0.00083910557   5.6028175e-23     0.044362781       0.2075565   0.00011819419       111.37084
   0.0019740768       3.7252505   0.00091141525   6.6270898e-23     0.045570076      0.20715239   0.00012962524       103.93345
   0.0021159754       3.7822747   0.00098811838   4.4617717e-23     0.047076333      0.20650695   0.00014157657        97.08106
   0.0022666117         3.83797     0.001069432    9.317748e-23     0.048855997      0.20564685   0.00015405541       90.756419
   0.0024265239       3.8924882    0.0011555853  -1.3704541e-23     0.050871134      0.20459259   0.00016706588       84.909457
    0.002596283       3.9459626    0.0012468253  -1.1535747e-22     0.053069446      0.20335943   0.00018060763         79.4961
   0.0027764954       3.9985114    0.0013434175  -8.5662089e-23     0.055383042      0.20195819   0.00019467407        74.47734
   0.0029678048       4.0502415     0.001445633  -3.5179488e-23     0.057728535      0.20039571   0.00020924768       69.818464
   0.0031708945       4.1012531     0.001553773    3.020711e-24     0.060009109      0.19867529   0.00022428147       65.488406
     0.00338649       4.1516526     0.001668523   1.2207061e-22     0.062119112      0.19679639   0.00023961194       61.459144
   0.0036153613       4.2016065    0.0017919043   2.1025499e-22     0.063951514       0.1947527   0.00025453453       57.704907
   0.0038583258        4.251389    0.0019274602   6.1295785e-23     0.065408078      0.19252982   0.00026813398       54.201479
   0.0041162514       4.3012687     0.002079355  -1.2582241e-22      0.06641146       0.1901063   0.00028078123       50.926084
   0.0043900594       4.3513256     0.002250885   4.0321504e-23     0.066917708      0.18745653    0.0002937392       47.857587
   0.0046807278       4.4014533    0.0024433237  -7.4471939e-23     0.066926832      0.18455579   0.00030769822       44.976942
   0.0049892948       4.4514798    0.0026565135   -4.276563e-22     0.066488845      0.18138588   0.00032275716       42.267676
   0.0053168625        4.501247     0.002889911    -5.38528e-23     0.065702982      0.17793679   0.00033871563       39.715817
   0.0056646009       4.5506461    0.0031430105   2.4080152e-22     0.064708844      0.17420526   0.00035514007       37.309462
   0.0060337521       4.5996358    0.0034154963   1.5773435e-22     0.063669922      0.17019216   0.00037138921       35.038258
   0.0064256347       4.6482503    0.0037073628    2.517172e-22     0.062751878      0.16589938   0.00038665872       32.892884
   0.0068416484       4.6965961    0.0040190245    3.406148e-23     0.062099531      0.16132667   0.00040006148       30.864588
    0.007283279       4.7448404    0.0043513942  -3.1942964e-22     0.061817089      0.15646885   0.00041073705       28.944813
   0.0077521041       4.7931922    0.0047059154  -1.5567145e-22     0.061955582      0.15131376   0.00041796743       27.124928
   0.0082497982       4.8418784    0.0050845478   1.2025208e-22     0.062509938      0.14584129   0.00042126893       25.396079
