#             y             U_x             U_y             U_z              kl              kt             nut           omega
   3.113662e-05      0.14335488   8.6553422e-08  -1.4951331e-24     0.098907049   0.00017118976   2.1203772e-23       3237316.4
  5.3394177e-05      0.24484324   2.1665568e-07   1.9811755e-24     0.098136706   2.2061859e-05   5.5132623e-21       222225.66
  7.7022295e-05      0.35255403   4.2415791e-07   3.3955693e-24     0.097320434   5.6960452e-05    8.420804e-19       53821.275
  0.00010210537      0.46686698   7.1920113e-07   1.3544135e-24     0.096455441    0.0001888806    4.743224e-17       21804.664
  0.00012873299      0.58818474   1.1131755e-06  -1.2935926e-24     0.095538666   0.00052104825    1.335998e-15       11265.112
  0.00015700027      0.71693427   1.6202206e-06  -6.4856431e-25     0.094566715     0.001232215   2.3324237e-14       6666.7718
  0.00018700818      0.85356822   2.2567619e-06   7.4315189e-25     0.093535774    0.0025991352   2.8812603e-13         4298.21
  0.00021886389      0.99856646   3.0411876e-06  -1.8337525e-24     0.092441494    0.0050324308   2.7420729e-12       2938.5253
  0.00025268119       1.1524376   3.9972804e-06  -1.8555569e-24     0.091278829    0.0091241386   2.1295586e-11       2096.3543
  0.00028858087         1.31572   5.1756922e-06   4.0665819e-24     0.090041818     0.015709918   1.4442027e-10       1544.6333
  0.00032669115       1.4889658   6.6869957e-06   -7.991252e-24     0.088723125     0.025945506   3.4058056e-09       1167.3986
  0.00036714817       1.6723943   8.5569678e-06   -1.971083e-23     0.087312576      0.04128425   6.5034172e-08         901.472
  0.00041009642       1.8643059   1.0211251e-05   1.5511173e-22     0.085791534     0.062767146   4.3135151e-07       712.00837
  0.00045568931       2.0588411   1.0003233e-05   1.3749963e-22      0.08418928      0.08932777   1.5402563e-06       578.66939
  0.00050408968       2.2467839   5.3527601e-06  -2.4173771e-22     0.082671953      0.11734613   3.7276304e-06       485.78805
  0.00055547043       2.4201352  -6.4168177e-06  -6.6443148e-23     0.081453759      0.14306225   7.0517292e-06       419.56594
  0.00061001506       2.5753448  -2.7116942e-05     1.74431e-22     0.080650281      0.16473972   1.1434941e-05       369.84125
   0.0006679184       2.7126532  -5.7600913e-05  -1.8621594e-22     0.080301065      0.18235919   1.6803043e-05       330.47965
  0.00072938728       2.8340963  -9.8221497e-05  -4.0178413e-22     0.080434406      0.19654405   2.3094703e-05       298.06528
  0.00079464125       2.9421966  -0.00014910141   6.5778184e-23     0.081079218      0.20800459   3.0238336e-05       270.65672
  0.00086391338       3.0393841  -0.00021025987   6.6061756e-22     0.082262446       0.2173632   3.8142018e-05       247.07055
   0.0009374511       3.1277919  -0.00028164185   9.0519496e-23     0.084005501      0.22511965   4.6695356e-05       226.52625
   0.0010155171       3.2092152  -0.00036311558  -4.5746315e-22       0.0863213      0.23165918   5.5775969e-05       208.47199
   0.0010983902       3.2851366   -0.0004544581  -9.1202759e-23     0.089211265      0.23727119   6.5256532e-05       192.49582
   0.0011863663       3.3567734  -0.00055533335  -4.5225543e-24     0.092661831      0.24216843   7.5011242e-05       178.27748
   0.0012797599       3.4251272  -0.00066526526   1.9943797e-22     0.096640325      0.24650335   8.4921981e-05       165.56047
   0.0013789043       3.4910262   -0.0007836077   3.8262862e-22      0.10109041      0.25038104   9.4884717e-05       154.13487
   0.0014841538       3.5551598   -0.0009095129   4.0614035e-22       0.1059275      0.25386933   0.00010481646       143.82597
   0.0015958843       3.6181027   -0.0010418998   3.7724785e-22      0.11103481      0.25700635   0.00011466254       134.48652
   0.0017144948       3.6803328   -0.0011794237  -5.9864051e-22      0.11626095      0.25980634   0.00012440355       125.99117
    0.001840409       3.7422406   -0.0013204485  -1.0560041e-21      0.12142007      0.26226423   0.00013406106       118.23231
   0.0019740768       3.8041351   -0.0014630226  -1.5629786e-22      0.12629564      0.26435921   0.00014370103       111.11702
   0.0021159754       3.8662451   -0.0016048582   5.1280429e-22       0.1306488      0.26605789   0.00015343401       104.56464
   0.0022666117       3.9287193   -0.0017433141   6.9644169e-22      0.13423161      0.26731705    0.0001634115       98.504953
   0.0024265239       3.9916266    -0.001875379   5.1421842e-22      0.13680502       0.2680863    0.0001738178         92.8767
    0.002596283       4.0549589   -0.0019976504  -3.8047741e-22      0.13816027      0.26831058   0.00018485709       87.626411
   0.0027764954       4.1186381   -0.0021062926  -7.0001782e-22      0.13814138      0.26793258   0.00019673521       82.707442
   0.0029678048       4.1825287   -0.0021969695   3.8837497e-22      0.13666597      0.26689499   0.00020963527       78.079149
   0.0031708945       4.2464566   -0.0022649496   7.4034454e-22      0.13374095      0.26514235   0.00022368638       73.706151
     0.00338649       4.3102338   -0.0023051082  -2.7957665e-22      0.12947045      0.26262239   0.00023892915       69.557635
   0.0036153613       4.3736833    -0.002311653  -6.1222953e-22      0.12405371      0.25928674   0.00025527957       65.606687
   0.0038583258       4.4366625    -0.002277697  -5.3713996e-23      0.11777249      0.25509101   0.00027248796       61.829661
   0.0041162514       4.4990845   -0.0021960829   1.4775823e-22      0.11096879      0.24999442   0.00029009723       58.205572
   0.0043900594       4.5609364   -0.0020591046   1.6159388e-23      0.10401491      0.24395883   0.00030741397       54.715551
   0.0046807278       4.6222914   -0.0018579423  -1.3340152e-23     0.097279643       0.2369476    0.0003235157       51.342337
   0.0049892948        4.683307   -0.0015832136  -6.6628344e-24     0.091094574       0.2289245   0.00033730753       48.069873
   0.0053168625       4.7442136   -0.0012248093  -9.8255487e-24     0.085724994      0.21985363   0.00034762364       44.883073
   0.0056646009       4.8052907  -0.00077213455  -1.0048803e-23     0.081349065      0.20970103   0.00035337195       41.767805
   0.0060337521       4.8668301  -0.00021450771  -1.2664751e-23     0.078047598      0.19843893   0.00035370977       38.711162
   0.0064256347       4.9290799   0.00045801709  -4.3930618e-23     0.075805106      0.18605369   0.00034821837       35.702107
   0.0068416484       4.9921617    0.0012531023  -7.1828096e-23     0.074521464      0.17255857   0.00033703476       32.732583
    0.007283279       5.0559565    0.0021734875  -7.6396783e-24     0.074032988      0.15801205   0.00032089507       29.799168
   0.0077521041        5.119963    0.0032129897   3.8263085e-23     0.074140756      0.14254097   0.00030105366       26.905256
   0.0082497982       5.1831589    0.0043513132  -1.1516649e-23     0.074641035      0.12636501   0.00027907539       24.063531
    0.008778139       5.2439327    0.0055488113  -2.8951468e-22     0.075351154      0.10981473   0.00025654866       21.298146
   0.0093390136       5.3001776     0.006744558  -7.4827488e-23     0.076126529     0.093332094   0.00023474375       18.645656
   0.0099344254        5.349655    0.0078627045    5.648419e-22     0.076867569     0.077443693   0.00021428867       16.153662
    0.010566501       5.3905782    0.0088281348   -2.206988e-22     0.077517163      0.06270673   0.00019514701       13.876731
    0.011237498       5.4221145    0.0095854431  -8.8866249e-22     0.078051733     0.049643897   0.00017698172       11.870375
    0.011949813       5.4445792     0.010112719  -1.4843839e-22     0.078470243     0.038686049   0.00015965275       10.184147
    0.012705991       5.4592907     0.010421107   6.1622861e-22     0.078784603     0.030118323    0.0001436759         8.85259
    0.013508733       5.4681527      0.01055538   9.3583336e-22     0.079012783      0.02400328   0.00013031793       7.8814931
    0.014360904       5.4731283     0.010576548    5.680939e-22     0.079174224     0.020100724     0.000120925       7.2346382
    0.015265551       5.4757994      0.01052618  -2.1347356e-22     0.079286713     0.017894009   0.00011585216       6.8377655
    0.016225903       5.4772032     0.010436192  -9.1545113e-22     0.079364574       0.0167754   0.00011413639       6.6053426
    0.017245391       5.4779236     0.010328798   -3.616795e-22     0.079418295     0.016251802   0.00011427738       6.4687136
    0.018327656       5.4782548     0.010209103    2.939882e-22     0.079455189     0.016018893   0.00011503736       6.3851852
    0.019476565       5.4783416     0.010079915  -2.7641218e-22     0.079480331     0.015920148   0.00011568207       6.3318235
     0.02069622       5.4782619    0.0099423378   1.1532373e-22     0.079497285     0.015882158   0.00011601579        6.296705
    0.021990978       5.4780614    0.0097970356   7.6245724e-22     0.079508581     0.015871167   0.00011617722        6.273268
    0.023365464       5.4777697    0.0096442681  -3.5645087e-23     0.079516008     0.015871378   0.00011630117        6.257553
    0.024824587       5.4774062    0.0094840443   4.7737916e-23     0.079520815     0.015875341   0.00011641804       6.2469813
    0.026373559       5.4769828      0.00931642   4.3934146e-22     0.079523852     0.015879703   0.00011651947        6.239804
    0.028017912       5.4765059    0.0091413616  -1.8828696e-22     0.079525684     0.015883184   0.00011659863       6.2348261
     0.02976352        5.475979    0.0089588078    4.087054e-22     0.079526678     0.015885506   0.00011665685        6.231244
    0.031616619       5.4754034    0.0087686896   7.4918816e-22     0.079527066     0.015886812   0.00011670044       6.2285341
    0.033583826       5.4747799    0.0085709421  -8.4566512e-22     0.079526996     0.015887356   0.00011673703       6.2263672
    0.035672168       5.4741089    0.0083655172  -9.9739128e-22     0.079526563     0.015887367   0.00011677349       6.2245436
    0.037889105       5.4733916    0.0081523883   3.2862304e-22     0.079525831     0.015887009   0.00011681511        6.222944
    0.040242556       5.4726297    0.0079315546  -1.5834257e-22     0.079524848     0.015886388   0.00011686551       6.2214965
    0.042740925       5.4718257    0.0077030411  -4.8721931e-22      0.07952365     0.015885566   0.00011692693       6.2201563
    0.045393137       5.4709829    0.0074668972  -2.0947121e-23     0.079522268     0.015884584    0.0001170005        6.218894
    0.048208665       5.4701053    0.0072231937   -5.087054e-22     0.079520729     0.015883469   0.00011708654       6.2176897
    0.051197566       5.4691978     0.006972023   1.7323977e-22     0.079519057     0.015882246   0.00011718471       6.2165296
    0.054370516       5.4682658     0.006713488   1.3889014e-21     0.079517274     0.015880933    0.0001172941       6.2154043
    0.057738847       5.4673153    0.0064476966   7.9513095e-22     0.079515402     0.015879549   0.00011741339        6.214308
    0.061314592       5.4663527    0.0061747715  -3.6195447e-22     0.079513461     0.015878111   0.00011754096       6.2132372
     0.06511052       5.4653849    0.0058947947  -4.7109441e-22      0.07951147     0.015876637   0.00011767493       6.2121907
    0.069140193        5.464419    0.0056078334  -2.9293918e-23     0.079509448     0.015875142   0.00011781287       6.2111686
    0.073418001       5.4634618    0.0053139078  -1.1414778e-23     0.079507414     0.015873642    0.0001179522       6.2101726
    0.077959226       5.4625199    0.0050130481   9.9172428e-23     0.079505385     0.015872152   0.00011809072       6.2092048
    0.082780087       5.4616001    0.0047050574   3.7401559e-22     0.079503379     0.015870684    0.0001182265       6.2082683
    0.087897803       5.4607089    0.0043898792  -8.2169099e-24     0.079501412     0.015869252   0.00011835759       6.2073666
    0.093330656       5.4598525    0.0040669943  -3.8673436e-22       0.0794995     0.015867867   0.00011848233       6.2065036
