#             x      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z              kl              kt             nut           omega
    0.031666788      0.17648455     0.050161174  -4.6901548e-19     -0.11383182      -0.1766581   4.3736972e-21   2.8243841e-19   7.7823155e-20  -6.3185402e-36       5.4087917     0.010004896   8.4333792e-23     0.096242009     0.037831694   0.00015308676        18.70552
    0.032057023      0.17663125     0.049393945  -1.3852134e-19     -0.11460177     -0.17680408   -6.714314e-21  -6.1034243e-19  -1.7370718e-19   5.1466133e-36       5.4088605     0.010024318  -1.8383541e-22     0.096226432     0.037796272   0.00015301546       18.686173
    0.032451328      0.17677244       0.0486217   3.5656886e-19     -0.11537677     -0.17694453  -5.5131683e-20  -6.1763215e-20   -2.393525e-20  -1.8104946e-36       5.4089302      0.01004364  -1.8129888e-23     0.096210711     0.037760564   0.00015294361       18.666669
    0.032849744      0.17690797      0.04784451  -8.8861065e-20     -0.11615675      -0.1770793  -4.2518182e-20   3.1981143e-19   8.7950411e-20  -2.2156552e-36       5.4090007     0.010062854   9.6189792e-23     0.096194847     0.037724569   0.00015287119       18.647005
    0.033252316      0.17703768     0.047062451  -2.9877051e-19     -0.11694163     -0.17720824   1.2297855e-20   -2.898216e-19  -7.1436113e-20   2.2504489e-36       5.4090719     0.010081954  -9.3358839e-23     0.096178836     0.037688285    0.0001527982       18.627182
    0.033659086      0.17716143     0.046275601   2.2702339e-19     -0.11773133     -0.17733121   2.0178085e-20  -4.4485579e-19   -1.150614e-19   3.1239268e-37       5.4091439     0.010100935  -1.4030172e-22     0.096162679      0.03765171   0.00015272466       18.607198
    0.034070098      0.17727907     0.045484046    3.347641e-19     -0.11852578     -0.17744805  -1.4868929e-20   2.9879405e-19   7.4701123e-20   1.4185239e-36       5.4092168      0.01011979   9.6176441e-23     0.096146374     0.037614844   0.00015265054       18.587053
    0.034485397      0.17739045     0.044687873  -2.0558722e-19     -0.11932488     -0.17755861  -1.9144056e-20   4.1074724e-19   1.0526082e-19    9.438599e-37       5.4092904     0.010138511   1.3025056e-22      0.09612992     0.037577684   0.00015257585       18.566746
    0.034905027      0.17749543     0.043887174  -2.6023334e-19     -0.12012853     -0.17766276   3.0433379e-21  -2.3221248e-19  -5.3177786e-20  -2.3656117e-36       5.4093649     0.010157093  -7.9525169e-23     0.096113315     0.037540229   0.00015250059       18.546275
    0.035329034      0.17759386     0.043082046   3.0443087e-19     -0.12093666     -0.17776033   2.2696798e-21  -2.5100821e-19  -6.0101793e-20   5.7712443e-37       5.4094401     0.010175528  -8.4252396e-23     0.096096559     0.037502477   0.00015242475       18.525641
    0.035757462       0.1776856     0.042272591   4.6727042e-19     -0.12174915     -0.17785117   1.1773556e-20   5.4786513e-19   1.3326167e-19    7.274457e-36       5.4095162     0.010193809   1.8699239e-22     0.096079651     0.037464428   0.00015234834       18.504842
    0.036190358       0.1777705     0.041458915  -1.1553217e-19     -0.12256589     -0.17793514   3.7808219e-20   9.2494914e-19   2.2625628e-19  -7.9127041e-37       5.4095932      0.01021193   3.1663297e-22     0.096062589     0.037426079   0.00015227135       18.483877
    0.036627769       0.1778484     0.040641125  -5.5174291e-19     -0.12338679     -0.17801209   2.1627643e-20   2.2745341e-19   5.8219882e-20  -4.3491213e-36       5.4096709     0.010229883   7.8293662e-23     0.096045371     0.037387429   0.00015219377       18.462745
    0.037069742      0.17791915     0.039819339   -3.580974e-19     -0.12421172     -0.17808186   -1.344639e-20  -4.8603974e-19  -1.1068071e-19   2.9411519e-36       5.4097496     0.010247661  -1.7034816e-22     0.096027998     0.037348477   0.00015211561       18.441446
    0.037516324      0.17798258     0.038993675   1.3232572e-19     -0.12504057     -0.17814431  -6.8229748e-21  -6.6790589e-19  -1.5014389e-19  -1.3965002e-36        5.409829     0.010265257  -2.3768037e-22     0.096010467     0.037309221   0.00015203686       18.419979
    0.037967563      0.17803855     0.038164258   4.0219064e-19     -0.12587321     -0.17819928   1.7214768e-20  -1.3517946e-19  -3.3588204e-20  -3.6467681e-36       5.4099093     0.010282663  -4.5974872e-23     0.095992777      0.03726966   0.00015195753       18.398343
    0.038423508      0.17808691     0.037331215  -2.2000745e-20     -0.12670951     -0.17824662   2.0814535e-20   3.4963389e-19   7.2111565e-20   2.6012354e-36       5.4099905     0.010299871   1.2923262e-22     0.095974928     0.037229793    0.0001518776       18.376537
    0.038884209      0.17812751     0.036494681  -1.7703204e-19     -0.12754934      -0.1782862  -4.9424135e-21  -2.0002973e-19  -4.3924643e-20  -4.5968113e-37       5.4100726     0.010316874  -7.4452414e-23     0.095956917     0.037189617   0.00015179709       18.354561
    0.039349714      0.17816022     0.035654791   4.1179856e-19     -0.12839256     -0.17831785  -2.6836444e-20  -9.2562206e-20  -2.4971334e-20  -1.5237933e-36       5.4101555     0.010333665  -3.2112681e-23     0.095938745     0.037149132   0.00015171598       18.332412
    0.039820074      0.17818491     0.034811689   1.4626672e-19     -0.12923904     -0.17834143   3.3759912e-23   8.4287603e-19   1.6599842e-19    1.567558e-36       5.4102393     0.010350234   3.1863879e-22     0.095920408     0.037108337   0.00015163427       18.310092
    0.040295339      0.17820141      0.03396552  -5.9524528e-19     -0.13008862     -0.17835681  -2.0888796e-22    2.591058e-19   5.2787526e-20  -2.5576239e-38        5.410324     0.010366576   9.5984497e-23     0.095901908     0.037067229   0.00015155196       18.287598
    0.040775561      0.17820957     0.033116441  -6.6982974e-20     -0.13094114     -0.17836382  -5.2921107e-20  -6.5898031e-19  -1.2544423e-19   1.4539373e-36       5.4104095      0.01038268  -2.5491727e-22     0.095883241     0.037025808   0.00015146906        18.26493
    0.041260791      0.17820927      0.03226461   6.5119309e-19     -0.13179647     -0.17836234  -4.4135172e-20   1.1269424e-19   2.1484141e-20   2.4270905e-36        5.410496      0.01039854   4.3137087e-23     0.095864407     0.036984071   0.00015138555       18.242088
    0.041751081      0.17820034      0.03141019   5.0023807e-20     -0.13265442     -0.17835221   1.4874083e-20   9.7991383e-19   1.8171407e-19  -1.9714455e-36       5.4105834     0.010414148   3.8306127e-22     0.095845404     0.036942019   0.00015130144        18.21907
    0.042246485      0.17818265     0.030553348  -8.6656793e-19     -0.13351483     -0.17833331    4.151894e-20   2.1521143e-19   4.5622915e-20   4.0011232e-37       5.4106717     0.010429494   8.1564352e-23     0.095826232     0.036899649   0.00015121672       18.195876
    0.042747055      0.17815605     0.029694256  -4.7160766e-19     -0.13437753     -0.17830549   2.7915497e-20    -1.20086e-18  -1.9819133e-19   6.2835514e-37       5.4107608     0.010444571  -4.8575125e-22     0.095806889     0.036856961    0.0001511314       18.172505
    0.043252845      0.17812041     0.028833091   5.8127005e-19     -0.13524235     -0.17826862   3.7021062e-21  -9.4413357e-19  -1.5634662e-19  -1.7999775e-36       5.4108509      0.01045937  -3.8179999e-22     0.095787373     0.036813952   0.00015104547       18.148956
    0.043763911      0.17807562     0.027970035   4.5878194e-19     -0.13610911     -0.17822256   2.0043573e-20    2.702886e-19    4.469329e-20  -1.5587304e-36       5.4109419     0.010473882   1.1367957e-22     0.095767684     0.036770622   0.00015095893       18.125228
    0.044280306      0.17802153     0.027105275  -1.1202244e-19     -0.13697761     -0.17816718   2.9888194e-20   1.9225563e-19   2.8245101e-20   2.8488131e-36       5.4110339     0.010488101   8.1323175e-23      0.09574782      0.03672697   0.00015087178       18.101321
    0.044802087      0.17795802     0.026239002   1.8880501e-20     -0.13784767     -0.17810235  -8.4003388e-21  -1.8712016e-20  -1.3603545e-20   3.9152264e-36       5.4111267     0.010502015  -4.8228519e-24     0.095727781     0.036682994   0.00015078401       18.077234
    0.045329309      0.17788497     0.025371413   4.9787143e-20     -0.13871908     -0.17802795  -3.5063822e-20   2.4062379e-19   3.0712487e-20  -4.6155351e-36       5.4112205     0.010515618   1.0327621e-22     0.095707564     0.036638692   0.00015069563       18.052966
     0.04586203      0.17780226     0.024502709   -2.413898e-20     -0.13959166     -0.17794386  -4.1613498e-20    1.069343e-19   1.5818897e-20   1.5384062e-36       5.4113153     0.010528901   4.3955188e-23     0.095687168     0.036594065   0.00015060664       18.028516
    0.046400307      0.17770975     0.023633097   6.9192632e-20     -0.14046519     -0.17784996  -8.7946937e-21   1.8627455e-19   2.6650612e-20   2.1775854e-36        5.411411     0.010541854   7.9345911e-23     0.095666592      0.03654911   0.00015051702       18.003885
    0.046944197      0.17760733     0.022762784  -1.5382455e-19     -0.14133946     -0.17774612   3.8259194e-20   2.7587658e-19   4.4007424e-20   -2.852975e-36       5.4115076     0.010554469   1.2164874e-22     0.095645836     0.036503826   0.00015042679        17.97907
     0.04749376      0.17749487     0.021891987  -3.0070278e-19     -0.14221426     -0.17763224   1.6540358e-20   -2.078663e-19  -2.1599696e-20   -2.835926e-39       5.4116051     0.010566737  -9.3018817e-23     0.095624896     0.036458213   0.00015033594       17.954072
    0.048049054      0.17737227     0.021020923  -1.9434435e-20     -0.14308938      -0.1775082  -1.7604558e-20  -4.6610123e-19  -6.2765483e-20   1.4526325e-36       5.4117037      0.01057865  -2.1126912e-22     0.095603773     0.036412268   0.00015024447       17.928889
    0.048610139      0.17723942     0.020149817  -1.1961589e-20     -0.14396458     -0.17737391   1.6205489e-20  -2.4232366e-19  -3.1666267e-20   3.3519799e-36       5.4118031     0.010590198  -1.1051632e-22     0.095582465     0.036365992   0.00015015237       17.903521
    0.049177075      0.17709623     0.019278894  -1.0081614e-19     -0.14483965     -0.17722925    2.609015e-20  -4.9485031e-19  -5.0764193e-20  -2.9603399e-36       5.4119036     0.010601373  -2.2682599e-22      0.09556097     0.036319383   0.00015005965       17.877967
    0.049749924      0.17694261     0.018408389   3.3081827e-19     -0.14571435     -0.17707414  -3.5504009e-20  -4.8658063e-19  -5.1917144e-20   1.7657214e-36        5.412005     0.010612165  -2.2452567e-22     0.095539288     0.036272439   0.00014996631       17.852227
    0.050328748      0.17677847     0.017538536    2.364932e-19     -0.14658844     -0.17690848  -3.6924364e-20   3.3953852e-19   3.1242435e-20   2.9859626e-36       5.4121073     0.010622567   1.5885429e-22     0.095517417     0.036225161   0.00014987234       17.826301
    0.050913608      0.17660373     0.016669577  -4.1337027e-19     -0.14746168     -0.17673217   1.9691065e-20   9.8776209e-20   1.0990216e-20  -4.7864521e-36       5.4122107     0.010632569   4.2698047e-23     0.095495355     0.036177546   0.00014977774       17.800186
    0.051504567      0.17641829     0.015801753   6.3190197e-20     -0.14833384     -0.17654515   1.1162236e-20   -6.827985e-19  -5.9755847e-20   -1.136174e-36        5.412315     0.010642161  -3.2985359e-22     0.095473102     0.036129594   0.00014968252       17.773883
    0.052101689      0.17622206     0.014935312   8.4290531e-19     -0.14920466     -0.17634732    -4.05586e-20    2.645966e-19   2.2725201e-20   2.1254557e-36       5.4124203     0.010651336   1.3294074e-22     0.095450655     0.036081303   0.00014958666       17.747391
    0.052705039      0.17601495     0.014070504   1.6838533e-19      -0.1500739     -0.17613862  -2.7647447e-20   1.3885681e-18   1.1582186e-19   3.5798937e-36       5.4125265     0.010660085    6.835826e-22     0.095428014     0.036032674   0.00014949018        17.72071
    0.053314682       0.1757969     0.013207582   -4.974536e-19      -0.1509413     -0.17591897   3.1177188e-20   6.5370838e-19   5.7635333e-20  -3.6112931e-36       5.4126337     0.010668398   3.2009195e-22     0.095405178     0.035983704   0.00014939307       17.693838
    0.053930682      0.17556784     0.012346804  -1.9889051e-19     -0.15180661     -0.17568831   3.5120144e-20    1.461726e-19   1.6651673e-20  -6.9146942e-37        5.412742     0.010676267   7.4935652e-23     0.095382144     0.035934393   0.00014929533       17.666776
    0.054553106      0.17532772     0.011488428  -2.3632244e-19     -0.15266956     -0.17544659   2.2974167e-20   1.5434656e-19   1.6817289e-20   4.4564883e-36       5.4128512     0.010683683   7.9058221e-23     0.095358912     0.035884741   0.00014919695       17.639523
    0.055182022      0.17507652      0.01063272  -9.7423844e-20      -0.1535299     -0.17519375   4.6072574e-20  -4.3937285e-19  -2.4684505e-20   9.4062339e-38       5.4129613     0.010690638  -2.2553782e-22     0.095335481     0.035834745   0.00014909794       17.612078
    0.055817496      0.17481419    0.0097799444   3.7932504e-19     -0.15438735     -0.17492975   5.0117699e-20  -8.6251598e-20   -6.697144e-21  -3.8826969e-36       5.4130725     0.010697122  -3.2861095e-23     0.095311848     0.035784406    0.0001489983        17.58444
    0.056459598      0.17454069    0.0089303689   1.6677187e-19     -0.15524165     -0.17465454   6.1264648e-21   4.7654847e-19   1.4302702e-20   1.4932726e-37       5.4131847     0.010703128   2.6213278e-22     0.095288013     0.035733723   0.00014889802        17.55661
    0.057108397      0.17425597    0.0080842631  -1.1555384e-19     -0.15609254     -0.17436809  -4.0074672e-20   3.1028413e-19  -5.9625912e-21   9.4821798e-37       5.4132978     0.010708646   1.7066799e-22     0.095263975     0.035682694   0.00014879711       17.528586
    0.057763961      0.17395998    0.0072418984   -1.636376e-19     -0.15693974     -0.17407037  -1.3357967e-20    1.958229e-19  -6.3367753e-22  -5.7172575e-37       5.4134119     0.010713668   1.0949747e-22     0.095239731     0.035631319   0.00014869557       17.500368
    0.058426363      0.17365271    0.0064035479  -2.6936329e-19     -0.15778297     -0.17376137   1.4024077e-20  -9.1893137e-20   -9.763308e-21   1.8772259e-36       5.4135271     0.010718186   -4.444471e-23      0.09521528     0.035579598   0.00014859339       17.471955
    0.059095673      0.17333411    0.0055694863  -2.0449348e-19     -0.15862197     -0.17344106  -2.6232561e-20   -4.595927e-19  -2.9706413e-20   9.4709672e-37       5.4136432     0.010722191  -2.4966285e-22     0.095190622     0.035527529   0.00014849057       17.443348
    0.059771963      0.17300419    0.0047399902  -1.0170778e-19     -0.15945645     -0.17310943   -4.725327e-20  -5.6907009e-19  -3.0679529e-20   9.2376659e-37       5.4137603     0.010725676  -3.1919486e-22     0.095165755     0.035475112   0.00014838712       17.414546
    0.060455306      0.17266296    0.0039153377  -6.4054653e-20     -0.16028614     -0.17276649  -2.3686115e-20  -6.8037098e-19  -2.4819647e-20  -9.1894137e-38       5.4138784     0.010728632  -3.8881102e-22     0.095140677     0.035422346   0.00014828303       17.385547
    0.061145775      0.17231045    0.0030958075   3.2583685e-19     -0.16111076     -0.17241224  -1.0358459e-20  -7.0313909e-19  -1.6791789e-20  -1.7301675e-36       5.4139975     0.010731051  -4.0478692e-22     0.095115387     0.035369231   0.00014817831       17.356353
    0.061843446      0.17194668    0.0022816783   6.3142988e-19     -0.16193004     -0.17204669  -1.6242677e-20   1.2708866e-19   1.8961592e-21  -6.7961765e-37       5.4141176     0.010732926   7.3728932e-23     0.095089884     0.035315765   0.00014807295       17.326962
    0.062548392      0.17157165    0.0014732287   1.6163828e-19     -0.16274369     -0.17166986   7.5529857e-21   8.2722337e-19   1.7939239e-20   1.1549644e-36       5.4142386     0.010734248   4.8097931e-22     0.095064166      0.03526195   0.00014796695       17.297373
    0.063260691      0.17118539   0.00067073704  -3.1879178e-19     -0.16355143     -0.17128178   3.5049536e-20    4.973648e-19   1.5718448e-20  -1.5909671e-37       5.4143607      0.01073501   2.9284074e-22     0.095038233     0.035207783   0.00014786032       17.267587
    0.063980417       0.1707879  -0.00012551887  -3.7289303e-19       -0.164353     -0.17088247   3.8053942e-20   3.4534062e-20   6.3259384e-21  -1.1453301e-36       5.4144838     0.010735205   2.2530544e-23     0.095012081     0.035153264   0.00014775305       17.237604
     0.06470765      0.17037921  -0.00091526157  -2.2651247e-19      -0.1651481     -0.17047198   1.4161759e-20   -4.145434e-19  -6.1425835e-21  -1.0732058e-36       5.4146078     0.010734826  -2.4770332e-22     0.094985712     0.035098394   0.00014764514       17.207422
    0.065442467      0.16995935   -0.0016982141   1.2793095e-19     -0.16593647     -0.17005036   -2.114293e-20  -5.0614099e-19  -2.3357515e-21   1.0327557e-36       5.4147328     0.010733864  -3.0562523e-22     0.094959122     0.035043171   0.00014753659       17.177042
    0.066184948       0.1695284   -0.0024741002   3.1353019e-19     -0.16671783     -0.16961765  -1.8622538e-20   -8.896857e-20   3.7310725e-21   2.8711324e-36       5.4148589     0.010732314  -5.3285487e-23      0.09493231     0.034987595   0.00014742741       17.146463
    0.066935172      0.16908643    -0.003242645     2.42258e-19      -0.1674919     -0.16917393  -2.7578722e-20   2.5786945e-19  -7.2900076e-21  -1.6103211e-36       5.4149859     0.010730169     1.61681e-22     0.094905276     0.034931666    0.0001473176       17.115684
     0.06769322      0.16863353   -0.0040035759  -5.8154179e-20     -0.16825842     -0.16871925   -1.043878e-20   4.9813377e-19  -5.8368874e-21  -5.8330401e-37       5.4151139     0.010727421   3.1248622e-22     0.094878017     0.034875383   0.00014720714       17.084707
    0.068459173      0.16816978   -0.0047566227  -4.0830507e-19      -0.1690171      -0.1682537   3.6734063e-20   1.0928663e-19    5.839505e-21   2.5714354e-36       5.4152429     0.010724065   6.7413509e-23     0.094850533     0.034818746   0.00014709605       17.053529
    0.069233115      0.16769527   -0.0055015178  -2.1496732e-19     -0.16976769     -0.16777735  -2.0164818e-20  -4.9812303e-19   8.5811184e-21   1.2839194e-37       5.4153728     0.010720095  -3.2127338e-22     0.094822821     0.034761755   0.00014698433       17.022152
    0.070015128      0.16721006   -0.0062379967   6.4306909e-20     -0.17050992      -0.1672903  -8.1759536e-20  -3.8979809e-19   7.7893028e-21  -5.0454641e-37       5.4155038     0.010715504  -2.6294768e-22     0.094794882      0.03470441   0.00014687197       16.990574
    0.070805297      0.16671422   -0.0069657976   1.1021014e-19     -0.17124353     -0.16679265    -3.64023e-20  -3.0905121e-19   2.2766043e-20  -1.6213009e-36       5.4156357     0.010710286  -2.2054172e-22     0.094766712      0.03464671   0.00014675897       16.958796
    0.071603706      0.16620785   -0.0076846619   3.1716865e-19     -0.17196826     -0.16628449   9.1974529e-21   -1.074002e-19   2.7921219e-20   -4.469388e-37       5.4157686     0.010704437  -8.2105201e-23     0.094738311     0.034588655   0.00014664534       16.926818
    0.072410442      0.16569106   -0.0083943341   2.6630742e-19     -0.17268385     -0.16576595   2.6823396e-20   4.5086113e-19   1.0610388e-21   1.5813595e-36       5.4159025      0.01069795   2.9567554e-22     0.094709678     0.034530246   0.00014653108       16.894638
    0.073225592      0.16516398   -0.0090945625  -1.0067313e-19     -0.17339006     -0.16523713   4.2650982e-20   5.1336724e-19  -1.5280698e-20  -5.8231872e-37       5.4160373     0.010690821   3.4246242e-22     0.094680811     0.034471481   0.00014641618       16.862258
    0.074049243      0.16462676   -0.0097850999  -3.0874509e-19     -0.17408663     -0.16469817   4.5895447e-20   1.8507516e-19  -8.6550178e-22   1.7493104e-37       5.4161731     0.010683045    1.240942e-22     0.094651709     0.034412362   0.00014630066       16.829677
    0.074881483      0.16407955    -0.010465704  -2.2500427e-19     -0.17477333     -0.16414919   2.2705634e-20  -2.4489807e-19   1.8837515e-20   2.5362165e-36       5.4163099     0.010674618  -1.7049651e-22      0.09462237     0.034352887    0.0001461845       16.796894
    0.075722403      0.16352248    -0.011136138   1.8370715e-19     -0.17544992     -0.16359034  -1.2175997e-20  -3.5445313e-19   2.3003579e-20  -9.9275765e-37       5.4164476     0.010665535  -2.4783702e-22     0.094592793     0.034293057   0.00014606771        16.76391
    0.076572093       0.1629557     -0.01179617   3.7651028e-19     -0.17611616     -0.16302176  -7.6406354e-21   2.0772389e-19  -1.0077882e-20  -1.2984211e-36       5.4165863     0.010655791   1.5086923e-22     0.094562976     0.034232873   0.00014595029       16.730725
    0.077430644      0.16237932    -0.012445573  -8.1114491e-20     -0.17677183     -0.16244359   6.2733688e-21    5.439725e-19  -4.1943299e-20   1.3815035e-36        5.416726     0.010645384   3.9287213e-22     0.094532919     0.034172333   0.00014583224       16.697338
    0.078298149      0.16179349    -0.013084127  -3.1780075e-19      -0.1774167     -0.16185601   2.6548037e-21   5.6034783e-24   -6.661476e-21  -1.9709883e-36       5.4168666      0.01063431  -4.1932124e-24      0.09450262     0.034111439   0.00014571356        16.66375
    0.079174701      0.16119837    -0.013711616   9.8269676e-20     -0.17805058     -0.16125917  -6.7318936e-21  -2.1620102e-19   1.6423168e-20  -7.9060673e-37       5.4170081     0.010622566  -1.5850574e-22     0.094472077      0.03405019   0.00014559426        16.62996
    0.080060395      0.16059414    -0.014327832   1.5106927e-19     -0.17867324     -0.16065324  -7.2293671e-21   2.3964505e-19  -1.3963339e-20    1.117482e-36       5.4171506     0.010610148   1.8133865e-22     0.094441289     0.033988587   0.00014547433       16.595968
    0.080955325      0.15998098    -0.014932573  -6.1024125e-20     -0.17928448     -0.16003839  -1.2700871e-20   1.4076438e-19  -8.7363969e-21  -8.5863928e-37       5.4172941     0.010597055   1.0352619e-22     0.094410255      0.03392663   0.00014535378       16.561776
    0.081859589      0.15935909    -0.015525642   1.0785119e-19     -0.17988411     -0.15941481  -2.1716726e-20   9.6438931e-20  -6.9277209e-21   1.8618432e-37       5.4174385     0.010583283   6.9355221e-23     0.094378973     0.033864319    0.0001452326       16.527381
    0.082773283      0.15872865    -0.016106854  -5.7471019e-20     -0.18047194     -0.15878269    1.387579e-20   4.0312773e-19   -2.736972e-20  -3.8615014e-38       5.4175838     0.010568832   3.0634376e-22     0.094347443     0.033801654    0.0001451108       16.492786
    0.083696507      0.15808987    -0.016676026  -4.9618319e-19     -0.18104779     -0.15814221   4.9748269e-20  -5.2988983e-20   1.4447398e-20   7.9023031e-37         5.41773     0.010553699  -4.5315955e-23     0.094315662     0.033738637   0.00014498838       16.457989
    0.084629358      0.15744292    -0.017232986  -2.5242538e-19     -0.18161149     -0.15749358   2.4907329e-20  -7.9179973e-19    7.566032e-20   1.1653991e-36       5.4178772     0.010537882  -6.2197096e-22     0.094283629     0.033675267   0.00014486534       16.422991
    0.085571939      0.15678798     -0.01777757   2.9521516e-19     -0.18216287     -0.15683699  -1.8386383e-20  -6.4473623e-19   5.7906984e-20  -2.9275401e-37       5.4180253     0.010521382  -5.0643942e-22     0.094251343     0.033611545   0.00014474168       16.387791
    0.086524349      0.15612526    -0.018309619   3.4052181e-19     -0.18270178     -0.15617264  -2.0305227e-20  -6.9051558e-20   5.2743481e-22   1.5486079e-36       5.4181743     0.010504197   -5.383958e-23     0.094218803     0.033547471   0.00014461741       16.352391
    0.087486692      0.15545497    -0.018828985   1.7167044e-19     -0.18322806     -0.15550075  -8.4337212e-21   1.7372896e-19  -2.5147866e-20   2.1856499e-37       5.4183242     0.010486327    1.406319e-22     0.094186007     0.033483046   0.00014449252       16.316791
    0.088459071      0.15477732    -0.019335529   4.1657894e-20     -0.18374159     -0.15482153   3.8650806e-23   3.3483044e-19   -3.918239e-20  -2.2222892e-36        5.418475     0.010467772   2.7605339e-22     0.094152954     0.033418271   0.00014436702       16.280989
    0.089441592      0.15409255    -0.019829117  -1.3993869e-19     -0.18424221     -0.15413521   1.8514555e-20   2.6141684e-19  -3.1799302e-20  -4.0287973e-37       5.4186268     0.010448532   2.1919625e-22     0.094119642     0.033353146   0.00014424091       16.244988
    0.090434358      0.15340086    -0.020309626  -1.1453809e-19     -0.18472982     -0.15344199   1.4413089e-20  -1.0951571e-20  -3.8560712e-21  -7.3793837e-38       5.4187794     0.010428607  -2.5711694e-24     0.094086071     0.033287672   0.00014411419       16.208786
    0.091437479       0.1527025    -0.020776944  -4.7774634e-20     -0.18520429      -0.1527421   9.2393264e-21  -1.5718792e-20  -1.1333721e-23   1.7147877e-36       5.4189329        0.010408  -5.8526653e-24     0.094052238     0.033221849   0.00014398686       16.172385
    0.092451061      0.15199768    -0.021230962  -1.6187323e-19     -0.18566553     -0.15203577   1.3374681e-20    -1.27349e-19    1.192965e-20   7.4234589e-37       5.4190873     0.010386711  -1.0139915e-22     0.094018143     0.033155679   0.00014385893       16.135784
    0.093475213      0.15128664    -0.021671589  -2.5109076e-20     -0.18611343     -0.15132323  -1.5627665e-20   -3.987601e-19   4.3070545e-20  -1.3963819e-36       5.4192426     0.010364742  -3.3768441e-22     0.093983785     0.033089162   0.00014373039       16.098984
    0.094510047      0.15056961    -0.022098736   2.7376895e-19     -0.18654791     -0.15060472  -2.9749166e-20  -1.6756401e-19    1.541171e-20  -4.4077636e-37       5.4193988     0.010342095  -1.4506314e-22     0.093949161       0.0330223   0.00014360125       16.061986
    0.095555673       0.1498468    -0.022512326   1.7887844e-19      -0.1869689     -0.14988045   1.5752436e-20     2.64535e-19  -4.0033784e-20  -3.8327121e-37       5.4195559     0.010318772   2.3425305e-22      0.09391427     0.032955092   0.00014347152       16.024789
    0.096612203      0.14911847    -0.022912297  -4.3532582e-20     -0.18737633     -0.14915068   3.1004042e-20    2.390084e-19  -4.3800308e-20   2.2472702e-37       5.4197138     0.010294776   2.2482068e-22     0.093879112      0.03288754   0.00014334118       15.987394
    0.097679752      0.14838483    -0.023298587  -3.7100388e-20     -0.18777014     -0.14841563  -3.1611393e-20   1.4127975e-19  -3.9737543e-20   8.3529028e-37       5.4198726      0.01027011   1.4104048e-22     0.093843685     0.032819646   0.00014321025       15.949801
    0.098758435      0.14764614     -0.02367115  -1.0387507e-19     -0.18815027     -0.14767555  -6.4767932e-20   1.6261594e-19  -3.1250396e-20   3.4783311e-38       5.4200322     0.010244778   1.4416949e-22     0.093807987     0.032751409   0.00014307873       15.912011
    0.099848367      0.14690259    -0.024029945  -1.9348433e-19     -0.18851671     -0.14693067  -1.6783944e-20  -4.4368606e-20   2.1325889e-20  -4.8605907e-37       5.4201928     0.010218783  -8.9679475e-23     0.093772018     0.032682832   0.00014294663       15.874024
     0.10094967      0.14615447    -0.024374948   6.3108791e-20     -0.18886941     -0.14618123   1.5011858e-20  -1.6725916e-19   4.3733891e-20   1.3287812e-37       5.4203541      0.01019213  -2.7648321e-22     0.093735775     0.032613915   0.00014281393       15.835842
     0.10206245      0.14540203    -0.024706138   3.0756455e-19     -0.18920836     -0.14542748    2.412622e-21   1.4744223e-19  -7.8441872e-21   4.3549598e-37       5.4205163     0.010164822   6.1414655e-23     0.093699259     0.032544659   0.00014268065       15.797463
     0.10318684      0.14464545    -0.025023503   1.9563501e-20     -0.18953355     -0.14466965    1.863439e-20   3.7837587e-19  -4.4779009e-20   2.6761831e-37       5.4206794     0.010136865   4.1097452e-22     0.093662466     0.032475067   0.00014254679        15.75889
     0.10432296      0.14388503    -0.025327054  -3.3335408e-19     -0.18984497     -0.14390798   3.6183909e-20    4.788844e-20   2.3342175e-21   2.0886107e-37       5.4208433     0.010108264   9.2513591e-23     0.093625397     0.032405138   0.00014241236       15.720122
     0.10547092      0.14312106    -0.025616801  -1.7035062e-19     -0.19014266     -0.14314272   1.3518041e-20  -3.5888418e-19   6.2611028e-20   2.5710791e-37        5.421008     0.010079024  -3.5285556e-22      0.09358805     0.032334875   0.00014227734        15.68116
     0.10663086      0.14235373    -0.025892763   1.4602061e-19     -0.19042661     -0.14237409   -1.169962e-20  -2.9314485e-19   4.9552528e-20  -1.8949258e-37       5.4211736     0.010049152  -2.9156203e-22     0.093550424     0.032264279   0.00014214176       15.642004
     0.10780289      0.14158319    -0.026154965   1.3775217e-19     -0.19069688     -0.14160234   -2.297276e-20  -2.5755818e-21   6.4228653e-21  -1.8337159e-37         5.42134     0.010018652   -8.012467e-24     0.093512517     0.032193352   0.00014200561       15.602656
     0.10898715       0.1408097    -0.026403451   1.4137764e-21     -0.19095348     -0.14082771  -1.9739501e-20   4.1513146e-20    7.973322e-21   5.8447559e-38       5.4215072    0.0099875319   2.8685222e-23     0.093474327     0.032122094   0.00014186889       15.563117
     0.11018375      0.14003353    -0.026638271   7.3392027e-20     -0.19119648     -0.14005042  -4.7347735e-21   8.4318906e-21   1.7380777e-20   2.0487256e-37       5.4216752    0.0099557982  -5.4520806e-24     0.093435855     0.032050507   0.00014173161       15.523385
