#             x      gradU_xx      gradU_xy      gradU_xz      gradU_yx      gradU_yy      gradU_yz      gradU_zx      gradU_zy      gradU_zz             U_x             U_y             U_z              kl              kt             nut           omega
    0.006200654       0.1500374      0.10295382  -1.1885288e-18    -0.060873904     -0.15021785   2.6703334e-20   2.1468276e-18   1.4556647e-18  -3.7661036e-36       5.4045612    0.0080585658   1.5785624e-22     0.097301508     0.040335951    0.0001581501       20.069099
   0.0063253029      0.15025179      0.10270196  -1.1419351e-18    -0.061126477     -0.15043239   5.5183316e-21  -1.2062155e-18  -8.3810906e-19  -6.4343089e-35       5.4045799     0.008071381  -9.1719759e-23     0.097296105     0.040322694   0.00015812329       20.061901
   0.0064512519      0.15046757       0.1024472   9.8045051e-19    -0.061381954     -0.15064833  -3.2964237e-20  -1.6702896e-18  -1.1386632e-18   6.7579076e-35       5.4045989     0.008084298  -1.2643764e-22     0.097290647     0.040309308   0.00015809621       20.054634
   0.0065785143      0.15068475      0.10218952   1.4612293e-18    -0.061640367     -0.15086567  -2.7939267e-20   2.0991296e-18   1.4102604e-18   5.0509423e-36        5.404618    0.0080973171   1.6284442e-22     0.097285135     0.040295794   0.00015806888       20.047297
    0.006707104      0.15090333      0.10192889   1.1683074e-19    -0.061901751     -0.15108441   8.0241592e-21   3.1609131e-18    2.104935e-18  -5.9889198e-35       5.4046374    0.0081104387   2.4570598e-22     0.097279568     0.040282151   0.00015804128       20.039889
   0.0068370347       0.1511233      0.10166526   1.5009502e-19    -0.062166138     -0.15130453   6.7894045e-21   2.4113473e-18   1.6087442e-18   1.3030539e-35        5.404657    0.0081236631   1.9054141e-22     0.097273945     0.040268376   0.00015801341        20.03241
   0.0069683205      0.15134464       0.1013986  -5.7566317e-19    -0.062433562     -0.15152604   1.1549485e-20   3.5834732e-18   2.4167724e-18   6.8337328e-36       5.4046769    0.0081369906   2.8685679e-22     0.097268266      0.04025447   0.00015798528       20.024859
   0.0071009754      0.15156736      0.10112889   -2.545419e-18    -0.062704057     -0.15174892   2.1788376e-20   4.3602625e-19   3.1652501e-19  -8.3184661e-36        5.404697    0.0081504215   3.2086522e-23     0.097262531      0.04024043   0.00015795688       20.017235
   0.0072350138      0.15179145      0.10085608  -2.0800087e-18    -0.062977657     -0.15197318   4.8339404e-21   -4.794852e-18  -3.1615744e-18   2.2061446e-35       5.4047173    0.0081639561  -3.9658877e-22     0.097256738     0.040226257    0.0001579282       20.009538
   0.0073704501       0.1520169      0.10058014   4.7588505e-19    -0.063254398      -0.1521988  -7.5879687e-21  -6.2818383e-18  -4.1296808e-18  -1.1049673e-35       5.4047379    0.0081775948  -5.2285941e-22     0.097250887     0.040211947   0.00015789925       20.001768
   0.0075072989      0.15224369      0.10030104   3.0166597e-18    -0.063534314     -0.15242578  -1.4398187e-20  -3.0987446e-18  -2.0361392e-18  -4.6364362e-35       5.4047587    0.0081913377  -2.5817415e-22     0.097244978     0.040197502   0.00015787002       19.993923
   0.0076455748      0.15247183      0.10001874   2.1229114e-18     -0.06381744     -0.15265411  -9.2781201e-21    3.620522e-18   2.3529845e-18   6.2959903e-35       5.4047798    0.0082051851   3.1195282e-22      0.09723901     0.040182918   0.00015784051       19.986003
   0.0077852928       0.1527013     0.099733208  -1.7963456e-18    -0.064103813     -0.15288378   7.9362466e-21    3.738866e-18   2.4239899e-18   2.7388621e-35       5.4048011    0.0082191372    3.214507e-22     0.097232983     0.040168195   0.00015781072       19.978007
    0.007926468       0.1529321     0.099444404  -2.2653625e-18    -0.064393467     -0.15311478  -3.6537031e-21  -2.2675724e-18  -1.4723728e-18  -4.6786331e-35       5.4048227    0.0082331944  -2.0149233e-22     0.097226895     0.040153332   0.00015778064       19.969934
   0.0080691154      0.15316422     0.099152294   3.6389081e-19    -0.064686438      -0.1533471  -1.4359046e-20  -3.5363538e-18    -2.28387e-18   3.9343693e-36       5.4048445    0.0082473567  -3.1430842e-22     0.097220747     0.040138328   0.00015775028       19.961785
   0.0082132505      0.15339764     0.098856842   1.0036468e-18    -0.064982763     -0.15358074   3.7357812e-21  -1.0213902e-18  -6.6265356e-19   8.5721285e-37       5.4048666    0.0082616244   -9.070033e-23     0.097214538     0.040123182   0.00015771963       19.953558
   0.0083588888      0.15363237     0.098558011  -1.6347115e-20    -0.065282478     -0.15381567   7.8916834e-22  -2.8163816e-19  -1.6968668e-19   1.2005838e-35       5.4048889    0.0082759976  -2.5885222e-23     0.097208267     0.040107891   0.00015768868       19.945253
    0.008506046      0.15386838     0.098255764  -7.2381557e-20    -0.065585621     -0.15405189  -1.4282345e-20  -1.0542879e-18  -6.5469466e-19  -8.2940835e-36       5.4049116    0.0082904765  -9.8866695e-23     0.097201934     0.040092456   0.00015765744       19.936868
   0.0086547378      0.15410566     0.097950064   7.8173244e-19    -0.065892228      -0.1542894  -9.7354309e-21   -4.874743e-19  -3.0377371e-19   2.3499475e-37       5.4049344    0.0083050612  -4.5811918e-23     0.097195538     0.040076874   0.00015762591       19.928404
   0.0088049804      0.15434421     0.097640874   8.4947727e-19    -0.066202336     -0.15452816  -7.1811818e-21   1.4333321e-18   8.9740534e-19   2.0381547e-35       5.4049576    0.0083197518   1.3764303e-22     0.097189079     0.040061145   0.00015759407       19.919859
   0.0089567898        0.154584     0.097328155  -7.8116182e-21    -0.066515984     -0.15476818    2.724633e-21   2.1679508e-18   1.3497808e-18  -8.5048293e-36       5.4049811    0.0083345485   2.0954052e-22     0.097182555     0.040045267   0.00015756193       19.911234
   0.0091101825      0.15482504     0.097011871  -5.5362665e-19    -0.066833209     -0.15500943   1.5990487e-20    1.357971e-18   8.4478715e-19  -1.3426448e-35       5.4050048    0.0083494512   1.3273124e-22     0.097175967     0.040029239   0.00015752949       19.902526
   0.0092651749       0.1550673     0.096691984  -5.3897844e-19    -0.067154049     -0.15525191     1.55762e-20   3.8860744e-19   2.4171151e-19   4.0864966e-36       5.4050288      0.00836446   3.8679803e-23     0.097169313      0.04001306   0.00015749674       19.893736
   0.0094217836      0.15531076     0.096368455   1.1101232e-19    -0.067478541     -0.15549559   1.3736113e-21  -3.4428887e-19  -2.0513102e-19  -1.2780081e-36       5.4050531     0.008379575  -3.5306883e-23     0.097162594     0.039996728   0.00015746368       19.884863
   0.0095800257      0.15555543     0.096041247   4.1074549e-19    -0.067806725     -0.15574045  -8.3649289e-21   7.3873703e-19   4.6830986e-19  -6.6160346e-36       5.4050777    0.0083947962   7.5749701e-23     0.097155808     0.039980243   0.00015743031       19.875906
   0.0097399181      0.15580128      0.09571032  -6.7890787e-19    -0.068138639     -0.15598649   1.5834144e-21   9.2157617e-19   5.8077561e-19   7.6321513e-36       5.4051026    0.0084101235   9.3792418e-23     0.097148955     0.039963602   0.00015739662       19.866864
    0.009901478      0.15604828     0.095375636  -6.8170954e-19    -0.068474321     -0.15623369  -7.3720062e-21  -1.3848811e-18  -8.3169603e-19  -3.0851393e-36       5.4051278    0.0084255569  -1.4668322e-22     0.097142034     0.039946805   0.00015736262       19.857737
    0.010064723      0.15629643     0.095037156   2.8516175e-19    -0.068813812     -0.15648202   -5.491902e-21  -1.1670781e-18  -7.1273267e-19   6.2944635e-36       5.4051533    0.0084410963  -1.2270204e-22     0.097135044     0.039929851    0.0001573283       19.848524
     0.01022967      0.15654569     0.094694839   5.5349332e-20     -0.06915715     -0.15673146   9.7209591e-21  -4.7809293e-19  -3.1323591e-19   1.7810618e-35       5.4051791    0.0084567416   -5.096728e-23     0.097127986     0.039912738   0.00015729365       19.839224
    0.010396337      0.15679607     0.094348648   6.6297152e-19    -0.069504374       -0.156982   3.9452914e-21  -9.7943157e-19  -6.1178022e-19  -9.1883708e-36       5.4052052    0.0084724927  -1.0642371e-22     0.097120858     0.039895464   0.00015725868       19.829837
    0.010564743      0.15704752     0.093998542   1.9006144e-18    -0.069855525     -0.15723361   1.1519158e-20   1.5708565e-18   9.2991124e-19   1.3320866e-35       5.4052316    0.0084883495   1.7660097e-22     0.097113659     0.039878029   0.00015722338       19.820362
    0.010734905      0.15730003     0.093644482   5.3736073e-19    -0.070210642     -0.15748628   2.4531858e-20   4.7943305e-18   2.8497861e-18   2.9586897e-35       5.4052583    0.0085043118   5.3967028e-22     0.097106389     0.039860431   0.00015718775       19.810798
    0.010906842      0.15755357     0.093286428  -1.8610458e-18    -0.070569765     -0.15773997    2.233237e-20    3.108382e-18   1.8460794e-18  -3.1293563e-35       5.4052854    0.0085203793   3.5021604e-22     0.097099048     0.039842668   0.00015715178       19.801144
    0.011080571      0.15780812      0.09292434   -1.505457e-18    -0.070932933     -0.15799466   1.9103511e-20   -9.422771e-19   -5.560185e-19  -2.8919686e-35       5.4053128    0.0085365518  -1.1062041e-22     0.097091635      0.03982474   0.00015711549       19.791399
    0.011256113      0.15806364     0.092558178   3.6891772e-20    -0.071300188     -0.15825033   1.2047663e-20  -1.4613613e-18  -8.7279681e-19   -6.592652e-36       5.4053405    0.0085528291  -1.6723771e-22     0.097084148     0.039806645   0.00015707885       19.781564
    0.011433485       0.1583201     0.092187902  -4.5609904e-19    -0.071671569     -0.15850695   4.3949332e-21  -8.0071661e-19  -4.6621267e-19   1.2798394e-35       5.4053686    0.0085692109  -9.4419384e-23     0.097076588     0.039788382   0.00015704187       19.771636
    0.011612707      0.15857749     0.091813469  -9.2711067e-19    -0.072047119      -0.1587645  -6.2427033e-21  -2.7992849e-18  -1.6062788e-18   5.2038035e-35        5.405397    0.0085856968  -3.3840393e-22     0.097068954      0.03976995   0.00015700454       19.761616
    0.011793798      0.15883578     0.091434841   8.0646652e-19    -0.072426878     -0.15902294  -3.7913834e-20  -3.5232844e-18  -2.0243424e-18     5.90885e-36       5.4054257    0.0086022864  -4.2671141e-22     0.097061244     0.039751346   0.00015696687       19.751503
    0.011976778      0.15909496     0.091051976   1.7266928e-18    -0.072810885     -0.15928225  -4.7206147e-20  -3.0262976e-19  -1.6764684e-19   -3.029856e-35       5.4054548    0.0086189794  -3.4658285e-23     0.097053459      0.03973257   0.00015692885       19.741295
    0.012161666        0.159355     0.090664835   1.3922449e-20    -0.073199181      -0.1595424   4.9616334e-21   1.6650451e-18   9.5893902e-19   6.0092543e-36       5.4054842    0.0086357753   2.0716915e-22     0.097045597      0.03971362   0.00015689048       19.730993
    0.012348482      0.15961585     0.090273377  -8.3182589e-19    -0.073591806     -0.15980335   2.9055644e-20  -2.8850227e-19  -1.6639406e-19  -7.5596305e-36        5.405514    0.0086526737  -3.7322445e-23     0.097037658     0.039694495   0.00015685175       19.720595
    0.012537247      0.15987746     0.089877563   7.0510705e-19    -0.073988802     -0.16006507  -1.8301429e-20  -8.1501113e-19  -4.7635377e-19   1.9491554e-36       5.4055442     0.008669674  -1.0234771e-22     0.097029641     0.039675193   0.00015681267         19.7101
     0.01272798      0.16013979     0.089477351   1.1611574e-18    -0.074390208     -0.16032754  -3.4551324e-20    1.816557e-18   1.0047824e-18   3.8046205e-35       5.4055747    0.0086867757   2.3654766e-22     0.097021546     0.039655714   0.00015677322       19.699508
    0.012920702      0.16040277     0.089072699  -7.2850728e-19    -0.074796067     -0.16059071  -7.8539095e-21    2.592634e-18   1.4445973e-18  -1.7128252e-35       5.4056056    0.0087039782   3.3752663e-22     0.097013372     0.039636055   0.00015673342       19.688818
    0.013115435       0.1606664     0.088663566  -1.6441366e-18    -0.075206421     -0.16085454   1.2042893e-20  -3.8637886e-19    -2.10232e-19  -1.2530735e-35       5.4056368    0.0087212809  -5.4494549e-23     0.097005117     0.039616215   0.00015669324        19.67803
    0.013312198      0.16093066     0.088249913  -9.6126031e-20    -0.075621309     -0.16111901   1.8558172e-20  -2.2530797e-18  -1.2514739e-18    8.142444e-37       5.4056685    0.0087386832  -3.0206131e-22     0.096996782     0.039596193    0.0001566527       19.667141
    0.013511013      0.16119559     0.087831705    1.012587e-18    -0.076040772     -0.16138407   7.9989296e-21  -6.2968828e-19  -3.5891392e-19    -9.89289e-36       5.4057005    0.0087561842  -8.3032176e-23     0.096988365     0.039575988   0.00015661178       19.656153
    0.013711901      0.16146119     0.087408903   5.2759316e-19    -0.076464848     -0.16164969   2.3676678e-21   7.3381804e-19   4.0251499e-19   2.8549449e-35       5.4057329    0.0087737833    1.021879e-22     0.096979866     0.039555597   0.00015657049       19.645063
    0.013914885      0.16172738     0.086981454  -2.2905498e-19    -0.076893574     -0.16191581   1.2436631e-20   9.0243612e-19   5.0050507e-19   7.6687608e-36       5.4057657    0.0087914796   1.2589684e-22     0.096971284      0.03953502   0.00015652882       19.633871
    0.014119985      0.16199408     0.086549331  -8.2601088e-19    -0.077326989     -0.16218241   7.2863438e-21   4.7092864e-20   3.6520866e-20  -2.2034549e-35       5.4057989    0.0088092724    4.873816e-24     0.096962619     0.039514255   0.00015648677       19.622576
    0.014327225      0.16226117       0.0861125  -3.3640724e-19    -0.077765136     -0.16244943  -2.7739563e-20  -1.5005012e-18  -7.9455994e-19   4.5412233e-36       5.4058325    0.0088271607  -2.1723065e-22     0.096953869     0.039493301   0.00015644434       19.611178
    0.014536626      0.16252856     0.085670904   8.5017869e-19    -0.078208054     -0.16271683  -4.1865102e-20  -8.9808558e-19  -4.8033045e-19  -8.1610571e-36       5.4058665    0.0088451437  -1.2956043e-22     0.096945033     0.039472155   0.00015640152       19.599676
     0.01474821      0.16279626     0.085224516   4.6153889e-19    -0.078655783     -0.16298457  -6.9137438e-21   1.3648622e-18   7.0809621e-19  -1.8321907e-35       5.4059009    0.0088632202   1.4625417e-22     0.096936112     0.039450818   0.00015635831       19.588068
    0.014962002      0.16306411     0.084773296  -1.0608879e-18    -0.079108362      -0.1632526   1.0222355e-20   1.3144433e-18   6.9544124e-19   1.8075255e-36       5.4059357    0.0088813893   5.9997124e-23     0.096927104     0.039429287   0.00015631471       19.576354
    0.015178023       0.1633321     0.084317197  -8.9936357e-19    -0.079565831     -0.16352086   -2.782118e-20  -1.4481076e-18  -7.2291379e-19  -2.5466937e-35        5.405971      0.00889965  -3.1853842e-22     0.096918008      0.03940756   0.00015627072       19.564534
    0.015396296      0.16360048     0.083856174   6.9682828e-19    -0.080028233     -0.16378931  -5.3041761e-20  -2.0021415e-18  -1.0221315e-18  -2.7205199e-35       5.4060066     0.008918001  -3.2356704e-22     0.096908824     0.039385636   0.00015622633       19.552606
    0.015616846      0.16386929     0.083390202   7.6505373e-19    -0.080495604      -0.1640579  -3.8386926e-21  -3.4390738e-20  -2.3932884e-20   2.4800343e-36       5.4060428    0.0089364411  -3.2190555e-24     0.096899551     0.039363515   0.00015618154       19.540569
    0.015839697      0.16413829     0.082919252  -1.2392382e-19    -0.080967973     -0.16432657   5.7499612e-20   7.6783831e-20   3.8658122e-20   3.9963349e-36       5.4060793    0.0089549692   1.1065548e-23     0.096890188     0.039341193   0.00015613634       19.528423
    0.016064871      0.16440721     0.082443287   2.5606957e-19    -0.081445372     -0.16459527   4.3146552e-20  -3.9179771e-19  -2.0673194e-19  -1.1156945e-36       5.4061163     0.008973584  -6.0764896e-23     0.096880734     0.039318671   0.00015609073       19.516167
    0.016292394      0.16467594     0.081962268    9.448267e-19    -0.081927843     -0.16486394  -7.5196102e-21   8.0456106e-19   3.8819993e-19   2.2166212e-36       5.4061537     0.008992284   1.3202142e-22     0.096871188     0.039295946   0.00015604472       19.503799
    0.016522289      0.16494446     0.081476152    5.163479e-19    -0.082415427     -0.16513252   -2.069829e-20   2.2738702e-18   1.1220067e-18   6.1327978e-36       5.4061916     0.009011068   3.7148733e-22      0.09686155     0.039273016    0.0001559983        19.49132
    0.016754582      0.16521277     0.080984901  -6.2936564e-19    -0.082908162     -0.16540095  -1.6909026e-21   2.2205709e-18   1.0938134e-18  -4.2749194e-36       5.4062299    0.0090299343   3.6534951e-22     0.096851819     0.039249881   0.00015595146       19.478729
    0.016989298      0.16548086     0.080488479  -1.2125507e-18    -0.083406086     -0.16566918   1.7272098e-20   4.4471752e-19   2.2273379e-19   -3.193555e-36       5.4062688    0.0090488815   7.1861917e-23     0.096841994     0.039226538    0.0001559042       19.466024
    0.017226461      0.16574868      0.07998685  -6.3428979e-19    -0.083909233     -0.16593713   3.5253744e-20  -1.2160768e-18   -5.916751e-19   3.2873583e-37        5.406308    0.0090679079  -2.0648896e-22     0.096832074     0.039202987   0.00015585653       19.453204
    0.017466098      0.16601619     0.079479982   3.1004501e-19    -0.084417638     -0.16620475   2.5915042e-20  -1.3234945e-18  -6.4865217e-19  -3.6102968e-36       5.4063478     0.009087012  -2.2405576e-22     0.096822059     0.039179225   0.00015580843       19.440269
    0.017708234      0.16628333     0.078967839   3.4124704e-19    -0.084931335     -0.16647197  -6.0127295e-21  -3.1851274e-19   -1.527756e-19   1.1139952e-35        5.406388    0.0091061919  -5.3614506e-23     0.096811946     0.039155251    0.0001557599       19.427218
    0.017952896      0.16655004     0.078450391   2.1412875e-20    -0.085450357     -0.16673872  -2.0145349e-20  -3.5097291e-19  -1.5395389e-19    2.981253e-36       5.4064287     0.009125446  -6.3426734e-23     0.096801737     0.039131064   0.00015571094       19.414051
    0.018200108      0.16681624     0.077927605   4.8713418e-19    -0.085974733     -0.16700493   -3.122405e-20   -2.472374e-19  -1.1302118e-19  -7.6340264e-36       5.4064699    0.0091447723   -4.341894e-23     0.096791429     0.039106662   0.00015566155       19.400765
      0.0184499      0.16708185     0.077399453   4.7660353e-19    -0.086504496     -0.16727053  -1.9347804e-20   1.0131663e-18    4.677334e-19  -3.2847636e-36       5.4065116    0.0091641689   1.8313636e-22     0.096781022     0.039082044   0.00015561172       19.387361
    0.018702296      0.16734681     0.076865906   2.9992597e-21    -0.087039673     -0.16753544   1.3254146e-20   1.0596373e-18   4.8561192e-19   5.1410993e-36       5.4065538    0.0091836339   1.9390232e-22     0.096770515     0.039057207   0.00015556145       19.373837
    0.018957324      0.16761104     0.076326933  -2.6202749e-19    -0.087580295      -0.1677996   3.3984292e-20   9.9245739e-19   4.4883106e-19   5.1232807e-36       5.4065965    0.0092031651   1.8566654e-22     0.096759907     0.039032151   0.00015551074       19.360193
    0.019215012      0.16787445     0.075782509   -8.835384e-19    -0.088126388     -0.16806292   2.6883093e-20   3.0725759e-19    1.376508e-19  -6.1691413e-36       5.4066397    0.0092227604   5.6194798e-23     0.096749197     0.039006874   0.00015545959       19.346427
    0.019475387      0.16813698     0.075232607  -6.7448481e-19    -0.088677979     -0.16832533  -2.8318295e-20  -1.4577352e-18  -6.5313579e-19   1.1476877e-35       5.4066835    0.0092424177  -2.7839235e-22     0.096738384     0.038981373   0.00015540799        19.33254
    0.019738478      0.16839854     0.074677201    3.475187e-19    -0.089235095     -0.16858674  -4.9368128e-20  -1.5210869e-18  -6.7361326e-19  -1.9690694e-37       5.4067277    0.0092621346  -2.9206557e-22     0.096727468     0.038955649   0.00015535594       19.318529
    0.020004313      0.16865905     0.074116266   6.0303032e-19     -0.08979776     -0.16884708   -1.335616e-20  -4.6147608e-19  -2.0108458e-19  -1.1643608e-35       5.4067725    0.0092819088  -8.8918536e-23     0.096716448     0.038929699   0.00015530343       19.304395
     0.02027292      0.16891843     0.073549779   2.9856292e-19    -0.090365998     -0.16910626   8.2728775e-21   1.5128223e-19   6.5710368e-20   7.7273742e-36       5.4068179    0.0093017378   2.9853205e-23     0.096705322     0.038903521   0.00015525047       19.290136
    0.020544328      0.16917657     0.072977718   1.3283113e-19    -0.090939833     -0.16936419    1.508009e-20   3.5455832e-19   1.4770424e-19  -9.0836933e-37       5.4068638    0.0093216191   7.0873443e-23      0.09669409     0.038877115   0.00015519705       19.275751
    0.020818567      0.16943339     0.072400069  -8.7013008e-21    -0.091519284      -0.1696208   6.9256621e-21   5.0413565e-19   2.1047974e-19  -4.5750771e-36       5.4069102    0.0093415501   1.0280766e-22      0.09668275     0.038850478   0.00015514317       19.261239
    0.021095666       0.1696888     0.071816824  -1.8013338e-19    -0.092104372     -0.16987598    2.788893e-21   3.1937937e-19   1.4019838e-19   1.3997735e-35       5.4069572    0.0093615282   6.4459233e-23     0.096671303     0.038823608   0.00015508882       19.246601
    0.021375655      0.16994271     0.071227945  -2.9579544e-20    -0.092695117     -0.17012965   6.6815101e-22   5.6781552e-21    7.920688e-21     5.02314e-36       5.4070047    0.0093815506   1.2592224e-24     0.096659746     0.038796505     0.000155034       19.231834
    0.021658563      0.17019499     0.070633399  -8.4312857e-20    -0.093291536     -0.17038171  -9.8116921e-21   2.3581993e-19     9.96838e-20  -1.5790836e-35       5.4070528    0.0094016144   5.0604763e-23     0.096648079     0.038769167   0.00015497871       19.216937
    0.021944423      0.17044559     0.070033179  -4.9270997e-19    -0.093893644     -0.17063207   -1.251581e-20  -2.2515249e-19  -8.8160254e-20   3.7415491e-36       5.4071015    0.0094217168  -5.0726306e-23     0.096636302     0.038741591   0.00015492295       19.201911
    0.022233263      0.17069441     0.069427276   1.3903067e-19    -0.094501458     -0.17088063  -2.4858027e-20  -1.0906902e-18  -4.4313087e-19   7.0989077e-36       5.4071508    0.0094418546  -2.3650131e-22     0.096624412     0.038713778   0.00015486671       19.186753
    0.022525116      0.17094136     0.068815678   1.0435178e-18    -0.095114989     -0.17112729  -2.1798865e-20   1.7326533e-19   6.4746196e-20  -5.0937527e-36       5.4072006    0.0094620248   4.0004649e-23      0.09661241     0.038685724   0.00015480999       19.171464
    0.022820012      0.17118632     0.068198375  -1.2696402e-19     -0.09573425     -0.17137196   2.3825782e-20   1.7255052e-18   6.8775751e-19  -2.9185009e-36        5.407251    0.0094822242   3.7973186e-22     0.096600294     0.038657428   0.00015475279       19.156042
    0.023117984      0.17142919     0.067575358  -1.4366117e-18    -0.096359249     -0.17161453   2.8352041e-20  -2.0307951e-19  -7.3369977e-20  -6.4280057e-37       5.4073021    0.0095024495  -4.9732508e-23     0.096588063     0.038628889    0.0001546951       19.140487
    0.023419063      0.17166986     0.066946618  -5.6939228e-20    -0.096989994     -0.17185489  -4.5462082e-20   -2.139914e-18  -8.3448629e-19   4.9377671e-36       5.4073537    0.0095226973   -4.833377e-22     0.096575716     0.038600105   0.00015463693       19.124796
    0.023723283      0.17190823     0.066312152   1.0976826e-18    -0.097626491     -0.17209294  -5.7601106e-20  -3.0919059e-19  -1.2097211e-19  -4.9626423e-36        5.407406    0.0095429642  -6.8559426e-23     0.096563252     0.038571075   0.00015457826       19.108971
    0.024030675      0.17214418     0.065671956   1.7830698e-19    -0.098268743     -0.17232858    8.559772e-21   8.2147197e-19   3.2363745e-19   1.3847648e-36       5.4074589    0.0095632466   1.8764843e-22     0.096550671     0.038541797    0.0001545191       19.093009
    0.024341273      0.17237761     0.065026028  -2.6709339e-19    -0.098916752     -0.17256168   3.2382368e-20   1.5259273e-19   6.6308454e-20   3.2871902e-36       5.4075124    0.0095835408   3.4350116e-23     0.096537971     0.038512269   0.00015445944       19.076909
     0.02465511       0.1726084     0.064374369  -3.8792181e-20    -0.099570517     -0.17279214   2.6314616e-20   9.8437172e-20   3.8565902e-20  -6.3927049e-36       5.4075665     0.009603843   2.1820578e-23     0.096525151      0.03848249   0.00015439928       19.060672
     0.02497222      0.17283645     0.063716982   3.7891843e-19     -0.10023004     -0.17301984   1.5156635e-20   4.3161743e-20   1.5024923e-20   5.1127971e-36       5.4076213    0.0096241495   1.0337251e-23      0.09651221     0.038452458   0.00015433861       19.044295
    0.025292637      0.17306166     0.063053874   4.3492301e-19      -0.1008953     -0.17324468   1.5608262e-20   1.1002973e-18   4.0051712e-19   6.1839785e-36       5.4076767    0.0096444562    2.704899e-22     0.096499148     0.038422171   0.00015427744       19.027779
    0.025616396       0.1732839      0.06238505  -7.4946635e-19     -0.10156631     -0.17346652   4.0196677e-20    1.174072e-18   4.3043171e-19  -7.6339569e-36       5.4077327    0.0096647592   2.8576712e-22     0.096485963     0.038391629   0.00015421577       19.011121
    0.025943531      0.17350305     0.061710522  -9.2990753e-19     -0.10224306     -0.17368526   2.0402491e-20  -9.1576765e-19  -3.2417202e-19   1.2885094e-36       5.4077895    0.0096850541  -2.2934014e-22     0.096472654     0.038360829   0.00015415358       18.994322
    0.026274078      0.17371898     0.061030302   1.8006119e-19     -0.10292552     -0.17390076  -1.3887273e-20  -1.2762907e-18  -4.5444544e-19   4.1299915e-36       5.4078468    0.0097053369   -3.182189e-22      0.09645922     0.038329769   0.00015409087        18.97738
    0.026608073      0.17393158     0.060344406   3.6504954e-19     -0.10361368     -0.17411291  -1.3905933e-20  -4.1067372e-19  -1.4491423e-19  -3.0250569e-36       5.4079049    0.0097256031  -1.0308242e-22      0.09644566     0.038298449   0.00015402765       18.960295
     0.02694555      0.17414069      0.05965285  -1.1723779e-19     -0.10430753     -0.17432159  -8.1967366e-21  -2.9745907e-19  -1.0242571e-19   3.5424377e-36       5.4079636    0.0097458483  -7.7276112e-23     0.096431974     0.038266867   0.00015396391       18.943065
    0.027286547      0.17434621     0.058955656  -7.1196664e-20     -0.10500705     -0.17452666   -7.694786e-21  -7.0922766e-19  -2.3959703e-19  -7.4108732e-37        5.408023    0.0097660678  -1.8642211e-22     0.096418159      0.03823502   0.00015389965        18.92569
      0.0276311      0.17454801     0.058252848   3.8917506e-19     -0.10571222       -0.174728  -6.4847063e-24  -4.6890064e-19  -1.5703537e-19  -2.2922331e-36       5.4080831    0.0097862571  -1.2252681e-22     0.096404215     0.038202908   0.00015383486       18.908168
    0.027979247      0.17474597     0.057544451   6.7462905e-19     -0.10642299     -0.17492547   6.6317188e-21   3.2209221e-19   1.0548433e-19   3.8454656e-36       5.4081439    0.0098064113   8.7917879e-23     0.096390141     0.038170528   0.00015376955         18.8905
    0.028331025      0.17493996     0.056830495   7.0444041e-19     -0.10713936     -0.17511895  -8.2786241e-21   1.2919886e-18   4.1762035e-19   4.4335922e-36       5.4082054    0.0098265256   3.5123668e-22     0.096375936      0.03813788    0.0001537037       18.872683
    0.028686471      0.17512985     0.056111012   1.1452496e-20     -0.10786129      -0.1753083   7.5532122e-21   2.1396593e-18   6.8459907e-19  -2.1423743e-36       5.4082676    0.0098465949   5.8344368e-22     0.096361599     0.038104962   0.00015363732       18.854717
    0.029045624      0.17531551     0.055386038  -6.1972311e-19     -0.10858874      -0.1754934   2.0462447e-20   1.2742707e-18   4.0222101e-19  -2.7390946e-36       5.4083306    0.0098666142   3.5072451e-22     0.096347128     0.038071772    0.0001535704       18.836601
    0.029408522      0.17549679     0.054655611  -3.7435336e-19     -0.10932167     -0.17567409  -1.8457513e-20   4.8555694e-19   1.5100156e-19  -2.4251482e-36       5.4083942    0.0098865783   1.3894982e-22     0.096332523     0.038038308   0.00015350295       18.818335
    0.029775206      0.17567354     0.053919779  -6.2192076e-19     -0.11006004     -0.17585025  -2.0049076e-20   2.8781076e-19   9.1311958e-20   4.5421525e-36       5.4084586    0.0099064817   7.9395144e-23     0.096317783     0.038004569   0.00015343495       18.799917
    0.030145713      0.17584564     0.053178595  -9.4896222e-19     -0.11080381     -0.17602173   2.9437924e-20  -1.1328449e-18  -3.4101335e-19   9.1364193e-36       5.4085237    0.0099263192  -3.2904025e-22     0.096302906     0.037970553   0.00015336641       18.781346
    0.030520085      0.17601292     0.052432092   2.0238189e-20     -0.11155293      -0.1761884   4.5160643e-20  -2.1589266e-18  -6.4298132e-19  -8.1117921e-36       5.4085896    0.0099460851  -6.2360035e-22     0.096287891      0.03793626   0.00015329733       18.762622
     0.03089836      0.17617525     0.051680313   1.0584057e-18     -0.11230734     -0.17635011   4.5931388e-21  -1.0425092e-18  -3.1075264e-19   1.5176068e-36       5.4086562    0.0099657738  -3.0068697e-22     0.096272737     0.037901686   0.00015322769       18.743744
    0.031280581       0.1763325     0.050923318   5.1449826e-19     -0.11306699     -0.17650673  -1.9440709e-20   6.0801126e-19   1.6607055e-19   1.0913285e-37       5.4087235    0.0099853795   1.8252501e-22     0.096257443     0.037866832    0.0001531575        18.72471
