#      distance             U_x             U_y             U_z               p           omega               k             nut
    0.084084084      0.99891785   8.6684722e-22               0    0.0047614789       25.613602   8.4373709e-09   3.2940065e-10
    0.086186186      0.99887373   8.6684722e-22               0    0.0048018426       25.496985   8.3936395e-09   3.2919286e-10
    0.088288288      0.99882954   9.5564743e-22               0    0.0048423241       25.380299   8.3499392e-09   3.2898722e-10
     0.09039039      0.99877227   9.5564743e-22               0    0.0049083824       25.248518   8.3129879e-09   3.2925015e-10
    0.092492492        0.998715   9.5564743e-22               0    0.0049744407       25.116738   8.2760366e-09   3.2951308e-10
    0.094594595      0.99865773   9.5564743e-22               0     0.005040499       24.984957   8.2390854e-09   3.2977601e-10
    0.096696697      0.83632409    1.017718e-20               0     0.005119343       37.058912   8.1851787e-09   2.7649058e-10
    0.098798799      0.62184485    1.017718e-20               0    0.0052022956       53.055038   8.1258236e-09   2.0599802e-10
      0.1009009      0.35569778   8.9936287e-21   1.6642091e-33     0.005265001       72.972322   8.0336572e-09   1.1805878e-10
       0.103003     0.020660263   8.9936287e-21   1.6642091e-33    0.0053007104       98.117818   7.8977425e-09   6.8572972e-12
     0.10510511   1.1051763e-16    2.059247e-20               0    0.0052579305       99.668428   7.7683931e-09   8.6761268e-27
     0.10720721   1.1030378e-16   2.8331855e-20   1.9943819e-35     0.005211393       99.668428    7.645323e-09   8.4588949e-27
     0.10930931   1.1030378e-16   2.8331855e-20   1.9943819e-35    0.0051669363       99.668428   7.5309405e-09   8.4588949e-27
     0.11141141   1.1007383e-16   3.3095041e-20               0    0.0051550194       99.668428   7.4384838e-09   8.2726851e-27
     0.11351351   1.0983105e-16   3.6636358e-20               0    0.0051540398       99.668428    7.357147e-09   8.1403735e-27
     0.11561562   1.0983105e-16   3.6636358e-20               0    0.0051693409       99.668428   7.3030579e-09   8.1403735e-27
     0.11771772    1.095779e-16   3.9080815e-20               0    0.0051888978       99.668428   7.2706492e-09   8.0700031e-27
     0.11981982    1.095779e-16   3.9080815e-20               0    0.0052126216       99.668428    7.259469e-09   8.0700031e-27
     0.12192192   1.0931489e-16   4.0832533e-20               0    0.0052424022       99.668428   7.2780438e-09   7.2636978e-27
     0.12402402   1.0931489e-16   4.0832533e-20               0    0.0052739754       99.668428   7.3054259e-09   7.2636978e-27
     0.12612613    1.090414e-16   4.2218368e-20               0    0.0053155103       99.668428   7.3645051e-09   6.2589032e-27
     0.12822823   1.0875697e-16   4.3523696e-20               0    0.0053590607       99.668428   7.4269555e-09   5.5435967e-27
     0.13033033   1.0875697e-16   4.3523696e-20               0    0.0054137744       99.668428   7.5066738e-09   5.5435967e-27
     0.13243243   1.0845842e-16   4.4481356e-20               0    0.0054732005       99.668428   7.6073722e-09   4.9807172e-27
     0.13453453   1.0845842e-16   4.4481356e-20               0    0.0055471914       99.668428   7.7729135e-09   4.9807172e-27
     0.13663664    1.081506e-16   4.6908918e-20               0    0.0056290596       99.668428   7.8237743e-09   4.7249368e-27
     0.13873874    1.081506e-16   4.6908918e-20               0    0.0057304285       99.668428   7.5907439e-09   4.7249368e-27
     0.14084084   1.0779921e-16   4.4883898e-20               0    0.0058504136       99.668428   3.5528383e-06   3.4753019e-27
     0.14294294   1.0779921e-16   4.4883898e-20               0    0.0060205065       99.668428    1.664117e-05   3.4753019e-27
     0.14504505   1.0750893e-16   7.0361333e-20               0    0.0061980017        114.2581    9.281033e-05   1.6665515e-08
     0.14714715   1.0750893e-16   7.0361333e-20               0    0.0064066329       190.21569   0.00043431359   1.0343045e-07
     0.14924925   1.0682677e-16   9.5528133e-20   1.3066574e-32    0.0066090691       268.92742   0.00080038034   1.9317729e-07
     0.15135135   1.0682677e-16   9.5528133e-20   1.3066574e-32    0.0066923058       400.63293    0.0016390855   3.4030053e-07
     0.15345345   1.0682677e-16   9.5528133e-20   1.3066574e-32    0.0067755426       532.33844    0.0024777907   4.8742376e-07
     0.15555556    1.057052e-16   1.6184704e-19  -2.9522759e-34    0.0066979496       631.47305    0.0034173294   5.9427583e-07
     0.15765766    1.057052e-16   1.6184704e-19  -2.9522759e-34    0.0065899277       724.44528    0.0043759457   6.9350863e-07
     0.15975976   1.0431667e-16   2.1989754e-19               0    0.0064344463       796.83634    0.0052138991   7.6966614e-07
     0.16186186   1.0431667e-16   2.1989754e-19               0    0.0062423583       853.35272    0.0059587827    8.280252e-07
     0.16396396   1.0275574e-16   2.5738742e-19               0    0.0060544081       904.23046    0.0066411283   8.8045281e-07
     0.16606607   1.0275574e-16   2.5738742e-19               0     0.005881278       934.91276    0.0070994874   9.1163629e-07
     0.16816817   1.0275574e-16   2.5738742e-19               0    0.0057081479       965.59506    0.0075578465   9.4281976e-07
     0.17027027     1.01095e-16    2.779897e-19               0    0.0055634892       983.93602    0.0078440867   9.6136131e-07
     0.17237237     1.01095e-16    2.779897e-19               0    0.0054259529       999.18959    0.0080872684   9.7674027e-07
     0.17447447    9.937538e-17   2.8670055e-19               0    0.0052949281       1011.2457    0.0082800684   9.8889093e-07
     0.17657658    9.937538e-17   2.8670055e-19               0    0.0051785863       1016.0916    0.0083592604   9.9376199e-07
     0.17867868    9.937538e-17   2.8670055e-19               0    0.0050622444       1020.9376    0.0084384524   9.9863305e-07
     0.18078078   9.7644685e-17    2.831956e-19               0     0.004958201       1021.3179    0.0084445209   9.9901641e-07
     0.18288288   9.7644685e-17    2.831956e-19               0    0.0048585242       1020.1126    0.0084246262   9.9780637e-07
     0.18498498   9.5924689e-17   2.7425175e-19               0    0.0047603012       1018.7574      0.00840228   9.9644565e-07
     0.18708709   9.5924689e-17   2.7425175e-19               0    0.0046768154       1015.8825    0.0083550834   9.9355738e-07
     0.18918919   9.5924689e-17   2.7425175e-19               0    0.0045933296       1013.0075    0.0083078868   9.9066911e-07
     0.19129129   9.4233573e-17   2.5945641e-19               0    0.0045150984       1009.7002    0.0082538091   9.8734492e-07
     0.19339339   9.4233573e-17   2.5945641e-19               0    0.0044461987       1005.6252    0.0081875118   9.8324661e-07
      0.1954955   9.4233573e-17   2.5945641e-19               0     0.004377299       1001.5502    0.0081212145    9.791483e-07
      0.1975976    9.257592e-17   2.3662201e-19               0    0.0043136054       997.22386     0.008051306    9.747936e-07
      0.1996997    9.257592e-17   2.3662201e-19               0    0.0042542259       992.68922    0.0079784051   9.7022645e-07
      0.2018018    9.257592e-17   2.3662201e-19               0    0.0041948464       988.15458    0.0079055041   9.6565929e-07
      0.2039039   9.0929332e-17   2.1046058e-19               0    0.0041377867       983.57354    0.0078325003    9.610405e-07
     0.20600601   9.0929332e-17   2.1046058e-19               0    0.0040819926       978.96719    0.0077594403   9.5639354e-07
     0.20810811   9.0929332e-17   2.1046058e-19               0    0.0040261984       974.36083    0.0076863803   9.5174658e-07
     0.21021021   8.9303114e-17   1.8731159e-19               0     0.003972015       969.79953    0.0076147024   9.4713988e-07
     0.21231231   8.9303114e-17   1.8731159e-19               0    0.0039186685       965.26165    0.0075437427   9.4255412e-07
     0.21441441   8.9303114e-17   1.8731159e-19               0    0.0038653219       960.72376     0.007472783   9.3796835e-07
     0.21651652   8.7715391e-17    1.668907e-19               0    0.0038141284        956.2744    0.0074037768   9.3346755e-07
     0.21861862   8.7715391e-17    1.668907e-19               0     0.003764511       951.88986    0.0073362006   9.2902896e-07
     0.22072072   8.7715391e-17    1.668907e-19               0    0.0037148937       947.50532    0.0072686245   9.2459037e-07
     0.22282282   8.6186759e-17    1.470464e-19               0    0.0036677479       943.21975    0.0072029411   9.2024901e-07
     0.22492492   8.6186759e-17    1.470464e-19               0    0.0036242796       939.08145     0.007140074   9.1605235e-07
     0.22702703   8.6186759e-17    1.470464e-19               0    0.0035808112       934.94315     0.007077207   9.1185568e-07
     0.22912913   8.4755977e-17   1.2855655e-19               0    0.0035382876       930.84988    0.0070151274   9.0770384e-07
     0.23123123   8.4755977e-17   1.2855655e-19               0    0.0035021427       927.06072    0.0069583659   9.0385467e-07
     0.23333333   8.4755977e-17   1.2855655e-19               0    0.0034659978       923.27155    0.0069016044   9.0000551e-07
     0.23543544   8.4755977e-17   1.2855655e-19               0    0.0034298529       919.48239    0.0068448429   8.9615634e-07
     0.23753754   8.3403366e-17   1.1293263e-19               0    0.0033971557       915.97117    0.0067927629   8.9258522e-07
     0.23963964   8.3403366e-17   1.1293263e-19               0    0.0033655744       912.54991     0.006742198   8.8910408e-07
     0.24174174   8.3403366e-17   1.1293263e-19               0    0.0033339931       909.12865    0.0066916331   8.8562294e-07
     0.24384384   8.2133031e-17   9.9265682e-20               0    0.0033032368       905.79972    0.0066425928    8.822344e-07
     0.24594595   8.2133031e-17   9.9265682e-20               0    0.0032746197       902.71021    0.0065975054   8.7908596e-07
     0.24804805   8.2133031e-17   9.9265682e-20               0    0.0032460026        899.6207    0.0065524179   8.7593751e-07
     0.25015015   8.2133031e-17   9.9265682e-20               0    0.0032173855       896.53119    0.0065073305   8.7278907e-07
     0.25225225   8.0952439e-17   8.6854169e-20               0    0.0031913711       893.66808    0.0064658772   8.6986852e-07
     0.25435435   8.0952439e-17   8.6854169e-20               0    0.0031665022       890.90463    0.0064260237   8.6704828e-07
     0.25645646   8.0952439e-17   8.6854169e-20               0    0.0031416333       888.14119    0.0063861701   8.6422805e-07
     0.25855856   7.9867242e-17   7.5469522e-20               0    0.0031167655       885.37783    0.0063463179    8.614079e-07
     0.26066066   7.9867242e-17   7.5469522e-20               0     0.003095745        882.9384    0.0063115218   8.5891499e-07
     0.26276276   7.9867242e-17   7.5469522e-20               0    0.0030747244       880.49897    0.0062767256   8.5642207e-07
     0.26486486   7.9867242e-17   7.5469522e-20               0    0.0030537039       878.05953    0.0062419295   8.5392916e-07
     0.26696697   7.8879816e-17   6.5044887e-20               0    0.0030333393       875.68034    0.0062080511   8.5149729e-07
     0.26906907   7.8879816e-17   6.5044887e-20               0    0.0030157228       873.55351    0.0061780176   8.4932115e-07
     0.27117117   7.8879816e-17   6.5044887e-20               0    0.0029981063       871.42668     0.006147984   8.4714501e-07
     0.27327327   7.8879816e-17   6.5044887e-20               0    0.0029804898       869.29985    0.0061179505   8.4496888e-07
     0.27537538    7.798903e-17   5.5666807e-20               0    0.0029636563       867.25083    0.0060890787   8.4287179e-07
     0.27747748    7.798903e-17   5.5666807e-20               0    0.0029489597       865.41418    0.0060633778   8.4099046e-07
     0.27957958    7.798903e-17   5.5666807e-20               0    0.0029342632       863.57753    0.0060376769   8.3910913e-07
     0.28168168    7.798903e-17   5.5666807e-20               0    0.0029195667       861.74087     0.006011976    8.372278e-07
     0.28378378   7.7190683e-17   4.7413554e-20               0    0.0029053984       859.96225    0.0059871271   8.3540556e-07
     0.28588589   7.7190683e-17   4.7413554e-20               0    0.0028930705        858.3858    0.0059652464   8.3378914e-07
     0.28798799   7.7190683e-17   4.7413554e-20               0    0.0028807425       856.80935    0.0059433658   8.3217273e-07
     0.29009009   7.7190683e-17   4.7413554e-20               0    0.0028684146        855.2329    0.0059214852   8.3055632e-07
     0.29219219   7.6478587e-17   4.0286611e-20               0    0.0028561861       853.66858    0.0058997801   8.2895228e-07
     0.29429429   7.6478587e-17   4.0286611e-20               0    0.0028457115       852.31832    0.0058811747   8.2756655e-07
      0.2963964   7.6478587e-17   4.0286611e-20               0    0.0028352369       850.96806    0.0058625693   8.2618082e-07
      0.2984985   7.6478587e-17   4.0286611e-20               0    0.0028247623       849.61779    0.0058439639   8.2479509e-07
      0.3006006   7.6478587e-17   4.0286611e-20               0    0.0028142877       848.26753    0.0058253585   8.2340936e-07
      0.3027027   7.5844668e-17   3.4216026e-20               0    0.0028050144       847.06268    0.0058088345   8.2217214e-07
      0.3048048   7.5844668e-17   3.4216026e-20               0    0.0027961285       845.90472    0.0057929819   8.2098283e-07
     0.30690691   7.5844668e-17   3.4216026e-20               0    0.0027872427       844.74677    0.0057771292   8.1979352e-07
     0.30900901   7.5844668e-17   3.4216026e-20               0    0.0027783569       843.58882    0.0057612766    8.186042e-07
     0.31111111   7.5281074e-17   2.9047197e-20               0    0.0027699235       842.48467     0.005746186   8.1746991e-07
     0.31321321   7.5281074e-17   2.9047197e-20               0    0.0027624229       841.49144    0.0057326665   8.1644907e-07
     0.31531532   7.5281074e-17   2.9047197e-20               0    0.0027549223       840.49822     0.005719147   8.1542822e-07
     0.31741742   7.5281074e-17   2.9047197e-20               0    0.0027474217         839.505    0.0057056275   8.1440738e-07
     0.31951952   7.5281074e-17   2.9047197e-20               0    0.0027399211       838.51177     0.005692108   8.1338653e-07
     0.32162162     7.47814e-17   2.4591912e-20               0    0.0027331102       837.62829     0.005680127   8.1247806e-07
     0.32372372     7.47814e-17   2.4591912e-20               0     0.002726516       836.77927    0.0056686292   8.1160489e-07
     0.32582583     7.47814e-17   2.4591912e-20               0    0.0027199217       835.93025    0.0056571314   8.1073171e-07
     0.32792793     7.47814e-17   2.4591912e-20               0    0.0027133275       835.08123    0.0056456336   8.0985853e-07
     0.33003003   7.4339728e-17   2.0703699e-20               0    0.0027067632       834.23909    0.0056342313    8.089924e-07
     0.33213213   7.4339728e-17   2.0703699e-20               0     0.002700713       833.51477    0.0056244665   8.0824706e-07
     0.33423423   7.4339728e-17   2.0703699e-20               0    0.0026946628       832.79046    0.0056147016   8.0750172e-07
     0.33633634   7.4339728e-17   2.0703699e-20               0    0.0026886126       832.06614    0.0056049368   8.0675638e-07
     0.33843844   7.4339728e-17   2.0703699e-20               0    0.0026825624       831.34182     0.005595172   8.0601104e-07
     0.34054054   7.3949035e-17    1.738392e-20               0    0.0026766113       830.63861    0.0055856986   8.0528734e-07
     0.34264264   7.3949035e-17    1.738392e-20               0    0.0026710453        830.0174    0.0055773573   8.0464779e-07
     0.34474474   7.3949035e-17    1.738392e-20               0    0.0026654793        829.3962     0.005569016   8.0400824e-07
     0.34684685   7.3949035e-17    1.738392e-20               0    0.0026599134       828.77499    0.0055606748   8.0336868e-07
     0.34894895   7.3949035e-17    1.738392e-20               0    0.0026543474       828.15378    0.0055523335   8.0272913e-07
     0.35105105   7.3601539e-17   1.4669276e-20               0    0.0026488807       827.54951     0.005544225   8.0210697e-07
     0.35315315   7.3601539e-17   1.4669276e-20               0    0.0026437985       827.01087    0.0055370181   8.0155216e-07
     0.35525526   7.3601539e-17   1.4669276e-20               0    0.0026387163       826.47222    0.0055298112   8.0099736e-07
     0.35735736   7.3601539e-17   1.4669276e-20               0    0.0026336341       825.93357    0.0055226043   8.0044256e-07
     0.35945946   7.3601539e-17   1.4669276e-20               0    0.0026285519       825.39492    0.0055153974   7.9988775e-07
     0.36156156   7.3289853e-17   1.2513053e-20               0    0.0026234879       824.85963    0.0055082365    7.993364e-07
     0.36366366   7.3289853e-17   1.2513053e-20               0    0.0026187549       824.38535    0.0055019113    7.988477e-07
     0.36576577   7.3289853e-17   1.2513053e-20               0    0.0026140219       823.91107    0.0054955861   7.9835901e-07
     0.36786787   7.3289853e-17   1.2513053e-20               0    0.0026092889        823.4368     0.005489261   7.9787031e-07
     0.36996997   7.3289853e-17   1.2513053e-20               0    0.0026045559       822.96252    0.0054829358   7.9738161e-07
     0.37207207   7.3289853e-17   1.2513053e-20               0    0.0025998229       822.48824    0.0054766106   7.9689292e-07
     0.37417417   7.3007422e-17   1.0775749e-20               0    0.0025951281       822.05205    0.0054708058   7.9644336e-07
     0.37627628   7.3007422e-17   1.0775749e-20               0    0.0025904466        821.6292     0.005465183   7.9600749e-07
     0.37837838   7.3007422e-17   1.0775749e-20               0    0.0025857651       821.20635    0.0054595603   7.9557163e-07
     0.38048048   7.3007422e-17   1.0775749e-20               0    0.0025810836       820.78349    0.0054539375   7.9513576e-07
     0.38258258   7.3007422e-17   1.0775749e-20               0    0.0025764021       820.36064    0.0054483148   7.9469989e-07
     0.38468468   7.2749926e-17   9.4370863e-21               0    0.0025716897       819.94776    0.0054428284   7.9427427e-07
     0.38678679   7.2749926e-17   9.4370863e-21               0     0.002566892       819.56238    0.0054377181    7.938769e-07
     0.38888889   7.2749926e-17   9.4370863e-21               0    0.0025620942         819.177    0.0054326078   7.9347952e-07
     0.39099099   7.2749926e-17   9.4370863e-21               0    0.0025572965       818.79162    0.0054274975   7.9308215e-07
     0.39309309   7.2749926e-17   9.4370863e-21               0    0.0025524988       818.40624    0.0054223872   7.9268477e-07
      0.3951952   7.2749926e-17   9.4370863e-21               0    0.0025477011       818.02086    0.0054172769    7.922874e-07
      0.3972973   7.2509916e-17   8.5049411e-21               0    0.0025428544       817.65149    0.0054123866   7.9190645e-07
      0.3993994   7.2509916e-17   8.5049411e-21               0    0.0025379782       817.29178    0.0054076292   7.9153543e-07
      0.4015015   7.2509916e-17   8.5049411e-21               0    0.0025331019       816.93208    0.0054028719   7.9116441e-07
      0.4036036   7.2509916e-17   8.5049411e-21               0    0.0025282257       816.57238    0.0053981145    7.907934e-07
     0.40570571   7.2509916e-17   8.5049411e-21               0    0.0025233494       816.21267    0.0053933571   7.9042238e-07
     0.40780781   7.2509916e-17   8.5049411e-21               0    0.0025184732       815.85297    0.0053885997   7.9005136e-07
     0.40990991   7.2283065e-17   7.9007504e-21               0    0.0025136526       815.50953    0.0053840666   7.8969702e-07
     0.41201201   7.2283065e-17   7.9007504e-21               0    0.0025088453       815.16996     0.005379587   7.8934666e-07
     0.41411411   7.2283065e-17   7.9007504e-21               0     0.002504038        814.8304    0.0053751073   7.8899631e-07
     0.41621622   7.2283065e-17   7.9007504e-21               0    0.0024992307       814.49084    0.0053706277   7.8864595e-07
     0.41831832   7.2283065e-17   7.9007504e-21               0    0.0024944234       814.15127    0.0053661481   7.8829559e-07
     0.42042042   7.2283065e-17   7.9007504e-21               0     0.002489616       813.81171    0.0053616685   7.8794524e-07
     0.42252252   7.2064993e-17   7.5510757e-21               0    0.0024849021       813.48349    0.0053573473   7.8760651e-07
     0.42462462   7.2064993e-17   7.5510757e-21               0    0.0024802097        813.1579    0.0053530626   7.8727046e-07
     0.42672673   7.2064993e-17   7.5510757e-21               0    0.0024755173        812.8323     0.005348778   7.8693441e-07
     0.42882883   7.2064993e-17   7.5510757e-21               0     0.002470825       812.50671    0.0053444934   7.8659837e-07
     0.43093093   7.2064993e-17   7.5510757e-21               0    0.0024661326       812.18111    0.0053402088   7.8626232e-07
     0.43303303   7.2064993e-17   7.5510757e-21               0    0.0024614402       811.85552    0.0053359241   7.8592627e-07
     0.43513514   7.1851902e-17   7.3759615e-21               0     0.002456729       811.53575    0.0053317227   7.8559618e-07
     0.43723724   7.1851902e-17   7.3759615e-21               0     0.002452007       811.21935    0.0053275695   7.8526952e-07
     0.43933934   7.1851902e-17   7.3759615e-21               0     0.002447285       810.90296    0.0053234163   7.8494287e-07
     0.44144144   7.1851902e-17   7.3759615e-21               0     0.002442563       810.58656    0.0053192631   7.8461622e-07
     0.44354354   7.1851902e-17   7.3759615e-21               0    0.0024378409       810.27017    0.0053151099   7.8428957e-07
     0.44564565   7.1851902e-17   7.3759615e-21               0    0.0024331189       809.95377    0.0053109567   7.8396292e-07
     0.44774775   7.1641327e-17   7.3840225e-21               0    0.0024283554       809.63884    0.0053068253   7.8363775e-07
     0.44984985   7.1641327e-17   7.3840225e-21               0    0.0024234766       809.32795    0.0053027546   7.8331668e-07
     0.45195195   7.1641327e-17   7.3840225e-21               0    0.0024185979       809.01706     0.005298684   7.8299562e-07
     0.45405405   7.1641327e-17   7.3840225e-21               0    0.0024137191       808.70618    0.0052946133   7.8267455e-07
     0.45615616   7.1641327e-17   7.3840225e-21               0    0.0024088404       808.39529    0.0052905426   7.8235349e-07
     0.45825826   7.1641327e-17   7.3840225e-21               0    0.0024039616        808.0844     0.005286472   7.8203242e-07
     0.46036036   7.1641327e-17   7.3840225e-21               0    0.0023990829       807.77352    0.0052824013   7.8171136e-07
     0.46246246   7.1429744e-17   7.5759075e-21               0    0.0023940501       807.46377    0.0052783528    7.813914e-07
     0.46456456   7.1429744e-17   7.5759075e-21               0    0.0023889515       807.15451    0.0052743139   7.8107192e-07
     0.46666667   7.1429744e-17   7.5759075e-21               0    0.0023838528       806.84526    0.0052702749   7.8075243e-07
     0.46876877   7.1429744e-17   7.5759075e-21               0    0.0023787542         806.536    0.0052662359   7.8043295e-07
     0.47087087   7.1429744e-17   7.5759075e-21               0    0.0023736555       806.22674     0.005262197   7.8011347e-07
     0.47297297   7.1429744e-17   7.5759075e-21               0    0.0023685569       805.91748     0.005258158   7.7979398e-07
     0.47507508   7.1429744e-17   7.5759075e-21               0    0.0023634582       805.60823     0.005254119    7.794745e-07
     0.47717718   7.1213447e-17   7.8648351e-21               0    0.0023582546       805.29751    0.0052500711   7.7915341e-07
     0.47927928   7.1213447e-17   7.8648351e-21               0    0.0023530436        804.9867    0.0052460225   7.7883222e-07
     0.48138138   7.1213447e-17   7.8648351e-21               0    0.0023478325       804.67588     0.005241974   7.7851102e-07
     0.48348348   7.1213447e-17   7.8648351e-21               0    0.0023426215       804.36506    0.0052379254   7.7818982e-07
     0.48558559   7.1213447e-17   7.8648351e-21               0    0.0023374105       804.05425    0.0052338768   7.7786862e-07
     0.48768769   7.1213447e-17   7.8648351e-21               0    0.0023321994       803.74343    0.0052298283   7.7754742e-07
     0.48978979   7.1213447e-17   7.8648351e-21               0    0.0023269884       803.43262    0.0052257797   7.7722623e-07
     0.49189189    7.098982e-17    8.195451e-21               0    0.0023218262       803.11933    0.0052217097   7.7690237e-07
     0.49399399    7.098982e-17    8.195451e-21               0    0.0023166661       802.80594    0.0052176388    7.765784e-07
      0.4960961    7.098982e-17    8.195451e-21               0    0.0023115059       802.49255    0.0052135679   7.7625443e-07
      0.4981982    7.098982e-17    8.195451e-21               0    0.0023063458       802.17916     0.005209497   7.7593046e-07
      0.5003003    7.098982e-17    8.195451e-21               0    0.0023011857       801.86577    0.0052054261   7.7560649e-07
      0.5024024    7.098982e-17    8.195451e-21               0    0.0022960255       801.55237    0.0052013552   7.7528252e-07
      0.5045045    7.098982e-17    8.195451e-21               0    0.0022908654       801.23898    0.0051972843   7.7495855e-07
     0.50660661   7.0757995e-17   8.5114423e-21               0    0.0022857054       800.92453    0.0051932086   7.7463339e-07
     0.50870871   7.0757995e-17   8.5114423e-21               0    0.0022805455       800.60975    0.0051891314   7.7430787e-07
     0.51081081   7.0757995e-17   8.5114423e-21               0    0.0022753857       800.29498    0.0051850542   7.7398236e-07
     0.51291291   7.0757995e-17   8.5114423e-21               0    0.0022702258       799.98021     0.005180977   7.7365684e-07
     0.51501502   7.0757995e-17   8.5114423e-21               0    0.0022650659       799.66543    0.0051768999   7.7333133e-07
     0.51711712   7.0757995e-17   8.5114423e-21               0     0.002259906       799.35066    0.0051728227   7.7300581e-07
     0.51921922   7.0757995e-17   8.5114423e-21               0    0.0022547461       799.03589    0.0051687455    7.726803e-07
     0.52132132   7.0518483e-17   8.7747261e-21               0    0.0022495625       798.72146    0.0051646771   7.7235509e-07
     0.52342342   7.0518483e-17   8.7747261e-21               0    0.0022443372       798.40763    0.0051606241   7.7203044e-07
     0.52552553   7.0518483e-17   8.7747261e-21               0    0.0022391119        798.0938    0.0051565712   7.7170578e-07
     0.52762763   7.0518483e-17   8.7747261e-21               0    0.0022338866       797.77997    0.0051525182   7.7138113e-07
     0.52972973   7.0518483e-17   8.7747261e-21               0    0.0022286613       797.46614    0.0051484653   7.7105647e-07
     0.53183183   7.0518483e-17   8.7747261e-21               0     0.002223436       797.15231    0.0051444123   7.7073182e-07
     0.53393393   7.0518483e-17   8.7747261e-21               0    0.0022182107       796.83848    0.0051403594   7.7040716e-07
