#          distance                 U_x                 U_y                 U_z                   p   wallShearStress_x   wallShearStress_y   wallShearStress_z
    0.0122917149841                   1   8.69983694269e-24   2.95971997896e-22                   0                   0                   0                   0
    0.0197619112058                   1   8.42465231355e-24   2.54036827252e-22                   0                   0                   0                   0
    0.0266619137534                   1    8.3120222994e-24   2.33306645721e-22                   0                   0                   0                   0
    0.0330352450211                   1   8.25326186932e-24   2.20965826758e-22                   0                   0                   0                   0
    0.0389221053762                   1   8.21964362842e-24   2.12798527445e-22                   0                   0                   0                   0
    0.0443596267266                   1   8.19942197501e-24   2.07008967447e-22                   0                   0                   0                   0
    0.0493821067333                   1   8.18687272783e-24   2.02702435019e-22                   0                   0                   0                   0
    0.0540212251463                   1   8.17888941626e-24   1.99383010745e-22                   0                   0                   0                   0
    0.0583062436274                   1   8.17366173297e-24   1.96753615051e-22                   0                   0                   0                   0
    0.0622641903209                   1   8.17008436631e-24   1.94625410576e-22                   0                   0                   0                   0
     0.065920030336                   1   8.16746389428e-24   1.92872607249e-22                   0                   0                   0                   0
    0.0692968232165                   1   8.16536115215e-24   1.91408168756e-22                   0                   0                   0                   0
    0.0724158683909                   1   8.16350043614e-24   1.90169949404e-22                   0                   0                   0                   0
    0.0752968395208                   1   8.16171395663e-24   1.89112385366e-22                   0                   0                   0                   0
    0.0779579085939                   1   8.15990602956e-24   1.88201306422e-22                   0                   0                   0                   0
    0.0804158605457                   1   8.15802899686e-24   1.87410581416e-22                   0                   0                   0                   0
    0.0826861991319                   1   8.15606655829e-24   1.86719883347e-22                   0                   0                   0                   0
      0.08478324472                   1   8.15402207373e-24   1.86113161079e-22                   0                   0                   0                   0
    0.0867202246158                   1   8.15191036038e-24   1.85577570063e-22                   0                   0                   0                   0
    0.0885093564966                   1   8.14975203289e-24   1.85102708888e-22                   0                   0                   0                   0
    0.0901619254745                   1   8.14756970979e-24   1.84680064246e-22                   0                   0                   0                   0
    0.0916883552789                   1   8.14538558407e-24   1.84302600818e-22                   0                   0                   0                   0
    0.0930982740048                   1   8.14321997977e-24   1.83964453763e-22                   0                   0                   0                   0
    0.0944005748429                   1   8.14109059317e-24   1.83660695061e-22                   0                   0                   0                   0
    0.0956034721743                   1   8.13901219579e-24   1.83387153802e-22                   0                   0                   0                   0
    0.0967145533836                   1   8.13699663813e-24   1.83140276415e-22                   0                   0                   0                   0
    0.0977408267165                   1   8.13505303008e-24   1.82917016859e-22                   0                   0                   0                   0
    0.0986887654857                   1   8.13318801753e-24   1.82714749523e-22                   0                   0                   0                   0
    0.0995643489011      0.981488861776   8.02724664491e-24   1.88514156953e-22                   0     -0.006618106401  -3.82569065626e-19  -6.62154169461e-21
